"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"38","1","G93","","11_50 a 54","1"
"38","1","Y24","","06_25 a 29","1"
"62","1","K70","","12_55 a 59","4"
"26","1","W18","","09_40 a 44","1"
"82","2","I11","","12_55 a 59","1"
"74","2","I67","","16_75 a 79","10"
"06","2","V44","","13_60 a 64","2"
"18","1","K74","","14_65 a 69","8"
"26","1","X70","","13_60 a 64","2"
"86","1","G61","","10_45 a 49","1"
"38","2","C79","","17_80 y más","1"
"62","1","C24","","17_80 y más","3"
"58","2","I60","","15_70 a 74","1"
"74","1","N18","","03_10 a 14","1"
"70","2","C15","","17_80 y más","2"
"66","2","I62","","11_50 a 54","1"
"82","1","J18","","05_20 a 24","2"
"30","1","I49","","11_50 a 54","2"
"02","2","C77","","15_70 a 74","1"
"54","2","C57","","17_80 y más","1"
"66","1","N48","","17_80 y más","1"
"90","2","M81","","17_80 y más","1"
"22","1","J96","","12_55 a 59","1"
"38","2","V89","","09_40 a 44","1"
"66","2","C78","","12_55 a 59","1"
"62","2","R96","","04_15 a 19","1"
"86","1","J84","","14_65 a 69","2"
"06","2","C90","","14_65 a 69","19"
"50","2","D41","","17_80 y más","2"
"58","2","C97","","16_75 a 79","2"
"22","1","I45","","16_75 a 79","1"
"22","2","X08","","02_1 a 9","1"
"14","2","F09","","17_80 y más","1"
"14","1","V58","","03_10 a 14","2"
"62","1","I35","","14_65 a 69","2"
"62","2","R99","","15_70 a 74","3"
"54","2","I71","","13_60 a 64","2"
"74","1","C64","","10_45 a 49","2"
"86","2","J38","","17_80 y más","1"
"82","1","I64","","08_35 a 39","1"
"22","2","G20","","15_70 a 74","5"
"18","1","I12","","06_25 a 29","1"
"54","1","V04","","16_75 a 79","1"
"54","1","I42","","15_70 a 74","6"
"14","2","K55","","12_55 a 59","1"
"90","2","K57","","17_80 y más","1"
"06","2","K70","","10_45 a 49","1"
"70","2","K90","","11_50 a 54","1"
"82","1","C48","","09_40 a 44","1"
"62","1","C24","","15_70 a 74","1"
"14","1","A41","","11_50 a 54","5"
"86","2","I67","","13_60 a 64","2"
"38","1","C64","","11_50 a 54","2"
"50","1","J47","","14_65 a 69","1"
"22","2","G40","","04_15 a 19","1"
"06","2","E78","","17_80 y más","2"
"30","1","L98","","13_60 a 64","1"
"78","2","C53","","17_80 y más","3"
"82","1","V92","","10_45 a 49","1"
"86","2","J96","","07_30 a 34","1"
"82","2","K76","","09_40 a 44","1"
"06","1","K83","","17_80 y más","15"
"22","2","C92","","16_75 a 79","1"
"30","1","C20","","17_80 y más","3"
"42","1","B57","","17_80 y más","1"
"42","1","X95","","05_20 a 24","1"
"14","1","Y83","","14_65 a 69","7"
"42","1","Y83","","02_1 a 9","1"
"22","1","N39","","13_60 a 64","3"
"02","1","P21","","01_Menor de 1 año","8"
"06","2","D46","","11_50 a 54","1"
"86","1","R99","","11_50 a 54","22"
"10","2","M06","","17_80 y más","2"
"22","2","N19","","13_60 a 64","2"
"54","2","Q62","","02_1 a 9","1"
"90","2","J96","","16_75 a 79","20"
"22","1","M32","","07_30 a 34","1"
"46","1","C95","","04_15 a 19","1"
"78","1","Q05","","01_Menor de 1 año","1"
"14","1","R57","","03_10 a 14","1"
"86","2","K92","","13_60 a 64","2"
"90","2","C53","","13_60 a 64","7"
"18","2","C41","","16_75 a 79","2"
"74","2","W18","","15_70 a 74","1"
"58","2","V53","","06_25 a 29","1"
"74","1","V48","","05_20 a 24","3"
"06","2","F50","","10_45 a 49","1"
"86","2","J98","","15_70 a 74","5"
"06","2","J69","","06_25 a 29","2"
"50","1","B17","","16_75 a 79","2"
"14","2","C22","","09_40 a 44","1"
"54","2","M32","","17_80 y más","1"
"62","1","V89","","09_40 a 44","1"
"82","1","C22","","02_1 a 9","1"
"90","1","B22","","08_35 a 39","1"
"06","1","L08","","03_10 a 14","1"
"74","2","W18","","17_80 y más","1"
"02","2","N28","","17_80 y más","5"
"54","1","C92","","09_40 a 44","2"
"74","2","L02","","13_60 a 64","1"
"66","1","V28","","08_35 a 39","3"
"82","1","I26","","16_75 a 79","4"
"38","2","G91","","02_1 a 9","1"
"14","1","I12","","09_40 a 44","1"
"26","2","C24","","16_75 a 79","2"
"54","1","I77","","12_55 a 59","1"
"38","1","K70","","17_80 y más","6"
"74","2","Y09","","01_Menor de 1 año","2"
"58","1","I47","","16_75 a 79","1"
"78","1","V48","","02_1 a 9","1"
"18","2","X64","","03_10 a 14","1"
"30","2","I61","","08_35 a 39","1"
"10","1","C71","","16_75 a 79","1"
"18","2","I26","","12_55 a 59","1"
"90","1","K72","","17_80 y más","7"
"82","1","E43","","16_75 a 79","3"
"22","1","B24","","08_35 a 39","1"
"10","1","C25","","16_75 a 79","5"
"06","2","C75","","17_80 y más","2"
"90","1","M86","","17_80 y más","1"
"74","2","E86","","16_75 a 79","1"
"18","2","D33","","02_1 a 9","1"
"22","1","C80","","14_65 a 69","8"
"86","1","J98","","10_45 a 49","2"
"26","1","J15","","17_80 y más","1"
"38","1","R95","","01_Menor de 1 año","1"
"06","2","C48","","17_80 y más","10"
"18","2","A41","","16_75 a 79","5"
"22","1","X70","","08_35 a 39","2"
"02","1","C83","","15_70 a 74","1"
"82","1","V49","","05_20 a 24","4"
"34","1","E10","","17_80 y más","1"
"30","1","E14","","07_30 a 34","1"
"18","1","A48","","16_75 a 79","1"
"26","1","C75","","16_75 a 79","1"
"50","1","J81","","15_70 a 74","5"
"58","1","D37","","15_70 a 74","2"
"62","2","A81","","12_55 a 59","1"
"18","1","J96","","11_50 a 54","1"
"14","2","E46","","16_75 a 79","1"
"02","2","V44","","08_35 a 39","1"
"70","1","N19","","14_65 a 69","1"
"06","1","J21","","02_1 a 9","1"
"06","1","R18","","99_Sin especificar","1"
"02","2","C43","","09_40 a 44","2"
"02","1","I67","","10_45 a 49","1"
"22","1","N05","","14_65 a 69","1"
"14","2","Y20","","17_80 y más","1"
"90","2","J90","","16_75 a 79","1"
"22","2","G93","","03_10 a 14","1"
"62","1","I61","","11_50 a 54","3"
"62","2","F03","","15_70 a 74","2"
"14","2","I06","","15_70 a 74","1"
"78","2","C22","","17_80 y más","1"
"62","2","I11","","17_80 y más","15"
"54","1","C32","","02_1 a 9","1"
"62","2","I11","","16_75 a 79","2"
"50","1","C80","","12_55 a 59","1"
"38","2","M06","","15_70 a 74","2"
"82","1","C19","","14_65 a 69","2"
"30","1","J96","","09_40 a 44","1"
"06","1","X81","","07_30 a 34","2"
"62","2","A41","","08_35 a 39","1"
"66","1","C20","","13_60 a 64","1"
"26","2","I49","","04_15 a 19","1"
"90","1","E11","","12_55 a 59","3"
"06","1","V43","","09_40 a 44","1"
"34","2","I34","","12_55 a 59","1"
"10","2","A41","","15_70 a 74","5"
"54","1","E46","","02_1 a 9","2"
"46","1","J18","","11_50 a 54","1"
"66","1","K92","","11_50 a 54","3"
"06","2","C71","","12_55 a 59","15"
"82","1","K09","","16_75 a 79","1"
"90","2","R99","","16_75 a 79","11"
"50","2","C18","","10_45 a 49","6"
"90","2","C55","","10_45 a 49","1"
"02","1","K70","","15_70 a 74","3"
"50","2","X70","","05_20 a 24","3"
"26","2","N19","","16_75 a 79","1"
"14","2","Q04","","02_1 a 9","1"
"14","1","B20","","09_40 a 44","4"
"70","1","E10","","06_25 a 29","1"
"18","1","Y00","","08_35 a 39","1"
"06","1","C38","","06_25 a 29","1"
"14","2","C57","","13_60 a 64","1"
"18","2","I10","","12_55 a 59","1"
"66","1","V29","","10_45 a 49","1"
"14","2","D64","","17_80 y más","19"
"06","1","D61","","08_35 a 39","2"
"46","1","I61","","11_50 a 54","3"
"30","1","W74","","99_Sin especificar","1"
"10","1","C24","","15_70 a 74","1"
"06","2","C44","","17_80 y más","18"
"66","2","K56","","02_1 a 9","1"
"06","2","I89","","15_70 a 74","1"
"50","1","I67","","09_40 a 44","2"
"50","1","I62","","15_70 a 74","2"
"42","2","J98","","17_80 y más","17"
"22","1","I51","","15_70 a 74","1"
"54","1","M13","","17_80 y más","1"
"34","2","X31","","15_70 a 74","1"
"46","1","C25","","13_60 a 64","2"
"14","2","C90","","13_60 a 64","2"
"70","1","I61","","13_60 a 64","1"
"14","1","Q75","","01_Menor de 1 año","1"
"06","1","W80","","05_20 a 24","1"
"86","1","I50","","12_55 a 59","6"
"82","2","I64","","07_30 a 34","2"
"70","1","W70","","07_30 a 34","1"
"90","1","I21","","16_75 a 79","30"
"02","1","A09","","16_75 a 79","1"
"54","1","I21","","15_70 a 74","59"
"14","2","A16","","10_45 a 49","1"
"90","1","C34","","12_55 a 59","13"
"06","2","K51","","17_80 y más","1"
"30","1","I69","","16_75 a 79","2"
"82","1","D43","","02_1 a 9","1"
"62","1","I61","","13_60 a 64","2"
"90","1","X70","","05_20 a 24","22"
"10","1","N19","","13_60 a 64","1"
"34","2","I42","","13_60 a 64","3"
"70","1","I61","","11_50 a 54","2"
"06","2","C90","","09_40 a 44","1"
"02","1","C49","","06_25 a 29","1"
"22","2","D37","","11_50 a 54","1"
"50","2","I61","","12_55 a 59","3"
"14","1","N42","","17_80 y más","1"
"10","1","X70","","15_70 a 74","1"
"22","1","X45","","04_15 a 19","1"
"66","2","X59","","07_30 a 34","1"
"90","1","K72","","10_45 a 49","4"
"98","2","J18","","05_20 a 24","1"
"06","1","V89","","10_45 a 49","6"
"98","2","I61","","14_65 a 69","3"
"02","1","A17","","10_45 a 49","1"
"14","2","G35","","17_80 y más","1"
"50","1","X74","","13_60 a 64","2"
"66","1","J18","","16_75 a 79","33"
"54","1","C33","","17_80 y más","1"
"82","1","K76","","15_70 a 74","4"
"78","2","J96","","17_80 y más","1"
"46","2","D64","","17_80 y más","1"
"46","1","K63","","14_65 a 69","1"
"50","2","C25","","16_75 a 79","18"
"62","1","J18","","10_45 a 49","3"
"02","1","Y17","","03_10 a 14","1"
"30","2","K55","","16_75 a 79","3"
"14","1","I26","","05_20 a 24","1"
"99","1","J98","","09_40 a 44","3"
"14","1","K70","","13_60 a 64","10"
"50","2","N17","","16_75 a 79","2"
"82","1","A49","","11_50 a 54","1"
"22","1","G93","","15_70 a 74","1"
"34","2","K65","","14_65 a 69","1"
"06","2","P77","","01_Menor de 1 año","20"
"26","2","N17","","16_75 a 79","1"
"26","2","A16","","16_75 a 79","1"
"82","1","C43","","10_45 a 49","2"
"06","1","E85","","14_65 a 69","1"
"06","2","I42","","14_65 a 69","20"
"66","1","A16","","09_40 a 44","2"
"54","2","N19","","17_80 y más","1"
"06","1","I49","","06_25 a 29","2"
"10","2","M08","","04_15 a 19","1"
"98","1","P29","","01_Menor de 1 año","1"
"06","1","C20","","99_Sin especificar","2"
"66","2","C50","","12_55 a 59","9"
"38","2","C16","","14_65 a 69","2"
"46","1","C23","","13_60 a 64","1"
"06","1","X81","","10_45 a 49","1"
"06","1","K70","","10_45 a 49","13"
"22","1","J44","","11_50 a 54","9"
"74","1","X93","","12_55 a 59","1"
"70","1","N17","","16_75 a 79","1"
"02","2","C41","","16_75 a 79","2"
"06","2","D37","","16_75 a 79","5"
"50","2","L10","","11_50 a 54","1"
"14","2","Y09","","17_80 y más","1"
"90","1","B20","","07_30 a 34","2"
"30","1","D40","","17_80 y más","2"
"18","1","C49","","14_65 a 69","1"
"06","2","K74","","16_75 a 79","23"
"78","1","K56","","10_45 a 49","1"
"06","2","E86","","16_75 a 79","44"
"74","2","C51","","14_65 a 69","1"
"14","1","I26","","12_55 a 59","9"
"06","1","C83","","16_75 a 79","1"
"26","1","G93","","14_65 a 69","1"
"22","1","D48","","14_65 a 69","1"
"14","2","V54","","06_25 a 29","1"
"70","1","V48","","06_25 a 29","1"
"82","1","C16","","10_45 a 49","7"
"58","1","C68","","14_65 a 69","1"
"06","2","G20","","17_80 y más","59"
"99","1","A41","","11_50 a 54","4"
"02","1","R96","","16_75 a 79","1"
"06","1","E83","","01_Menor de 1 año","2"
"02","1","C76","","10_45 a 49","1"
"02","2","C02","","15_70 a 74","2"
"74","1","I11","","12_55 a 59","1"
"30","2","N18","","16_75 a 79","2"
"06","2","J85","","17_80 y más","2"
"10","2","E00","","09_40 a 44","1"
"50","1","G31","","12_55 a 59","1"
"66","1","X59","","15_70 a 74","2"
"58","1","X59","","06_25 a 29","1"
"66","1","X70","","04_15 a 19","29"
"98","2","C16","","16_75 a 79","1"
"82","1","C72","","11_50 a 54","1"
"06","1","J69","","09_40 a 44","6"
"14","2","M32","","14_65 a 69","1"
"86","1","W85","","08_35 a 39","1"
"18","2","J96","","01_Menor de 1 año","1"
"02","1","G12","","14_65 a 69","4"
"22","1","J81","","13_60 a 64","3"
"54","1","I26","","14_65 a 69","2"
"38","2","C18","","12_55 a 59","2"
"50","1","C82","","09_40 a 44","1"
"06","1","G40","","17_80 y más","3"
"18","1","E10","","14_65 a 69","2"
"82","2","E11","","11_50 a 54","1"
"06","2","E83","","16_75 a 79","2"
"02","1","Y28","","04_15 a 19","3"
"78","1","I64","","12_55 a 59","2"
"86","1","I25","","15_70 a 74","7"
"82","1","V14","","08_35 a 39","1"
"06","1","J96","","09_40 a 44","35"
"06","2","C92","","06_25 a 29","4"
"14","2","R09","","03_10 a 14","1"
"30","1","D35","","14_65 a 69","1"
"82","2","R99","","09_40 a 44","5"
"06","2","Q25","","01_Menor de 1 año","14"
"06","2","C45","","15_70 a 74","7"
"06","1","K57","","08_35 a 39","1"
"10","1","J69","","17_80 y más","4"
"14","1","N39","","12_55 a 59","3"
"82","1","A41","","03_10 a 14","1"
"06","2","J21","","01_Menor de 1 año","7"
"14","2","Q04","","01_Menor de 1 año","2"
"70","1","Y83","","11_50 a 54","3"
"50","1","I44","","15_70 a 74","1"
"14","2","Y24","","12_55 a 59","1"
"78","2","D43","","16_75 a 79","1"
"82","2","D43","","07_30 a 34","2"
"90","2","X59","","99_Sin especificar","1"
"06","1","C07","","13_60 a 64","1"
"99","2","Y20","","07_30 a 34","1"
"06","2","J90","","13_60 a 64","1"
"30","2","A41","","09_40 a 44","1"
"10","2","N19","","13_60 a 64","2"
"06","2","D61","","04_15 a 19","5"
"26","2","K74","","14_65 a 69","2"
"42","1","W34","","06_25 a 29","1"
"82","1","I69","","14_65 a 69","16"
"38","1","G71","","05_20 a 24","1"
"82","1","V43","","10_45 a 49","2"
"34","2","C22","","16_75 a 79","3"
"50","1","C61","","13_60 a 64","9"
"14","1","I48","","15_70 a 74","2"
"30","1","V43","","11_50 a 54","1"
"82","1","B20","","15_70 a 74","2"
"82","1","J86","","11_50 a 54","1"
"82","1","R64","","15_70 a 74","1"
"38","2","K80","","17_80 y más","1"
"82","1","Y08","","04_15 a 19","1"
"18","1","C22","","14_65 a 69","4"
"26","2","J96","","15_70 a 74","1"
"90","1","C24","","13_60 a 64","3"
"02","1","Y34","","10_45 a 49","5"
"06","1","C66","","12_55 a 59","1"
"10","2","I21","","15_70 a 74","1"
"06","1","X59","","11_50 a 54","38"
"14","2","C34","","11_50 a 54","18"
"62","1","V03","","10_45 a 49","1"
"18","1","C14","","13_60 a 64","1"
"66","2","V19","","13_60 a 64","1"
"22","2","Y83","","14_65 a 69","2"
"14","2","E11","","13_60 a 64","4"
"82","1","C18","","09_40 a 44","5"
"34","1","D61","","13_60 a 64","1"
"06","2","B45","","08_35 a 39","3"
"06","2","I51","","12_55 a 59","10"
"62","2","E14","","14_65 a 69","3"
"26","1","X70","","06_25 a 29","3"
"62","1","I42","","11_50 a 54","1"
"54","1","K70","","14_65 a 69","3"
"62","1","I22","","14_65 a 69","1"
"90","2","D64","","13_60 a 64","1"
"14","1","C34","","17_80 y más","88"
"02","2","G80","","08_35 a 39","1"
"82","2","R40","","17_80 y más","6"
"86","1","K76","","14_65 a 69","1"
"66","1","J69","","01_Menor de 1 año","9"
"50","1","I60","","07_30 a 34","1"
"10","1","C22","","14_65 a 69","1"
"90","2","R57","","14_65 a 69","2"
"18","2","W78","","14_65 a 69","1"
"02","1","J18","","07_30 a 34","5"
"58","1","I25","","12_55 a 59","3"
"06","9","R99","","11_50 a 54","1"
"46","1","V29","","04_15 a 19","2"
"50","2","I64","","14_65 a 69","12"
"99","1","I85","","08_35 a 39","1"
"78","1","B57","","13_60 a 64","1"
"82","2","N18","","11_50 a 54","5"
"94","2","C25","","12_55 a 59","1"
"06","1","E87","","10_45 a 49","3"
"14","2","I31","","11_50 a 54","1"
"26","1","K70","","11_50 a 54","7"
"58","1","E11","","12_55 a 59","2"
"50","1","B16","","14_65 a 69","1"
"82","2","X95","","12_55 a 59","1"
"90","2","E14","","07_30 a 34","1"
"06","2","J15","","15_70 a 74","24"
"34","2","I25","","16_75 a 79","2"
"06","1","R10","","06_25 a 29","1"
"50","1","K55","","11_50 a 54","2"
"02","1","W74","","09_40 a 44","1"
"54","1","R99","","11_50 a 54","1"
"70","1","X47","","02_1 a 9","1"
"82","1","V89","","15_70 a 74","1"
"86","2","C56","","15_70 a 74","5"
"02","1","E11","","13_60 a 64","4"
"14","2","R02","","17_80 y más","4"
"82","1","C04","","12_55 a 59","1"
"34","2","P24","","01_Menor de 1 año","3"
"02","2","I60","","15_70 a 74","7"
"22","1","C04","","11_50 a 54","1"
"06","2","E16","","10_45 a 49","1"
"62","2","K74","","17_80 y más","1"
"06","1","M46","","17_80 y más","2"
"06","1","C62","","10_45 a 49","7"
"06","1","J15","","10_45 a 49","5"
"02","2","C23","","11_50 a 54","1"
"42","2","N18","","09_40 a 44","1"
"30","2","I60","","07_30 a 34","1"
"14","2","C23","","14_65 a 69","4"
"18","2","B24","","14_65 a 69","1"
"50","2","D48","","13_60 a 64","1"
"14","1","C92","","10_45 a 49","2"
"46","1","J98","","02_1 a 9","1"
"54","2","C50","","15_70 a 74","6"
"18","2","C26","","09_40 a 44","1"
"90","1","J96","","08_35 a 39","1"
"62","1","V09","","15_70 a 74","1"
"82","1","G20","","17_80 y más","37"
"78","1","I64","","14_65 a 69","2"
"14","1","E85","","05_20 a 24","1"
"02","2","G93","","16_75 a 79","2"
"06","1","Y83","","12_55 a 59","2"
"34","2","C34","","17_80 y más","6"
"66","2","X59","","17_80 y más","4"
"06","2","N17","","11_50 a 54","7"
"26","2","I64","","17_80 y más","26"
"22","2","I35","","12_55 a 59","2"
"06","2","E27","","16_75 a 79","1"
"26","2","R54","","17_80 y más","1"
"38","2","C55","","12_55 a 59","5"
"14","2","I85","","17_80 y más","1"
"90","2","E14","","09_40 a 44","1"
"82","2","Q21","","13_60 a 64","1"
"06","2","A41","","14_65 a 69","235"
"98","1","G00","","11_50 a 54","1"
"70","1","J98","","16_75 a 79","9"
"26","1","V89","","08_35 a 39","1"
"10","2","K74","","15_70 a 74","2"
"02","1","C38","","11_50 a 54","1"
"02","1","C92","","16_75 a 79","7"
"22","2","C55","","12_55 a 59","8"
"82","1","X70","","09_40 a 44","9"
"94","1","L03","","12_55 a 59","1"
"50","1","C43","","10_45 a 49","3"
"02","1","D69","","15_70 a 74","1"
"38","2","I21","","14_65 a 69","1"
"90","2","K75","","16_75 a 79","1"
"82","1","V29","","15_70 a 74","1"
"26","2","C54","","14_65 a 69","1"
"90","2","I21","","05_20 a 24","1"
"02","1","Q90","","01_Menor de 1 año","4"
"06","1","V48","","13_60 a 64","1"
"30","1","R96","","04_15 a 19","1"
"82","1","D42","","17_80 y más","1"
"18","1","C18","","13_60 a 64","6"
"70","2","W87","","02_1 a 9","1"
"38","1","E10","","15_70 a 74","1"
"06","2","K72","","99_Sin especificar","1"
"82","1","W79","","14_65 a 69","1"
"02","1","W76","","02_1 a 9","1"
"14","2","C56","","15_70 a 74","10"
"26","2","I50","","12_55 a 59","2"
"98","1","B18","","06_25 a 29","1"
"70","1","F05","","16_75 a 79","2"
"82","2","A41","","15_70 a 74","30"
"06","2","X70","","12_55 a 59","11"
"54","1","K92","","08_35 a 39","1"
"38","2","C50","","08_35 a 39","3"
"62","1","C95","","17_80 y más","4"
"06","2","I61","","08_35 a 39","9"
"86","2","I27","","17_80 y más","1"
"26","1","J44","","12_55 a 59","1"
"34","1","C64","","15_70 a 74","1"
"14","1","I80","","16_75 a 79","2"
"02","1","K74","","08_35 a 39","1"
"58","2","R99","","14_65 a 69","1"
"38","2","J90","","17_80 y más","1"
"30","1","C39","","14_65 a 69","1"
"30","2","R98","","11_50 a 54","2"
"74","1","W01","","17_80 y más","2"
"10","2","I25","","17_80 y más","2"
"66","1","C76","","14_65 a 69","1"
"06","2","C05","","11_50 a 54","1"
"50","2","D39","","15_70 a 74","1"
"06","2","Y26","","16_75 a 79","5"
"06","2","R50","","16_75 a 79","1"
"70","1","V22","","06_25 a 29","3"
"66","2","C92","","12_55 a 59","1"
"26","1","X70","","03_10 a 14","2"
"46","2","R98","","17_80 y más","28"
"30","1","D47","","12_55 a 59","1"
"26","1","I82","","16_75 a 79","1"
"06","2","E66","","12_55 a 59","4"
"58","2","C18","","11_50 a 54","1"
"86","2","C14","","17_80 y más","1"
"30","2","G31","","14_65 a 69","1"
"50","1","B17","","12_55 a 59","3"
"18","2","G30","","16_75 a 79","6"
"82","2","I50","","13_60 a 64","8"
"90","1","I50","","04_15 a 19","1"
"14","1","W87","","16_75 a 79","1"
"54","1","E14","","13_60 a 64","22"
"30","2","C44","","17_80 y más","5"
"94","2","I08","","15_70 a 74","1"
"30","2","N39","","17_80 y más","32"
"62","2","M35","","09_40 a 44","1"
"02","1","C31","","17_80 y más","1"
"26","1","I49","","10_45 a 49","1"
"22","1","V28","","06_25 a 29","3"
"10","1","F10","","10_45 a 49","1"
"82","1","M51","","10_45 a 49","1"
"18","2","R99","","09_40 a 44","9"
"70","1","X36","","06_25 a 29","1"
"58","1","C45","","15_70 a 74","1"
"02","1","Y20","","12_55 a 59","7"
"50","2","C53","","07_30 a 34","3"
"26","1","C09","","12_55 a 59","1"
"18","1","C64","","10_45 a 49","1"
"82","2","N19","","15_70 a 74","8"
"42","2","V58","","10_45 a 49","1"
"14","2","R96","","15_70 a 74","2"
"06","1","K92","","01_Menor de 1 año","1"
"74","2","N18","","11_50 a 54","1"
"06","1","I44","","11_50 a 54","1"
"90","2","J98","","12_55 a 59","1"
"50","1","C18","","17_80 y más","40"
"14","1","V57","","14_65 a 69","1"
"30","2","M25","","17_80 y más","7"
"18","2","J45","","16_75 a 79","2"
"30","2","E85","","09_40 a 44","1"
"06","1","B17","","15_70 a 74","1"
"02","2","I71","","14_65 a 69","10"
"54","1","I10","","14_65 a 69","5"
"58","1","X94","","04_15 a 19","1"
"54","1","C64","","13_60 a 64","1"
"90","2","N93","","17_80 y más","1"
"58","1","I61","","08_35 a 39","1"
"14","1","I64","","08_35 a 39","3"
"58","1","C02","","13_60 a 64","1"
"99","1","K74","","09_40 a 44","1"
"42","2","C53","","16_75 a 79","1"
"66","1","I42","","07_30 a 34","2"
"06","2","G61","","17_80 y más","1"
"50","1","M72","","08_35 a 39","1"
"90","1","C34","","16_75 a 79","23"
"82","2","Q87","","01_Menor de 1 año","1"
"18","1","I67","","17_80 y más","15"
"14","1","W84","","09_40 a 44","1"
"14","2","C41","","13_60 a 64","2"
"06","2","I24","","16_75 a 79","11"
"82","2","D41","","17_80 y más","3"
"30","2","N17","","11_50 a 54","1"
"74","1","K76","","02_1 a 9","1"
"06","2","F20","","13_60 a 64","1"
"06","1","I20","","11_50 a 54","1"
"26","1","C25","","15_70 a 74","6"
"66","1","I50","","15_70 a 74","12"
"34","2","I13","","15_70 a 74","1"
"30","1","X99","","08_35 a 39","2"
"82","2","R96","","12_55 a 59","11"
"50","1","W87","","03_10 a 14","1"
"46","1","I67","","15_70 a 74","2"
"02","1","Q24","","03_10 a 14","1"
"82","2","X95","","05_20 a 24","2"
"90","1","W17","","17_80 y más","1"
"30","1","A49","","14_65 a 69","1"
"62","1","E14","","15_70 a 74","8"
"54","1","V23","","04_15 a 19","10"
"14","1","G80","","02_1 a 9","9"
"82","2","C24","","15_70 a 74","3"
"10","1","K63","","16_75 a 79","1"
"82","1","C97","","17_80 y más","9"
"62","1","D48","","14_65 a 69","1"
"06","2","V48","","08_35 a 39","2"
"14","1","K65","","05_20 a 24","1"
"34","2","J81","","13_60 a 64","1"
"06","2","I44","","13_60 a 64","1"
"14","1","I61","","14_65 a 69","33"
"06","1","K43","","17_80 y más","2"
"14","1","I47","","10_45 a 49","6"
"22","1","N49","","13_60 a 64","1"
"70","1","V28","","05_20 a 24","1"
"22","2","B57","","15_70 a 74","1"
"34","2","V28","","17_80 y más","1"
"06","1","C06","","15_70 a 74","1"
"14","1","K65","","12_55 a 59","4"
"62","1","K92","","13_60 a 64","1"
