"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"38","1","I42","","15_70 a 74","1"
"30","1","K55","","13_60 a 64","1"
"50","2","X91","","05_20 a 24","1"
"02","1","C81","","16_75 a 79","4"
"70","1","G98","","16_75 a 79","1"
"90","2","C53","","17_80 y más","2"
"66","1","W34","","03_10 a 14","1"
"14","1","E88","","16_75 a 79","1"
"86","2","C92","","16_75 a 79","1"
"30","1","R99","","10_45 a 49","12"
"14","1","I60","","06_25 a 29","1"
"94","2","I50","","17_80 y más","2"
"06","1","X09","","02_1 a 9","6"
"14","2","Y24","","14_65 a 69","1"
"06","2","K55","","15_70 a 74","18"
"42","2","V48","","15_70 a 74","1"
"58","2","C22","","11_50 a 54","1"
"06","2","X91","","06_25 a 29","1"
"14","2","C92","","15_70 a 74","7"
"10","1","V47","","06_25 a 29","2"
"70","2","D64","","13_60 a 64","1"
"06","2","C71","","14_65 a 69","20"
"50","2","I27","","11_50 a 54","1"
"50","2","M34","","13_60 a 64","1"
"66","1","C22","","13_60 a 64","4"
"98","1","J44","","17_80 y más","1"
"06","2","G20","","12_55 a 59","3"
"82","1","Y17","","03_10 a 14","1"
"62","2","P02","","01_Menor de 1 año","1"
"02","2","B23","","10_45 a 49","2"
"06","1","V29","","10_45 a 49","2"
"06","2","O00","M","05_20 a 24","1"
"10","1","G93","","12_55 a 59","1"
"70","1","G21","","14_65 a 69","1"
"10","2","E88","","17_80 y más","1"
"26","2","K92","","14_65 a 69","2"
"06","1","Y34","","08_35 a 39","54"
"02","2","G98","","16_75 a 79","1"
"14","1","C44","","13_60 a 64","4"
"82","2","V03","","08_35 a 39","2"
"50","1","Y87","","08_35 a 39","1"
"18","1","K70","","10_45 a 49","3"
"54","2","N18","","12_55 a 59","2"
"74","1","J69","","16_75 a 79","2"
"14","2","J09","","01_Menor de 1 año","2"
"34","2","I10","","14_65 a 69","3"
"22","1","E86","","17_80 y más","3"
"54","1","K65","","05_20 a 24","1"
"06","2","C94","","11_50 a 54","1"
"06","2","Q93","","01_Menor de 1 año","1"
"82","1","N19","","14_65 a 69","19"
"30","1","Y21","","13_60 a 64","1"
"18","2","D43","","09_40 a 44","2"
"14","1","I44","","16_75 a 79","4"
"34","1","C16","","12_55 a 59","3"
"02","2","J69","","14_65 a 69","5"
"38","1","K70","","09_40 a 44","6"
"06","2","D38","","12_55 a 59","3"
"22","1","Q21","","02_1 a 9","1"
"50","1","I61","","13_60 a 64","13"
"42","1","J43","","16_75 a 79","1"
"18","1","N17","","15_70 a 74","1"
"10","1","R68","","16_75 a 79","1"
"82","1","A09","","13_60 a 64","1"
"14","1","G10","","10_45 a 49","1"
"06","2","J45","","14_65 a 69","8"
"06","1","J43","","14_65 a 69","10"
"06","9","J18","","17_80 y más","2"
"18","2","C92","","13_60 a 64","1"
"02","1","G10","","13_60 a 64","1"
"42","1","I71","","16_75 a 79","1"
"90","1","I50","","09_40 a 44","4"
"90","2","M72","","07_30 a 34","1"
"66","2","C49","","03_10 a 14","1"
"22","2","I47","","09_40 a 44","1"
"26","1","R09","","15_70 a 74","1"
"22","2","Q05","","01_Menor de 1 año","1"
"86","1","K80","","15_70 a 74","1"
"26","1","C34","","17_80 y más","11"
"50","2","V89","","07_30 a 34","1"
"94","2","C34","","14_65 a 69","3"
"98","1","A41","","09_40 a 44","2"
"58","2","D46","","17_80 y más","2"
"30","1","C49","","15_70 a 74","1"
"58","1","V23","","04_15 a 19","2"
"22","2","Q20","","01_Menor de 1 año","2"
"50","1","C91","","17_80 y más","3"
"62","2","K92","","17_80 y más","8"
"06","1","B37","","16_75 a 79","1"
"06","1","C20","","06_25 a 29","4"
"99","1","F10","","11_50 a 54","1"
"14","1","K63","","14_65 a 69","2"
"66","2","K83","","10_45 a 49","1"
"06","1","C72","","11_50 a 54","2"
"06","2","D61","","05_20 a 24","1"
"54","1","X74","","05_20 a 24","1"
"78","1","Q25","","01_Menor de 1 año","1"
"82","2","R56","","07_30 a 34","1"
"58","2","D61","","02_1 a 9","1"
"30","1","R96","","16_75 a 79","9"
"62","1","I77","","14_65 a 69","1"
"14","1","J40","","16_75 a 79","2"
"14","1","K81","","11_50 a 54","2"
"90","2","E16","","13_60 a 64","1"
"82","1","K52","","15_70 a 74","1"
"34","1","W74","","05_20 a 24","1"
"06","1","C44","","15_70 a 74","11"
"38","2","C26","","14_65 a 69","1"
"22","2","D41","","13_60 a 64","1"
"86","2","C92","","12_55 a 59","1"
"18","1","R57","","07_30 a 34","1"
"34","1","G93","","02_1 a 9","3"
"50","2","X09","","17_80 y más","2"
"74","1","C22","","13_60 a 64","1"
"02","2","R57","","17_80 y más","57"
"54","2","C53","","12_55 a 59","7"
"14","1","C61","","11_50 a 54","6"
"14","1","G70","","15_70 a 74","1"
"58","1","N28","","11_50 a 54","1"
"22","1","E86","","01_Menor de 1 año","1"
"42","2","C95","","17_80 y más","2"
"06","1","L08","","07_30 a 34","2"
"98","2","R99","","15_70 a 74","1"
"82","2","N18","","13_60 a 64","6"
"30","2","C18","","10_45 a 49","4"
"30","2","C16","","16_75 a 79","4"
"06","1","J44","","99_Sin especificar","15"
"78","2","K55","","16_75 a 79","1"
"54","2","K72","","11_50 a 54","1"
"10","2","C50","","11_50 a 54","4"
"70","1","W73","","11_50 a 54","1"
"38","1","W13","","07_30 a 34","1"
"78","1","C18","","17_80 y más","3"
"94","2","I11","","12_55 a 59","1"
"18","2","W74","","04_15 a 19","1"
"34","2","C15","","12_55 a 59","1"
"54","2","C22","","13_60 a 64","1"
"26","1","I21","","12_55 a 59","20"
"26","1","N19","","16_75 a 79","1"
"30","1","K70","","15_70 a 74","3"
"46","2","C18","","14_65 a 69","1"
"18","2","E10","","14_65 a 69","1"
"02","2","C18","","06_25 a 29","1"
"02","1","K83","","14_65 a 69","1"
"90","2","N39","","06_25 a 29","1"
"26","1","E11","","15_70 a 74","3"
"14","1","V13","","06_25 a 29","1"
"54","2","R95","","01_Menor de 1 año","8"
"22","2","A86","","17_80 y más","1"
"50","1","G35","","12_55 a 59","1"
"54","1","V28","","04_15 a 19","4"
"30","2","X70","","05_20 a 24","1"
"18","2","P77","","01_Menor de 1 año","1"
"42","2","K85","","17_80 y más","2"
"06","1","I10","","99_Sin especificar","10"
"90","1","B18","","13_60 a 64","1"
"50","1","V29","","15_70 a 74","1"
"06","1","Q22","","05_20 a 24","1"
"14","1","V24","","10_45 a 49","2"
"02","1","P36","","01_Menor de 1 año","11"
"26","2","C23","","13_60 a 64","1"
"06","1","C26","","06_25 a 29","2"
"06","2","C84","","10_45 a 49","1"
"14","1","C02","","14_65 a 69","2"
"86","2","Y34","","17_80 y más","2"
"34","1","V29","","09_40 a 44","1"
"06","2","C21","","14_65 a 69","1"
"82","2","M34","","14_65 a 69","1"
"42","1","I38","","14_65 a 69","1"
"90","1","I50","","02_1 a 9","2"
"18","1","I71","","17_80 y más","2"
"22","1","C83","","09_40 a 44","1"
"06","2","K42","","17_80 y más","2"
"06","2","C52","","15_70 a 74","1"
"74","1","E14","","16_75 a 79","8"
"66","2","X99","","06_25 a 29","1"
"14","1","B17","","12_55 a 59","1"
"82","1","V48","","03_10 a 14","1"
"58","1","C16","","16_75 a 79","7"
"02","1","I25","","16_75 a 79","45"
"06","2","N17","","17_80 y más","156"
"54","1","V49","","08_35 a 39","3"
"98","1","K72","","15_70 a 74","1"
"26","2","J69","","17_80 y más","11"
"06","2","M13","","17_80 y más","2"
"14","1","Y71","","13_60 a 64","1"
"99","1","V89","","06_25 a 29","1"
"50","2","B22","","12_55 a 59","1"
"06","1","I82","","15_70 a 74","3"
"86","2","N39","","14_65 a 69","1"
"78","1","J81","","11_50 a 54","1"
"14","2","V27","","10_45 a 49","1"
"42","1","X74","","04_15 a 19","1"
"50","2","I24","","14_65 a 69","1"
"06","2","I51","","02_1 a 9","3"
"14","1","G82","","17_80 y más","1"
"18","1","C25","","15_70 a 74","4"
"82","1","B24","","10_45 a 49","5"
"06","1","I21","","10_45 a 49","145"
"14","1","K83","","16_75 a 79","4"
"74","2","M25","","17_80 y más","1"
"54","1","C15","","15_70 a 74","7"
"66","2","C24","","11_50 a 54","1"
"14","2","G35","","17_80 y más","1"
"78","1","W78","","01_Menor de 1 año","1"
"18","1","J18","","15_70 a 74","29"
"18","2","K72","","15_70 a 74","1"
"46","1","C34","","14_65 a 69","2"
"50","2","C55","","10_45 a 49","4"
"50","1","I51","","17_80 y más","5"
"34","1","I61","","12_55 a 59","7"
"06","1","M00","","17_80 y más","1"
"22","1","Q24","","02_1 a 9","1"
"50","2","J44","","16_75 a 79","25"
"62","1","F03","","16_75 a 79","5"
"06","2","Q75","","03_10 a 14","1"
"26","1","C64","","15_70 a 74","3"
"06","1","B23","","16_75 a 79","1"
"02","2","G31","","10_45 a 49","1"
"10","1","I50","","14_65 a 69","6"
"78","2","N18","","17_80 y más","4"
"02","2","L08","","17_80 y más","30"
"26","1","V89","","06_25 a 29","1"
"86","2","J96","","16_75 a 79","13"
"90","1","V29","","08_35 a 39","1"
"58","1","C22","","11_50 a 54","1"
"18","1","C49","","05_20 a 24","2"
"18","2","I10","","13_60 a 64","2"
"82","2","I10","","11_50 a 54","2"
"58","2","G20","","16_75 a 79","3"
"82","1","B21","","14_65 a 69","1"
"78","1","C15","","11_50 a 54","1"
"34","1","C34","","14_65 a 69","8"
"50","1","K65","","16_75 a 79","3"
"70","1","J96","","14_65 a 69","1"
"50","2","P21","","01_Menor de 1 año","2"
"06","1","I61","","11_50 a 54","74"
"50","2","C53","","11_50 a 54","3"
"22","1","D46","","11_50 a 54","1"
"58","2","C15","","11_50 a 54","1"
"34","1","C25","","10_45 a 49","2"
"06","1","B59","","08_35 a 39","1"
"54","2","Q89","","02_1 a 9","1"
"06","2","Y83","","15_70 a 74","4"
"42","2","C43","","12_55 a 59","1"
"06","2","J09","","08_35 a 39","1"
"78","2","J18","","12_55 a 59","3"
"54","2","C73","","15_70 a 74","2"
"54","1","C48","","16_75 a 79","1"
"06","2","D38","","16_75 a 79","2"
"70","1","Y83","","04_15 a 19","1"
"34","1","E14","","10_45 a 49","2"
"18","2","J98","","12_55 a 59","2"
"06","2","D89","","16_75 a 79","1"
"86","1","R99","","04_15 a 19","3"
"90","1","I69","","16_75 a 79","2"
"78","2","X59","","17_80 y más","2"
"06","1","I42","","14_65 a 69","68"
"30","1","I44","","15_70 a 74","1"
"82","1","G35","","11_50 a 54","1"
"50","2","X00","","16_75 a 79","1"
"14","1","F73","","08_35 a 39","1"
"62","2","J22","","17_80 y más","1"
"66","2","K65","","17_80 y más","3"
"06","2","I80","","15_70 a 74","2"
"10","1","I25","","11_50 a 54","1"
"99","1","I60","","12_55 a 59","1"
"06","2","R99","","11_50 a 54","34"
"58","2","C19","","17_80 y más","1"
"02","1","K76","","12_55 a 59","5"
"50","2","I71","","16_75 a 79","2"
"22","1","B90","","14_65 a 69","1"
"22","1","D37","","15_70 a 74","1"
"66","1","V22","","09_40 a 44","1"
"18","1","C92","","17_80 y más","2"
"66","1","K92","","17_80 y más","4"
"10","2","I21","","07_30 a 34","2"
"14","1","G91","","17_80 y más","1"
"06","1","C43","","14_65 a 69","19"
"06","2","V05","","07_30 a 34","2"
"90","2","I95","","16_75 a 79","8"
"02","1","C67","","16_75 a 79","26"
"02","2","K74","","17_80 y más","9"
"82","2","L08","","17_80 y más","23"
"50","2","I61","","13_60 a 64","9"
"62","2","C71","","17_80 y más","1"
"94","2","C53","","08_35 a 39","1"
"94","2","X70","","05_20 a 24","1"
"46","2","R99","","02_1 a 9","1"
"34","2","G00","","11_50 a 54","1"
"98","1","E46","","13_60 a 64","1"
"98","1","I67","","12_55 a 59","1"
"74","1","B20","","10_45 a 49","1"
"30","1","J09","","10_45 a 49","1"
"58","2","R98","","15_70 a 74","1"
"10","2","E24","","15_70 a 74","1"
"02","2","G40","","08_35 a 39","1"
"06","2","R10","","14_65 a 69","10"
"14","1","I62","","14_65 a 69","1"
"70","1","C41","","05_20 a 24","2"
"38","2","C53","","14_65 a 69","1"
"62","1","B24","","11_50 a 54","1"
"66","1","E14","","15_70 a 74","23"
"54","2","G04","","12_55 a 59","1"
"90","2","C16","","13_60 a 64","8"
"30","1","X74","","05_20 a 24","3"
"30","1","C91","","10_45 a 49","1"
"54","1","C95","","14_65 a 69","3"
"06","2","I27","","15_70 a 74","2"
"86","1","C48","","16_75 a 79","1"
"02","1","R99","","09_40 a 44","1"
"50","2","M25","","17_80 y más","10"
"50","2","K25","","13_60 a 64","1"
"86","2","G93","","15_70 a 74","1"
"06","1","D43","","13_60 a 64","29"
"54","2","A41","","11_50 a 54","2"
"70","2","I12","","15_70 a 74","2"
"78","2","P07","","01_Menor de 1 año","4"
"30","1","E10","","12_55 a 59","1"
"30","1","J69","","01_Menor de 1 año","4"
"22","2","C67","","17_80 y más","1"
"10","1","C85","","02_1 a 9","1"
"06","1","C80","","14_65 a 69","159"
"50","2","K56","","12_55 a 59","1"
"02","1","M05","","15_70 a 74","1"
"18","1","C20","","13_60 a 64","1"
"50","2","R10","","13_60 a 64","2"
"90","2","N18","","17_80 y más","21"
"78","1","X99","","07_30 a 34","1"
"58","1","W70","","11_50 a 54","2"
"74","2","E46","","17_80 y más","3"
"30","2","J81","","15_70 a 74","3"
"06","1","E87","","16_75 a 79","14"
"62","2","G30","","15_70 a 74","2"
"78","2","C34","","15_70 a 74","5"
"30","1","I13","","14_65 a 69","1"
"46","2","J98","","11_50 a 54","1"
"50","1","C92","","14_65 a 69","2"
"90","1","C64","","09_40 a 44","2"
"34","1","P27","","01_Menor de 1 año","1"
"02","1","J43","","11_50 a 54","1"
"70","1","I61","","10_45 a 49","1"
"94","1","J18","","01_Menor de 1 año","1"
"86","1","P96","","01_Menor de 1 año","8"
"02","2","I20","","16_75 a 79","1"
"06","1","Y09","","13_60 a 64","6"
"30","2","C19","","15_70 a 74","2"
"62","1","J44","","16_75 a 79","7"
"14","1","R99","","12_55 a 59","15"
"58","2","I70","","17_80 y más","1"
"82","2","E78","","17_80 y más","1"
"58","2","E72","","01_Menor de 1 año","1"
"06","1","I25","","14_65 a 69","132"
"74","1","R96","","13_60 a 64","2"
"70","1","W01","","15_70 a 74","1"
"02","1","I50","","09_40 a 44","6"
"50","1","W13","","08_35 a 39","2"
"66","1","W79","","11_50 a 54","1"
"14","1","V27","","04_15 a 19","4"
"74","2","I42","","17_80 y más","12"
"18","2","K65","","17_80 y más","6"
"18","1","X78","","14_65 a 69","1"
"46","2","D68","","17_80 y más","1"
"06","2","C73","","17_80 y más","12"
"14","1","I31","","13_60 a 64","2"
"30","2","C34","","12_55 a 59","9"
"30","1","R98","","17_80 y más","11"
"02","1","K74","","17_80 y más","12"
"02","1","J43","","13_60 a 64","3"
"58","2","E14","","12_55 a 59","2"
"98","1","W87","","07_30 a 34","1"
"50","1","J45","","14_65 a 69","1"
"66","1","J46","","11_50 a 54","1"
"14","1","W20","","06_25 a 29","1"
"66","2","I42","","14_65 a 69","3"
"66","1","J86","","14_65 a 69","1"
"38","1","C71","","06_25 a 29","1"
"02","2","G80","","02_1 a 9","1"
"14","2","G91","","17_80 y más","1"
"30","2","J81","","13_60 a 64","1"
"62","1","L08","","12_55 a 59","1"
"10","1","I51","","13_60 a 64","1"
"14","2","C34","","17_80 y más","69"
"74","1","C80","","16_75 a 79","2"
"82","2","A41","","02_1 a 9","2"
"82","2","F10","","12_55 a 59","1"
"82","1","C21","","09_40 a 44","1"
"90","1","Q43","","01_Menor de 1 año","1"
"58","1","V13","","14_65 a 69","2"
"82","2","G80","","02_1 a 9","2"
"90","2","C15","","17_80 y más","9"
"06","2","A52","","17_80 y más","1"
"06","2","J46","","13_60 a 64","2"
"70","2","E11","","11_50 a 54","1"
"86","9","P26","","01_Menor de 1 año","1"
"30","1","Y20","","13_60 a 64","1"
"82","2","B24","","12_55 a 59","3"
"18","1","I51","","12_55 a 59","2"
"22","2","I10","","09_40 a 44","1"
"86","2","C34","","17_80 y más","6"
"90","1","E11","","16_75 a 79","6"
"99","1","A41","","10_45 a 49","1"
"82","1","R64","","16_75 a 79","1"
"06","2","Q99","","01_Menor de 1 año","1"
"30","2","C64","","12_55 a 59","2"
"46","1","I42","","14_65 a 69","1"
"82","2","E14","","17_80 y más","102"
"02","2","C83","","13_60 a 64","1"
"58","1","W87","","13_60 a 64","1"
"22","2","A41","","15_70 a 74","15"
"18","2","I11","","10_45 a 49","1"
"06","2","R54","","99_Sin especificar","4"
"86","2","B57","","14_65 a 69","1"
"98","1","K56","","17_80 y más","1"
"70","1","Q25","","01_Menor de 1 año","1"
"50","2","K70","","11_50 a 54","1"
"82","1","K74","","17_80 y más","7"
"14","2","Q20","","01_Menor de 1 año","3"
"94","1","X42","","06_25 a 29","1"
"66","1","K85","","11_50 a 54","1"
"14","2","C64","","07_30 a 34","1"
"30","1","X93","","05_20 a 24","4"
"30","1","V23","","08_35 a 39","3"
"10","1","C61","","16_75 a 79","4"
"70","2","O41","M","07_30 a 34","1"
"82","2","A09","","09_40 a 44","1"
"62","1","K74","","15_70 a 74","7"
"50","2","K55","","08_35 a 39","2"
"82","2","J45","","13_60 a 64","2"
"02","2","K85","","14_65 a 69","2"
"34","2","C22","","16_75 a 79","1"
"50","1","C91","","02_1 a 9","1"
"06","1","I31","","17_80 y más","11"
"98","1","Y34","","11_50 a 54","1"
"70","1","R99","","17_80 y más","2"
"22","2","C49","","13_60 a 64","1"
"50","2","V13","","11_50 a 54","1"
"26","1","C61","","17_80 y más","17"
"30","1","C45","","13_60 a 64","1"
"30","1","V57","","12_55 a 59","1"
"50","1","B24","","14_65 a 69","2"
"38","2","E11","","17_80 y más","4"
"50","1","G41","","17_80 y más","1"
"06","2","E75","","08_35 a 39","2"
"14","2","K92","","14_65 a 69","3"
"82","2","K92","","15_70 a 74","3"
"06","2","K83","","08_35 a 39","1"
"06","1","R55","","15_70 a 74","2"
"50","1","I12","","16_75 a 79","2"
"99","1","X84","","06_25 a 29","1"
"22","1","J98","","11_50 a 54","1"
"50","2","F03","","15_70 a 74","4"
"66","1","W80","","14_65 a 69","2"
"18","2","R40","","17_80 y más","1"
"66","1","X47","","05_20 a 24","1"
"02","1","R58","","17_80 y más","1"
"94","1","C18","","12_55 a 59","2"
"06","2","G35","","09_40 a 44","1"
"78","1","N18","","15_70 a 74","2"
"26","1","G30","","14_65 a 69","1"
"82","1","I26","","15_70 a 74","12"
"18","1","C61","","11_50 a 54","1"
"30","2","G91","","12_55 a 59","1"
"78","1","Y82","","14_65 a 69","1"
"06","2","D36","","01_Menor de 1 año","1"
"14","1","W18","","14_65 a 69","1"
"22","2","E03","","13_60 a 64","1"
"06","1","V04","","14_65 a 69","1"
"86","1","I50","","14_65 a 69","30"
"26","1","K74","","10_45 a 49","1"
"30","2","C80","","07_30 a 34","1"
"50","1","C34","","12_55 a 59","16"
"54","1","X95","","12_55 a 59","2"
"99","1","K25","","17_80 y más","1"
"22","1","G06","","12_55 a 59","1"
"06","2","W18","","17_80 y más","2"
"78","1","C34","","14_65 a 69","6"
"34","2","C40","","16_75 a 79","1"
"02","1","C26","","10_45 a 49","1"
"82","2","Y28","","17_80 y más","1"
"90","2","R09","","11_50 a 54","2"
"82","1","J21","","13_60 a 64","1"
"50","2","E72","","01_Menor de 1 año","1"
"22","2","C92","","10_45 a 49","2"
"78","1","C16","","15_70 a 74","5"
"22","2","C52","","09_40 a 44","1"
"02","2","C51","","13_60 a 64","2"
"06","1","C05","","16_75 a 79","1"
"82","1","N04","","15_70 a 74","1"
"82","2","D45","","11_50 a 54","1"
"18","2","C55","","16_75 a 79","3"
"66","2","C71","","06_25 a 29","1"
"82","2","F01","","15_70 a 74","2"
"66","2","J84","","15_70 a 74","2"
"06","2","I60","","03_10 a 14","2"
"14","2","C54","","12_55 a 59","6"
"90","2","Y26","","17_80 y más","1"
"46","1","W17","","04_15 a 19","1"
"06","2","E14","","16_75 a 79","171"
"70","1","K74","","15_70 a 74","13"
"78","1","C61","","14_65 a 69","1"
"30","2","C51","","14_65 a 69","3"
"18","2","C50","","09_40 a 44","5"
"26","1","B20","","06_25 a 29","1"
"02","2","I25","","15_70 a 74","14"
"14","2","R53","","17_80 y más","1"
"82","2","J84","","12_55 a 59","2"
"62","1","K92","","16_75 a 79","5"
"18","1","I77","","17_80 y más","2"
"38","1","K56","","15_70 a 74","6"
"50","2","C25","","09_40 a 44","1"
"06","1","K82","","05_20 a 24","1"
"82","1","C19","","13_60 a 64","1"
"10","2","C16","","08_35 a 39","1"
"06","1","J18","","16_75 a 79","823"
"18","2","N76","","14_65 a 69","1"
"38","2","C25","","17_80 y más","2"
"54","1","C64","","15_70 a 74","6"
"58","1","I61","","11_50 a 54","2"
"74","1","C34","","15_70 a 74","17"
"22","1","C22","","08_35 a 39","1"
"54","2","I61","","05_20 a 24","1"
"82","1","A41","","17_80 y más","152"
"02","2","G90","","16_75 a 79","1"
"10","2","K92","","10_45 a 49","1"
"62","1","V23","","05_20 a 24","1"
"26","1","C18","","16_75 a 79","3"
"06","2","I67","","11_50 a 54","9"
"26","2","C53","","09_40 a 44","3"
"02","1","C41","","05_20 a 24","1"
"02","1","Y34","","04_15 a 19","3"
"66","2","A50","","01_Menor de 1 año","2"
"86","1","R58","","16_75 a 79","1"
"30","1","R99","","13_60 a 64","83"
"18","1","I48","","15_70 a 74","1"
"22","1","J44","","10_45 a 49","1"
"02","1","I60","","16_75 a 79","3"
"46","1","I71","","14_65 a 69","1"
"50","1","K74","","16_75 a 79","20"
"90","2","C40","","16_75 a 79","1"
"26","1","A41","","15_70 a 74","3"
"98","2","I10","","17_80 y más","2"
"54","2","C95","","09_40 a 44","1"
"14","2","R56","","17_80 y más","2"
"02","2","Y20","","08_35 a 39","1"
"62","1","I10","","14_65 a 69","3"
"62","2","J44","","17_80 y más","10"
"66","2","K75","","14_65 a 69","1"
"70","2","N39","","02_1 a 9","1"
"66","2","W78","","12_55 a 59","1"
"82","1","R00","","16_75 a 79","3"
"62","1","X59","","09_40 a 44","2"
"14","2","C20","","16_75 a 79","2"
"02","1","C92","","15_70 a 74","9"
"98","2","K56","","02_1 a 9","1"
"14","1","I64","","13_60 a 64","21"
"06","1","X81","","12_55 a 59","1"
"14","2","A41","","12_55 a 59","10"
"66","2","C53","","08_35 a 39","7"
"06","2","R06","","16_75 a 79","2"
"26","2","C55","","17_80 y más","4"
"62","1","C81","","04_15 a 19","1"
"06","1","F20","","10_45 a 49","1"
"38","2","C22","","16_75 a 79","4"
"54","1","C18","","10_45 a 49","1"
"02","2","D05","","16_75 a 79","1"
"70","2","C49","","17_80 y más","1"
"10","2","D48","","17_80 y más","2"
"82","2","D48","","13_60 a 64","2"
"58","2","E11","","14_65 a 69","1"
"50","1","Y04","","10_45 a 49","1"
"14","1","E10","","17_80 y más","8"
"18","2","Q04","","01_Menor de 1 año","1"
"06","1","B23","","12_55 a 59","3"
"30","1","R54","","14_65 a 69","1"
"06","1","V89","","04_15 a 19","12"
"06","2","K90","","13_60 a 64","1"
"70","1","J45","","12_55 a 59","1"
"74","1","I21","","09_40 a 44","4"
"18","2","J96","","16_75 a 79","5"
"54","1","G20","","17_80 y más","2"
"14","2","C41","","15_70 a 74","6"
"90","2","N00","","16_75 a 79","1"
"18","1","X70","","09_40 a 44","6"
"86","1","W17","","09_40 a 44","1"
"14","2","I26","","08_35 a 39","2"
"46","1","N39","","11_50 a 54","1"
"06","1","W79","","02_1 a 9","2"
"90","2","E03","","17_80 y más","1"
"06","2","N28","","12_55 a 59","1"
"70","2","G12","","01_Menor de 1 año","1"
"90","1","J84","","17_80 y más","4"
"66","1","I35","","12_55 a 59","1"
"06","1","I99","","16_75 a 79","5"
"90","1","I11","","17_80 y más","16"
