"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"14","2","Y09","","15_70 a 74","1"
"82","2","K71","","17_80 y más","1"
"06","1","M00","","13_60 a 64","1"
"14","1","J96","","11_50 a 54","3"
"30","2","E16","","15_70 a 74","1"
"58","2","Q67","","16_75 a 79","1"
"90","2","K74","","16_75 a 79","4"
"06","2","M32","","06_25 a 29","2"
"06","1","I69","","13_60 a 64","1"
"14","2","K56","","16_75 a 79","12"
"54","1","X74","","17_80 y más","1"
"90","1","V43","","09_40 a 44","1"
"54","2","C48","","12_55 a 59","1"
"30","1","J98","","01_Menor de 1 año","2"
"46","1","Q24","","02_1 a 9","1"
"70","1","E10","","14_65 a 69","2"
"06","2","D47","","12_55 a 59","1"
"82","1","B23","","10_45 a 49","2"
"90","2","A21","","17_80 y más","1"
"90","1","I11","","11_50 a 54","1"
"14","2","K81","","16_75 a 79","1"
"02","1","I71","","10_45 a 49","5"
"90","2","I44","","17_80 y más","3"
"58","2","E14","","14_65 a 69","12"
"06","1","K31","","13_60 a 64","3"
"54","1","X95","","15_70 a 74","4"
"86","1","E14","","08_35 a 39","1"
"06","1","K74","","16_75 a 79","36"
"06","2","Y34","","08_35 a 39","4"
"62","2","C26","","17_80 y más","2"
"82","1","G70","","17_80 y más","1"
"42","2","K74","","10_45 a 49","1"
"82","1","I61","","14_65 a 69","28"
"06","2","O00","M","05_20 a 24","1"
"18","2","I60","","06_25 a 29","1"
"26","1","C61","","11_50 a 54","1"
"99","1","I60","","13_60 a 64","1"
"06","2","X59","","01_Menor de 1 año","3"
"70","2","M32","","11_50 a 54","1"
"90","1","L10","","14_65 a 69","1"
"50","2","C16","","12_55 a 59","7"
"22","2","K72","","13_60 a 64","1"
"14","2","C25","","14_65 a 69","19"
"06","2","Y19","","13_60 a 64","1"
"14","2","I33","","17_80 y más","2"
"86","2","Y34","","08_35 a 39","1"
"22","1","C18","","13_60 a 64","4"
"82","1","K76","","13_60 a 64","5"
"26","1","C24","","11_50 a 54","1"
"90","2","V49","","03_10 a 14","1"
"90","1","I21","","12_55 a 59","23"
"02","1","I47","","14_65 a 69","3"
"06","1","G91","","13_60 a 64","2"
"50","1","L89","","07_30 a 34","2"
"06","2","M72","","17_80 y más","1"
"82","2","R96","","08_35 a 39","2"
"90","1","R54","","16_75 a 79","2"
"26","2","I21","","14_65 a 69","3"
"06","2","J98","","12_55 a 59","11"
"38","1","C16","","14_65 a 69","3"
"70","1","I10","","17_80 y más","9"
"82","1","C49","","04_15 a 19","1"
"02","1","I95","","17_80 y más","5"
"18","1","P29","","01_Menor de 1 año","4"
"74","1","G80","","06_25 a 29","1"
"38","2","B57","","17_80 y más","2"
"50","2","I45","","10_45 a 49","1"
"30","2","K42","","17_80 y más","1"
"70","2","Y86","","17_80 y más","1"
"86","1","D37","","14_65 a 69","1"
"06","2","C57","","06_25 a 29","2"
"38","1","X59","","05_20 a 24","2"
"54","1","G40","","07_30 a 34","2"
"54","1","V89","","15_70 a 74","1"
"62","1","K59","","10_45 a 49","1"
"14","2","C05","","12_55 a 59","1"
"34","2","K76","","02_1 a 9","1"
"62","1","C64","","13_60 a 64","4"
"66","1","I50","","07_30 a 34","3"
"66","1","I71","","14_65 a 69","2"
"86","1","V89","","16_75 a 79","3"
"74","2","C71","","14_65 a 69","1"
"22","2","O06","M","08_35 a 39","1"
"50","1","G00","","02_1 a 9","1"
"06","9","B57","","14_65 a 69","1"
"02","1","I05","","14_65 a 69","1"
"50","2","W87","","03_10 a 14","1"
"14","2","I26","","12_55 a 59","6"
"42","1","I26","","15_70 a 74","2"
"10","2","C34","","17_80 y más","2"
"30","2","C55","","11_50 a 54","3"
"86","2","Q89","","01_Menor de 1 año","2"
"14","1","D64","","17_80 y más","2"
"58","1","C18","","12_55 a 59","7"
"38","2","A41","","06_25 a 29","2"
"58","2","J44","","17_80 y más","9"
"58","1","I71","","16_75 a 79","1"
"50","2","L89","","12_55 a 59","2"
"50","2","F03","","13_60 a 64","1"
"02","2","C32","","13_60 a 64","1"
"58","1","X70","","12_55 a 59","2"
"18","1","W69","","04_15 a 19","1"
"38","1","J96","","16_75 a 79","1"
"14","2","G40","","02_1 a 9","2"
"06","1","I27","","16_75 a 79","2"
"70","2","K46","","17_80 y más","1"
"66","2","C06","","14_65 a 69","1"
"50","1","B23","","06_25 a 29","1"
"10","1","G80","","03_10 a 14","1"
"50","2","X74","","10_45 a 49","1"
"54","1","C92","","11_50 a 54","1"
"10","1","V24","","07_30 a 34","1"
"02","2","I62","","01_Menor de 1 año","1"
"30","1","R98","","13_60 a 64","7"
"42","1","X74","","11_50 a 54","1"
"90","1","N39","","15_70 a 74","3"
"14","1","C18","","16_75 a 79","43"
"14","2","Y09","","10_45 a 49","1"
"54","2","C81","","03_10 a 14","1"
"06","2","C48","","10_45 a 49","2"
"26","1","X09","","09_40 a 44","1"
"06","1","J15","","13_60 a 64","12"
"02","2","G35","","11_50 a 54","1"
"22","2","X09","","14_65 a 69","1"
"54","1","C18","","16_75 a 79","6"
"22","2","J96","","12_55 a 59","2"
"02","2","C91","","06_25 a 29","1"
"82","2","C90","","16_75 a 79","8"
"82","2","K74","","10_45 a 49","3"
"18","1","G40","","08_35 a 39","1"
"30","1","C32","","17_80 y más","3"
"06","2","O14","M","08_35 a 39","3"
"98","2","A41","","04_15 a 19","1"
"62","1","N18","","13_60 a 64","1"
"82","1","I45","","16_75 a 79","3"
"74","2","V28","","04_15 a 19","1"
"86","1","R18","","13_60 a 64","1"
"38","2","C56","","16_75 a 79","1"
"38","1","V44","","04_15 a 19","1"
"18","2","D58","","16_75 a 79","1"
"10","2","C53","","14_65 a 69","1"
"06","2","D48","","09_40 a 44","1"
"50","2","X73","","14_65 a 69","1"
"50","1","V18","","08_35 a 39","1"
"30","1","K70","","13_60 a 64","2"
"06","2","I51","","05_20 a 24","1"
"14","1","C92","","13_60 a 64","3"
"50","1","Q89","","11_50 a 54","1"
"02","2","C80","","17_80 y más","98"
"06","1","M88","","15_70 a 74","1"
"10","1","V80","","05_20 a 24","1"
"26","1","C67","","13_60 a 64","3"
"66","2","K71","","16_75 a 79","1"
"82","1","C11","","14_65 a 69","1"
"06","1","D70","","04_15 a 19","1"
"90","1","C76","","16_75 a 79","1"
"82","1","G70","","08_35 a 39","1"
"30","2","D37","","16_75 a 79","3"
"02","2","X70","","17_80 y más","1"
"90","1","I44","","17_80 y más","1"
"06","1","C81","","11_50 a 54","1"
"22","2","D06","","11_50 a 54","1"
"30","1","J44","","17_80 y más","14"
"34","1","W84","","07_30 a 34","1"
"74","1","J69","","16_75 a 79","1"
"70","2","E46","","14_65 a 69","1"
"18","1","N18","","16_75 a 79","6"
"66","2","A16","","06_25 a 29","1"
"06","2","J84","","15_70 a 74","11"
"82","2","X99","","08_35 a 39","1"
"50","2","Q21","","02_1 a 9","1"
"02","2","D43","","14_65 a 69","3"
"02","2","K70","","13_60 a 64","1"
"94","1","W70","","10_45 a 49","1"
"14","1","R55","","17_80 y más","1"
"62","1","R57","","16_75 a 79","1"
"42","1","F10","","17_80 y más","1"
"46","1","E14","","15_70 a 74","1"
"06","2","B23","M","08_35 a 39","1"
"06","2","C16","","12_55 a 59","19"
"82","2","I61","","04_15 a 19","1"
"22","1","C80","","09_40 a 44","3"
"02","1","Q24","","13_60 a 64","1"
"14","2","I13","","14_65 a 69","1"
"78","1","I26","","16_75 a 79","1"
"86","1","I67","","17_80 y más","8"
"22","1","N19","","08_35 a 39","1"
"02","1","N28","","17_80 y más","1"
"82","1","R96","","15_70 a 74","24"
"18","1","K70","","11_50 a 54","1"
"62","2","E85","","17_80 y más","1"
"06","2","X74","","03_10 a 14","3"
"14","1","W14","","10_45 a 49","1"
"22","1","N40","","12_55 a 59","1"
"22","2","C54","","16_75 a 79","3"
"14","1","W34","","05_20 a 24","2"
"66","1","V12","","06_25 a 29","1"
"06","1","J94","","17_80 y más","2"
"74","2","M06","","12_55 a 59","1"
"90","2","A09","","17_80 y más","1"
"42","2","C97","","13_60 a 64","1"
"06","1","B59","","09_40 a 44","1"
"30","1","C85","","12_55 a 59","1"
"62","2","I61","","13_60 a 64","1"
"22","2","C23","","15_70 a 74","1"
"02","2","X74","","08_35 a 39","1"
"06","1","E14","","07_30 a 34","6"
"42","1","C80","","16_75 a 79","4"
"58","1","R96","","17_80 y más","1"
"62","2","I51","","02_1 a 9","1"
"90","1","J81","","15_70 a 74","3"
"10","2","N17","","16_75 a 79","2"
"22","1","C23","","10_45 a 49","1"
"02","2","C92","","12_55 a 59","3"
"54","1","Y09","","03_10 a 14","1"
"34","1","C62","","04_15 a 19","1"
"82","1","C26","","17_80 y más","7"
"34","2","O16","M","09_40 a 44","1"
"62","2","X74","","04_15 a 19","1"
"02","2","C68","","15_70 a 74","1"
"14","1","I51","","16_75 a 79","11"
"18","1","C92","","15_70 a 74","1"
"82","2","X91","","12_55 a 59","1"
"22","1","X95","","14_65 a 69","1"
"14","2","G35","","10_45 a 49","2"
"58","2","D59","","08_35 a 39","1"
"10","1","P57","","01_Menor de 1 año","1"
"22","1","K76","","12_55 a 59","3"
"90","1","K92","","09_40 a 44","2"
"22","1","I63","","17_80 y más","2"
"90","2","G04","","14_65 a 69","1"
"74","1","I10","","16_75 a 79","2"
"10","1","R99","","16_75 a 79","26"
"10","2","C71","","17_80 y más","1"
"34","1","C15","","14_65 a 69","1"
"42","1","I50","","11_50 a 54","2"
"82","1","J98","","08_35 a 39","2"
"82","2","I51","","16_75 a 79","13"
"06","1","K25","","14_65 a 69","3"
"94","2","R57","","17_80 y más","1"
"30","1","K76","","14_65 a 69","1"
"18","2","E14","","08_35 a 39","1"
"14","1","W74","","08_35 a 39","1"
"50","1","V80","","09_40 a 44","1"
"06","1","R55","","14_65 a 69","2"
"18","1","E86","","01_Menor de 1 año","1"
"06","2","D69","","15_70 a 74","1"
"82","1","M31","","07_30 a 34","1"
"50","1","I42","","14_65 a 69","10"
"46","1","I51","","13_60 a 64","1"
"30","1","G61","","15_70 a 74","1"
"90","2","K59","","17_80 y más","1"
"06","2","V05","","03_10 a 14","1"
"14","1","A16","","08_35 a 39","1"
"26","1","I12","","14_65 a 69","1"
"22","1","J18","","15_70 a 74","18"
"26","1","X70","","11_50 a 54","3"
"66","1","C71","","04_15 a 19","1"
"58","2","I42","","15_70 a 74","2"
"54","1","C18","","13_60 a 64","5"
"58","1","A09","","02_1 a 9","1"
"02","1","I51","","17_80 y más","74"
"06","1","M72","","15_70 a 74","2"
"14","2","M06","","08_35 a 39","1"
"14","1","C18","","12_55 a 59","17"
"66","1","C24","","12_55 a 59","2"
"02","2","I47","","14_65 a 69","1"
"66","2","C80","","07_30 a 34","1"
"26","1","C64","","16_75 a 79","3"
"06","1","C11","","16_75 a 79","1"
"22","2","J45","","13_60 a 64","2"
"38","2","V59","","11_50 a 54","1"
"34","2","X04","","02_1 a 9","1"
"02","2","J81","","02_1 a 9","4"
"38","2","C76","","13_60 a 64","1"
"46","1","D61","","17_80 y más","1"
"50","1","C26","","17_80 y más","1"
"50","1","K25","","15_70 a 74","1"
"06","1","C01","","14_65 a 69","5"
"66","2","A41","","11_50 a 54","4"
"14","2","C91","","17_80 y más","4"
"02","1","J90","","15_70 a 74","2"
"18","2","C64","","13_60 a 64","2"
"38","1","A16","","13_60 a 64","1"
"54","9","E14","","17_80 y más","1"
"26","1","R98","","99_Sin especificar","2"
"58","1","R96","","16_75 a 79","2"
"78","2","C53","","09_40 a 44","2"
"82","2","I48","","15_70 a 74","5"
"06","1","R56","","06_25 a 29","2"
"06","2","C22","","07_30 a 34","1"
"34","2","C44","","07_30 a 34","1"
"82","2","K55","","15_70 a 74","8"
"26","2","I61","","17_80 y más","5"
"98","1","E46","","11_50 a 54","1"
"46","1","R96","","13_60 a 64","2"
"58","1","E11","","16_75 a 79","4"
"06","2","J93","","01_Menor de 1 año","1"
"30","2","I69","","15_70 a 74","6"
"82","2","I42","","08_35 a 39","1"
"42","2","K92","","17_80 y más","5"
"06","1","C45","","12_55 a 59","6"
"50","2","B33","","12_55 a 59","1"
"50","1","P77","","01_Menor de 1 año","4"
"54","2","C91","","12_55 a 59","1"
"10","2","I35","","17_80 y más","1"
"50","1","F06","","15_70 a 74","9"
"02","2","A16","","15_70 a 74","1"
"66","1","X90","","05_20 a 24","1"
"06","1","Y09","","04_15 a 19","3"
"82","1","K52","","07_30 a 34","1"
"82","2","P36","","01_Menor de 1 año","11"
"42","1","C18","","12_55 a 59","1"
"22","2","A17","","06_25 a 29","1"
"10","2","I24","","17_80 y más","1"
"14","2","C18","","14_65 a 69","16"
"06","1","B23","","07_30 a 34","12"
"06","2","C06","","12_55 a 59","1"
"86","1","R96","","14_65 a 69","4"
"30","2","I26","","14_65 a 69","1"
"86","1","Q77","","01_Menor de 1 año","1"
"86","2","J81","","17_80 y más","10"
"06","2","B17","","15_70 a 74","2"
"66","1","W15","","11_50 a 54","1"
"18","2","C14","","16_75 a 79","1"
"86","1","I27","","04_15 a 19","1"
"02","2","R54","","15_70 a 74","1"
"50","2","E11","","12_55 a 59","11"
"50","2","I10","","17_80 y más","52"
"06","1","Q02","","01_Menor de 1 año","2"
"34","2","M31","","17_80 y más","1"
"86","2","I49","","16_75 a 79","3"
"02","2","C20","","14_65 a 69","7"
"34","1","W13","","11_50 a 54","1"
"06","2","X99","","07_30 a 34","4"
"38","1","I42","","13_60 a 64","3"
"06","2","V27","","06_25 a 29","1"
"46","2","R98","","10_45 a 49","2"
"50","2","C25","","17_80 y más","15"
"30","1","M32","","08_35 a 39","1"
"86","2","R10","","13_60 a 64","1"
"14","2","J96","","12_55 a 59","2"
"38","2","N18","","11_50 a 54","4"
"06","2","R57","","08_35 a 39","3"
"54","2","I50","","10_45 a 49","1"
"30","2","C34","","14_65 a 69","10"
"66","2","V09","","16_75 a 79","1"
"06","1","X68","","12_55 a 59","1"
"06","1","J46","","09_40 a 44","1"
"14","2","J64","","17_80 y más","1"
"46","1","I05","","12_55 a 59","1"
"82","2","N39","","14_65 a 69","7"
"06","2","L93","","13_60 a 64","1"
"78","2","P25","","01_Menor de 1 año","1"
"46","2","N18","","16_75 a 79","1"
"70","1","A16","","17_80 y más","1"
"26","1","A16","","10_45 a 49","1"
"38","1","I08","","11_50 a 54","1"
"58","1","C43","","16_75 a 79","1"
"30","1","I26","","12_55 a 59","1"
"50","2","K90","","11_50 a 54","1"
"06","2","N05","","09_40 a 44","1"
"30","2","I47","","17_80 y más","2"
"62","1","J18","","17_80 y más","21"
"02","1","C76","","02_1 a 9","1"
"02","2","F03","","16_75 a 79","4"
"26","2","P36","","01_Menor de 1 año","6"
"58","2","E41","","16_75 a 79","1"
"06","1","L10","","11_50 a 54","1"
"30","2","I61","","14_65 a 69","5"
"06","2","I74","","17_80 y más","15"
"54","1","C02","","11_50 a 54","2"
"06","1","B17","","10_45 a 49","2"
"22","1","A16","","05_20 a 24","1"
"50","2","I42","","12_55 a 59","2"
"46","2","C16","","11_50 a 54","1"
"70","2","Q05","","02_1 a 9","1"
"10","2","I71","","17_80 y más","1"
"06","1","C18","","17_80 y más","305"
"14","1","J81","","14_65 a 69","6"
"18","1","W74","","08_35 a 39","2"
"06","1","R04","","15_70 a 74","2"
"62","1","I71","","12_55 a 59","1"
"30","2","C91","","16_75 a 79","2"
"06","1","G61","","08_35 a 39","1"
"62","1","V80","","04_15 a 19","1"
"06","1","I44","","13_60 a 64","2"
"90","1","I63","","17_80 y más","7"
"06","2","J98","","05_20 a 24","3"
"62","2","D46","","17_80 y más","1"
"66","1","J40","","14_65 a 69","1"
"30","1","V09","","17_80 y más","1"
"02","1","B23","","11_50 a 54","7"
"66","2","C32","","15_70 a 74","1"
"02","2","K65","","14_65 a 69","3"
"02","2","K63","","17_80 y más","4"
"30","1","K72","","17_80 y más","2"
"06","1","I74","","10_45 a 49","1"
"38","1","R99","","12_55 a 59","16"
"14","2","A16","","17_80 y más","3"
"22","2","E03","","12_55 a 59","2"
"06","1","E10","","15_70 a 74","8"
"38","2","O06","M","08_35 a 39","1"
"70","1","C85","","10_45 a 49","1"
"82","2","G70","","17_80 y más","2"
"50","1","I11","","14_65 a 69","11"
"14","1","G93","","13_60 a 64","2"
"06","2","I12","","15_70 a 74","1"
"06","1","V44","","05_20 a 24","1"
"82","1","V21","","10_45 a 49","1"
"38","1","C90","","15_70 a 74","1"
"14","2","I50","","13_60 a 64","21"
"06","2","D43","","16_75 a 79","23"
"30","1","R68","","15_70 a 74","5"
"66","2","I46","","17_80 y más","11"
"82","1","A41","","13_60 a 64","25"
"50","2","D38","","15_70 a 74","1"
"66","2","N19","","17_80 y más","1"
"06","1","A98","","06_25 a 29","1"
"14","1","V89","","11_50 a 54","5"
"82","1","Y84","","15_70 a 74","1"
"42","1","X74","","06_25 a 29","1"
"02","2","J15","","15_70 a 74","1"
"06","2","X91","","07_30 a 34","2"
"06","2","C13","","15_70 a 74","1"
"22","2","B24","","08_35 a 39","1"
"50","1","V43","","06_25 a 29","8"
"02","1","C22","","11_50 a 54","4"
"26","2","C80","","15_70 a 74","2"
"82","2","C25","","16_75 a 79","36"
"90","1","C80","","12_55 a 59","2"
"90","2","C20","","08_35 a 39","1"
"86","1","N18","","09_40 a 44","1"
"54","1","X91","","08_35 a 39","1"
"06","1","P28","","01_Menor de 1 año","46"
"58","1","C18","","16_75 a 79","1"
"86","2","C16","","11_50 a 54","1"
"06","1","I62","","15_70 a 74","10"
"14","1","W10","","11_50 a 54","1"
"66","1","I64","","08_35 a 39","3"
"58","1","I49","","12_55 a 59","1"
"62","2","J18","","17_80 y más","36"
"82","2","C71","","12_55 a 59","5"
"14","2","C34","","13_60 a 64","27"
"30","2","C54","","17_80 y más","2"
"02","2","A49","","17_80 y más","3"
"46","2","C32","","11_50 a 54","1"
"74","1","W79","","11_50 a 54","1"
"70","2","I63","","17_80 y más","1"
"06","2","C95","","09_40 a 44","3"
"82","1","N28","","12_55 a 59","2"
"26","1","R64","","16_75 a 79","1"
"30","1","D43","","09_40 a 44","1"
"82","2","C80","","15_70 a 74","27"
"54","1","J18","","17_80 y más","48"
"58","1","A19","","14_65 a 69","1"
"06","1","K40","","13_60 a 64","1"
"22","1","Y83","","08_35 a 39","1"
"26","2","X70","","11_50 a 54","1"
"82","1","Y33","","03_10 a 14","1"
"30","1","I62","","11_50 a 54","1"
"90","2","X70","","05_20 a 24","2"
"94","2","X71","","10_45 a 49","1"
"26","1","V04","","16_75 a 79","1"
"74","2","I73","","17_80 y más","1"
"82","1","C73","","11_50 a 54","1"
"06","2","W20","","16_75 a 79","1"
"14","1","I67","","14_65 a 69","16"
"38","2","C18","","16_75 a 79","2"
"90","1","R96","","14_65 a 69","2"
"14","1","Y20","","02_1 a 9","1"
"86","1","J98","","13_60 a 64","1"
"34","2","C73","","14_65 a 69","1"
"46","2","R96","","11_50 a 54","1"
"74","1","K85","","17_80 y más","2"
"78","2","K74","","14_65 a 69","1"
"90","1","J45","","06_25 a 29","1"
"62","2","E10","","09_40 a 44","1"
"66","2","G40","","09_40 a 44","1"
"06","1","R55","","13_60 a 64","2"
"06","1","C79","","10_45 a 49","1"
"78","1","X59","","02_1 a 9","1"
"26","1","V48","","14_65 a 69","1"
"86","2","C55","","14_65 a 69","4"
"82","2","R55","","17_80 y más","1"
"46","2","C50","","16_75 a 79","1"
"26","1","K25","","10_45 a 49","1"
"86","1","X70","","17_80 y más","2"
"22","1","C16","","13_60 a 64","12"
"62","2","W18","","16_75 a 79","1"
"02","1","C25","","08_35 a 39","2"
"38","2","Y19","","07_30 a 34","1"
"54","1","G20","","15_70 a 74","1"
"54","2","I21","","15_70 a 74","7"
"06","1","I51","","12_55 a 59","26"
"38","1","K75","","17_80 y más","2"
"06","1","V65","","12_55 a 59","1"
"94","2","J96","","17_80 y más","1"
"02","1","K63","","17_80 y más","2"
"06","1","E66","","14_65 a 69","1"
"66","1","C80","","07_30 a 34","1"
"42","1","C85","","13_60 a 64","1"
"14","1","I31","","15_70 a 74","1"
"18","1","C95","","15_70 a 74","1"
"14","2","I50","","15_70 a 74","77"
"62","1","R99","","03_10 a 14","2"
"06","2","C16","","16_75 a 79","71"
"42","1","C61","","16_75 a 79","8"
"14","1","I11","","08_35 a 39","2"
"78","2","C85","","12_55 a 59","1"
"02","1","V09","","05_20 a 24","5"
"62","2","C80","","09_40 a 44","1"
"26","1","X99","","05_20 a 24","3"
"34","2","X70","","04_15 a 19","2"
"38","1","J90","","17_80 y más","1"
"46","2","X70","","08_35 a 39","1"
"54","2","X59","","05_20 a 24","1"
"86","2","I61","","13_60 a 64","4"
"90","2","F17","","10_45 a 49","1"
"94","2","E14","","12_55 a 59","1"
"14","2","I80","","17_80 y más","5"
"06","1","G93","","99_Sin especificar","1"
"74","1","W79","","17_80 y más","2"
"06","1","A81","","07_30 a 34","1"
"74","2","C17","","17_80 y más","1"
"50","2","E88","","17_80 y más","1"
"14","1","C62","","09_40 a 44","1"
"58","2","I62","","17_80 y más","2"
"62","1","I49","","14_65 a 69","1"
"02","2","A16","","10_45 a 49","1"
"22","1","V02","","02_1 a 9","1"
"26","1","I42","","12_55 a 59","2"
"50","1","I24","","12_55 a 59","1"
"14","1","I51","","12_55 a 59","2"
"42","2","P25","","01_Menor de 1 año","1"
"62","1","C18","","12_55 a 59","4"
"22","1","X95","","03_10 a 14","1"
"26","1","C67","","11_50 a 54","3"
"98","1","I21","","13_60 a 64","3"
"06","1","X47","","17_80 y más","4"
"82","1","Y85","","08_35 a 39","1"
"02","1","A41","","09_40 a 44","4"
"06","2","Y83","","11_50 a 54","5"
"02","1","A41","","12_55 a 59","25"
"38","2","I26","","17_80 y más","2"
"46","2","C15","","17_80 y más","1"
"66","2","X99","","06_25 a 29","1"
"06","1","C75","","15_70 a 74","1"
"34","2","X59","","14_65 a 69","1"
"06","1","G20","","15_70 a 74","20"
"70","1","E14","","11_50 a 54","4"
"30","1","C22","","09_40 a 44","1"
"14","1","C69","","14_65 a 69","1"
"54","1","K70","","14_65 a 69","1"
"06","2","I51","","12_55 a 59","17"
"62","1","I42","","11_50 a 54","1"
"62","2","E14","","14_65 a 69","1"
"06","2","B45","","08_35 a 39","1"
"90","1","V29","","05_20 a 24","2"
"06","1","K43","","10_45 a 49","1"
"26","2","R99","","13_60 a 64","2"
"26","1","X70","","06_25 a 29","5"
"50","2","I70","","16_75 a 79","4"
"14","1","C34","","17_80 y más","74"
"30","1","C15","","09_40 a 44","1"
"66","1","J69","","01_Menor de 1 año","3"
"34","1","J86","","05_20 a 24","1"
"34","1","V80","","08_35 a 39","1"
"10","1","C22","","14_65 a 69","1"
"90","2","R57","","14_65 a 69","1"
"50","1","I60","","07_30 a 34","1"
"54","1","W74","","02_1 a 9","1"
"14","1","B24","","08_35 a 39","2"
"46","1","V29","","04_15 a 19","2"
"02","1","J18","","07_30 a 34","4"
"46","1","N39","","15_70 a 74","1"
"58","1","I25","","12_55 a 59","1"
"66","1","C02","","13_60 a 64","1"
"78","1","B57","","13_60 a 64","1"
"82","2","N18","","11_50 a 54","3"
"50","2","I64","","14_65 a 69","12"
"30","1","J96","","06_25 a 29","2"
"02","1","K85","","07_30 a 34","2"
"66","2","E43","","11_50 a 54","1"
"58","1","E11","","12_55 a 59","2"
"26","1","K70","","11_50 a 54","8"
"50","2","K70","","15_70 a 74","1"
"06","2","J15","","15_70 a 74","15"
"06","1","R10","","06_25 a 29","2"
"34","2","I25","","16_75 a 79","1"
"58","2","G40","","07_30 a 34","1"
"22","1","V13","","04_15 a 19","2"
"02","1","E78","","08_35 a 39","1"
"50","1","K55","","11_50 a 54","1"
"82","1","V89","","15_70 a 74","6"
"34","1","D43","","12_55 a 59","1"
"54","1","R99","","11_50 a 54","17"
"62","2","K76","","09_40 a 44","1"
"86","2","C56","","15_70 a 74","3"
"34","2","P24","","01_Menor de 1 año","4"
"14","2","R02","","17_80 y más","5"
"82","1","C04","","12_55 a 59","2"
"02","2","I60","","15_70 a 74","11"
"94","2","C85","","12_55 a 59","1"
"62","2","K74","","17_80 y más","2"
"22","1","C04","","11_50 a 54","1"
"90","2","K21","","01_Menor de 1 año","1"
"06","1","K65","","07_30 a 34","3"
"78","1","F03","","14_65 a 69","1"
"06","1","C62","","10_45 a 49","7"
"70","1","A16","","15_70 a 74","1"
"42","2","N18","","09_40 a 44","1"
"06","1","J15","","10_45 a 49","3"
"90","2","N72","","11_50 a 54","1"
"14","2","C23","","14_65 a 69","7"
"42","1","J81","","10_45 a 49","1"
"06","2","M31","","06_25 a 29","1"
"10","2","E11","","17_80 y más","4"
"14","1","C92","","10_45 a 49","1"
"14","1","Q05","","01_Menor de 1 año","1"
"06","2","G50","","17_80 y más","1"
"54","2","C50","","15_70 a 74","7"
"82","2","X09","","16_75 a 79","3"
"82","1","G20","","17_80 y más","16"
"38","1","E11","","11_50 a 54","2"
"78","1","I64","","14_65 a 69","1"
"54","1","B20","","01_Menor de 1 año","1"
"10","1","N18","","05_20 a 24","1"
"34","2","C34","","17_80 y más","4"
"06","1","Y83","","12_55 a 59","7"
"06","2","N17","","11_50 a 54","4"
"38","2","C55","","12_55 a 59","2"
"86","1","R59","","15_70 a 74","1"
