age,anio_def,pred_resp,pred_circ,pred_diabetes,pred_alzheimer,pred_metabolic,pred_anemia,covid_sum.x,covid_sq_sum.x,excess_total,cause,excess_resp,excess_circ,excess_diabetes,excess_alzheimer,excess_metabolic,excess_anemia,covid_sum.y,covid_sq_sum.y,pred_sum,covid_sum,covid_sq_sum,coef,se,attributable,se_attrib,lower95,upper95
01.menor a 20 anios,2016,918.8612113270347,294.19586637622524,15.184302780708398,0.21089309417650556,99.54154045131062,35.008253633299915,0,0,7.991746366700082,anemia,91.13878867296533,5.804133623774781,0.8156972192916017,-0.21089309417650556,-8.541540451310617,7.991746366700082,0,0,35.008253633299915,0,0,NA,0.305710812458041,NA,0,NA,NA
01.menor a 20 anios,2017,871.3999999999804,278.99999999999375,14.399999999999675,0.19999999999999551,94.39999999999787,33.19999999999925,0,0,-48.39999999998042,resp,-48.39999999998042,25.00000000000628,2.600000000000324,-0.19999999999999551,13.60000000000212,0.8000000000007477,0,0,871.3999999999804,0,0,NA,1.719585508407,NA,0,NA,NA
01.menor a 20 anios,2017,871.3999999999804,278.99999999999375,14.399999999999675,0.19999999999999551,94.39999999999787,33.19999999999925,0,0,25.00000000000628,circ,-48.39999999998042,25.00000000000628,2.600000000000324,-0.19999999999999551,13.60000000000212,0.8000000000007477,0,0,278.99999999999375,0,0,NA,0.908516950895465,NA,0,NA,NA
01.menor a 20 anios,2017,871.3999999999804,278.99999999999375,14.399999999999675,0.19999999999999551,94.39999999999787,33.19999999999925,0,0,2.600000000000324,diabetes,-48.39999999998042,25.00000000000628,2.600000000000324,-0.19999999999999551,13.60000000000212,0.8000000000007477,0,0,14.399999999999675,0,0,NA,0.255032771433392,NA,0,NA,NA
01.menor a 20 anios,2017,871.3999999999804,278.99999999999375,14.399999999999675,0.19999999999999551,94.39999999999787,33.19999999999925,0,0,-0.19999999999999551,alzheimer,-48.39999999998042,25.00000000000628,2.600000000000324,-0.19999999999999551,13.60000000000212,0.8000000000007477,0,0,0.19999999999999551,0,0,NA,0.00815840064309174,NA,0,NA,NA
01.menor a 20 anios,2017,871.3999999999804,278.99999999999375,14.399999999999675,0.19999999999999551,94.39999999999787,33.19999999999925,0,0,13.60000000000212,metabolic,-48.39999999998042,25.00000000000628,2.600000000000324,-0.19999999999999551,13.60000000000212,0.8000000000007477,0,0,94.39999999999787,0,0,NA,0.64444093741183,NA,0,NA,NA
01.menor a 20 anios,2017,871.3999999999804,278.99999999999375,14.399999999999675,0.19999999999999551,94.39999999999787,33.19999999999925,0,0,0.8000000000007477,anemia,-48.39999999998042,25.00000000000628,2.600000000000324,-0.19999999999999551,13.60000000000212,0.8000000000007477,0,0,33.19999999999925,0,0,NA,0.305710812458041,NA,0,NA,NA
01.menor a 20 anios,2018,823.9387886729387,263.80413362376623,13.61569721929116,0.18910690582348835,89.2584595486865,31.391746366699063,0,0,-3.938788672938756,resp,-3.938788672938756,18.19586637623376,-0.615697219291161,0.8108930941765116,6.741540451313497,-7.391746366699065,0,0,823.9387886729387,0,0,NA,1.719585508407,NA,0,NA,NA
01.menor a 20 anios,2018,823.9387886729387,263.80413362376623,13.61569721929116,0.18910690582348835,89.2584595486865,31.391746366699063,0,0,18.19586637623376,circ,-3.938788672938756,18.19586637623376,-0.615697219291161,0.8108930941765116,6.741540451313497,-7.391746366699065,0,0,263.80413362376623,0,0,NA,0.908516950895465,NA,0,NA,NA
01.menor a 20 anios,2018,823.9387886729387,263.80413362376623,13.61569721929116,0.18910690582348835,89.2584595486865,31.391746366699063,0,0,-0.615697219291161,diabetes,-3.938788672938756,18.19586637623376,-0.615697219291161,0.8108930941765116,6.741540451313497,-7.391746366699065,0,0,13.61569721929116,0,0,NA,0.255032771433392,NA,0,NA,NA
01.menor a 20 anios,2018,823.9387886729387,263.80413362376623,13.61569721929116,0.18910690582348835,89.2584595486865,31.391746366699063,0,0,0.8108930941765116,alzheimer,-3.938788672938756,18.19586637623376,-0.615697219291161,0.8108930941765116,6.741540451313497,-7.391746366699065,0,0,0.18910690582348835,0,0,NA,0.00815840064309174,NA,0,NA,NA
01.menor a 20 anios,2018,823.9387886729387,263.80413362376623,13.61569721929116,0.18910690582348835,89.2584595486865,31.391746366699063,0,0,6.741540451313497,metabolic,-3.938788672938756,18.19586637623376,-0.615697219291161,0.8108930941765116,6.741540451313497,-7.391746366699065,0,0,89.2584595486865,0,0,NA,0.64444093741183,NA,0,NA,NA
01.menor a 20 anios,2018,823.9387886729387,263.80413362376623,13.61569721929116,0.18910690582348835,89.2584595486865,31.391746366699063,0,0,-7.391746366699065,anemia,-3.938788672938756,18.19586637623376,-0.615697219291161,0.8108930941765116,6.741540451313497,-7.391746366699065,0,0,31.391746366699063,0,0,NA,0.305710812458041,NA,0,NA,NA
01.menor a 20 anios,2019,776.4775773458964,248.60826724753852,12.831394438582635,0.17821381164698102,84.11691909737505,29.58349273339885,0,0,38.5224226541036,resp,38.5224226541036,-12.608267247538532,5.168605561417365,-0.17821381164698102,3.8830809026249486,-2.58349273339885,0,0,776.4775773458964,0,0,NA,1.719585508407,NA,0,NA,NA
01.menor a 20 anios,2019,776.4775773458964,248.60826724753852,12.831394438582635,0.17821381164698102,84.11691909737505,29.58349273339885,0,0,-12.608267247538532,circ,38.5224226541036,-12.608267247538532,5.168605561417365,-0.17821381164698102,3.8830809026249486,-2.58349273339885,0,0,248.60826724753852,0,0,NA,0.908516950895465,NA,0,NA,NA
01.menor a 20 anios,2019,776.4775773458964,248.60826724753852,12.831394438582635,0.17821381164698102,84.11691909737505,29.58349273339885,0,0,5.168605561417365,diabetes,38.5224226541036,-12.608267247538532,5.168605561417365,-0.17821381164698102,3.8830809026249486,-2.58349273339885,0,0,12.831394438582635,0,0,NA,0.255032771433392,NA,0,NA,NA
01.menor a 20 anios,2019,776.4775773458964,248.60826724753852,12.831394438582635,0.17821381164698102,84.11691909737505,29.58349273339885,0,0,-0.17821381164698102,alzheimer,38.5224226541036,-12.608267247538532,5.168605561417365,-0.17821381164698102,3.8830809026249486,-2.58349273339885,0,0,0.17821381164698102,0,0,NA,0.00815840064309174,NA,0,NA,NA
01.menor a 20 anios,2019,776.4775773458964,248.60826724753852,12.831394438582635,0.17821381164698102,84.11691909737505,29.58349273339885,0,0,3.8830809026249486,metabolic,38.5224226541036,-12.608267247538532,5.168605561417365,-0.17821381164698102,3.8830809026249486,-2.58349273339885,0,0,84.11691909737505,0,0,NA,0.64444093741183,NA,0,NA,NA
01.menor a 20 anios,2019,776.4775773458964,248.60826724753852,12.831394438582635,0.17821381164698102,84.11691909737505,29.58349273339885,0,0,-2.58349273339885,anemia,38.5224226541036,-12.608267247538532,5.168605561417365,-0.17821381164698102,3.8830809026249486,-2.58349273339885,0,0,29.58349273339885,0,0,NA,0.305710812458041,NA,0,NA,NA
01.menor a 20 anios,2020,729.0163660188413,233.41240087130674,12.047091657873896,0.16732071747047078,78.97537864606221,27.775239100098148,129,2729,-322.0163660188412,resp,-322.0163660188412,-1.4124008713067369,9.952908342126104,-0.16732071747047078,-8.975378646062214,-9.77523910009815,129,2729,729.0163660188413,129,2729,-0.940863964983617,0.530212637161464,-121.3714514828866,27.698218849106425,-175.6599604271352,-67.08294253863801
01.menor a 20 anios,2020,729.0163660188413,233.41240087130674,12.047091657873896,0.16732071747047078,78.97537864606221,27.775239100098148,129,2729,-1.4124008713067369,circ,-322.0163660188412,-1.4124008713067369,9.952908342126104,-0.16732071747047078,-8.975378646062214,-9.77523910009815,129,2729,233.41240087130674,129,2729,0.144325583864471,0.127523269713792,18.61800031851676,6.6617941280992055,5.560883827442318,31.675116809591202
01.menor a 20 anios,2020,729.0163660188413,233.41240087130674,12.047091657873896,0.16732071747047078,78.97537864606221,27.775239100098148,129,2729,9.952908342126104,diabetes,-322.0163660188412,-1.4124008713067369,9.952908342126104,-0.16732071747047078,-8.975378646062214,-9.77523910009815,129,2729,12.047091657873896,129,2729,0.0567668155182134,0.036408104809974,7.322919201849529,1.9019532621980249,3.5950908079414003,11.050747595757658
01.menor a 20 anios,2020,729.0163660188413,233.41240087130674,12.047091657873896,0.16732071747047078,78.97537864606221,27.775239100098148,129,2729,-0.16732071747047078,alzheimer,-322.0163660188412,-1.4124008713067369,9.952908342126104,-0.16732071747047078,-8.975378646062214,-9.77523910009815,129,2729,0.16732071747047078,129,2729,-4.5170315181626e-4,7.5428388664222e-4,-0.05826970658429754,0.039403663176380534,-0.13550088641000338,0.01896147324140831
01.menor a 20 anios,2020,729.0163660188413,233.41240087130674,12.047091657873896,0.16732071747047078,78.97537864606221,27.775239100098148,129,2729,-8.975378646062214,metabolic,-322.0163660188412,-1.4124008713067369,9.952908342126104,-0.16732071747047078,-8.975378646062214,-9.77523910009815,129,2729,78.97537864606221,129,2729,0.0143268475452391,0.0400640695963013,1.848163333335844,2.0929402467754645,-2.2539995503440666,5.950326217015754
01.menor a 20 anios,2020,729.0163660188413,233.41240087130674,12.047091657873896,0.16732071747047078,78.97537864606221,27.775239100098148,129,2729,-9.77523910009815,anemia,-322.0163660188412,-1.4124008713067369,9.952908342126104,-0.16732071747047078,-8.975378646062214,-9.77523910009815,129,2729,27.775239100098148,129,2729,0.0175006783279786,0.0273115023646876,2.2575875043092397,1.4267482828113662,-0.5388391300010382,5.054014138619518
01.menor a 20 anios,2021,681.5551546917992,218.21653449507915,11.262788877165374,0.15642762329396354,73.8338381947508,25.966985466797947,212,6110,-245.55515469179915,resp,-245.55515469179915,41.78346550492087,7.737211122834625,-0.15642762329396354,-0.8338381947507925,1.0330145332020537,212,6110,681.5551546917992,212,6110,-0.893805146826544,0.297333456786262,-189.48669112722732,23.241512374294818,-235.04005538084516,-143.93332687360947
01.menor a 20 anios,2021,681.5551546917992,218.21653449507915,11.262788877165374,0.15642762329396354,73.8338381947508,25.966985466797947,212,6110,41.78346550492087,circ,-245.55515469179915,41.78346550492087,7.737211122834625,-0.15642762329396354,-0.8338381947507925,1.0330145332020537,212,6110,218.21653449507915,212,6110,0.014823947058527,0.10830436153695,3.142676776407724,8.465771682937719,-13.450235722150206,19.735589274965655
01.menor a 20 anios,2021,681.5551546917992,218.21653449507915,11.262788877165374,0.15642762329396354,73.8338381947508,25.966985466797947,212,6110,7.737211122834625,diabetes,-245.55515469179915,41.78346550492087,7.737211122834625,-0.15642762329396354,-0.8338381947507925,1.0330145332020537,212,6110,11.262788877165374,212,6110,0.0120033546926575,0.018946354880742,2.54471119484339,1.4809700400620767,-0.35799008367828034,5.44741247336506
01.menor a 20 anios,2021,681.5551546917992,218.21653449507915,11.262788877165374,0.15642762329396354,73.8338381947508,25.966985466797947,212,6110,-0.15642762329396354,alzheimer,-245.55515469179915,41.78346550492087,7.737211122834625,-0.15642762329396354,-0.8338381947507925,1.0330145332020537,212,6110,0.15642762329396354,212,6110,-8.2564015729426e-4,0.00114103324810673,-0.17503571334638313,0.08919056281788627,-0.3498492164694402,-2.222102233260248e-4
01.menor a 20 anios,2021,681.5551546917992,218.21653449507915,11.262788877165374,0.15642762329396354,73.8338381947508,25.966985466797947,212,6110,-0.8338381947507925,metabolic,-245.55515469179915,41.78346550492087,7.737211122834625,-0.15642762329396354,-0.8338381947507925,1.0330145332020537,212,6110,73.8338381947508,212,6110,-0.0874513282827077,0.0423626734828757,-18.53968159593403,3.3113414501087446,-25.02991083814717,-12.049452353720891
01.menor a 20 anios,2021,681.5551546917992,218.21653449507915,11.262788877165374,0.15642762329396354,73.8338381947508,25.966985466797947,212,6110,1.0330145332020537,anemia,-245.55515469179915,41.78346550492087,7.737211122834625,-0.15642762329396354,-0.8338381947507925,1.0330145332020537,212,6110,25.966985466797947,212,6110,-0.0107342052003939,0.0285602672994486,-2.2756515024835067,2.232455819226771,-6.6512649081679776,2.0999619032009647
01.menor a 20 anios,2022,634.0939433647441,203.02066811884737,10.478486096456638,0.14553452911745332,68.69229774343796,24.15873183349725,168,7952,66.90605663525588,resp,66.90605663525588,92.97933188115263,9.521513903543362,-0.14553452911745332,0.30770225656203376,-0.15873183349724918,168,7952,634.0939433647441,168,7952,-0.0727739232567037,0.172198317636251,-12.226019107126222,15.355610579374478,-42.323015842700194,17.870977628447754
01.menor a 20 anios,2022,634.0939433647441,203.02066811884737,10.478486096456638,0.14553452911745332,68.69229774343796,24.15873183349725,168,7952,92.97933188115263,circ,66.90605663525588,92.97933188115263,9.521513903543362,-0.14553452911745332,0.30770225656203376,-0.15873183349724918,168,7952,203.02066811884737,168,7952,-0.0812233653806532,0.0587537669375756,-13.645525383949737,5.239307663101164,-23.914568403628017,-3.376482364271455
01.menor a 20 anios,2022,634.0939433647441,203.02066811884737,10.478486096456638,0.14553452911745332,68.69229774343796,24.15873183349725,168,7952,9.521513903543362,diabetes,66.90605663525588,92.97933188115263,9.521513903543362,-0.14553452911745332,0.30770225656203376,-0.15873183349724918,168,7952,10.478486096456638,168,7952,0.0345055104400965,0.00800066554566426,5.796925753936211,0.713451247268026,4.39856130929088,7.195290198581542
01.menor a 20 anios,2022,634.0939433647441,203.02066811884737,10.478486096456638,0.14553452911745332,68.69229774343796,24.15873183349725,168,7952,-0.14553452911745332,alzheimer,66.90605663525588,92.97933188115263,9.521513903543362,-0.14553452911745332,0.30770225656203376,-0.15873183349724918,168,7952,0.14553452911745332,168,7952,1.1936261670565e-4,2.1043987797292e-4,0.0200529196065492,0.018765762992814315,-0.016727975859366858,0.05683381507246525
01.menor a 20 anios,2022,634.0939433647441,203.02066811884737,10.478486096456638,0.14553452911745332,68.69229774343796,24.15873183349725,168,7952,0.30770225656203376,metabolic,66.90605663525588,92.97933188115263,9.521513903543362,-0.14553452911745332,0.30770225656203376,-0.15873183349724918,168,7952,68.69229774343796,168,7952,0.0130724669599638,0.0169899664532044,2.1961744492739186,1.515063051679434,-0.7733491320177719,5.1656980305656095
01.menor a 20 anios,2022,634.0939433647441,203.02066811884737,10.478486096456638,0.14553452911745332,68.69229774343796,24.15873183349725,168,7952,-0.15873183349724918,anemia,66.90605663525588,92.97933188115263,9.521513903543362,-0.14553452911745332,0.30770225656203376,-0.15873183349724918,168,7952,24.15873183349725,168,7952,0.0157504132087086,0.0099761442310295,2.646069419063045,0.8896125583465799,0.9024288047037483,4.389710033422341
01.menor a 20 anios,2023,586.6327320377022,187.82480174261983,9.69418331574812,0.13464143494094613,63.55075729212657,22.350478200197056,16,54,-19.63273203770226,resp,-19.63273203770226,95.17519825738017,1.3058166842518797,-0.13464143494094613,-5.550757292126569,-7.350478200197055,16,54,586.6327320377022,16,54,2.0909941169414,1.30631811908818,33.4559058710624,9.599438500554934,14.641006409974729,52.27080533215007
01.menor a 20 anios,2023,586.6327320377022,187.82480174261983,9.69418331574812,0.13464143494094613,63.55075729212657,22.350478200197056,16,54,95.17519825738017,circ,-19.63273203770226,95.17519825738017,1.3058166842518797,-0.13464143494094613,-5.550757292126569,-7.350478200197055,16,54,187.82480174261983,16,54,-0.575507622020422,0.681814507085913,-9.208121952326753,5.010292924763137,-19.0282960848625,0.6120521802089947
01.menor a 20 anios,2023,586.6327320377022,187.82480174261983,9.69418331574812,0.13464143494094613,63.55075729212657,22.350478200197056,16,54,1.3058166842518797,diabetes,-19.63273203770226,95.17519825738017,1.3058166842518797,-0.13464143494094613,-5.550757292126569,-7.350478200197055,16,54,9.69418331574812,16,54,0.0117032667965212,0.137853657494105,0.1872522687443392,1.0130133601108668,-1.7982539170729597,2.172758454561638
01.menor a 20 anios,2023,586.6327320377022,187.82480174261983,9.69418331574812,0.13464143494094613,63.55075729212657,22.350478200197056,16,54,-0.13464143494094613,alzheimer,-19.63273203770226,95.17519825738017,1.3058166842518797,-0.13464143494094613,-5.550757292126569,-7.350478200197055,16,54,0.13464143494094613,16,54,0.00137381514983881,0.00283069263710402,0.02198104239742096,0.020801257738674486,-0.018789422770381033,0.06275150756522295
01.menor a 20 anios,2023,586.6327320377022,187.82480174261983,9.69418331574812,0.13464143494094613,63.55075729212657,22.350478200197056,16,54,-5.550757292126569,metabolic,-19.63273203770226,95.17519825738017,1.3058166842518797,-0.13464143494094613,-5.550757292126569,-7.350478200197055,16,54,63.55075729212657,16,54,-0.154224563451275,0.55466541128203,-2.4675930152204,4.0759417068358355,-10.456438760618639,5.521252730177838
01.menor a 20 anios,2023,586.6327320377022,187.82480174261983,9.69418331574812,0.13464143494094613,63.55075729212657,22.350478200197056,16,54,-7.350478200197055,anemia,-19.63273203770226,95.17519825738017,1.3058166842518797,-0.13464143494094613,-5.550757292126569,-7.350478200197055,16,54,22.350478200197056,16,54,-0.403773717503103,0.26521629454842,-6.460379480049648,1.9489337793459507,-10.280289687567711,-2.6404692725315844
01.menor a 20 anios,2024,539.1715207106602,172.6289353663922,8.909880535039598,0.12374834076443886,58.40921684081514,20.54222456689685,11,29,-20.171520710660104,resp,-20.171520710660104,76.3710646336078,4.090119464960402,-0.12374834076443886,3.5907831591848582,7.457775433103151,11,29,539.1715207106602,11,29,NA,1.719585508407,NA,9.26025136273187,NA,NA
01.menor a 20 anios,2024,539.1715207106602,172.6289353663922,8.909880535039598,0.12374834076443886,58.40921684081514,20.54222456689685,11,29,76.3710646336078,circ,-20.171520710660104,76.3710646336078,4.090119464960402,-0.12374834076443886,3.5907831591848582,7.457775433103151,11,29,172.6289353663922,11,29,NA,0.908516950895465,NA,4.8925135106474045,NA,NA
01.menor a 20 anios,2024,539.1715207106602,172.6289353663922,8.909880535039598,0.12374834076443886,58.40921684081514,20.54222456689685,11,29,4.090119464960402,diabetes,-20.171520710660104,76.3710646336078,4.090119464960402,-0.12374834076443886,3.5907831591848582,7.457775433103151,11,29,8.909880535039598,11,29,NA,0.255032771433392,NA,1.3733935053890802,NA,NA
01.menor a 20 anios,2024,539.1715207106602,172.6289353663922,8.909880535039598,0.12374834076443886,58.40921684081514,20.54222456689685,11,29,-0.12374834076443886,alzheimer,-20.171520710660104,76.3710646336078,4.090119464960402,-0.12374834076443886,3.5907831591848582,7.457775433103151,11,29,0.12374834076443886,11,29,NA,0.00815840064309174,NA,0.04393433202568114,NA,NA
01.menor a 20 anios,2024,539.1715207106602,172.6289353663922,8.909880535039598,0.12374834076443886,58.40921684081514,20.54222456689685,11,29,3.5907831591848582,metabolic,-20.171520710660104,76.3710646336078,4.090119464960402,-0.12374834076443886,3.5907831591848582,7.457775433103151,11,29,58.40921684081514,11,29,NA,0.64444093741183,NA,3.470420656426956,NA,NA
01.menor a 20 anios,2024,539.1715207106602,172.6289353663922,8.909880535039598,0.12374834076443886,58.40921684081514,20.54222456689685,11,29,7.457775433103151,anemia,-20.171520710660104,76.3710646336078,4.090119464960402,-0.12374834076443886,3.5907831591848582,7.457775433103151,11,29,20.54222456689685,11,29,NA,0.305710812458041,NA,1.6463031084095388,NA,NA
02.de 20 a 39 anios,2015,1094.4057384997564,1406.630878973449,151.86598477703566,1.8199651970616793,43.88138308470938,22.446237430427377,0,0,-161.40573849975644,resp,-161.40573849975644,-123.63087897344904,-15.865984777035676,-1.8199651970616793,-11.881383084709373,-0.44623743042737707,0,0,1094.4057384997564,0,0,1.16362708427371,1.78355080932175,0,0,0,0
02.de 20 a 39 anios,2015,1094.4057384997564,1406.630878973449,151.86598477703566,1.8199651970616793,43.88138308470938,22.446237430427377,0,0,-123.63087897344904,circ,-161.40573849975644,-123.63087897344904,-15.865984777035676,-1.8199651970616793,-11.881383084709373,-0.44623743042737707,0,0,1406.630878973449,0,0,-0.182049161370278,1.37822364113944,-0,0,-0,0
02.de 20 a 39 anios,2015,1094.4057384997564,1406.630878973449,151.86598477703566,1.8199651970616793,43.88138308470938,22.446237430427377,0,0,-15.865984777035676,diabetes,-161.40573849975644,-123.63087897344904,-15.865984777035676,-1.8199651970616793,-11.881383084709373,-0.44623743042737707,0,0,151.86598477703566,0,0,-0.632542197287742,0.343119950786433,-0,0,-0,0
02.de 20 a 39 anios,2015,1094.4057384997564,1406.630878973449,151.86598477703566,1.8199651970616793,43.88138308470938,22.446237430427377,0,0,-1.8199651970616793,alzheimer,-161.40573849975644,-123.63087897344904,-15.865984777035676,-1.8199651970616793,-11.881383084709373,-0.44623743042737707,0,0,1.8199651970616793,0,0,-0.0144328994403766,0.0406982129771698,-0,0,-0,0
02.de 20 a 39 anios,2015,1094.4057384997564,1406.630878973449,151.86598477703566,1.8199651970616793,43.88138308470938,22.446237430427377,0,0,-11.881383084709373,metabolic,-161.40573849975644,-123.63087897344904,-15.865984777035676,-1.8199651970616793,-11.881383084709373,-0.44623743042737707,0,0,43.88138308470938,0,0,0.149841738907367,0.173998846755626,0,0,0,0
02.de 20 a 39 anios,2015,1094.4057384997564,1406.630878973449,151.86598477703566,1.8199651970616793,43.88138308470938,22.446237430427377,0,0,-0.44623743042737707,anemia,-161.40573849975644,-123.63087897344904,-15.865984777035676,-1.8199651970616793,-11.881383084709373,-0.44623743042737707,0,0,22.446237430427377,0,0,0.0871014665820278,0.170334394668644,0,0,0,0
02.de 20 a 39 anios,2016,1088.402869249875,1398.9154394867203,151.03299238851739,1.8099825985308342,43.64069154235455,22.32311871521362,0,0,177.59713075012507,resp,177.59713075012507,13.08456051327964,12.967007611482614,-0.8099825985308342,12.359308457645447,8.67688128478638,0,0,1088.402869249875,0,0,NA,1.78355080932175,NA,0,NA,NA
02.de 20 a 39 anios,2016,1088.402869249875,1398.9154394867203,151.03299238851739,1.8099825985308342,43.64069154235455,22.32311871521362,0,0,13.08456051327964,circ,177.59713075012507,13.08456051327964,12.967007611482614,-0.8099825985308342,12.359308457645447,8.67688128478638,0,0,1398.9154394867203,0,0,NA,1.37822364113944,NA,0,NA,NA
02.de 20 a 39 anios,2016,1088.402869249875,1398.9154394867203,151.03299238851739,1.8099825985308342,43.64069154235455,22.32311871521362,0,0,12.967007611482614,diabetes,177.59713075012507,13.08456051327964,12.967007611482614,-0.8099825985308342,12.359308457645447,8.67688128478638,0,0,151.03299238851739,0,0,NA,0.343119950786433,NA,0,NA,NA
02.de 20 a 39 anios,2016,1088.402869249875,1398.9154394867203,151.03299238851739,1.8099825985308342,43.64069154235455,22.32311871521362,0,0,-0.8099825985308342,alzheimer,177.59713075012507,13.08456051327964,12.967007611482614,-0.8099825985308342,12.359308457645447,8.67688128478638,0,0,1.8099825985308342,0,0,NA,0.0406982129771698,NA,0,NA,NA
02.de 20 a 39 anios,2016,1088.402869249875,1398.9154394867203,151.03299238851739,1.8099825985308342,43.64069154235455,22.32311871521362,0,0,12.359308457645447,metabolic,177.59713075012507,13.08456051327964,12.967007611482614,-0.8099825985308342,12.359308457645447,8.67688128478638,0,0,43.64069154235455,0,0,NA,0.173998846755626,NA,0,NA,NA
02.de 20 a 39 anios,2016,1088.402869249875,1398.9154394867203,151.03299238851739,1.8099825985308342,43.64069154235455,22.32311871521362,0,0,8.67688128478638,anemia,177.59713075012507,13.08456051327964,12.967007611482614,-0.8099825985308342,12.359308457645447,8.67688128478638,0,0,22.32311871521362,0,0,NA,0.170334394668644,NA,0,NA,NA
02.de 20 a 39 anios,2017,1082.4000000000008,1391.200000000001,150.2000000000001,1.8000000000000014,43.40000000000003,22.200000000000014,0,0,-1.4000000000007589,resp,-1.4000000000007589,47.79999999999899,-4.200000000000102,1.1999999999999986,-6.400000000000025,-4.200000000000014,0,0,1082.4000000000008,0,0,NA,1.78355080932175,NA,0,NA,NA
02.de 20 a 39 anios,2017,1082.4000000000008,1391.200000000001,150.2000000000001,1.8000000000000014,43.40000000000003,22.200000000000014,0,0,47.79999999999899,circ,-1.4000000000007589,47.79999999999899,-4.200000000000102,1.1999999999999986,-6.400000000000025,-4.200000000000014,0,0,1391.200000000001,0,0,NA,1.37822364113944,NA,0,NA,NA
