age,anio_def,cause,excess_total,attributable,se_attrib,lower95,upper95
04.de 50 a 59 anios,2021,circ,1039.50655014199,200.9863544654716,34.73646666004531,132.90287981178278,269.06982911916043
04.de 50 a 59 anios,2021,diabetes,164.01671546136131,66.36707642143755,8.127741064824907,50.43670393438073,82.29744890849436
04.de 50 a 59 anios,2021,alzheimer,1.3493991697618308,4.882234460936896,1.0307150700334669,2.8620329236713014,6.902435998202491
04.de 50 a 59 anios,2021,metabolic,7.350217755443652,8.843578840381193,2.1266405143448046,4.675363432265376,13.01179424849701
04.de 50 a 59 anios,2021,anemia,5.908041657563046,-8.12123822840904,1.7758621494119196,-11.601928041256402,-4.6405484155616765
04.de 50 a 59 anios,2022,resp,712.8283373388538,247.96813972893128,26.372396477319317,196.27824263338542,299.6580368244771
04.de 50 a 59 anios,2022,circ,903.2331876774842,191.75631997074666,43.307999954257525,106.8726400604019,276.6399998810914
04.de 50 a 59 anios,2022,diabetes,151.82089432670116,37.86598166399347,9.629960104493923,18.991259859185384,56.74070346880156
04.de 50 a 59 anios,2022,alzheimer,-2.5632510377977145,1.095198072172381,0.3823799963915806,0.34573327924488306,1.844662865099879
04.de 50 a 59 anios,2022,metabolic,22.28777219430453,-3.0897683547900634,1.3719362529657682,-5.778763410602969,-0.40077329897715774
04.de 50 a 59 anios,2022,anemia,14.435052071953788,0.89749168924303,1.369146007188812,-1.7860344848470413,3.581017863333101
04.de 50 a 59 anios,2023,resp,297.8740048066285,121.24363758213903,11.726918976716728,98.25887638777425,144.2283987765038
04.de 50 a 59 anios,2023,circ,644.9598252129902,-37.12445851885122,17.683878602452133,-71.78486057965739,-2.464056458045043
04.de 50 a 59 anios,2023,diabetes,7.6250731920426915,48.3792326511483,6.873063723597141,34.90802775289791,61.85043754939869
04.de 50 a 59 anios,2023,alzheimer,0.5240987546427508,-2.0758090288261815,0.3843228316644524,-2.8290817788885083,-1.3225362787638546
04.de 50 a 59 anios,2023,metabolic,16.225326633165523,-6.887877998559069,1.4174864792852868,-9.66615149795823,-4.109604499159907
04.de 50 a 59 anios,2023,anemia,4.962062486344596,-8.502117962399188,1.2404351492550871,-10.93337085493916,-6.0708650698592175
04.de 50 a 59 anios,2024,resp,698.9196722744011,NA,27.292168663686137,NA,NA
04.de 50 a 59 anios,2024,circ,852.6864627484913,NA,40.688285611812944,NA,NA
04.de 50 a 59 anios,2024,diabetes,27.429252057383536,NA,11.589281989484295,NA,NA
04.de 50 a 59 anios,2024,alzheimer,2.611448547083212,NA,0.7157206150501186,NA,NA
04.de 50 a 59 anios,2024,metabolic,22.162881072026472,NA,3.0877162168934262,NA,NA
04.de 50 a 59 anios,2024,anemia,5.489072900735378,NA,1.693739462471039,NA,NA
05.de 60 a 69 anios,2015,resp,-634.3736407607987,0,0,0,0
05.de 60 a 69 anios,2015,circ,-321.2870007636993,0,0,0,0
05.de 60 a 69 anios,2015,diabetes,147.5775895552273,0,0,0,0
05.de 60 a 69 anios,2015,alzheimer,-6.9940808088154265,0,0,0,0
05.de 60 a 69 anios,2015,metabolic,-35.16640869913057,0,0,0,0
05.de 60 a 69 anios,2015,anemia,-3.211273229806774,-0,0,-0,0
05.de 60 a 69 anios,2016,resp,443.3131796196011,NA,0,NA,NA
05.de 60 a 69 anios,2016,circ,736.0564996181492,NA,0,NA,NA
05.de 60 a 69 anios,2016,diabetes,63.68879477761362,NA,0,NA,NA
05.de 60 a 69 anios,2016,alzheimer,11.802959595592286,NA,0,NA,NA
05.de 60 a 69 anios,2016,metabolic,8.216795650434712,NA,0,NA,NA
05.de 60 a 69 anios,2016,anemia,13.494363385096612,NA,0,NA,NA
05.de 60 a 69 anios,2017,resp,69.00000000000068,NA,0,NA,NA
05.de 60 a 69 anios,2017,circ,-236.60000000000082,NA,0,NA,NA
05.de 60 a 69 anios,2017,diabetes,-126.2000000000001,NA,0,NA,NA
05.de 60 a 69 anios,2017,alzheimer,-3.3999999999999995,NA,0,NA,NA
05.de 60 a 69 anios,2017,metabolic,16.599999999999994,NA,0,NA,NA
05.de 60 a 69 anios,2017,anemia,6.1999999999999975,NA,0,NA,NA
05.de 60 a 69 anios,2018,resp,60.686820380401514,NA,0,NA,NA
05.de 60 a 69 anios,2018,circ,-131.25649961814975,NA,0,NA,NA
05.de 60 a 69 anios,2018,diabetes,-16.088794777613458,NA,0,NA,NA
05.de 60 a 69 anios,2018,alzheimer,-14.602959595592278,NA,0,NA,NA
05.de 60 a 69 anios,2018,metabolic,-2.016795650434698,NA,0,NA,NA
05.de 60 a 69 anios,2018,anemia,-17.094363385096607,NA,0,NA,NA
05.de 60 a 69 anios,2019,resp,61.373640760801436,NA,0,NA,NA
05.de 60 a 69 anios,2019,circ,-46.912999236300266,NA,0,NA,NA
05.de 60 a 69 anios,2019,diabetes,-68.9775895552271,NA,0,NA,NA
05.de 60 a 69 anios,2019,alzheimer,13.194080808815436,NA,0,NA,NA
05.de 60 a 69 anios,2019,metabolic,12.366408699130591,NA,0,NA,NA
05.de 60 a 69 anios,2019,anemia,0.6112732298067804,NA,0,NA,NA
05.de 60 a 69 anios,2020,resp,-263.93953885879637,782.1234923991469,95.72357253092264,594.5052902385386,969.7416945597553
05.de 60 a 69 anios,2020,circ,-496.5694988544458,586.1316546303136,77.33884856799503,434.54751143704334,737.7157978235839
05.de 60 a 69 anios,2020,diabetes,165.13361566716,267.3160130476531,21.63278285248471,224.91575865678305,309.7162674385231
05.de 60 a 69 anios,2020,alzheimer,-3.0088787867768323,9.475569865869414,3.3140896729695464,2.979954106849103,15.971185624889724
05.de 60 a 69 anios,2020,metabolic,-6.250386951304071,-4.943680555600541,5.674125656804336,-16.06496684293704,6.177605731735958
05.de 60 a 69 anios,2020,anemia,-13.683090155289808,2.673131807494311,3.2822432359331,-3.7600649349345643,9.106328549923187
05.de 60 a 69 anios,2021,resp,1673.7472815216124,1382.6501712511658,134.878973792065,1118.2873826187183,1647.0129598836133
05.de 60 a 69 anios,2021,circ,1011.7740015274214,600.8317280399709,99.70502974682876,405.4098697361866,796.2535863437553
05.de 60 a 69 anios,2021,diabetes,44.244820889549004,183.641464636917,25.795946002474853,133.0814104720663,234.2015188017677
05.de 60 a 69 anios,2021,alzheimer,-13.211838382369052,12.280566160571981,1.7638385155703187,8.823442670054156,15.737689651089806
05.de 60 a 69 anios,2021,metabolic,-4.867182601738575,10.963823430345728,3.795549410539276,3.5245465856887472,18.40310027500271
05.de 60 a 69 anios,2021,anemia,10.022546459613679,2.570065101517596,2.5912969178615315,-2.5088768574910056,7.649007060526198
