"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"02","2","V89","","15_70 a 74","1"
"50","2","V48","","10_45 a 49","2"
"06","2","B58","","06_25 a 29","1"
"22","1","K85","","12_55 a 59","3"
"86","2","G40","","17_80 y más","1"
"66","1","A09","","15_70 a 74","2"
"66","2","I46","","02_1 a 9","1"
"50","2","K81","","13_60 a 64","2"
"30","1","C18","","10_45 a 49","2"
"18","1","K26","","14_65 a 69","1"
"26","1","A41","","11_50 a 54","1"
"46","2","I10","","15_70 a 74","3"
"66","2","C20","","15_70 a 74","1"
"82","1","W86","","16_75 a 79","1"
"50","2","D47","","17_80 y más","1"
"06","2","R57","","04_15 a 19","3"
"54","2","W87","","06_25 a 29","2"
"30","1","X74","","06_25 a 29","2"
"06","2","C47","","02_1 a 9","1"
"54","1","X59","","04_15 a 19","9"
"50","2","J69","","01_Menor de 1 año","1"
"46","2","K92","","09_40 a 44","1"
"06","1","K72","","04_15 a 19","1"
"26","2","N18","","16_75 a 79","1"
"06","1","C32","","15_70 a 74","39"
"02","2","C44","","17_80 y más","8"
"06","1","I63","","15_70 a 74","13"
"06","2","X99","","06_25 a 29","4"
"38","1","R57","","15_70 a 74","1"
"70","2","G93","","01_Menor de 1 año","1"
"82","1","V95","","08_35 a 39","1"
"78","1","W69","","04_15 a 19","1"
"58","2","C54","","15_70 a 74","1"
"02","1","Y21","","13_60 a 64","1"
"54","1","X59","","12_55 a 59","5"
"66","1","J44","","11_50 a 54","3"
"58","1","I38","","14_65 a 69","1"
"14","2","K70","","13_60 a 64","2"
"99","2","X59","","08_35 a 39","1"
"66","1","F10","","15_70 a 74","5"
"06","1","J15","","11_50 a 54","2"
"82","2","V89","","15_70 a 74","3"
"22","1","I25","","14_65 a 69","2"
"58","2","W18","","17_80 y más","2"
"82","2","C43","","10_45 a 49","1"
"02","2","X59","","09_40 a 44","2"
"34","2","K76","","08_35 a 39","1"
"14","2","C91","","02_1 a 9","1"
"06","2","G93","","06_25 a 29","1"
"10","1","K72","","10_45 a 49","2"
"06","2","K51","","10_45 a 49","1"
"26","1","Q04","","04_15 a 19","1"
"86","2","I95","","17_80 y más","1"
"42","2","C34","","17_80 y más","10"
"82","1","J46","","11_50 a 54","1"
"26","1","G04","","02_1 a 9","1"
"90","1","J98","","12_55 a 59","7"
"82","1","X95","","05_20 a 24","16"
"30","1","X74","","09_40 a 44","2"
"22","1","I21","","12_55 a 59","9"
"26","2","C34","","10_45 a 49","1"
"90","1","N18","","06_25 a 29","1"
"62","1","N18","","15_70 a 74","7"
"06","2","J21","","02_1 a 9","1"
"50","1","I64","","14_65 a 69","17"
"10","2","J98","","17_80 y más","7"
"54","1","L08","","10_45 a 49","1"
"02","1","D32","","12_55 a 59","1"
"06","1","N39","","01_Menor de 1 año","1"
"82","1","N18","","11_50 a 54","3"
"50","1","X09","","15_70 a 74","1"
"82","2","V28","","02_1 a 9","1"
"70","1","X99","","05_20 a 24","4"
"78","2","N19","","14_65 a 69","1"
"46","2","K63","","14_65 a 69","1"
"18","1","J81","","12_55 a 59","2"
"10","1","C18","","15_70 a 74","1"
"14","2","I47","","07_30 a 34","5"
"54","2","X59","","02_1 a 9","1"
"74","1","C25","","17_80 y más","4"
"82","1","A41","","11_50 a 54","8"
"50","2","K22","","17_80 y más","2"
"74","1","W23","","07_30 a 34","1"
"06","2","C49","","09_40 a 44","2"
"06","1","G61","","17_80 y más","1"
"22","1","X99","","09_40 a 44","1"
"06","1","R96","","16_75 a 79","39"
"82","1","B17","","11_50 a 54","3"
"26","1","I49","","15_70 a 74","1"
"82","2","V44","","17_80 y más","1"
"46","2","A41","","17_80 y más","27"
"82","2","D43","","15_70 a 74","5"
"50","1","I61","","16_75 a 79","9"
"78","1","C16","","14_65 a 69","3"
"86","1","I25","","10_45 a 49","1"
"54","2","C64","","13_60 a 64","1"
"06","1","R02","","14_65 a 69","1"
"82","2","C02","","07_30 a 34","1"
"70","2","L03","","14_65 a 69","1"
"90","2","I99","","15_70 a 74","1"
"90","2","N19","","14_65 a 69","4"
"02","1","V03","","11_50 a 54","3"
"10","1","I49","","11_50 a 54","1"
"66","1","K63","","14_65 a 69","1"
"30","2","C51","","16_75 a 79","1"
"66","1","A16","","06_25 a 29","3"
"06","2","G50","","02_1 a 9","1"
"30","1","Y00","","04_15 a 19","1"
"50","2","C81","","15_70 a 74","1"
"82","1","I44","","16_75 a 79","5"
"26","1","P37","","01_Menor de 1 año","1"
"58","2","J45","","17_80 y más","1"
"82","2","V43","","10_45 a 49","1"
"18","1","X95","","05_20 a 24","2"
"06","1","C44","","11_50 a 54","3"
"06","2","C91","","15_70 a 74","8"
"70","2","Y83","","11_50 a 54","2"
"90","1","N13","","15_70 a 74","1"
"54","1","P25","","01_Menor de 1 año","1"
"22","1","V28","","11_50 a 54","1"
"50","1","Y20","","01_Menor de 1 año","1"
"66","1","D61","","01_Menor de 1 año","1"
"06","1","Q25","","01_Menor de 1 año","15"
"06","2","J96","","03_10 a 14","1"
"82","2","E86","","15_70 a 74","1"
"38","1","I71","","16_75 a 79","1"
"90","1","I50","","08_35 a 39","2"
"18","2","J45","","13_60 a 64","1"
"06","1","C91","","01_Menor de 1 año","1"
"02","1","I26","","13_60 a 64","2"
"06","1","J42","","13_60 a 64","1"
"82","1","I26","","13_60 a 64","5"
"30","1","I48","","17_80 y más","3"
"06","1","N15","","15_70 a 74","1"
"06","2","E14","","12_55 a 59","50"
"26","1","I11","","13_60 a 64","2"
"90","2","C02","","11_50 a 54","1"
"34","1","I26","","17_80 y más","1"
"66","1","V89","","03_10 a 14","1"
"90","2","Y83","","11_50 a 54","1"
"54","1","R04","","10_45 a 49","1"
"78","1","R99","","08_35 a 39","1"
"66","1","J96","","16_75 a 79","1"
"06","2","J80","","07_30 a 34","1"
"06","2","X74","","11_50 a 54","3"
"02","2","C34","","15_70 a 74","55"
"50","1","I51","","11_50 a 54","8"
"50","2","X47","","17_80 y más","1"
"82","2","K70","","11_50 a 54","2"
"74","1","K65","","12_55 a 59","1"
"30","2","C18","","16_75 a 79","20"
"70","1","X64","","13_60 a 64","1"
"86","2","L89","","12_55 a 59","1"
"06","1","V05","","03_10 a 14","3"
"14","1","I50","","03_10 a 14","1"
"38","1","G03","","10_45 a 49","1"
"54","2","Y09","","15_70 a 74","1"
"50","2","J09","","17_80 y más","1"
"30","1","I51","","12_55 a 59","3"
"90","1","N39","","17_80 y más","9"
"14","1","V27","","10_45 a 49","1"
"18","1","J15","","05_20 a 24","1"
"78","2","E14","","16_75 a 79","1"
"18","1","C71","","11_50 a 54","1"
"62","1","E14","","14_65 a 69","11"
"82","2","K74","","08_35 a 39","1"
"06","1","K85","","17_80 y más","16"
"94","2","C71","","13_60 a 64","1"
"18","2","C78","","14_65 a 69","1"
"22","1","Y34","","05_20 a 24","1"
"90","1","K72","","08_35 a 39","2"
"06","2","K70","","07_30 a 34","2"
"30","2","E14","","16_75 a 79","19"
"82","2","Q24","","05_20 a 24","1"
"22","1","C22","","13_60 a 64","4"
"02","2","C92","","16_75 a 79","7"
"38","2","E43","","02_1 a 9","1"
"14","1","Q24","","04_15 a 19","1"
"06","2","I61","","12_55 a 59","58"
"86","1","K75","","10_45 a 49","1"
"50","2","G61","","09_40 a 44","2"
"82","1","W74","","08_35 a 39","2"
"34","1","V68","","12_55 a 59","1"
"70","1","I13","","16_75 a 79","1"
"14","1","J16","","13_60 a 64","1"
"62","2","V54","","12_55 a 59","1"
"02","2","C20","","06_25 a 29","2"
"82","1","I67","","09_40 a 44","1"
"06","1","X59","","07_30 a 34","52"
"50","1","F06","","13_60 a 64","5"
"14","2","D65","","11_50 a 54","1"
"02","1","I77","","14_65 a 69","1"
"46","1","I61","","17_80 y más","2"
"94","1","K70","","12_55 a 59","2"
"66","2","J18","","16_75 a 79","25"
"30","1","C22","","10_45 a 49","1"
"06","2","E21","","10_45 a 49","1"
"30","1","E46","","17_80 y más","2"
"82","2","G00","","14_65 a 69","1"
"74","1","B21","","10_45 a 49","1"
"66","2","A09","","13_60 a 64","3"
"90","1","X59","","02_1 a 9","3"
"18","1","C90","","15_70 a 74","3"
"18","2","C23","","16_75 a 79","1"
"34","1","V24","","12_55 a 59","1"
"26","1","B67","","17_80 y más","1"
"22","1","E46","","13_60 a 64","1"
"66","1","W18","","16_75 a 79","2"
"62","1","C67","","15_70 a 74","2"
"02","1","C83","","11_50 a 54","1"
"50","1","V13","","12_55 a 59","1"
"06","2","C25","","10_45 a 49","12"
"10","1","E14","","15_70 a 74","3"
"82","1","G12","","16_75 a 79","1"
"90","1","X99","","05_20 a 24","3"
"14","2","I45","","17_80 y más","3"
"06","2","I38","","17_80 y más","6"
"58","2","C92","","11_50 a 54","1"
"90","1","C62","","10_45 a 49","1"
"62","1","C32","","11_50 a 54","1"
"38","1","A18","","08_35 a 39","1"
"90","2","J96","","08_35 a 39","3"
"06","2","C23","","11_50 a 54","9"
"50","1","Q89","","06_25 a 29","1"
"06","1","E10","","10_45 a 49","1"
"82","1","K71","","16_75 a 79","1"
"02","2","A41","","14_65 a 69","32"
"38","1","G00","","17_80 y más","1"
"82","1","I48","","15_70 a 74","4"
"54","1","B24","","09_40 a 44","6"
"42","2","C34","","10_45 a 49","1"
"02","1","M33","","08_35 a 39","1"
"90","2","C64","","11_50 a 54","1"
"06","2","V05","","13_60 a 64","5"
"06","2","P28","","01_Menor de 1 año","31"
"99","2","B20","","10_45 a 49","1"
"18","2","C56","","08_35 a 39","1"
"46","2","C67","","14_65 a 69","1"
"82","1","E11","","11_50 a 54","2"
"06","2","J15","","10_45 a 49","2"
"70","1","V27","","05_20 a 24","2"
"82","2","J18","","07_30 a 34","2"
"02","2","J46","","16_75 a 79","2"
"50","1","F06","","07_30 a 34","1"
"26","1","Q61","","01_Menor de 1 año","1"
"14","1","W69","","05_20 a 24","1"
"18","2","J18","","16_75 a 79","16"
"82","1","C38","","12_55 a 59","3"
"38","1","I69","","12_55 a 59","2"
"10","1","K76","","16_75 a 79","1"
"18","2","C26","","15_70 a 74","2"
"74","1","P15","","01_Menor de 1 año","1"
"82","2","C72","","15_70 a 74","1"
"14","2","C80","","11_50 a 54","8"
"50","2","G31","","12_55 a 59","1"
"22","1","C09","","09_40 a 44","1"
"86","2","W85","","08_35 a 39","1"
"74","2","C16","","12_55 a 59","2"
"86","1","I49","","10_45 a 49","1"
"06","2","K74","","12_55 a 59","16"
"62","2","A41","","17_80 y más","19"
"54","1","G40","","06_25 a 29","2"
"14","1","G12","","13_60 a 64","1"
"62","2","C73","","16_75 a 79","1"
"02","1","C80","","17_80 y más","45"
"62","1","I25","","16_75 a 79","2"
"54","2","I42","","15_70 a 74","1"
"94","1","K72","","11_50 a 54","1"
"90","1","A09","","17_80 y más","1"
"54","1","I71","","13_60 a 64","1"
"06","1","F72","","07_30 a 34","1"
"54","2","R99","","01_Menor de 1 año","5"
"22","1","K65","","09_40 a 44","1"
"90","1","C80","","16_75 a 79","1"
"02","2","C76","","17_80 y más","4"
"50","2","X71","","08_35 a 39","1"
"02","2","C53","","08_35 a 39","5"
"78","1","C34","","13_60 a 64","12"
"86","2","J84","","14_65 a 69","1"
"54","2","X99","","02_1 a 9","1"
"58","1","I63","","17_80 y más","1"
"62","1","Y21","","99_Sin especificar","1"
"99","1","C25","","11_50 a 54","1"
"34","2","V43","","08_35 a 39","1"
"34","1","F29","","13_60 a 64","1"
"14","2","V24","","03_10 a 14","1"
"90","2","C73","","08_35 a 39","1"
"82","1","E05","","06_25 a 29","1"
"34","1","I60","","16_75 a 79","1"
"26","2","G31","","05_20 a 24","1"
"22","2","C53","","06_25 a 29","2"
"14","2","I77","","17_80 y más","2"
"34","1","I50","","15_70 a 74","11"
"82","1","K85","","16_75 a 79","1"
"34","1","I21","","12_55 a 59","7"
"06","1","Y34","","13_60 a 64","15"
"74","2","W17","","17_80 y más","5"
"90","2","X66","","10_45 a 49","1"
"02","2","K72","","16_75 a 79","5"
"82","1","R96","","13_60 a 64","10"
"18","1","D68","","15_70 a 74","1"
"06","2","F03","","14_65 a 69","7"
"62","1","W74","","04_15 a 19","1"
"50","1","Q24","","01_Menor de 1 año","16"
"06","1","J96","","02_1 a 9","12"
"02","1","P02","","01_Menor de 1 año","2"
"22","2","E10","","15_70 a 74","1"
"14","1","E86","","17_80 y más","16"
"22","1","X99","","13_60 a 64","3"
"82","1","K35","","11_50 a 54","1"
"06","2","G95","","10_45 a 49","1"
"86","9","C91","","99_Sin especificar","1"
"26","1","I60","","06_25 a 29","1"
"02","1","K63","","09_40 a 44","1"
"14","1","I31","","11_50 a 54","1"
"86","2","K74","","10_45 a 49","1"
"50","1","R10","","16_75 a 79","3"
"14","1","V53","","06_25 a 29","1"
"38","1","R99","","16_75 a 79","31"
"06","2","X84","","11_50 a 54","1"
"82","1","I51","","16_75 a 79","10"
"14","2","C32","","14_65 a 69","3"
"70","1","X70","","15_70 a 74","1"
"66","2","C95","","06_25 a 29","1"
"22","1","E84","","02_1 a 9","1"
"90","1","C26","","15_70 a 74","3"
"06","1","Q03","","17_80 y más","1"
"54","1","Q60","","01_Menor de 1 año","1"
"06","1","C74","","02_1 a 9","3"
"62","2","K75","","09_40 a 44","1"
"06","1","B45","","08_35 a 39","2"
"50","2","C53","","17_80 y más","4"
"62","1","C26","","15_70 a 74","3"
"06","1","B17","","17_80 y más","1"
"02","1","C32","","13_60 a 64","9"
"22","1","C32","","11_50 a 54","2"
"90","1","Y33","","08_35 a 39","1"
"62","1","X09","","14_65 a 69","1"
"26","2","C64","","14_65 a 69","1"
"70","2","A41","","17_80 y más","2"
"14","2","I47","","17_80 y más","731"
"50","2","C79","","17_80 y más","4"
"50","1","V23","","05_20 a 24","5"
"10","2","I26","","13_60 a 64","1"
"70","2","C55","","17_80 y más","2"
"06","1","I47","","11_50 a 54","1"
"62","1","W74","","02_1 a 9","1"
"06","1","K57","","12_55 a 59","1"
"70","2","I24","","16_75 a 79","1"
"14","2","K25","","14_65 a 69","2"
"34","2","R99","","14_65 a 69","3"
"74","1","V13","","12_55 a 59","1"
"82","2","I21","","09_40 a 44","1"
"26","1","J84","","17_80 y más","1"
"90","1","E11","","16_75 a 79","3"
"02","1","I33","","17_80 y más","10"
"06","2","D43","","17_80 y más","49"
"50","2","F32","","13_60 a 64","1"
"18","1","C25","","16_75 a 79","6"
"86","1","P01","","01_Menor de 1 año","4"
"06","2","J40","","17_80 y más","1"
"14","2","I64","","08_35 a 39","1"
"14","1","V29","","06_25 a 29","2"
"50","2","C22","","17_80 y más","7"
"38","2","C67","","17_80 y más","1"
"14","1","N19","","10_45 a 49","2"
"54","1","V23","","08_35 a 39","1"
"06","2","X59","","02_1 a 9","15"
"70","1","I82","","16_75 a 79","1"
"14","1","C09","","12_55 a 59","1"
"62","1","I42","","13_60 a 64","1"
"70","1","X59","","06_25 a 29","1"
"14","1","I11","","12_55 a 59","14"
"98","1","I50","","17_80 y más","3"
"22","1","N49","","15_70 a 74","1"
"22","1","E10","","13_60 a 64","1"
"70","1","I85","","12_55 a 59","1"
"46","1","I67","","17_80 y más","4"
"14","1","I61","","06_25 a 29","2"
"62","2","K66","","17_80 y más","1"
"06","1","V49","","06_25 a 29","105"
"54","2","C71","","04_15 a 19","1"
"70","1","I21","","17_80 y más","34"
"10","1","N18","","12_55 a 59","1"
"82","1","D73","","12_55 a 59","1"
"26","2","C53","","08_35 a 39","2"
"66","2","K72","","15_70 a 74","4"
"06","1","W74","","06_25 a 29","3"
"30","1","C16","","05_20 a 24","1"
"50","2","C71","","09_40 a 44","3"
"34","1","D61","","16_75 a 79","1"
"22","2","C34","","09_40 a 44","1"
"50","2","C25","","10_45 a 49","3"
"30","2","C56","","13_60 a 64","5"
"46","1","C18","","14_65 a 69","4"
"90","1","X72","","09_40 a 44","1"
"62","1","E14","","13_60 a 64","3"
"26","1","W78","","17_80 y más","1"
"02","2","C48","","17_80 y más","4"
"66","1","I51","","15_70 a 74","4"
"62","1","E11","","16_75 a 79","3"
"14","1","C41","","17_80 y más","2"
"38","1","C22","","12_55 a 59","3"
"22","1","I63","","11_50 a 54","1"
"58","2","K46","","15_70 a 74","1"
"66","2","A09","","14_65 a 69","1"
"82","2","C97","","17_80 y más","5"
"10","1","I47","","13_60 a 64","5"
"58","1","C64","","11_50 a 54","3"
"38","1","K63","","15_70 a 74","1"
"90","2","J96","","16_75 a 79","32"
"34","2","P21","","01_Menor de 1 año","1"
"22","2","N19","","13_60 a 64","2"
"14","2","K82","","06_25 a 29","1"
"86","2","K92","","13_60 a 64","3"
"90","2","C53","","13_60 a 64","4"
"14","1","R57","","03_10 a 14","2"
"06","2","L29","","17_80 y más","1"
"66","2","V21","","08_35 a 39","1"
"42","1","W21","","10_45 a 49","1"
"22","2","Y24","","09_40 a 44","1"
"74","1","V48","","05_20 a 24","3"
"06","2","I28","","08_35 a 39","1"
"86","2","J98","","15_70 a 74","3"
"30","1","V23","","12_55 a 59","1"
"02","1","N32","","17_80 y más","1"
"06","2","Y33","","02_1 a 9","1"
"90","2","B16","","15_70 a 74","1"
"14","2","C22","","09_40 a 44","3"
"82","1","I31","","15_70 a 74","1"
"62","1","V89","","09_40 a 44","2"
"98","2","K66","","17_80 y más","1"
"74","2","B24","","14_65 a 69","1"
"74","2","W18","","17_80 y más","3"
"06","2","E07","","16_75 a 79","1"
"38","1","C64","","13_60 a 64","2"
"22","2","C78","","14_65 a 69","3"
"46","1","C50","","16_75 a 79","1"
"02","2","N28","","17_80 y más","3"
"82","1","I26","","16_75 a 79","8"
"14","1","I12","","09_40 a 44","1"
"62","1","I99","","11_50 a 54","1"
"54","1","I77","","12_55 a 59","1"
"38","1","K70","","17_80 y más","3"
"58","1","C10","","15_70 a 74","1"
"78","1","V48","","02_1 a 9","1"
"30","2","I61","","08_35 a 39","1"
"10","1","C71","","16_75 a 79","1"
"90","1","K72","","17_80 y más","13"
"82","1","E43","","16_75 a 79","1"
"82","2","A16","","09_40 a 44","1"
"18","2","I26","","12_55 a 59","1"
"30","2","N18","","12_55 a 59","2"
"10","1","C25","","16_75 a 79","2"
"66","2","I49","","06_25 a 29","1"
"90","1","M86","","17_80 y más","1"
"70","1","V24","","04_15 a 19","1"
"74","1","C43","","16_75 a 79","1"
"66","1","E14","","04_15 a 19","1"
"26","2","G91","","17_80 y más","1"
"38","1","R95","","01_Menor de 1 año","2"
"22","1","C80","","14_65 a 69","3"
"06","2","C48","","17_80 y más","6"
"18","2","A41","","16_75 a 79","16"
"78","2","X70","","03_10 a 14","1"
"22","1","X70","","08_35 a 39","1"
"50","1","J81","","15_70 a 74","1"
"30","1","J15","","10_45 a 49","1"
"70","1","N19","","14_65 a 69","2"
"14","2","D46","","13_60 a 64","1"
"42","2","A19","","09_40 a 44","1"
"90","2","J90","","16_75 a 79","1"
"02","1","I67","","10_45 a 49","2"
"90","2","C41","","14_65 a 69","1"
"50","1","I20","","11_50 a 54","1"
"18","1","K74","","08_35 a 39","1"
"14","2","J16","","16_75 a 79","1"
"62","2","I11","","17_80 y más","10"
"30","1","I38","","11_50 a 54","2"
"82","1","V46","","11_50 a 54","1"
"58","2","C16","","10_45 a 49","1"
"14","1","W84","","01_Menor de 1 año","4"
"62","2","I11","","16_75 a 79","2"
"66","2","J86","","13_60 a 64","1"
"50","1","C80","","12_55 a 59","4"
"38","2","M06","","15_70 a 74","2"
"82","1","C19","","14_65 a 69","1"
"26","1","I51","","16_75 a 79","1"
"86","2","G00","","09_40 a 44","1"
"02","2","C79","","16_75 a 79","1"
"74","1","X74","","05_20 a 24","1"
"06","1","X81","","07_30 a 34","1"
"90","1","E11","","12_55 a 59","3"
"62","2","A41","","08_35 a 39","1"
"22","2","J15","","17_80 y más","1"
"10","2","A41","","15_70 a 74","7"
"54","1","E46","","02_1 a 9","3"
"46","1","J18","","11_50 a 54","4"
"82","2","J46","","08_35 a 39","1"
"66","1","K92","","11_50 a 54","2"
"06","1","J45","","10_45 a 49","2"
"90","2","R99","","16_75 a 79","24"
"06","2","C71","","12_55 a 59","9"
"02","1","G04","","17_80 y más","1"
"90","2","C55","","10_45 a 49","2"
"50","2","C18","","10_45 a 49","4"
"30","1","C20","","09_40 a 44","1"
"26","2","N19","","16_75 a 79","8"
"50","2","X70","","05_20 a 24","1"
"02","1","K70","","15_70 a 74","1"
"62","1","G93","","17_80 y más","1"
"14","1","B20","","09_40 a 44","2"
"10","1","J81","","11_50 a 54","2"
"02","2","Y17","","13_60 a 64","1"
"06","1","X47","","10_45 a 49","3"
"30","2","C71","","06_25 a 29","1"
"06","1","C38","","06_25 a 29","1"
"06","2","I38","","09_40 a 44","1"
"34","1","C71","","13_60 a 64","1"
"70","2","G12","","16_75 a 79","1"
"66","1","V29","","10_45 a 49","2"
"14","2","C57","","13_60 a 64","1"
"02","1","K11","","17_80 y más","1"
"18","2","I10","","12_55 a 59","1"
"82","2","E11","","06_25 a 29","1"
"14","2","D64","","17_80 y más","10"
"46","1","I61","","11_50 a 54","3"
"62","1","X74","","14_65 a 69","1"
"10","1","C24","","15_70 a 74","1"
"06","2","C44","","17_80 y más","22"
"66","2","K56","","02_1 a 9","1"
"74","1","C07","","12_55 a 59","2"
"26","1","K85","","13_60 a 64","1"
"22","1","I51","","15_70 a 74","4"
"42","2","J98","","17_80 y más","16"
"46","1","C25","","13_60 a 64","3"
"54","2","J40","","16_75 a 79","1"
"70","1","I61","","13_60 a 64","5"
"74","2","J45","","16_75 a 79","1"
"06","1","W19","","17_80 y más","2"
"42","1","J86","","15_70 a 74","1"
"02","1","N39","","09_40 a 44","1"
"14","2","C90","","13_60 a 64","1"
"86","1","I50","","12_55 a 59","7"
"62","1","X02","","13_60 a 64","1"
"82","2","I64","","07_30 a 34","2"
"58","1","V89","","16_75 a 79","1"
"90","1","I21","","16_75 a 79","23"
"90","1","C34","","12_55 a 59","15"
"58","2","M32","","06_25 a 29","1"
"54","1","I21","","15_70 a 74","49"
"82","1","D43","","02_1 a 9","4"
"30","1","I69","","16_75 a 79","7"
"74","2","C22","","11_50 a 54","1"
"90","1","X70","","05_20 a 24","18"
"62","1","I61","","13_60 a 64","7"
"50","1","W73","","09_40 a 44","1"
"10","1","N19","","13_60 a 64","1"
"34","2","Y83","","17_80 y más","1"
"70","1","I85","","16_75 a 79","1"
"34","2","I42","","13_60 a 64","3"
"70","1","I61","","11_50 a 54","4"
"06","2","C90","","09_40 a 44","1"
"02","1","C49","","06_25 a 29","1"
"90","1","V29","","05_20 a 24","4"
"26","1","X70","","06_25 a 29","8"
"06","2","I51","","12_55 a 59","7"
"62","2","E14","","14_65 a 69","3"
"50","2","I70","","16_75 a 79","3"
"58","2","E71","","01_Menor de 1 año","1"
"54","1","K70","","14_65 a 69","2"
"06","2","B45","","08_35 a 39","1"
"14","1","C34","","17_80 y más","74"
"86","1","K76","","14_65 a 69","2"
"82","2","R40","","17_80 y más","2"
"66","1","J69","","01_Menor de 1 año","10"
"90","2","R57","","14_65 a 69","6"
"50","1","D41","","11_50 a 54","1"
"74","2","E14","","05_20 a 24","1"
"02","1","J18","","07_30 a 34","5"
"06","1","R68","","13_60 a 64","1"
"14","1","B24","","08_35 a 39","3"
"10","1","Y34","","06_25 a 29","1"
"46","1","V29","","04_15 a 19","3"
"46","1","N39","","15_70 a 74","1"
"58","1","I25","","12_55 a 59","1"
"66","1","C02","","13_60 a 64","1"
"50","2","I64","","14_65 a 69","7"
"82","2","N18","","11_50 a 54","3"
"58","1","E11","","12_55 a 59","2"
"99","1","K72","","10_45 a 49","1"
"66","2","E43","","11_50 a 54","1"
"82","2","K75","","11_50 a 54","1"
"26","1","K70","","11_50 a 54","1"
"58","2","G40","","07_30 a 34","1"
"06","2","J15","","15_70 a 74","16"
"22","1","V13","","04_15 a 19","1"
"34","2","I25","","16_75 a 79","1"
"06","1","L89","","10_45 a 49","1"
"66","1","I21","","09_40 a 44","4"
"02","2","K65","","06_25 a 29","2"
"82","1","V89","","15_70 a 74","5"
"54","1","R99","","11_50 a 54","2"
"10","2","J96","","08_35 a 39","1"
"86","2","C56","","15_70 a 74","2"
"50","1","I82","","15_70 a 74","1"
"82","1","C04","","12_55 a 59","2"
"02","1","E11","","13_60 a 64","3"
"34","2","P24","","01_Menor de 1 año","3"
"02","2","I60","","15_70 a 74","14"
"62","2","K74","","17_80 y más","2"
"66","1","X09","","14_65 a 69","1"
"18","1","V43","","17_80 y más","1"
"06","1","K65","","07_30 a 34","3"
"38","1","M86","","17_80 y más","1"
"06","2","C32","","99_Sin especificar","1"
"06","1","C62","","10_45 a 49","3"
"06","1","J15","","10_45 a 49","3"
"90","1","V49","","04_15 a 19","1"
"50","1","I33","","01_Menor de 1 año","1"
"14","2","C23","","14_65 a 69","5"
"78","2","V95","","05_20 a 24","1"
"14","1","C92","","10_45 a 49","3"
"50","2","G40","","12_55 a 59","1"
"50","2","D48","","13_60 a 64","1"
"14","1","Q05","","01_Menor de 1 año","1"
"54","2","C50","","15_70 a 74","14"
"90","1","J96","","08_35 a 39","2"
"30","1","Y09","","08_35 a 39","1"
"82","1","G20","","17_80 y más","19"
"46","2","I31","","07_30 a 34","1"
"78","1","I64","","14_65 a 69","3"
"66","2","X59","","17_80 y más","10"
"06","1","Y83","","12_55 a 59","6"
"02","2","G93","","16_75 a 79","4"
"34","2","C34","","17_80 y más","4"
"06","2","N17","","11_50 a 54","2"
"26","2","I64","","17_80 y más","24"
"26","2","R54","","17_80 y más","4"
"38","2","C55","","12_55 a 59","3"
"90","2","E14","","09_40 a 44","3"
"46","2","D37","","15_70 a 74","1"
"06","2","A41","","14_65 a 69","223"
