"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"50","1","R98","","04_15 a 19","3"
"38","1","W84","","11_50 a 54","1"
"14","1","I51","","10_45 a 49","1"
"42","1","X59","","13_60 a 64","1"
"86","1","K85","","13_60 a 64","1"
"62","1","C22","","14_65 a 69","6"
"86","2","C85","","09_40 a 44","1"
"10","2","K65","","17_80 y más","1"
"02","2","C64","","10_45 a 49","2"
"30","1","W68","","02_1 a 9","1"
"74","1","L89","","17_80 y más","1"
"10","9","R99","","17_80 y más","1"
"34","1","W73","","02_1 a 9","1"
"82","1","V44","","12_55 a 59","6"
"50","1","X91","","07_30 a 34","1"
"38","2","C53","","09_40 a 44","2"
"22","1","Y20","","04_15 a 19","3"
"94","1","C16","","15_70 a 74","1"
"06","2","K46","","13_60 a 64","2"
"14","1","E11","","17_80 y más","16"
"50","2","C22","","14_65 a 69","3"
"30","2","P36","","01_Menor de 1 año","2"
"58","1","V28","","05_20 a 24","1"
"14","1","K22","","17_80 y más","1"
"06","2","C80","","11_50 a 54","42"
"50","2","E10","","13_60 a 64","3"
"06","2","C20","","11_50 a 54","9"
"02","1","I67","","09_40 a 44","1"
"30","1","V04","","14_65 a 69","1"
"06","1","C20","","12_55 a 59","15"
"02","1","J69","","14_65 a 69","10"
"38","1","N17","","11_50 a 54","1"
"06","2","I47","","14_65 a 69","2"
"02","2","K55","","16_75 a 79","8"
"02","1","B34","","06_25 a 29","1"
"34","2","J81","","16_75 a 79","1"
"06","1","C61","","17_80 y más","573"
"06","1","C38","","15_70 a 74","10"
"58","1","Q04","","02_1 a 9","2"
"38","2","I49","","15_70 a 74","1"
"06","2","K55","","14_65 a 69","6"
"14","1","J44","","09_40 a 44","2"
"14","1","C61","","17_80 y más","173"
"22","1","G12","","09_40 a 44","1"
"02","1","Y20","","08_35 a 39","12"
"58","1","Q79","","01_Menor de 1 año","2"
"78","1","K92","","16_75 a 79","1"
"22","2","E14","","16_75 a 79","13"
"02","1","B16","","06_25 a 29","1"
"90","2","N28","","07_30 a 34","1"
"58","2","I67","","17_80 y más","9"
"14","2","J15","","10_45 a 49","1"
"14","2","I63","","10_45 a 49","2"
"70","1","C34","","17_80 y más","10"
"42","2","C48","","13_60 a 64","1"
"50","1","D64","","16_75 a 79","2"
"70","1","W10","","14_65 a 69","1"
"06","2","C48","","12_55 a 59","2"
"26","1","C07","","13_60 a 64","1"
"26","2","Q61","","15_70 a 74","1"
"14","1","V09","","08_35 a 39","1"
"14","1","I47","","06_25 a 29","1"
"30","1","D41","","08_35 a 39","1"
"14","2","I34","","17_80 y más","4"
"30","2","C18","","08_35 a 39","2"
"90","2","E11","","17_80 y más","10"
"42","1","I25","","17_80 y más","6"
"82","1","J20","","17_80 y más","2"
"02","2","K56","","07_30 a 34","1"
"94","2","G20","","17_80 y más","1"
"18","1","K92","","13_60 a 64","3"
"02","1","B20","","13_60 a 64","1"
"94","2","X59","","03_10 a 14","1"
"66","1","W69","","10_45 a 49","1"
"14","2","B18","","17_80 y más","2"
"50","1","I13","","17_80 y más","3"
"94","1","C34","","14_65 a 69","1"
"70","2","C78","","15_70 a 74","2"
"38","1","A41","","17_80 y más","26"
"58","2","R99","","11_50 a 54","1"
"06","2","D65","","11_50 a 54","1"
"82","2","I35","","14_65 a 69","3"
"34","2","J42","","17_80 y más","1"
"02","1","E87","","17_80 y más","14"
"10","1","E86","","17_80 y más","2"
"02","2","Y28","","05_20 a 24","1"
"66","1","C15","","07_30 a 34","1"
"90","9","Y34","","04_15 a 19","1"
"06","2","R50","","10_45 a 49","1"
"02","2","I48","","17_80 y más","81"
"14","2","C90","","12_55 a 59","8"
"38","1","X72","","07_30 a 34","2"
"14","2","P28","","01_Menor de 1 año","8"
"58","2","I10","","10_45 a 49","2"
"10","1","R99","","04_15 a 19","3"
"06","1","X47","","11_50 a 54","7"
"82","2","D61","","12_55 a 59","1"
"58","1","G31","","16_75 a 79","1"
"14","1","R09","","09_40 a 44","13"
"06","1","E79","","02_1 a 9","1"
"66","1","I26","","15_70 a 74","1"
"70","2","R54","","17_80 y más","4"
"30","1","Q89","","01_Menor de 1 año","2"
"18","1","V22","","05_20 a 24","1"
"18","2","N17","","17_80 y más","5"
"42","2","K74","","14_65 a 69","1"
"02","1","X47","","12_55 a 59","1"
"78","2","J22","","07_30 a 34","1"
"38","1","X99","","14_65 a 69","2"
"06","2","X99","","15_70 a 74","1"
"70","2","Y83","","15_70 a 74","8"
"66","2","K92","","15_70 a 74","4"
"82","2","F03","","15_70 a 74","2"
"30","2","C02","","15_70 a 74","1"
"90","1","K42","","15_70 a 74","1"
"14","2","X74","","11_50 a 54","1"
"06","1","C80","","12_55 a 59","63"
"06","1","C41","","14_65 a 69","7"
"02","2","P03","","01_Menor de 1 año","1"
"34","2","D64","","02_1 a 9","1"
"50","2","G40","","08_35 a 39","1"
"82","1","I67","","07_30 a 34","1"
"99","2","I35","","15_70 a 74","1"
"70","1","W13","","07_30 a 34","1"
"78","1","E14","","07_30 a 34","1"
"54","1","K70","","15_70 a 74","3"
"86","1","C38","","15_70 a 74","1"
"02","1","I33","","14_65 a 69","1"
"06","2","C53","","13_60 a 64","27"
"90","1","K56","","15_70 a 74","3"
"02","2","C40","","10_45 a 49","1"
"02","1","I34","","13_60 a 64","1"
"06","2","K26","","11_50 a 54","1"
"82","2","C34","","15_70 a 74","40"
"82","2","K55","","16_75 a 79","8"
"82","2","J44","","09_40 a 44","1"
"82","1","I85","","15_70 a 74","1"
"58","1","I33","","07_30 a 34","1"
"18","1","C91","","16_75 a 79","1"
"10","2","C44","","14_65 a 69","1"
"66","2","K76","","13_60 a 64","1"
"42","1","E11","","17_80 y más","3"
"26","1","P22","","01_Menor de 1 año","2"
"62","1","Q61","","16_75 a 79","1"
"06","1","K85","","12_55 a 59","13"
"30","1","J18","","12_55 a 59","11"
"66","1","I46","","10_45 a 49","5"
"82","1","P24","","01_Menor de 1 año","2"
"14","2","N17","","12_55 a 59","2"
"06","1","R10","","11_50 a 54","2"
"66","1","C80","","13_60 a 64","3"
"46","1","A41","","12_55 a 59","7"
"82","2","E11","","13_60 a 64","4"
"82","2","X59","","05_20 a 24","2"
"82","1","D68","","14_65 a 69","1"
"74","2","Q21","","02_1 a 9","1"
"50","1","X99","","11_50 a 54","1"
"06","1","B17","","14_65 a 69","1"
"22","1","D64","","17_80 y más","4"
"90","2","J18","","13_60 a 64","4"
"66","1","R57","","04_15 a 19","1"
"22","2","I50","","07_30 a 34","1"
"26","1","K74","","07_30 a 34","1"
"30","1","C39","","15_70 a 74","1"
"14","2","I47","","14_65 a 69","61"
"18","1","V89","","03_10 a 14","1"
"54","2","I05","","17_80 y más","1"
"82","1","R68","","13_60 a 64","1"
"54","2","E11","","16_75 a 79","5"
"14","1","J39","","17_80 y más","1"
"06","2","Y34","","01_Menor de 1 año","2"
"14","1","Q04","","01_Menor de 1 año","3"
"50","1","Y12","","09_40 a 44","1"
"06","1","C49","","16_75 a 79","4"
"62","1","I26","","17_80 y más","1"
"30","2","X71","","07_30 a 34","1"
"70","1","I21","","09_40 a 44","1"
"06","1","K22","","17_80 y más","1"
"18","1","K92","","10_45 a 49","1"
"38","2","C53","","07_30 a 34","2"
"22","2","R99","","07_30 a 34","2"
"22","1","Y24","","03_10 a 14","1"
"18","2","F10","","12_55 a 59","1"
"26","1","K72","","17_80 y más","1"
"50","2","M32","","14_65 a 69","1"
"06","2","J98","","06_25 a 29","5"
"34","2","I25","","17_80 y más","4"
"14","1","C23","","12_55 a 59","3"
"70","2","J46","","12_55 a 59","1"
"06","2","G00","","02_1 a 9","1"
"06","9","C25","","05_20 a 24","1"
"30","1","I50","","15_70 a 74","30"
"50","2","V23","","07_30 a 34","1"
"50","2","K74","","17_80 y más","9"
"82","2","I51","","12_55 a 59","3"
"34","2","K28","","17_80 y más","1"
"02","2","D76","","13_60 a 64","1"
"58","2","C71","","03_10 a 14","1"
"99","1","C67","","13_60 a 64","1"
"82","2","C45","","15_70 a 74","1"
"66","1","N18","","17_80 y más","28"
"06","2","C16","","08_35 a 39","10"
"38","2","K72","","14_65 a 69","5"
"58","2","J84","","16_75 a 79","1"
"58","1","C90","","15_70 a 74","1"
"06","2","W84","","17_80 y más","3"
"26","1","C34","","12_55 a 59","14"
"38","1","I11","","16_75 a 79","4"
"02","1","B21","","09_40 a 44","3"
"70","2","B18","","15_70 a 74","4"
"06","1","P25","","01_Menor de 1 año","6"
"82","1","K55","","09_40 a 44","1"
"22","2","N10","","17_80 y más","1"
"82","2","V43","","01_Menor de 1 año","1"
"42","2","C80","","11_50 a 54","1"
"86","1","K76","","15_70 a 74","1"
"02","2","K83","","14_65 a 69","1"
"66","1","X95","","04_15 a 19","2"
"14","2","K74","","14_65 a 69","4"
"42","2","C90","","12_55 a 59","1"
"14","1","N39","","08_35 a 39","1"
"06","1","A81","","13_60 a 64","1"
"54","1","P96","","01_Menor de 1 año","1"
"66","2","K65","","14_65 a 69","1"
"66","1","J18","","01_Menor de 1 año","10"
"66","1","J84","","17_80 y más","7"
"58","1","K52","","15_70 a 74","1"
"58","2","P02","","01_Menor de 1 año","4"
"22","1","C92","","11_50 a 54","1"
"90","2","C50","","16_75 a 79","23"
"18","1","X99","","16_75 a 79","1"
"86","2","K74","","14_65 a 69","3"
"06","2","I49","","04_15 a 19","1"
"02","2","D70","","17_80 y más","3"
"02","2","A41","","09_40 a 44","1"
"02","2","E10","","17_80 y más","11"
"22","2","C18","","16_75 a 79","8"
"06","1","D61","","17_80 y más","9"
"82","1","I26","","12_55 a 59","5"
"14","1","I70","","16_75 a 79","2"
"02","1","I48","","15_70 a 74","5"
"46","1","X09","","07_30 a 34","1"
"06","1","Q24","","07_30 a 34","2"
"30","1","I25","","12_55 a 59","7"
"14","2","E11","","11_50 a 54","3"
"06","2","N39","","05_20 a 24","2"
"06","2","J81","","03_10 a 14","1"
"94","2","D60","","17_80 y más","1"
"82","2","R56","","15_70 a 74","2"
"34","2","N18","","12_55 a 59","1"
"34","2","X78","","17_80 y más","1"
"02","1","K63","","13_60 a 64","2"
"50","2","K74","","09_40 a 44","1"
"18","2","R99","","15_70 a 74","36"
"34","2","C25","","15_70 a 74","1"
"66","2","C25","","10_45 a 49","2"
"90","1","B24","","11_50 a 54","1"
"66","2","C55","","06_25 a 29","2"
"70","2","E10","","15_70 a 74","1"
"06","2","C79","","03_10 a 14","1"
"06","2","C34","","17_80 y más","211"
"18","1","X74","","08_35 a 39","3"
"62","2","V49","","05_20 a 24","1"
"26","1","P24","","01_Menor de 1 año","4"
"74","2","M15","","17_80 y más","1"
"82","1","D43","","08_35 a 39","2"
"74","1","I47","","17_80 y más","5"
"70","2","C25","","15_70 a 74","3"
"06","1","J45","","16_75 a 79","10"
"14","2","B57","","08_35 a 39","2"
"14","1","V22","","06_25 a 29","3"
"90","1","W74","","04_15 a 19","1"
"38","2","I67","","16_75 a 79","3"
"02","2","C53","","16_75 a 79","4"
"46","2","C26","","17_80 y más","1"
"14","1","J69","","16_75 a 79","12"
"82","2","I60","","07_30 a 34","2"
"06","1","C45","","09_40 a 44","1"
"42","1","I61","","15_70 a 74","3"
"90","2","M06","","15_70 a 74","2"
"30","1","X99","","12_55 a 59","1"
"54","2","I10","","10_45 a 49","1"
"34","2","D69","","11_50 a 54","1"
"14","2","C81","","17_80 y más","1"
"70","2","N18","","12_55 a 59","1"
"86","1","I33","","06_25 a 29","1"
"54","2","C34","","12_55 a 59","15"
"02","2","I10","","17_80 y más","27"
"50","2","D32","","14_65 a 69","1"
"30","2","K85","","10_45 a 49","1"
"90","1","I82","","16_75 a 79","1"
"58","1","V23","","06_25 a 29","3"
"99","1","I69","","17_80 y más","1"
"78","2","O75","M","08_35 a 39","1"
"14","1","Y83","","10_45 a 49","1"
"06","2","K76","","12_55 a 59","5"
"06","1","Y28","","05_20 a 24","17"
"74","1","I64","","10_45 a 49","1"
"70","2","N39","","15_70 a 74","1"
"06","1","B17","","07_30 a 34","1"
"06","2","M34","","08_35 a 39","1"
"82","1","A39","","01_Menor de 1 año","3"
"54","2","C53","","09_40 a 44","12"
"14","1","I63","","16_75 a 79","2"
"06","1","J46","","07_30 a 34","1"
"74","2","B57","","12_55 a 59","1"
"06","1","C01","","09_40 a 44","2"
"06","2","I11","","17_80 y más","271"
"99","1","I51","","10_45 a 49","1"
"50","2","I51","","12_55 a 59","1"
"06","2","K44","","17_80 y más","1"
"66","1","G93","","11_50 a 54","2"
"82","1","X78","","15_70 a 74","1"
"02","2","C19","","13_60 a 64","1"
"18","1","X70","","14_65 a 69","2"
"98","2","K56","","14_65 a 69","1"
"06","2","W79","","16_75 a 79","1"
"90","2","C64","","16_75 a 79","2"
"86","1","C15","","16_75 a 79","8"
"02","2","I85","","14_65 a 69","2"
"18","2","C16","","07_30 a 34","1"
"82","2","C44","","17_80 y más","8"
"22","2","A81","","11_50 a 54","1"
"02","1","I06","","15_70 a 74","2"
"30","1","C19","","09_40 a 44","1"
"06","1","K55","","04_15 a 19","1"
"06","2","C79","","13_60 a 64","3"
"14","1","I25","","13_60 a 64","14"
"34","1","M00","","11_50 a 54","1"
"90","1","C61","","12_55 a 59","5"
"78","1","X59","","05_20 a 24","1"
"70","1","K35","","08_35 a 39","1"
"78","1","P00","","01_Menor de 1 año","1"
"50","1","W19","","16_75 a 79","1"
"30","2","V44","","04_15 a 19","1"
"82","1","I49","","15_70 a 74","21"
"34","1","J69","","01_Menor de 1 año","2"
"34","2","I10","","16_75 a 79","3"
"14","1","Y21","","02_1 a 9","2"
"02","1","C15","","12_55 a 59","4"
"34","1","M32","","03_10 a 14","1"
"94","2","C43","","14_65 a 69","1"
"10","2","C53","","11_50 a 54","1"
"06","2","M05","","15_70 a 74","3"
"02","1","C02","","16_75 a 79","1"
"62","1","A41","","13_60 a 64","4"
"14","1","K35","","14_65 a 69","2"
"14","1","N40","","15_70 a 74","1"
"50","2","R96","","17_80 y más","3"
"14","1","C01","","16_75 a 79","1"
"86","1","I49","","17_80 y más","7"
"90","1","E86","","15_70 a 74","1"
"66","1","C62","","06_25 a 29","1"
"06","2","D39","","09_40 a 44","1"
"02","1","C18","","16_75 a 79","54"
"70","2","J67","","10_45 a 49","1"
"70","1","R99","","16_75 a 79","2"
"62","1","E14","","09_40 a 44","1"
"90","2","Q22","","01_Menor de 1 año","1"
"82","2","C48","","17_80 y más","2"
"26","2","V49","","02_1 a 9","2"
"02","1","J96","","09_40 a 44","4"
"82","1","V43","","05_20 a 24","5"
"62","1","C34","","10_45 a 49","4"
"62","1","V44","","14_65 a 69","1"
"82","2","K59","","17_80 y más","2"
"02","2","C43","","10_45 a 49","2"
"14","1","I60","","14_65 a 69","2"
"14","1","X59","","03_10 a 14","1"
"66","1","C16","","15_70 a 74","12"
"66","1","V89","","06_25 a 29","4"
"06","2","J84","","14_65 a 69","15"
"66","2","J84","","16_75 a 79","8"
"14","1","I61","","11_50 a 54","18"
"18","1","C20","","10_45 a 49","1"
"06","2","N80","","13_60 a 64","1"
"22","1","G12","","12_55 a 59","1"
"38","2","N39","","16_75 a 79","8"
"62","1","I44","","12_55 a 59","1"
"26","1","C15","","13_60 a 64","4"
"50","1","X95","","14_65 a 69","2"
"06","2","K92","","08_35 a 39","6"
"82","2","K86","","17_80 y más","2"
"42","1","C34","","15_70 a 74","15"
"86","1","R95","","01_Menor de 1 año","3"
"58","2","E10","","14_65 a 69","1"
"02","1","K22","","16_75 a 79","1"
"54","1","B41","","14_65 a 69","1"
"18","2","I25","","16_75 a 79","4"
"38","1","I64","","16_75 a 79","6"
"14","1","Y30","","05_20 a 24","1"
"50","1","C69","","15_70 a 74","1"
"38","2","E83","","12_55 a 59","1"
"02","2","C91","","13_60 a 64","2"
"42","2","I21","","16_75 a 79","14"
"14","2","I61","","03_10 a 14","1"
"66","2","V24","","12_55 a 59","1"
"14","1","C71","","01_Menor de 1 año","1"
"14","1","I85","","09_40 a 44","2"
"86","2","E11","","15_70 a 74","2"
"50","1","X70","","10_45 a 49","2"
"70","2","E43","","16_75 a 79","2"
"38","2","I50","","05_20 a 24","1"
"18","1","Y83","","11_50 a 54","3"
"06","1","X74","","12_55 a 59","13"
"50","2","Y83","","17_80 y más","23"
"66","1","I87","","17_80 y más","1"
"50","1","I24","","17_80 y más","1"
"82","1","C44","","10_45 a 49","2"
"22","1","K65","","12_55 a 59","2"
"10","2","R99","","17_80 y más","63"
"90","1","V09","","08_35 a 39","1"
"14","2","B20","","07_30 a 34","1"
"18","2","R57","","13_60 a 64","1"
"06","1","C07","","11_50 a 54","1"
"26","1","W19","","11_50 a 54","1"
"70","1","I50","","13_60 a 64","8"
"58","2","A40","","03_10 a 14","1"
"94","2","M41","","11_50 a 54","1"
"06","1","R00","","14_65 a 69","1"
"90","1","B20","","10_45 a 49","1"
"30","2","R09","","15_70 a 74","1"
"86","2","C22","","12_55 a 59","2"
"99","2","V48","","14_65 a 69","1"
"82","1","G61","","15_70 a 74","1"
"14","1","N18","","06_25 a 29","2"
"22","2","J44","","15_70 a 74","10"
"82","1","K76","","16_75 a 79","11"
"14","1","V23","","10_45 a 49","1"
"30","2","X59","","15_70 a 74","2"
"02","1","I49","","08_35 a 39","2"
"50","1","Q85","","06_25 a 29","1"
"14","2","D64","","10_45 a 49","1"
"54","2","C80","","16_75 a 79","6"
"14","1","E11","","12_55 a 59","10"
"78","1","K70","","09_40 a 44","1"
"82","1","B57","","14_65 a 69","1"
"34","2","K92","","17_80 y más","1"
"50","1","I10","","08_35 a 39","1"
"06","2","R00","","16_75 a 79","5"
"70","2","K92","","17_80 y más","14"
"70","1","N39","","12_55 a 59","2"
"22","2","N18","","14_65 a 69","9"
"82","1","B57","","08_35 a 39","2"
"90","1","P56","","01_Menor de 1 año","1"
"70","1","V58","","10_45 a 49","1"
"30","2","A41","","17_80 y más","66"
"38","1","K70","","13_60 a 64","8"
"58","1","X00","","11_50 a 54","1"
"66","2","X99","","15_70 a 74","1"
"70","1","V28","","09_40 a 44","1"
"06","1","W87","","04_15 a 19","6"
"86","1","X65","","06_25 a 29","1"
"06","1","D61","","12_55 a 59","1"
"14","2","R10","","14_65 a 69","2"
"06","1","D70","","13_60 a 64","2"
"66","1","C34","","15_70 a 74","12"
"38","1","E14","","11_50 a 54","6"
"54","1","V69","","06_25 a 29","1"
"86","1","G30","","15_70 a 74","1"
"22","2","D68","","14_65 a 69","1"
"78","1","C16","","17_80 y más","3"
"22","2","I50","","17_80 y más","101"
"99","2","E84","","14_65 a 69","1"
"50","2","D69","","15_70 a 74","1"
"06","1","C68","","16_75 a 79","1"
"14","1","V89","","03_10 a 14","1"
"90","2","K55","","11_50 a 54","1"
"34","2","I77","","17_80 y más","1"
"70","1","C16","","09_40 a 44","2"
"18","1","I61","","15_70 a 74","8"
"99","1","E14","","17_80 y más","1"
"06","9","R09","","17_80 y más","1"
"06","1","C18","","14_65 a 69","188"
"58","1","P24","","01_Menor de 1 año","1"
"78","1","X99","","06_25 a 29","2"
"14","2","C25","","17_80 y más","68"
"99","1","R99","","08_35 a 39","2"
"34","2","C57","","13_60 a 64","1"
"74","1","J18","","05_20 a 24","2"
"10","2","J96","","16_75 a 79","3"
"82","1","R56","","08_35 a 39","1"
"06","2","X09","","07_30 a 34","5"
"38","2","X70","","08_35 a 39","1"
"99","1","P07","","01_Menor de 1 año","1"
"10","2","C56","","13_60 a 64","3"
"18","1","K70","","14_65 a 69","5"
"58","1","B24","","14_65 a 69","2"
"38","1","N39","","13_60 a 64","3"
"82","2","C23","","13_60 a 64","2"
"34","1","Y09","","05_20 a 24","1"
"14","1","G12","","15_70 a 74","1"
"26","1","K92","","14_65 a 69","5"
"42","1","C34","","11_50 a 54","4"
"22","2","I10","","15_70 a 74","3"
"02","2","D39","","14_65 a 69","1"
"14","1","V44","","15_70 a 74","1"
"02","1","K63","","11_50 a 54","1"
"66","2","A41","","13_60 a 64","2"
"10","1","A41","","17_80 y más","27"
"34","1","V28","","14_65 a 69","1"
"14","1","W12","","12_55 a 59","1"
"06","2","W74","","17_80 y más","1"
"38","2","C16","","10_45 a 49","2"
"06","2","Y09","","04_15 a 19","3"
"74","1","D65","","17_80 y más","1"
"78","1","I70","","12_55 a 59","1"
"02","2","C16","","06_25 a 29","2"
"34","2","K63","","14_65 a 69","3"
"02","1","I99","","09_40 a 44","1"
"42","1","W75","","01_Menor de 1 año","1"
"30","2","I10","","08_35 a 39","2"
"02","1","C73","","16_75 a 79","2"
"06","2","A40","","02_1 a 9","1"
"06","1","K92","","12_55 a 59","57"
"06","1","G12","","15_70 a 74","8"
"78","1","Y28","","05_20 a 24","1"
"06","2","W84","","01_Menor de 1 año","12"
"82","1","E86","","16_75 a 79","7"
"22","2","D64","","14_65 a 69","1"
"26","1","K72","","08_35 a 39","4"
"26","2","E10","","10_45 a 49","1"
"50","2","G80","","08_35 a 39","1"
"94","1","P23","","01_Menor de 1 año","1"
"82","1","Q77","","01_Menor de 1 año","1"
"66","2","N18","","11_50 a 54","4"
"14","2","Q77","","01_Menor de 1 año","1"
"26","1","I71","","12_55 a 59","1"
"02","2","D37","","15_70 a 74","10"
"18","2","C15","","10_45 a 49","1"
"50","1","D66","","05_20 a 24","1"
"34","2","N18","","05_20 a 24","1"
"50","1","K55","","15_70 a 74","4"
"54","2","I26","","15_70 a 74","1"
"66","2","C56","","15_70 a 74","1"
"99","1","B20","","11_50 a 54","1"
"10","2","C25","","09_40 a 44","1"
"38","2","A41","","15_70 a 74","7"
"02","1","I80","","17_80 y más","4"
"86","1","E86","","15_70 a 74","1"
"42","2","W44","","15_70 a 74","1"
"06","1","G31","","11_50 a 54","2"
"02","2","C44","","11_50 a 54","1"
"14","1","V03","","05_20 a 24","3"
"54","2","L10","","17_80 y más","1"
"82","2","G80","","03_10 a 14","2"
"06","2","C56","","08_35 a 39","7"
"14","1","K92","","17_80 y más","40"
"34","2","J69","","01_Menor de 1 año","1"
"06","2","V43","","08_35 a 39","1"
"74","1","V23","","12_55 a 59","1"
"14","2","V29","","05_20 a 24","1"
"02","1","D40","","17_80 y más","3"
"82","1","B20","","07_30 a 34","7"
"06","1","Q28","","11_50 a 54","1"
"42","2","K92","","14_65 a 69","3"
"58","1","A16","","17_80 y más","1"
"74","2","C67","","14_65 a 69","2"
"06","2","D46","","16_75 a 79","5"
"82","1","V28","","06_25 a 29","5"
"26","1","I25","","10_45 a 49","2"
"14","2","Y20","","03_10 a 14","1"
"02","1","C48","","07_30 a 34","1"
"58","1","C61","","11_50 a 54","2"
"06","2","E31","","11_50 a 54","1"
"06","2","M25","","14_65 a 69","1"
"18","2","D48","","13_60 a 64","1"
"74","1","K71","","16_75 a 79","1"
"02","2","C23","","15_70 a 74","1"
"74","1","C90","","10_45 a 49","1"
"14","2","V47","","13_60 a 64","1"
"26","1","I50","","11_50 a 54","5"
"50","1","Y83","","16_75 a 79","3"
"66","2","V04","","15_70 a 74","1"
"18","2","C78","","13_60 a 64","1"
"90","2","J81","","13_60 a 64","1"
"82","1","B17","","14_65 a 69","1"
"30","2","N39","","14_65 a 69","3"
"06","1","C78","","14_65 a 69","14"
"82","2","K72","","10_45 a 49","2"
"34","1","X99","","13_60 a 64","3"
"54","1","E11","","11_50 a 54","2"
"26","1","A41","","15_70 a 74","2"
"82","1","V44","","07_30 a 34","2"
"99","1","X59","","14_65 a 69","2"
"06","1","C75","","04_15 a 19","1"
"78","1","C71","","17_80 y más","1"
"58","1","K55","","15_70 a 74","2"
"58","1","X99","","11_50 a 54","1"
"66","1","X59","","11_50 a 54","4"
"82","1","L08","","16_75 a 79","2"
"58","2","N19","","17_80 y más","1"
"02","2","C74","","02_1 a 9","1"
"82","1","V22","","13_60 a 64","1"
"06","2","N39","","10_45 a 49","1"
"82","2","M93","","17_80 y más","1"
"06","1","K56","","13_60 a 64","13"
"62","1","C45","","13_60 a 64","1"
"90","2","N15","","16_75 a 79","1"
"30","2","I69","","14_65 a 69","1"
"14","2","I61","","15_70 a 74","19"
"86","1","C25","","16_75 a 79","2"
"50","2","V03","","17_80 y más","1"
"90","1","R57","","12_55 a 59","1"
"70","2","C41","","16_75 a 79","1"
"18","2","Y83","","13_60 a 64","1"
"22","2","C16","","16_75 a 79","4"
"98","2","C50","","10_45 a 49","1"
"06","1","M25","","13_60 a 64","1"
"82","2","Q06","","17_80 y más","1"
"66","2","K92","","16_75 a 79","4"
"22","2","K55","","11_50 a 54","1"
"30","2","J21","","17_80 y más","1"
"30","2","I26","","11_50 a 54","1"
"06","1","B18","","10_45 a 49","1"
"18","1","I35","","17_80 y más","3"
"06","2","C49","","07_30 a 34","3"
"82","1","G06","","14_65 a 69","2"
"14","2","C38","","15_70 a 74","1"
"66","2","E86","","16_75 a 79","1"
"06","1","C18","","10_45 a 49","31"
"38","2","K81","","17_80 y más","1"
"50","1","W76","","02_1 a 9","1"
"46","1","R09","","09_40 a 44","1"
"54","2","K74","","04_15 a 19","1"
"30","2","C92","","16_75 a 79","1"
"02","1","I44","","05_20 a 24","1"
"86","2","A09","","15_70 a 74","2"
"42","1","J96","","13_60 a 64","4"
"86","2","C18","","11_50 a 54","1"
"90","1","I25","","15_70 a 74","9"
"82","1","W74","","04_15 a 19","3"
"30","2","I60","","10_45 a 49","2"
"34","1","R96","","16_75 a 79","1"
"42","1","K72","","16_75 a 79","2"
"22","2","E11","","12_55 a 59","5"
"06","1","I73","","17_80 y más","7"
"06","2","D48","","01_Menor de 1 año","2"
"34","1","V43","","10_45 a 49","2"
"26","1","I25","","16_75 a 79","2"
"06","1","E11","","11_50 a 54","6"
"46","1","X95","","07_30 a 34","1"
"38","2","J44","","13_60 a 64","1"
"14","1","V58","","04_15 a 19","1"
"22","1","G03","","11_50 a 54","1"
"06","1","Y15","","14_65 a 69","1"
"02","2","O99","M","07_30 a 34","1"
"90","2","J44","","15_70 a 74","10"
"30","2","J46","","17_80 y más","2"
"82","2","C34","","10_45 a 49","9"
"99","1","J22","","17_80 y más","2"
"58","2","I67","","09_40 a 44","1"
"02","1","I50","","15_70 a 74","123"
"22","2","I63","","13_60 a 64","1"
"34","2","X76","","05_20 a 24","1"
"82","1","J67","","11_50 a 54","1"
"90","2","B20","","17_80 y más","1"
"86","1","J69","","15_70 a 74","3"
"38","2","C25","","17_80 y más","7"
"99","1","J81","","04_15 a 19","1"
"18","2","R57","","15_70 a 74","2"
"10","1","I50","","11_50 a 54","4"
"06","1","C95","","03_10 a 14","1"
"74","1","K72","","13_60 a 64","1"
"02","1","Y26","","07_30 a 34","1"
"99","1","E14","","15_70 a 74","1"
"86","1","C85","","12_55 a 59","2"
"82","2","K83","","16_75 a 79","2"
"06","1","C97","","17_80 y más","22"
"90","1","C15","","16_75 a 79","8"
"22","2","N19","","14_65 a 69","3"
"10","2","C85","","10_45 a 49","1"
"18","2","A50","","01_Menor de 1 año","2"
"02","2","I25","","09_40 a 44","1"
"06","1","C81","","13_60 a 64","3"
"90","2","J45","","14_65 a 69","1"
"06","2","K55","","06_25 a 29","1"
"46","1","E16","","10_45 a 49","1"
"50","1","E84","","07_30 a 34","2"
"06","9","D43","","10_45 a 49","1"
"34","1","X99","","08_35 a 39","1"
"86","2","C19","","13_60 a 64","1"
"06","1","R41","","09_40 a 44","1"
"06","1","I62","","13_60 a 64","8"
"34","1","I25","","12_55 a 59","2"
"78","2","K85","","16_75 a 79","1"
"99","1","E86","","17_80 y más","1"
"02","1","J41","","17_80 y más","1"
"18","2","D61","","07_30 a 34","1"
"78","2","C15","","15_70 a 74","1"
"14","2","G95","","17_80 y más","1"
"22","2","C85","","15_70 a 74","1"
"54","1","C85","","12_55 a 59","2"
"66","2","J96","","10_45 a 49","2"
"86","1","K72","","10_45 a 49","2"
"58","2","M06","","17_80 y más","2"
