"PROVRES","SEXO","CAUSA","MAT","GRUPEDAD","CUENTA"
"70","2","K31","","10_45 a 49","1"
"58","1","C20","","17_80 y más","1"
"06","1","C83","","12_55 a 59","1"
"82","1","J69","","12_55 a 59","2"
"50","1","I25","","06_25 a 29","1"
"54","1","K85","","08_35 a 39","1"
"38","1","K92","","08_35 a 39","2"
"22","2","G30","","15_70 a 74","1"
"06","2","R99","","15_70 a 74","316"
"22","1","C64","","13_60 a 64","4"
"82","2","P96","","01_Menor de 1 año","3"
"18","2","G93","","13_60 a 64","1"
"06","1","I73","","10_45 a 49","1"
"78","1","X95","","08_35 a 39","2"
"42","2","I61","","16_75 a 79","3"
"14","2","R17","","17_80 y más","1"
"02","2","E86","","14_65 a 69","1"
"14","2","K85","","07_30 a 34","1"
"86","1","J45","","12_55 a 59","1"
"06","2","A37","","01_Menor de 1 año","9"
"18","1","C44","","16_75 a 79","2"
"06","1","C16","","15_70 a 74","110"
"14","1","P61","","01_Menor de 1 año","1"
"86","2","K72","","14_65 a 69","4"
"06","1","X09","","10_45 a 49","6"
"30","1","D48","","11_50 a 54","1"
"74","2","C80","","10_45 a 49","1"
"18","1","D40","","17_80 y más","1"
"86","1","C80","","17_80 y más","3"
"22","1","P36","","01_Menor de 1 año","27"
"46","2","I67","","15_70 a 74","1"
"30","2","R64","","17_80 y más","3"
"70","2","Y34","","12_55 a 59","1"
"54","2","K72","","14_65 a 69","2"
"82","2","E10","","14_65 a 69","1"
"02","2","J45","","16_75 a 79","3"
"99","1","I21","","12_55 a 59","1"
"22","2","C90","","11_50 a 54","1"
"06","1","E87","","07_30 a 34","1"
"50","1","R99","","12_55 a 59","3"
"06","1","G80","","06_25 a 29","2"
"58","2","Q25","","02_1 a 9","1"
"98","1","V48","","13_60 a 64","1"
"18","1","D43","","09_40 a 44","1"
"26","1","I50","","14_65 a 69","8"
"26","1","I64","","17_80 y más","15"
"62","2","I27","","17_80 y más","2"
"82","2","I49","","06_25 a 29","1"
"54","1","W87","","09_40 a 44","1"
"50","2","K35","","16_75 a 79","1"
"30","2","C51","","16_75 a 79","2"
"66","1","K63","","14_65 a 69","1"
"34","1","K76","","10_45 a 49","1"
"30","1","Y00","","04_15 a 19","2"
"66","1","A16","","06_25 a 29","1"
"82","1","I44","","16_75 a 79","7"
"74","1","C20","","15_70 a 74","1"
"66","2","J84","","11_50 a 54","1"
"26","1","V49","","13_60 a 64","1"
"58","2","J45","","17_80 y más","1"
"66","1","M00","","17_80 y más","1"
"18","1","X95","","05_20 a 24","5"
"42","2","Q90","","06_25 a 29","1"
"38","1","C17","","15_70 a 74","1"
"06","2","C91","","15_70 a 74","3"
"06","1","C44","","11_50 a 54","2"
"22","2","K65","","15_70 a 74","5"
"46","2","K76","","15_70 a 74","1"
"70","2","Y83","","11_50 a 54","2"
"54","1","P25","","01_Menor de 1 año","1"
"54","2","G20","","15_70 a 74","1"
"46","2","X91","","12_55 a 59","1"
"10","1","I11","","13_60 a 64","1"
"18","9","I10","","12_55 a 59","1"
"06","2","J96","","03_10 a 14","3"
"82","2","E86","","15_70 a 74","2"
"06","1","Q25","","01_Menor de 1 año","24"
"06","1","D84","","12_55 a 59","1"
"34","2","C95","","17_80 y más","1"
"18","2","J09","","09_40 a 44","1"
"50","1","W79","","17_80 y más","2"
"90","1","I50","","08_35 a 39","1"
"54","1","G06","","11_50 a 54","1"
"06","1","C91","","01_Menor de 1 año","1"
"02","1","I26","","13_60 a 64","9"
"38","1","K35","","02_1 a 9","1"
"90","1","W51","","08_35 a 39","1"
"06","1","J42","","13_60 a 64","2"
"82","1","I26","","13_60 a 64","3"
"06","2","E14","","12_55 a 59","55"
"90","2","C02","","11_50 a 54","1"
"34","1","I26","","17_80 y más","1"
"70","1","D46","","16_75 a 79","1"
"26","1","I11","","13_60 a 64","6"
"46","1","X74","","15_70 a 74","2"
"66","1","V89","","03_10 a 14","1"
"90","2","Y83","","11_50 a 54","1"
"06","1","L03","","13_60 a 64","2"
"78","1","R99","","08_35 a 39","1"
"82","2","I08","","17_80 y más","3"
"66","1","J96","","16_75 a 79","9"
"74","2","C76","","10_45 a 49","1"
"22","2","C54","","12_55 a 59","1"
"06","2","X74","","11_50 a 54","2"
"06","1","C23","","10_45 a 49","2"
"26","2","G40","","15_70 a 74","1"
"50","2","M34","","16_75 a 79","1"
"02","2","C34","","15_70 a 74","74"
"50","2","C74","","10_45 a 49","1"
"50","1","I51","","11_50 a 54","5"
"74","1","K65","","12_55 a 59","1"
"54","2","W74","","02_1 a 9","3"
"30","2","C18","","16_75 a 79","14"
"10","1","I21","","99_Sin especificar","1"
"06","2","R98","","13_60 a 64","1"
"38","1","G03","","10_45 a 49","1"
"06","1","V05","","03_10 a 14","2"
"30","1","I51","","12_55 a 59","6"
"74","1","E14","","05_20 a 24","1"
"90","1","N39","","17_80 y más","7"
"54","2","E05","","06_25 a 29","1"
"14","1","V27","","10_45 a 49","1"
"62","2","B17","","14_65 a 69","1"
"78","2","E14","","16_75 a 79","5"
"66","1","G62","","12_55 a 59","1"
"18","1","C71","","11_50 a 54","1"
"54","2","C20","","15_70 a 74","1"
"82","2","K74","","08_35 a 39","1"
"06","1","B01","","05_20 a 24","1"
"58","2","D36","","14_65 a 69","1"
"62","1","E14","","14_65 a 69","5"
"06","1","K85","","17_80 y más","19"
"22","1","Y34","","05_20 a 24","4"
"18","2","C78","","14_65 a 69","1"
"38","1","C71","","17_80 y más","1"
"30","2","E14","","16_75 a 79","15"
"86","1","C26","","10_45 a 49","1"
"82","2","Q24","","05_20 a 24","1"
"22","1","C22","","13_60 a 64","2"
"02","2","C92","","16_75 a 79","5"
"14","1","Q24","","04_15 a 19","1"
"18","1","J69","","06_25 a 29","1"
"66","2","K83","","13_60 a 64","2"
"66","1","I71","","09_40 a 44","1"
"06","2","I61","","12_55 a 59","62"
"90","1","K83","","14_65 a 69","1"
"14","1","J16","","13_60 a 64","1"
"22","2","C69","","15_70 a 74","1"
"50","1","F84","","03_10 a 14","1"
"06","1","X59","","07_30 a 34","56"
"46","1","I61","","17_80 y más","10"
"74","1","V47","","16_75 a 79","1"
"66","1","V04","","11_50 a 54","1"
"50","1","F06","","13_60 a 64","1"
"62","1","V09","","10_45 a 49","1"
"42","2","B24","","08_35 a 39","1"
"22","2","G03","","08_35 a 39","2"
"30","1","E46","","17_80 y más","1"
"06","2","D69","","07_30 a 34","1"
"30","1","C22","","10_45 a 49","1"
"66","2","J18","","16_75 a 79","39"
"74","1","C94","","13_60 a 64","1"
"50","2","F20","","15_70 a 74","1"
"38","1","C79","","11_50 a 54","1"
"90","1","X59","","02_1 a 9","2"
"22","1","E46","","13_60 a 64","3"
"98","2","R99","","04_15 a 19","1"
"06","2","M33","","16_75 a 79","2"
"82","1","I47","","07_30 a 34","1"
"50","1","V13","","12_55 a 59","1"
"06","2","C25","","10_45 a 49","12"
"82","1","G12","","16_75 a 79","2"
"82","1","C72","","10_45 a 49","1"
"10","1","E14","","15_70 a 74","4"
"82","1","C46","","15_70 a 74","1"
"90","1","X99","","05_20 a 24","6"
"30","1","L02","","17_80 y más","1"
"70","2","E88","","14_65 a 69","1"
"74","1","I67","","12_55 a 59","1"
"06","2","I38","","17_80 y más","4"
"14","2","I45","","17_80 y más","1"
"14","2","Q61","","01_Menor de 1 año","3"
"06","1","J84","","04_15 a 19","1"
"30","2","D43","","09_40 a 44","2"
"02","1","K43","","14_65 a 69","1"
"86","2","E14","","04_15 a 19","1"
"06","2","V09","","04_15 a 19","1"
"06","2","C23","","11_50 a 54","4"
"38","1","W69","","03_10 a 14","1"
"02","2","N19","","09_40 a 44","1"
"10","2","C64","","13_60 a 64","2"
"66","1","X74","","10_45 a 49","1"
"02","2","A41","","14_65 a 69","27"
"54","1","B24","","09_40 a 44","2"
"42","2","C34","","10_45 a 49","1"
"82","1","I48","","15_70 a 74","4"
"06","2","P28","","01_Menor de 1 año","36"
"90","2","C64","","11_50 a 54","3"
"06","2","V05","","13_60 a 64","3"
"22","2","K83","","16_75 a 79","2"
"90","2","B20","","07_30 a 34","1"
"06","2","J15","","10_45 a 49","3"
"02","1","C31","","17_80 y más","2"
"50","1","I50","","02_1 a 9","1"
"30","1","G00","","02_1 a 9","1"
"70","1","J22","","17_80 y más","2"
"06","9","C90","","14_65 a 69","1"
"18","2","R99","","09_40 a 44","4"
"50","2","C53","","07_30 a 34","4"
"02","1","Y20","","12_55 a 59","1"
"46","2","R96","","13_60 a 64","1"
"70","2","X70","","15_70 a 74","1"
"99","2","I11","","16_75 a 79","1"
"82","2","N19","","15_70 a 74","8"
"99","2","I42","","14_65 a 69","1"
"18","1","C64","","10_45 a 49","2"
"62","2","I99","","13_60 a 64","1"
"06","1","K92","","01_Menor de 1 año","1"
"14","2","R96","","15_70 a 74","2"
"06","1","K75","","16_75 a 79","1"
"06","2","F32","","13_60 a 64","1"
"90","2","J98","","12_55 a 59","1"
"06","1","I44","","11_50 a 54","1"
"50","1","C18","","17_80 y más","31"
"90","1","C85","","03_10 a 14","1"
"99","1","X59","","08_35 a 39","2"
"14","1","J98","","04_15 a 19","1"
"06","1","B17","","15_70 a 74","1"
"18","2","J45","","16_75 a 79","1"
"18","1","C10","","12_55 a 59","1"
"54","1","I10","","14_65 a 69","9"
"54","1","C64","","13_60 a 64","2"
"02","2","I71","","14_65 a 69","2"
"14","2","C20","","14_65 a 69","2"
"74","1","W79","","13_60 a 64","1"
"14","1","I64","","08_35 a 39","1"
"62","2","I50","","11_50 a 54","1"
"42","2","C53","","16_75 a 79","1"
"70","1","V12","","13_60 a 64","1"
"58","1","K72","","15_70 a 74","3"
"14","2","Y34","","12_55 a 59","1"
"66","1","I42","","07_30 a 34","1"
"90","1","C34","","16_75 a 79","19"
"14","2","C81","","05_20 a 24","1"
"26","2","E14","","15_70 a 74","8"
"14","2","C41","","13_60 a 64","2"
"18","1","I67","","17_80 y más","9"
"82","2","D41","","17_80 y más","3"
"06","2","I24","","16_75 a 79","9"
"34","2","M32","","07_30 a 34","1"
"74","1","K76","","02_1 a 9","1"
"34","1","N28","","17_80 y más","3"
"26","1","C83","","06_25 a 29","1"
"90","2","C75","","11_50 a 54","1"
"98","1","J44","","17_80 y más","2"
"02","2","C76","","02_1 a 9","1"
"06","1","I20","","11_50 a 54","1"
"54","2","I42","","10_45 a 49","2"
"26","1","C25","","15_70 a 74","1"
"66","1","C92","","08_35 a 39","2"
"34","2","I13","","15_70 a 74","1"
"06","2","G70","","16_75 a 79","2"
"66","1","I50","","15_70 a 74","32"
"82","2","R96","","12_55 a 59","3"
"46","1","I67","","15_70 a 74","3"
"50","1","W87","","03_10 a 14","2"
"62","1","E14","","15_70 a 74","5"
"22","2","I63","","15_70 a 74","1"
"78","1","D50","","08_35 a 39","1"
"82","2","C24","","15_70 a 74","7"
"06","1","I05","","17_80 y más","1"
"14","1","G80","","02_1 a 9","9"
"26","1","G03","","17_80 y más","1"
"26","1","A18","","15_70 a 74","1"
"58","1","I71","","11_50 a 54","1"
"82","1","C97","","17_80 y más","4"
"90","1","C26","","17_80 y más","1"
"99","1","X09","","99_Sin especificar","1"
"30","1","C91","","16_75 a 79","2"
"14","2","C83","","06_25 a 29","1"
"62","1","D48","","14_65 a 69","2"
"06","2","V48","","08_35 a 39","2"
"34","2","J81","","13_60 a 64","2"
"22","1","I21","","08_35 a 39","1"
"50","1","I31","","17_80 y más","1"
"06","2","I44","","13_60 a 64","4"
"14","1","I47","","10_45 a 49","15"
"14","1","I61","","14_65 a 69","35"
"70","1","V28","","05_20 a 24","4"
"30","2","J84","","11_50 a 54","1"
"26","1","E14","","10_45 a 49","2"
"06","1","N10","","11_50 a 54","1"
"70","2","B18","","14_65 a 69","1"
"14","1","C30","","12_55 a 59","1"
"02","1","B45","","08_35 a 39","1"
"14","1","K65","","12_55 a 59","1"
"62","1","K92","","13_60 a 64","1"
"06","1","I69","","15_70 a 74","2"
"74","1","I73","","17_80 y más","1"
"38","2","I60","","12_55 a 59","3"
"78","2","I51","","16_75 a 79","1"
"50","1","C19","","09_40 a 44","1"
"82","2","I77","","17_80 y más","7"
"30","2","G30","","17_80 y más","28"
"50","1","F10","","13_60 a 64","1"
"70","1","J84","","14_65 a 69","1"
"30","1","R53","","14_65 a 69","1"
"06","1","C68","","12_55 a 59","2"
"06","1","K74","","12_55 a 59","57"
"34","1","C69","","16_75 a 79","2"
"58","1","K63","","08_35 a 39","1"
"58","2","R95","","01_Menor de 1 año","6"
"50","2","I61","","16_75 a 79","5"
"02","1","C71","","10_45 a 49","4"
"14","2","J18","","12_55 a 59","12"
"02","2","J86","","14_65 a 69","1"
"58","1","K65","","09_40 a 44","1"
"22","1","E46","","16_75 a 79","2"
"62","2","C49","","17_80 y más","1"
"34","1","V29","","06_25 a 29","1"
"62","1","I20","","17_80 y más","1"
"90","2","C25","","17_80 y más","11"
"34","2","I64","","08_35 a 39","1"
"46","1","C25","","16_75 a 79","4"
"22","1","I42","","16_75 a 79","7"
"58","1","C76","","14_65 a 69","1"
"54","2","J96","","11_50 a 54","2"
"66","2","C67","","17_80 y más","1"
"38","1","I33","","14_65 a 69","1"
"34","2","J69","","10_45 a 49","2"
"42","1","I42","","12_55 a 59","1"
"30","2","C53","","08_35 a 39","1"
"22","2","C90","","17_80 y más","1"
"18","1","I21","","13_60 a 64","18"
"74","2","I60","","15_70 a 74","1"
"62","2","C55","","07_30 a 34","2"
"22","1","K72","","13_60 a 64","6"
"30","2","C18","","13_60 a 64","7"
"06","1","E43","","04_15 a 19","1"
"50","2","D43","","13_60 a 64","1"
"82","1","I20","","13_60 a 64","3"
"30","1","C16","","16_75 a 79","11"
"42","1","F10","","09_40 a 44","1"
"70","1","N40","","16_75 a 79","1"
"26","2","G12","","15_70 a 74","1"
"30","2","A09","","17_80 y más","4"
"90","2","J43","","11_50 a 54","1"
"18","2","R99","","14_65 a 69","27"
"50","2","C26","","17_80 y más","10"
"18","1","C22","","13_60 a 64","6"
"46","1","P36","","01_Menor de 1 año","3"
"82","2","B23","","10_45 a 49","2"
"06","2","K83","","10_45 a 49","2"
"58","1","W18","","17_80 y más","1"
"26","2","A41","","11_50 a 54","1"
"90","9","K92","","17_80 y más","1"
"06","1","B20","","13_60 a 64","3"
"30","1","C76","","12_55 a 59","3"
"70","1","W86","","04_15 a 19","1"
"74","1","K65","","16_75 a 79","1"
"50","2","C81","","17_80 y más","1"
"22","2","I50","","10_45 a 49","1"
"06","2","I73","","10_45 a 49","1"
"14","2","I10","","15_70 a 74","3"
"06","2","I62","","10_45 a 49","1"
"78","1","K56","","17_80 y más","1"
"06","2","D65","","13_60 a 64","1"
"82","1","X99","","08_35 a 39","3"
"30","1","G30","","15_70 a 74","4"
"22","2","E44","","08_35 a 39","1"
"06","2","K59","","15_70 a 74","1"
"06","2","C19","","15_70 a 74","3"
"18","1","I69","","14_65 a 69","2"
"50","1","C25","","17_80 y más","10"
"14","1","A09","","16_75 a 79","2"
"30","1","J44","","10_45 a 49","1"
"06","2","D68","","14_65 a 69","1"
"06","1","R99","","15_70 a 74","502"
"66","1","K74","","14_65 a 69","8"
"62","1","Y09","","12_55 a 59","1"
"38","1","D43","","12_55 a 59","1"
"82","1","P96","","01_Menor de 1 año","12"
"62","2","J96","","17_80 y más","16"
"46","2","I31","","17_80 y más","1"
"02","1","K55","","12_55 a 59","2"
"30","2","I63","","17_80 y más","7"
"34","2","K65","","17_80 y más","1"
"10","2","I48","","13_60 a 64","2"
"82","2","G04","","09_40 a 44","1"
"30","2","N17","","13_60 a 64","2"
"06","2","C56","","12_55 a 59","43"
"90","1","G35","","07_30 a 34","1"
"18","2","O99","M","06_25 a 29","1"
"54","1","I50","","17_80 y más","89"
"06","1","Y83","","16_75 a 79","2"
"22","2","J15","","02_1 a 9","1"
"82","1","E10","","14_65 a 69","3"
"50","1","K35","","12_55 a 59","1"
"70","2","C97","","13_60 a 64","1"
"26","1","D43","","11_50 a 54","1"
"99","1","Y33","","15_70 a 74","2"
"78","2","I49","","17_80 y más","4"
"22","1","I20","","13_60 a 64","1"
"70","1","J44","","14_65 a 69","5"
"02","1","C81","","14_65 a 69","1"
"54","2","C18","","13_60 a 64","2"
"99","1","M00","","02_1 a 9","1"
"14","1","J84","","13_60 a 64","2"
"06","1","J96","","17_80 y más","1585"
"06","1","P29","","01_Menor de 1 año","42"
"86","1","V89","","05_20 a 24","9"
"14","1","C43","","17_80 y más","6"
"90","1","C72","","10_45 a 49","1"
"02","1","Y34","","17_80 y más","2"
"54","1","W54","","14_65 a 69","1"
"14","1","G40","","10_45 a 49","1"
"26","1","K74","","10_45 a 49","1"
"22","1","C78","","08_35 a 39","1"
"74","2","I63","","12_55 a 59","1"
"30","2","I33","","16_75 a 79","2"
"06","1","V48","","07_30 a 34","2"
"26","1","N17","","17_80 y más","1"
"50","1","E14","","07_30 a 34","2"
"06","2","X81","","08_35 a 39","1"
"22","2","I63","","17_80 y más","4"
"06","1","R10","","09_40 a 44","3"
"06","2","V23","","12_55 a 59","1"
"14","2","C01","","09_40 a 44","1"
"22","2","I60","","16_75 a 79","1"
"74","1","I11","","16_75 a 79","4"
"06","1","C41","","11_50 a 54","5"
"58","1","I25","","14_65 a 69","2"
"38","1","Y24","","06_25 a 29","1"
"34","2","C07","","11_50 a 54","1"
"22","2","C25","","12_55 a 59","2"
"82","2","I11","","12_55 a 59","1"
"90","1","V22","","07_30 a 34","1"
"62","1","K70","","12_55 a 59","2"
"14","2","V02","","15_70 a 74","1"
"18","1","K74","","14_65 a 69","5"
"22","1","R57","","15_70 a 74","1"
"86","1","G61","","10_45 a 49","1"
"50","1","R18","","14_65 a 69","1"
"58","2","I60","","15_70 a 74","1"
"62","1","C24","","17_80 y más","2"
"54","1","V80","","17_80 y más","1"
"22","1","K56","","15_70 a 74","1"
"58","2","C18","","06_25 a 29","1"
"30","1","I49","","11_50 a 54","3"
"54","2","C57","","17_80 y más","2"
"50","2","N12","","15_70 a 74","1"
"22","1","J96","","12_55 a 59","3"
"58","1","W19","","15_70 a 74","2"
"66","2","C78","","12_55 a 59","1"
"06","2","C90","","14_65 a 69","21"
"46","2","R55","","17_80 y más","1"
"50","2","D41","","17_80 y más","3"
"50","2","X68","","08_35 a 39","1"
"06","1","I87","","14_65 a 69","1"
"02","1","A41","","05_20 a 24","1"
"74","1","C64","","10_45 a 49","1"
"62","2","R99","","15_70 a 74","7"
"82","1","X82","","12_55 a 59","1"
"34","1","G20","","14_65 a 69","1"
"22","1","X09","","05_20 a 24","1"
"38","2","E11","","09_40 a 44","1"
"34","1","Y09","","09_40 a 44","1"
"14","2","I49","","09_40 a 44","3"
"54","1","I42","","15_70 a 74","11"
"90","2","K57","","17_80 y más","1"
"90","1","Y08","","12_55 a 59","1"
"82","2","J84","","09_40 a 44","1"
"14","2","K55","","12_55 a 59","1"
"50","1","X73","","14_65 a 69","1"
"42","1","I42","","16_75 a 79","5"
"70","2","K90","","11_50 a 54","1"
"86","2","I67","","13_60 a 64","5"
"14","1","A41","","11_50 a 54","5"
"14","1","I47","","07_30 a 34","5"
"06","2","E78","","17_80 y más","1"
"46","1","I27","","17_80 y más","1"
"14","1","V49","","08_35 a 39","3"
"66","2","J22","","01_Menor de 1 año","1"
"06","1","K83","","17_80 y más","14"
"22","2","J81","","14_65 a 69","1"
"10","1","J81","","09_40 a 44","1"
"42","1","J96","","06_25 a 29","1"
"30","1","C20","","17_80 y más","4"
"42","1","X95","","05_20 a 24","1"
"26","2","C97","","10_45 a 49","1"
"02","1","P21","","01_Menor de 1 año","6"
"14","1","Y83","","14_65 a 69","10"
"22","1","N39","","13_60 a 64","2"
"86","1","R99","","11_50 a 54","23"
"78","2","C97","","12_55 a 59","1"
"22","1","K92","","12_55 a 59","5"
"06","2","O00","M","09_40 a 44","2"
"22","2","Y34","","14_65 a 69","2"
"18","2","G80","","02_1 a 9","1"
"50","1","V48","","10_45 a 49","2"
"62","2","I26","","04_15 a 19","1"
"78","2","P83","","01_Menor de 1 año","1"
"14","1","P29","","01_Menor de 1 año","12"
"14","2","C80","","17_80 y más","40"
"14","2","I20","","16_75 a 79","1"
"42","2","I26","","17_80 y más","5"
"90","1","V24","","06_25 a 29","1"
"82","2","Y28","","13_60 a 64","1"
"50","2","K25","","13_60 a 64","1"
"86","1","I49","","10_45 a 49","2"
"54","2","I44","","11_50 a 54","1"
"06","2","K74","","12_55 a 59","14"
"14","2","V43","","13_60 a 64","1"
"14","1","G12","","13_60 a 64","4"
"30","1","D37","","16_75 a 79","1"
"18","2","X59","","05_20 a 24","1"
"22","1","C76","","14_65 a 69","3"
"62","2","A41","","17_80 y más","11"
"30","1","I60","","04_15 a 19","1"
"30","1","I73","","15_70 a 74","1"
"18","2","F79","","08_35 a 39","1"
"78","2","C55","","15_70 a 74","1"
"54","2","I42","","15_70 a 74","5"
"02","1","C80","","17_80 y más","48"
"62","1","I25","","16_75 a 79","3"
"54","1","I71","","13_60 a 64","2"
"54","2","R99","","01_Menor de 1 año","6"
"30","1","Y83","","13_60 a 64","2"
"22","1","J45","","11_50 a 54","1"
"30","1","J11","","15_70 a 74","1"
"06","1","J86","","04_15 a 19","1"
"82","1","N49","","09_40 a 44","1"
"90","1","C80","","16_75 a 79","8"
"02","2","C76","","17_80 y más","9"
"14","1","C48","","16_75 a 79","1"
"74","1","M06","","12_55 a 59","1"
"06","2","I86","","12_55 a 59","1"
"02","2","C53","","08_35 a 39","3"
"78","1","C34","","13_60 a 64","4"
"42","1","V53","","13_60 a 64","1"
"58","1","I63","","17_80 y más","2"
"62","1","Y21","","99_Sin especificar","1"
"46","1","E86","","15_70 a 74","3"
"86","2","X70","","10_45 a 49","1"
"82","1","K85","","16_75 a 79","5"
"34","1","I50","","15_70 a 74","12"
"14","2","I77","","17_80 y más","3"
"22","2","C53","","06_25 a 29","3"
"06","1","Y34","","13_60 a 64","12"
"34","1","I21","","12_55 a 59","15"
"82","1","R96","","13_60 a 64","18"
"02","2","K72","","16_75 a 79","6"
"06","1","I72","","17_80 y más","4"
"86","1","N28","","17_80 y más","1"
"74","2","W17","","17_80 y más","3"
"66","2","J43","","16_75 a 79","2"
"06","2","F03","","14_65 a 69","11"
"50","1","Q24","","01_Menor de 1 año","10"
"06","1","J96","","02_1 a 9","15"
"02","2","N39","","09_40 a 44","1"
"22","2","E10","","15_70 a 74","1"
"90","2","G30","","15_70 a 74","1"
"14","1","E86","","17_80 y más","27"
"14","1","L98","","16_75 a 79","1"
"82","1","K35","","11_50 a 54","1"
"18","2","B42","","04_15 a 19","1"
"26","2","J44","","12_55 a 59","1"
"38","1","R99","","16_75 a 79","24"
"18","2","C91","","17_80 y más","1"
"10","2","F10","","17_80 y más","1"
"06","2","X84","","11_50 a 54","1"
"82","1","I51","","16_75 a 79","19"
"90","2","E44","","16_75 a 79","1"
"46","2","J69","","16_75 a 79","2"
"02","2","F20","","12_55 a 59","1"
"14","2","C32","","14_65 a 69","2"
"82","1","B58","","06_25 a 29","1"
"14","1","K56","","01_Menor de 1 año","1"
"34","1","D53","","12_55 a 59","1"
"22","1","I64","","06_25 a 29","1"
"62","1","I99","","13_60 a 64","1"
"54","1","Q60","","01_Menor de 1 año","2"
"90","1","C26","","15_70 a 74","1"
"14","2","O06","M","05_20 a 24","1"
"82","1","D75","","07_30 a 34","1"
"06","2","L98","","15_70 a 74","2"
"06","1","B45","","08_35 a 39","1"
"54","1","X00","","13_60 a 64","3"
"06","1","C74","","02_1 a 9","4"
"58","2","C53","","15_70 a 74","1"
