"term","estimate","std.error","statistic","p.value","age","cause","anio_def","coef","se"
"covid:factor(anio_def)2023",4.37199362884213e-15,5.32638655142193e-15,0.820817938509359,0.413826752356027,"05.de 60 a 69 anios","covid",NA,NA,NA
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2015,0.999999999999995,5.40010196252273e-15
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2016,NA,5.40010196252273e-15
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2017,NA,5.40010196252273e-15
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2018,NA,5.40010196252273e-15
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2019,NA,5.40010196252273e-15
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2020,1,2.40404722009299e-17
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2021,1,1.9518051505728e-17
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2022,1,9.69604783121238e-17
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2023,1,4.8008878574936e-16
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","covid",2024,NA,5.40010196252273e-15
"(Intercept)",-1.0662471709458,30.5139552284881,-0.0349429355506934,0.972199339136512,"05.de 60 a 69 anios","resp",NA,NA,NA
"covid",0.498681349495526,1.5691278090362,0.317807986464679,0.751335513328639,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2016",81.3999999999991,43.6582053765801,1.86448341836023,0.0653742737831569,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2017",41.8000000000018,31.9684789158148,1.30753796920013,0.194219113883356,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2018",32.7000000000008,35.8621355633872,0.91182522976644,0.364193257842036,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2019",24.3500000000034,30.3825904236014,0.801445816848066,0.424894884695108,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2020",-76.3436243665931,48.892709550616,-1.56145210744679,0.121777666827595,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2021",26.6791523957412,37.9907836556819,0.7022532790463,0.484256548185905,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2022",90.3345974030883,36.7658290646503,2.45702598584792,0.0158434884126057,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2023",20.6931074500743,26.8910548312311,0.769516390485414,0.443516222535108,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(anio_def)2024",94.7347799912474,42.9179350510752,2.2073471120758,0.029723531941056,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)2",-6.18152940663039,28.0133083982587,-0.220664025781926,0.825832621801036,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)3",48.7699349446048,33.3396742334119,1.46281978051631,0.146852339195415,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)4",-6.77917841370219,33.6406234004005,-0.201517621508211,0.840729296058615,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)5",-47.1101290156925,42.4132544223731,-1.11074072615474,0.269513107824824,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)6",-38.7297547753422,55.4173597527585,-0.698874052248842,0.486356334737181,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)7",-66.9370621499762,37.6825216390716,-1.77634243247065,0.0789119621573155,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)8",-116.342976417292,39.5736450871688,-2.93991054301477,0.00413178916459675,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)9",-82.6385012972501,38.0782608964128,-2.17022782427112,0.0325097469565248,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)10",-28.0379635211587,32.5258183294188,-0.862021771049463,0.390869316842232,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)11",-53.9355313273017,29.3965061027397,-1.83475992482913,0.0697041602573596,"05.de 60 a 69 anios","resp",NA,NA,NA
"factor(month)12",-21.8823425386033,31.4291000135356,-0.696244643632151,0.487993652500319,"05.de 60 a 69 anios","resp",NA,NA,NA
"covid:factor(anio_def)2020",-0.429325714805525,1.57098887377168,-0.273283739925405,0.785234643093687,"05.de 60 a 69 anios","resp",NA,NA,NA
"covid:factor(anio_def)2021",-0.427377643072383,1.56989044253156,-0.2722340562716,0.78603913718846,"05.de 60 a 69 anios","resp",NA,NA,NA
"covid:factor(anio_def)2022",-0.358554306683627,1.56463880187154,-0.229161072993169,0.819241589817975,"05.de 60 a 69 anios","resp",NA,NA,NA
"covid:factor(anio_def)2023",-0.101527736006675,1.54661310302355,-0.0656452061657781,0.947799709258711,"05.de 60 a 69 anios","resp",NA,NA,NA
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2015,0.498681349495526,1.5691278090362
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2016,NA,1.5691278090362
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2017,NA,1.5691278090362
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2018,NA,1.5691278090362
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2019,NA,1.5691278090362
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2020,0.0693556346900015,0.0198915861354042
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2021,0.071303706423143,0.0172507871703287
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2022,0.140127042811899,0.0335496454480387
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2023,0.397153613488851,0.355023911870671
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","resp",2024,NA,1.5691278090362
"(Intercept)",-19.2723008504229,21.7536803517128,-0.885932887623105,0.377914521338255,"05.de 60 a 69 anios","circ",NA,NA,NA
"covid",3.46221918215065,2.24546980245171,1.54186851160075,0.126465414423535,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2016",90.7666666666659,22.657405863733,4.00604849524955,0.00012344941701057,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2017",12.3666666666648,28.4481834533735,0.43470848277303,0.664770372456802,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2018",23.7999999999965,23.9000237158564,0.995814911439041,0.321896634368474,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2019",33.4833333333286,26.6074848803682,1.25841782806137,0.211357352079855,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2020",-50.1776378858647,36.2761425115671,-1.38321316468158,0.169876085303079,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2021",76.9473559966629,26.285549988699,2.92736336237002,0.00428744725454676,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2022",107.223560901664,32.2505260277485,3.32470734925095,0.00126310356775714,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2023",25.4359658906526,22.9816554884464,1.10679432573689,0.271207219431593,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(anio_def)2024",41.4718743990384,53.3484509882179,0.777377292701478,0.438888266463856,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)2",-44.0250565293229,23.2705257709833,-1.8918806116628,0.0615850855681514,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)3",92.8044979242196,26.5300924809459,3.49808422231744,0.000717738334232599,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)4",-18.5905636329882,31.0441437590367,-0.598842853495569,0.550718123935557,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)5",6.33934480937235,32.4261972611725,0.195500716852887,0.845422954045636,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)6",-16.4363797769595,37.0138444635652,-0.444060324323748,0.658019557248462,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)7",3.11523295254005,28.6858256472482,0.108598336713341,0.913752561512386,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)8",-73.557913609782,23.8087803235206,-3.08952884651191,0.00263671378983162,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)9",-47.004271614023,21.3927896073004,-2.19720160282334,0.030463553030269,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)10",28.5134244633107,22.6918261350386,1.25655045537665,0.212030146016973,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)11",-63.7378041248775,22.9561576539763,-2.77650141132557,0.0066317534837814,"05.de 60 a 69 anios","circ",NA,NA,NA
"factor(month)12",-21.1529006530805,29.9665864431015,-0.70588289037339,0.482006751387255,"05.de 60 a 69 anios","circ",NA,NA,NA
"covid:factor(anio_def)2020",-3.41024333266672,2.24486552628862,-1.51913034109655,0.132086117553663,"05.de 60 a 69 anios","circ",NA,NA,NA
"covid:factor(anio_def)2021",-3.43123409999708,2.24604599796562,-1.5276775734357,0.129950663924931,"05.de 60 a 69 anios","circ",NA,NA,NA
"covid:factor(anio_def)2022",-3.32384679304182,2.24743284468982,-1.47895266410088,0.142496349788607,"05.de 60 a 69 anios","circ",NA,NA,NA
"covid:factor(anio_def)2023",-3.23456676424569,2.33917221870476,-1.38278265207712,0.170007678072401,"05.de 60 a 69 anios","circ",NA,NA,NA
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2015,3.46221918215065,2.24546980245171
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2016,NA,2.24546980245171
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2017,NA,2.24546980245171
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2018,NA,2.24546980245171
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2019,NA,2.24546980245171
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2020,0.0519758494839331,0.0160711967515242
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2021,0.0309850821535749,0.0127521006396849
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2022,0.13837238910883,0.0352243353521078
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2023,0.227652417904965,0.309521406906249
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","circ",2024,NA,2.24546980245171
"(Intercept)",2.17109758252243,6.08167249156754,0.356990217005723,0.721899299587384,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"covid",1.11479826090495,0.370396881281852,3.00973986888579,0.00335666092063413,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2016",-2.71666666666735,7.5124576911241,-0.361621559596544,0.718446439720446,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2017",-14.2666666666672,6.56795754841882,-2.17216182679223,0.0323591533457402,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2018",-0.816666666667988,7.37643566220747,-0.11071291123057,0.912080049313485,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2019",-0.950000000002145,6.69748469979556,-0.141844295669857,0.887506560611328,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2020",0.556998912694053,6.99629166062551,0.0796134494833587,0.936713943988463,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2021",1.72987794692161,7.21874204914555,0.239637035808249,0.811133416974224,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2022",-7.11695732181129,8.02321554328352,-0.887045509798015,0.377318329167149,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2023",-8.7337161893288,7.29606414994357,-1.19704487376202,0.234299226113576,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(anio_def)2024",-3.46808710171596,9.29145353356663,-0.373255604108337,0.709798638084063,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)2",-0.528273690639285,6.58717155626334,-0.0801973481527108,0.936250794312402,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)3",20.0754454451759,7.65261057411559,2.62334601385306,0.0101598301273108,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)4",10.6616383244691,7.6266735842044,1.39794082003856,0.165420931277954,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)5",8.59201086309346,9.39029501504553,0.914988384212315,0.362538946241928,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)6",0.432556639591126,7.36768862890443,0.058709951163537,0.953307763230753,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)7",-0.369954297364745,6.34338396059483,-0.0583212839807436,0.953616516446257,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)8",-9.73691001688733,7.83819447964373,-1.2422388908791,0.217238704889594,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)9",-3.3839768268552,6.48689691689016,-0.521663419383807,0.603131703347043,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)10",2.02852136376143,6.68604622031778,0.303396251972817,0.762258386297082,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)11",-8.90948565158874,6.73662432053477,-1.32254453086104,0.189195651443289,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"factor(month)12",0.085256846128221,6.33402560261713,0.013460136014132,0.989289216523127,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"covid:factor(anio_def)2020",-1.09109372840094,0.370960623959211,-2.94126561670037,0.00411529379252008,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"covid:factor(anio_def)2021",-1.10532781251977,0.370367983190499,-2.98440432944024,0.00362085131112758,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"covid:factor(anio_def)2022",-1.06150774419989,0.369276750641243,-2.87455882981152,0.00500354124335018,"05.de 60 a 69 anios","diabetes",NA,NA,NA
"covid:factor(anio_def)2023",-1.05128796617517,0.374807244675589,-2.80487632272184,0.00611675779663885,"05.de 60 a 69 anios","diabetes",NA,NA,NA
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2015,1.11479826090495,0.370396881281852
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2016,NA,0.370396881281852
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2017,NA,0.370396881281852
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2018,NA,0.370396881281852
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2019,NA,0.370396881281852
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2020,0.023704532504004,0.00449534374952091
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2021,0.00947044838517441,0.0032992568213932
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2022,0.0532905167050555,0.00810917701543788
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2023,0.0635102947297772,0.0932832596338247
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","diabetes",2024,NA,0.370396881281852
"(Intercept)",-0.177375340724783,0.95525312453205,-0.18568412514921,0.853092571921698,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"covid",0.110660503847072,0.0680934136557001,1.62512786341721,0.107483706480069,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2016",1.44999999999996,0.712426809938616,2.03529679087301,0.0446363510631079,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2017",0.0666666666665818,0.959582851680994,0.0694746332219208,0.944759405859014,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2018",-0.983333333333466,0.695045576679447,-1.41477532744155,0.160438494910959,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2019",1.21666666666648,0.945821365519944,1.28635988889683,0.201476784372276,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2020",-1.03963082215594,1.21074969046301,-0.858667014615026,0.392708570198849,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2021",-2.24004718004785,0.774678176136348,-2.89158420754787,0.00476146307013293,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2022",-1.37025760049626,1.00101728420877,-1.36886507567084,0.174303737144175,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2023",-1.65286062202024,0.851748874667988,-1.94054922897847,0.0553093591232871,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(anio_def)2024",-0.43739873686616,1.26206006700324,-0.346575213258083,0.729685086763686,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)2",-0.477486665381013,1.07369037640847,-0.444715418776709,0.657547716045514,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)3",0.0357909571125494,0.980696925444645,0.0364954311407899,0.970964713243137,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)4",0.385777885910801,1.02020215264352,0.378138670763616,0.706180171865166,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)5",0.251261883772913,1.40878840232235,0.178353174514153,0.858829440193243,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)6",0.149455934570519,1.16311212740045,0.128496583476051,0.898030524684306,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)7",-0.111118731967005,1.01537739230375,-0.109435893303565,0.91309005345294,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)8",-0.112785880494835,1.11393202628539,-0.101250235951057,0.919567475354174,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)9",-0.800981174864365,0.982425812283861,-0.815309578442683,0.416956148046707,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)10",-0.687791000898021,0.984021255550071,-0.698959496066518,0.486303180028844,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)11",-0.770648367968318,0.940944925079623,-0.819015382758035,0.414849257924884,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"factor(month)12",0.067029249286693,1.19576248949186,0.0560556547606516,0.955416448292877,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2020",-0.109820247585135,0.0681604607275023,-1.61120166168159,0.110488687401954,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2021",-0.110027191167965,0.0680513999526194,-1.61682480073255,0.109267314369872,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2022",-0.106102163175436,0.0680611965965882,-1.55892297639613,0.122375192222226,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2023",-0.051000474227076,0.0691345382683078,-0.737698920171357,0.462535009774539,"05.de 60 a 69 anios","alzheimer",NA,NA,NA
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2015,0.110660503847072,0.0680934136557001
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2016,NA,0.0680934136557001
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2017,NA,0.0680934136557001
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2018,NA,0.0680934136557001
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2019,NA,0.0680934136557001
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2020,0.000840256261937525,0.000688675719546849
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2021,0.00063331267910742,0.000225591891600843
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2022,0.00455834067163634,0.00135719505563019
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2023,0.0596600296199961,0.0127954626231901
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","alzheimer",2024,NA,0.0680934136557001
"(Intercept)",-1.09232324201219,1.8570553822545,-0.588201758789814,0.557807476637311,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"covid",0.217181778459862,0.190343847292902,1.14099710365558,0.256769693283285,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2016",2.90833333333348,1.79576913905131,1.61954745189013,0.108679850895072,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2017",2.90000000000004,1.83622180050278,1.57932990404862,0.117619754776423,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2018",0.641666666666831,1.820392404294,0.352488103747986,0.725261341528125,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2019",1.13333333333361,2.30213183679754,0.492297319909435,0.623657017102885,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2020",-0.713026620366446,2.03954348355828,-0.349601087750513,0.727420117533009,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2021",-2.63031861919518,1.90452997821458,-1.38108543802549,0.17052721388713,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2022",-1.12450953583704,2.07237790411265,-0.542617991441352,0.588677071431737,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2023",-3.10993038345552,1.99389714774233,-1.55972457605292,0.122185557079394,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(anio_def)2024",-3.01909819024355,2.67190658315536,-1.1299415216374,0.26137592673696,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)2",1.53749595159615,1.96550409173145,0.782240015711054,0.436039598100209,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)3",0.565037374383593,2.17367139968171,0.259946086821738,0.795473878985202,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)4",1.52959143090489,2.48661932821698,0.615128907568526,0.539955928112478,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)5",-0.0243750957629641,1.95409039423157,-0.0124738834165087,0.990073975490039,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)6",0.0465757736263092,1.88550711756337,0.0247019876999981,0.980345033359398,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)7",0.318468059750234,2.55124310101553,0.124828582436329,0.900925825612892,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)8",-1.19798314725415,1.7059967590811,-0.70221888809415,0.484277892879812,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)9",-1.46233684832246,1.89382684532958,-0.772159742021171,0.441956847075245,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)10",-1.48549361952279,2.11355894841281,-0.702839928187634,0.483892525091427,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)11",-3.43516658925393,1.96902423887739,-1.74460350534458,0.0843223752933232,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"factor(month)12",-1.48393438379987,2.00493284930742,-0.740141688192936,0.461058659250319,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2020",-0.217620164604723,0.190330122014684,-1.14338267795538,0.255783315980348,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2021",-0.216616370619609,0.19035658409547,-1.13795050299374,0.258033286024516,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2022",-0.213056744240351,0.190480013491766,-1.11852545752555,0.266192941750434,"05.de 60 a 69 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2023",-0.219089855438156,0.196355644510458,-1.11578078636027,0.267360256880817,"05.de 60 a 69 anios","metabolic",NA,NA,NA
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2015,0.217181778459862,0.190343847292902
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2016,NA,0.190343847292902
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2017,NA,0.190343847292902
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2018,NA,0.190343847292902
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2019,NA,0.190343847292902
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2020,-0.000438386144861275,0.00117909681242799
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2021,0.000565407840252996,0.000485444196636769
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2022,0.00412503421951166,0.00199229754151283
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2023,-0.00190807697829382,0.0250167411031182
NA,NA,NA,NA,NA,"05.de 60 a 69 anios","metabolic",2024,NA,0.190343847292902
"(Intercept)",0.891604223376061,1.47853523729349,0.603032109676448,0.547939550398161,"05.de 60 a 69 anios","anemia",NA,NA,NA
"covid",-0.0312242078311534,0.042747113337949,-0.730440148889164,0.466937810645906,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2016",1.58333333333329,1.36380917407698,1.16096398486606,0.248596346574099,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2017",1.16666666666653,1.60833275893614,0.725388860100225,0.470015551027439,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2018",-0.583333333333506,1.40562892676321,-0.414998099588607,0.67908896090418,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2019",1.08333333333312,1.47955675264285,0.732201270007404,0.465867439149123,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2020",-0.139427650624777,1.67785842369415,-0.0830985789121576,0.933949859955015,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2021",2.03582790820659,1.57698747642472,1.29096009869535,0.199883460358904,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2022",-0.655766213712908,1.37692559868222,-0.476253919849051,0.63499861464358,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2023",1.80008766518219,1.44210580072908,1.24823550690395,0.215045021541749,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(anio_def)2024",2.98157954141393,1.45214469456728,2.05322482846822,0.042829075922225,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)2",-1.58241340180598,1.2741498380793,-1.24193666593512,0.217349696192965,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)3",-0.790393599106641,1.18180326157373,-0.668803027378794,0.505260312401981,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)4",-2.82349530363823,1.41048816662908,-2.00178588551089,0.0481901028167336,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)5",-1.05519221417134,1.51281136328939,-0.697504156682807,0.487208984141292,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)6",-1.02942584970141,1.26199661181154,-0.815712055061477,0.416727014980615,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)7",-1.28140476646079,1.3203040279302,-0.970537648415424,0.334269292150584,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)8",-2.34009674948057,1.87348164383704,-1.24906307845529,0.214743557283918,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)9",-1.60892759249218,1.25127600946829,-1.28582948951117,0.20166109637857,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)10",-1.99907302466809,1.1504402550483,-1.73765914039939,0.0855459453156306,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)11",-2.00248579819134,1.49720186690053,-1.33748550710589,0.184291454264906,"05.de 60 a 69 anios","anemia",NA,NA,NA
"factor(month)12",-1.98634238129187,1.25719605576566,-1.57997821595308,0.117471127684197,"05.de 60 a 69 anios","anemia",NA,NA,NA
