"term","estimate","std.error","statistic","p.value","age","cause","anio_def","coef","se"
"factor(anio_def)2022",-0.114277725406413,0.176766001744462,-0.646491544067485,0.519536454467319,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(anio_def)2023",0.205415499095828,0.295390487322594,0.695403230339964,0.488518233140368,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(anio_def)2024",-0.330584418065656,0.194104177941524,-1.7031288124321,0.0918483089111818,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)2",-0.290614027729451,0.147373622816699,-1.97195415417665,0.0515541763961664,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)3",-0.308516879313355,0.154733722498852,-1.99385676458242,0.0490654519720927,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)4",0.17013539802215,0.248442933854775,0.684806749712598,0.49515099020269,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)5",-0.329235348348004,0.160603258101795,-2.04999171398706,0.0431502742368768,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)6",-0.138598885713639,0.194546236805631,-0.712421314281764,0.477968553897264,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)7",-0.148994275909364,0.219005878627329,-0.68032089751755,0.497973520713343,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)8",-0.146018597999555,0.212801211486357,-0.68617371573994,0.494292614655034,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)9",-0.145429918380242,0.191467306389963,-0.759554835351597,0.44942139540988,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)10",-0.166258502332062,0.213358664705871,-0.779244201594811,0.437793315847726,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)11",-0.24306811075785,0.202974243922816,-1.19753179546406,0.234110415282174,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"factor(month)12",0.0730906337714866,0.354205060362727,0.206351184527509,0.836962891416053,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2020",0.0168014651688341,0.0406517656520709,0.413302224376524,0.680326536670244,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2021",0.0145128348938151,0.0407323662950781,0.356297367765957,0.722416345157992,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2022",0.0128080616068032,0.0406052863078693,0.315428427463667,0.75313559908302,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
"covid:factor(anio_def)2023",-0.0408106612705782,0.0493673610000567,-0.826672936204374,0.410515957333089,"02.de 20 a 39 anios","alzheimer",NA,NA,NA
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2015,-0.0144328994403766,0.0406982129771698
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2016,NA,0.0406982129771698
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2017,NA,0.0406982129771698
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2018,NA,0.0406982129771698
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2019,NA,0.0406982129771698
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2020,0.00236856572845742,0.00188956359499658
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2021,7.99354534385035e-05,0.000221102675064678
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2022,-0.00162483783357346,0.00116575030096512
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2023,-0.0552435607109548,0.0292270480555986
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","alzheimer",2024,NA,0.0406982129771698
"(Intercept)",-0.609000503266742,0.800696468984091,-0.760588471233588,0.448806560996675,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"covid",0.149841738907367,0.173998846755626,0.861165126673588,0.391338468075079,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2016",1.99820683143361,0.951239919712741,2.10063390951574,0.0383499410683568,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2017",0.413080329533902,0.856794664139643,0.482122901580742,0.630839349129052,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2018",1.07795382763419,0.759050375311956,1.42013476666969,0.158876706827837,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2019",1.24282732573447,0.742558652551338,1.67370930426072,0.0975123729975216,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2020",1.49298854752393,1.07387420592684,1.3902825296333,0.167726307322342,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2021",-0.220287160277123,0.743909536526254,-0.296120898390107,0.767790974026151,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2022",0.936246642291162,1.1523207313092,0.812487892348733,0.418564674392985,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2023",0.734967002179713,0.919523688643843,0.799290992996252,0.426136798832427,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(anio_def)2024",0.692590468967489,0.867776548871294,0.798120748789919,0.426812159566068,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)2",-0.778486770899862,0.72794067202826,-1.06943711323447,0.287611264932521,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)3",0.431165458639784,1.30036385661812,0.331572933564245,0.740949869481867,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)4",-1.35829058080079,0.850797062167414,-1.59649185593158,0.113735585104926,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)5",0.394261088260256,0.886412636979793,0.444782792812603,0.657499196785207,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)6",-0.16487191326888,0.923593735632622,-0.178511294423137,0.858705621650821,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)7",0.450815159880776,0.991019301130862,0.454900484144301,0.65022970768851,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)8",-0.968799664922274,0.989055461817751,-0.979520059615009,0.329837371892331,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)9",-0.633059322653464,0.884476000809771,-0.715745053651964,0.475923005288168,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)10",-0.101756095880632,0.973775211050507,-0.104496494392024,0.916997993378775,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)11",-0.663539181266255,0.920697476113524,-0.720691865114267,0.472887609662816,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"factor(month)12",-0.658258741293515,0.996043945188371,-0.660873191864066,0.510310106657732,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2020",-0.15700122176595,0.174941659904987,-0.897449023012697,0.371772208981347,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2021",-0.147514358490594,0.174144710557841,-0.84707917925304,0.399102525442567,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2022",-0.148637005313386,0.173145033356458,-0.858453762328736,0.39282566619193,"02.de 20 a 39 anios","metabolic",NA,NA,NA
"covid:factor(anio_def)2023",-0.247201451310516,0.183422501142922,-1.34771606411527,0.180988957818137,"02.de 20 a 39 anios","metabolic",NA,NA,NA
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2015,0.149841738907367,0.173998846755626
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2016,NA,0.173998846755626
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2017,NA,0.173998846755626
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2018,NA,0.173998846755626
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2019,NA,0.173998846755626
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2020,-0.0071594828585832,0.00820720402259266
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2021,0.00232738041677233,0.00249018238511436
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2022,0.00120473359398041,0.00672794106260629
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2023,-0.0973597124031497,0.0750178997876571
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","metabolic",2024,NA,0.173998846755626
"(Intercept)",0.0584659573659034,0.599375524868188,0.0975447860984329,0.92250145868165,"02.de 20 a 39 anios","anemia",NA,NA,NA
"covid",0.0871014665820278,0.170334394668644,0.511355717390306,0.610301075529864,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2016",0.74908286655266,0.642458853621955,1.16596239950558,0.246579520314041,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2017",-0.335167600228011,0.516953634629121,-0.648351375783384,0.51833839988036,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2018",-0.00275140034201592,0.474064883846354,-0.00580384760772043,0.995381525168768,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2019",-0.337001867122687,0.639361320830821,-0.527091420989885,0.599371873692285,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2020",-1.12128879766011,0.56723332630276,-1.97676819337943,0.0509981557106096,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2021",-0.990945067093326,0.637646682053038,-1.55406606038123,0.12352919911649,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2022",0.132360324798486,0.719801692274912,0.183884431252398,0.854500211831775,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2023",0.520692226123175,0.648538600378632,0.802870061734464,0.424075214021671,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(anio_def)2024",0.440658799185554,0.818352659175039,0.538470541086493,0.591525088955319,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)2",-0.509064335302849,0.573397432706879,-0.887803652868957,0.376912420234009,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)3",-0.0197154079669686,0.643992603084365,-0.0306143391593984,0.975642013958617,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)4",-0.126637477713017,0.569051962520981,-0.222541149233534,0.824375474059134,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)5",-0.872469356655323,0.585485041807936,-1.49016506717439,0.139528758408464,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)6",-0.174470027249229,0.789783214684664,-0.220908755725949,0.825642611510199,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)7",0.583508304670646,0.712347721372292,0.819134093033322,0.414781872497322,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)8",0.0174069910290554,0.758444057112455,0.0229509228344767,0.981738070313208,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)9",-0.111669298924887,0.675695438692157,-0.165265728507844,0.869089735968877,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)10",0.0234234165228158,0.578739372735357,0.0404731691436635,0.967801737163072,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)11",0.183167311180329,0.524507721986339,0.349217568211702,0.727707061476216,"02.de 20 a 39 anios","anemia",NA,NA,NA
"factor(month)12",0.128636178969701,0.552181782226211,0.232959838789109,0.816299106236638,"02.de 20 a 39 anios","anemia",NA,NA,NA
"covid:factor(anio_def)2020",-0.0642671775248606,0.17059308675383,-0.376727912881956,0.707224887698964,"02.de 20 a 39 anios","anemia",NA,NA,NA
"covid:factor(anio_def)2021",-0.0846629859829168,0.170470473389008,-0.496643109506234,0.620600226727222,"02.de 20 a 39 anios","anemia",NA,NA,NA
"covid:factor(anio_def)2022",-0.0923276687529263,0.170198559726828,-0.542470329367734,0.588778359144267,"02.de 20 a 39 anios","anemia",NA,NA,NA
"covid:factor(anio_def)2023",-0.192866137909408,0.176293262677027,-1.09400742252268,0.276747237673479,"02.de 20 a 39 anios","anemia",NA,NA,NA
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2015,0.0871014665820278,0.170334394668644
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2016,NA,0.170334394668644
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2017,NA,0.170334394668644
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2018,NA,0.170334394668644
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2019,NA,0.170334394668644
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2020,0.0228342890571672,0.00375168669927574
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2021,0.00243848059911093,0.00167940888043318
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2022,-0.00522620217089852,0.00470416262928672
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2023,-0.10576467132738,0.0518198193811974
NA,NA,NA,NA,NA,"02.de 20 a 39 anios","anemia",2024,NA,0.170334394668644
"(Intercept)",-2.07562818371861e-14,8.76776337592331e-15,-2.36734055736311,0.0199661095380996,"03.de 40 a 49 anios","covid",NA,NA,NA
"covid",1,1.05579341746825e-15,947154986434715,0,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2016",4.23468921654277e-15,6.74566052178377e-15,0.627764946496743,0.531680046412807,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2017",4.23468921654277e-15,6.74566052178377e-15,0.627764946496743,0.531680046412807,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2018",4.23468921654277e-15,6.74566052178376e-15,0.627764946496743,0.531680046412807,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2019",4.23468921654277e-15,6.74566052178376e-15,0.627764946496743,0.531680046412807,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2020",1.01963812383539e-14,7.86750405888534e-15,1.29601219929952,0.19814441334917,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2021",9.43683573527018e-15,8.45249199661324e-15,1.11645603912448,0.267072739163772,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2022",5.25272581159447e-15,6.13894172156705e-15,0.855640279682219,0.394372550752326,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2023",7.79332229751113e-15,6.70557026879434e-15,1.16221618521826,0.248089995102691,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(anio_def)2024",5.04567439499538e-15,6.11377901483791e-15,0.825295514075618,0.411293399483011,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)2",-1.1147091482161e-14,8.51323679889781e-15,-1.309383463127,0.193596021849181,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)3",-1.7653009716412e-15,4.44204903825971e-15,-0.397406907586234,0.691968395751165,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)4",-4.87897412033943e-15,4.97709749204899e-15,-0.980285021166189,0.329461734545247,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)5",-8.26793711019381e-15,6.74793717193116e-15,-1.22525401460246,0.22354077657827,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)6",1.46480450840722e-15,5.64180184922616e-15,0.259634164324318,0.795713776463677,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)7",-7.70065768190072e-16,4.69910423930191e-15,-0.163875012975765,0.870181378680839,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)8",1.24918025775434e-15,5.49524367992108e-15,0.227320266491309,0.820668392529746,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)9",-4.66886198039081e-15,4.80313480440857e-15,-0.97204475212844,0.333522976169644,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)10",-3.86675030849678e-15,4.65961542005918e-15,-0.829843229518643,0.408729959609017,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)11",-5.79116971826942e-16,4.9582602128402e-15,-0.116798422625587,0.907268977969598,"03.de 40 a 49 anios","covid",NA,NA,NA
"factor(month)12",-1.74397849987262e-15,4.74382430489543e-15,-0.367631342938419,0.713974597027471,"03.de 40 a 49 anios","covid",NA,NA,NA
"covid:factor(anio_def)2020",-2.73315816571558e-18,1.05797993569526e-15,-0.00258337429047695,0.997944242469794,"03.de 40 a 49 anios","covid",NA,NA,NA
"covid:factor(anio_def)2021",3.4351669952666e-17,1.05667903280801e-15,0.0325090863792198,0.974134998704734,"03.de 40 a 49 anios","covid",NA,NA,NA
"covid:factor(anio_def)2022",7.85345417703503e-17,1.04694703919769e-15,0.0750129078453997,0.940363851833079,"03.de 40 a 49 anios","covid",NA,NA,NA
"covid:factor(anio_def)2023",-1.5781999654835e-16,9.89890402260002e-16,-0.159431787789874,0.873670764527131,"03.de 40 a 49 anios","covid",NA,NA,NA
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2015,1,1.05579341746825e-15
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2016,NA,1.05579341746825e-15
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2017,NA,1.05579341746825e-15
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2018,NA,1.05579341746825e-15
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2019,NA,1.05579341746825e-15
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2020,1,2.13566211492002e-17
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2021,1,1.91081001282569e-17
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2022,1,2.23098610450126e-17
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2023,1,1.74959599587398e-16
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","covid",2024,NA,1.05579341746825e-15
"(Intercept)",-5.59215228666335,7.47421350537219,-0.748192740633368,0.456211786166354,"03.de 40 a 49 anios","resp",NA,NA,NA
"covid",2.54163408270717,2.41042657792104,1.0544333131687,0.294387309414337,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2016",30.25,13.5766345055722,2.22809268287989,0.0282590793047936,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2017",10.5833333333334,5.74481918589919,1.84223958855145,0.0685926558684038,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2018",12.5833333333338,7.66506490818898,1.64164732902528,0.104004806190182,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2019",8.83333333333382,7.88186045631086,1.12071678790775,0.265263525915729,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2020",2.65307857105283,9.93210839755619,0.26712138700637,0.789960871828021,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2021",19.6316056425102,6.80484820148733,2.88494394896559,0.00485456827702224,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2022",20.7118069245052,7.10989411215205,2.91309639747027,0.00447099435673798,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2023",13.31756572042,5.82464158548696,2.28641806108772,0.0244750791162177,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(anio_def)2024",27.3854736885963,9.68409632475923,2.82788117447574,0.00572637809095822,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)2",-5.96339121314755,7.06198788828123,-0.844435208256771,0.400570292016686,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)3",6.65356492666674,7.33388489953211,0.90723607171572,0.36660187069084,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)4",-5.55020578490319,8.62260113153007,-0.643681146818664,0.521349589077249,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)5",-12.3045201415332,9.8092476031902,-1.25437960578459,0.212814254101626,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)6",-4.2808904721667,16.7594210898565,-0.255431882116601,0.79894762717134,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)7",-9.23488266166917,10.5634270280957,-0.874231689877445,0.384220199420157,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)8",-19.3657962579338,7.52606026794006,-2.57316518450288,0.0116416697404504,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)9",-12.3518695848883,9.27058213006769,-1.33237259662766,0.185958830812349,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)10",-8.22637904460626,9.74444507041718,-0.844212162432978,0.400694263591114,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)11",0.944761506116365,7.53591360137787,0.125367879210243,0.900500052006979,"03.de 40 a 49 anios","resp",NA,NA,NA
"factor(month)12",-12.6145638284695,8.19300097471892,-1.53967561671165,0.126999100768361,"03.de 40 a 49 anios","resp",NA,NA,NA
"covid:factor(anio_def)2020",-2.51419731810171,2.41384435018932,-1.04157391834503,0.300280774027889,"03.de 40 a 49 anios","resp",NA,NA,NA
"covid:factor(anio_def)2021",-2.48097327057405,2.41175150963442,-1.028701862801,0.306259553957985,"03.de 40 a 49 anios","resp",NA,NA,NA
"covid:factor(anio_def)2022",-2.44184367308299,2.39985268333804,-1.01749731974654,0.311528645533181,"03.de 40 a 49 anios","resp",NA,NA,NA
"covid:factor(anio_def)2023",-2.26603997126829,2.32378906614089,-0.975148736297093,0.33198933116611,"03.de 40 a 49 anios","resp",NA,NA,NA
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2015,2.54163408270717,2.41042657792104
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2016,NA,2.41042657792104
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2017,NA,2.41042657792104
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2018,NA,2.41042657792104
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2019,NA,2.41042657792104
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2020,0.0274367646054574,0.0271670425134508
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2021,0.0606608121331149,0.00719883792554136
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2022,0.0997904096241764,0.0350675457140076
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2023,0.27559411143888,0.274198163764071
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","resp",2024,NA,2.41042657792104
"(Intercept)",4.13193869124273,5.42636558442017,0.761456010834598,0.448290899717908,"03.de 40 a 49 anios","circ",NA,NA,NA
"covid",3.56881098735653,3.65210086974161,0.977193980846706,0.33098133247785,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2016",1.84166666666692,5.65686409607121,0.325563180481211,0.745478456686073,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2017",0.516666666668013,5.70853501365079,0.0905077511887921,0.928076315727599,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2018",1.60833333333484,5.86050181902395,0.27443611195785,0.784351715360737,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2019",0.116666666668353,6.11315388041678,0.019084529679858,0.984814123502841,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2020",-9.4698630491599,6.52561384747573,-1.45118348564604,0.150057939844069,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2021",12.717458594249,7.15095157678952,1.77842885071788,0.0785665845027253,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2022",18.6164172474355,6.89692881754473,2.69923291075271,0.008241199698441,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2023",16.7582472870767,7.28979138139426,2.29886514034527,0.0237278609951786,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(anio_def)2024",20.5795807721296,12.0344703641395,1.71005288553895,0.0905550330975529,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)2",-17.6132058199753,5.78795242267813,-3.0430806153423,0.00303614157199335,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)3",4.9050073806106,7.03677089996893,0.697053726821241,0.487489519443443,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)4",-4.63333261927469,7.6428363356577,-0.606232086595632,0.545821880897307,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)5",2.52965811710523,7.07763307798374,0.357415832275085,0.721581743975441,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)6",-6.78384959874784,9.69659991161728,-0.69961116892327,0.485897878522545,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)7",-2.13250750841281,5.76129231061496,-0.370143952682933,0.712107924026282,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)8",-7.41216163719633,7.38941831305968,-1.00307782333779,0.318398487743071,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)9",-15.169946931844,7.29493193150187,-2.07951864037761,0.040292325454471,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)10",8.42021481033779,6.07720596575296,1.38554047004305,0.169166051720655,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)11",-19.5433201332464,7.34504352708631,-2.66074939667498,0.00916867887335963,"03.de 40 a 49 anios","circ",NA,NA,NA
"factor(month)12",-1.94982034779312,8.34489503969426,-0.233654268689826,0.815761491251337,"03.de 40 a 49 anios","circ",NA,NA,NA
"covid:factor(anio_def)2020",-3.48080983611571,3.65325065573357,-0.952797977508819,0.343136092734061,"03.de 40 a 49 anios","circ",NA,NA,NA
"covid:factor(anio_def)2021",-3.54607020102368,3.65306744806744,-0.970710300708967,0.334183739497641,"03.de 40 a 49 anios","circ",NA,NA,NA
"covid:factor(anio_def)2022",-3.42191306867189,3.64796060110133,-0.938034546655688,0.350630635472327,"03.de 40 a 49 anios","circ",NA,NA,NA
"covid:factor(anio_def)2023",-3.45212867591531,3.63920118813467,-0.948595171701609,0.345258951372792,"03.de 40 a 49 anios","circ",NA,NA,NA
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2015,3.56881098735653,3.65210086974161
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2016,NA,3.65210086974161
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2017,NA,3.65210086974161
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2018,NA,3.65210086974161
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2019,NA,3.65210086974161
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2020,0.0880011512408125,0.0188594176935163
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2021,0.0227407863328448,0.0108644022749422
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2022,0.146897918684633,0.0317652817672754
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2023,0.116682311441216,0.388274942965305
NA,NA,NA,NA,NA,"03.de 40 a 49 anios","circ",2024,NA,3.65210086974161
"(Intercept)",0.463782143736701,1.9985399673578,0.232060479806092,0.816995504118567,"03.de 40 a 49 anios","diabetes",NA,NA,NA
"covid",1.32629378767688,0.493386498883988,2.68814365751167,0.0084993039906993,"03.de 40 a 49 anios","diabetes",NA,NA,NA
"factor(anio_def)2016",4.10833333333345,2.42662344075189,1.69302466313458,0.0937625752595014,"03.de 40 a 49 anios","diabetes",NA,NA,NA
"factor(anio_def)2017",2.30000000000009,2.19617533605231,1.04727521625592,0.297658076733184,"03.de 40 a 49 anios","diabetes",NA,NA,NA
"factor(anio_def)2018",2.24166666666684,1.95114839950521,1.14889603847422,0.253513918735478,"03.de 40 a 49 anios","diabetes",NA,NA,NA
