"age","anio_def","variable","method","cor","p.value","n"
"03.de 40 a 49 anios",2018,"diabetes","pearson",0.0636484291956175,0.844208177362214,12
"03.de 40 a 49 anios",2018,"diabetes","spearman",0.155485768402848,0.629428153779473,12
"03.de 40 a 49 anios",2018,"alzheimer","pearson",0.190992271870071,0.552102934454889,12
"03.de 40 a 49 anios",2018,"alzheimer","spearman",0.194325082689389,0.545052702926967,12
"03.de 40 a 49 anios",2018,"metabolic","pearson",-0.293961859729999,0.353709367883776,12
"03.de 40 a 49 anios",2018,"metabolic","spearman",-0.142472467116247,0.658701732729494,12
"03.de 40 a 49 anios",2018,"anemia","pearson",-0.509637543910456,0.090541886148902,12
"03.de 40 a 49 anios",2018,"anemia","spearman",-0.354639763315421,0.258008530077449,12
"03.de 40 a 49 anios",2019,"covid","pearson",NA,NA,12
"03.de 40 a 49 anios",2019,"covid","spearman",NA,NA,12
"03.de 40 a 49 anios",2019,"resp","pearson",0.661357045299987,0.0191768937403271,12
"03.de 40 a 49 anios",2019,"resp","spearman",0.321678321678322,0.308312360549134,12
"03.de 40 a 49 anios",2019,"circ","pearson",0.335413447610195,0.286505802581225,12
"03.de 40 a 49 anios",2019,"circ","spearman",0.321678321678322,0.308312360549134,12
"03.de 40 a 49 anios",2019,"diabetes","pearson",0.60345699484657,0.0377539858037407,12
"03.de 40 a 49 anios",2019,"diabetes","spearman",0.431119630571534,0.161737443129847,12
"03.de 40 a 49 anios",2019,"alzheimer","pearson",-0.268668537306881,0.398463743860065,12
"03.de 40 a 49 anios",2019,"alzheimer","spearman",-0.305699202718803,0.33389313645066,12
"03.de 40 a 49 anios",2019,"metabolic","pearson",0.131185609793652,0.684454558927172,12
"03.de 40 a 49 anios",2019,"metabolic","spearman",-0.0571559811963211,0.859953570847056,12
"03.de 40 a 49 anios",2019,"anemia","pearson",0.152018579565149,0.637181995829609,12
"03.de 40 a 49 anios",2019,"anemia","spearman",0.24732114328285,0.438343101589887,12
"03.de 40 a 49 anios",2020,"covid","pearson",0.961456379577017,6.27924910524376e-07,12
"03.de 40 a 49 anios",2020,"covid","spearman",0.767076482830489,0.00359617644538398,12
"03.de 40 a 49 anios",2020,"resp","pearson",0.659261522643314,0.0196986741161584,12
"03.de 40 a 49 anios",2020,"resp","spearman",0.622377622377623,0.0348001228553438,12
"03.de 40 a 49 anios",2020,"circ","pearson",0.597288989160168,0.0402936134009658,12
"03.de 40 a 49 anios",2020,"circ","spearman",0.560421174670677,0.0580535496581408,12
"03.de 40 a 49 anios",2020,"diabetes","pearson",0.828466448028873,0.000870203579969811,12
"03.de 40 a 49 anios",2020,"diabetes","spearman",0.774081747513873,0.00312665637392049,12
"03.de 40 a 49 anios",2020,"alzheimer","pearson",-0.104010888406914,0.747692060426925,12
"03.de 40 a 49 anios",2020,"alzheimer","spearman",0.0244826591570564,0.939797832095079,12
"03.de 40 a 49 anios",2020,"metabolic","pearson",-0.0574443037185838,0.859253299963035,12
"03.de 40 a 49 anios",2020,"metabolic","spearman",-0.014315141698438,0.964780954767383,12
"03.de 40 a 49 anios",2020,"anemia","pearson",-0.0789388847501989,0.807341345816112,12
"03.de 40 a 49 anios",2020,"anemia","spearman",-0.0571559811963211,0.859953570847056,12
"03.de 40 a 49 anios",2021,"covid","pearson",0.997472418800623,8.08994815805596e-13,12
"03.de 40 a 49 anios",2021,"covid","spearman",0.937062937062937,0,12
"03.de 40 a 49 anios",2021,"resp","pearson",0.949811454543342,2.30459580674157e-06,12
"03.de 40 a 49 anios",2021,"resp","spearman",0.847637026689399,0.00049779737943605,12
"03.de 40 a 49 anios",2021,"circ","pearson",0.804145217159869,0.00161670881089673,12
"03.de 40 a 49 anios",2021,"circ","spearman",0.798600173905715,0.00184042485548765,12
"03.de 40 a 49 anios",2021,"diabetes","pearson",0.701178775765149,0.0110623416218589,12
"03.de 40 a 49 anios",2021,"diabetes","spearman",0.633976453846203,0.0268409444196137,12
"03.de 40 a 49 anios",2021,"alzheimer","pearson",NA,NA,12
"03.de 40 a 49 anios",2021,"alzheimer","spearman",NA,NA,12
"03.de 40 a 49 anios",2021,"metabolic","pearson",-0.089881071206478,0.781173605929194,12
"03.de 40 a 49 anios",2021,"metabolic","spearman",-0.110739713567872,0.731883635881289,12
"03.de 40 a 49 anios",2021,"anemia","pearson",0.0929332256172076,0.773910368643583,12
"03.de 40 a 49 anios",2021,"anemia","spearman",-0.042945425095314,0.894573452202885,12
"03.de 40 a 49 anios",2022,"covid","pearson",0.881077556577922,0.000152928576507236,12
"03.de 40 a 49 anios",2022,"covid","spearman",0.174825174825175,0.588259894923335,12
"03.de 40 a 49 anios",2022,"resp","pearson",0.325171948365799,0.302383538183326,12
"03.de 40 a 49 anios",2022,"resp","spearman",0.199650043476429,0.533867048433135,12
"03.de 40 a 49 anios",2022,"circ","pearson",0.389040801459552,0.21132547825163,12
"03.de 40 a 49 anios",2022,"circ","spearman",0.140105293667669,0.664075769442981,12
"03.de 40 a 49 anios",2022,"diabetes","pearson",0.829870863098179,0.000837250770148779,12
"03.de 40 a 49 anios",2022,"diabetes","spearman",0.654945818139719,0.0208058566785112,12
"03.de 40 a 49 anios",2022,"alzheimer","pearson",-0.31670839898464,0.315867399202174,12
"03.de 40 a 49 anios",2022,"alzheimer","spearman",-0.307254933899514,0.3313127457838,12
"03.de 40 a 49 anios",2022,"metabolic","pearson",0.606429339345362,0.036571811161549,12
"03.de 40 a 49 anios",2022,"metabolic","spearman",0.163136979546909,0.612439283185475,12
"03.de 40 a 49 anios",2022,"anemia","pearson",-0.301656817207964,0.3406486613262,12
"03.de 40 a 49 anios",2022,"anemia","spearman",-0.385970875123235,0.215266199590512,12
"03.de 40 a 49 anios",2023,"covid","pearson",0.382100961487417,0.220296720408184,12
"03.de 40 a 49 anios",2023,"covid","spearman",0.482406328414739,0.112204074270652,12
"03.de 40 a 49 anios",2023,"resp","pearson",0.477795172867792,0.11618290462628,12
"03.de 40 a 49 anios",2023,"resp","spearman",0.441331675053158,0.150934728875414,12
"03.de 40 a 49 anios",2023,"circ","pearson",0.402724019469037,0.19429708026844,12
"03.de 40 a 49 anios",2023,"circ","spearman",0.0560421174670677,0.862659762625281,12
"03.de 40 a 49 anios",2023,"diabetes","pearson",0.0194476864891324,0.952164585586342,12
"03.de 40 a 49 anios",2023,"diabetes","spearman",0.0846593764103251,0.79363673599573,12
"03.de 40 a 49 anios",2023,"alzheimer","pearson",-0.727296777079623,0.00735211474997469,12
"03.de 40 a 49 anios",2023,"alzheimer","spearman",-0.480384461415261,0.11393741215192,12
"03.de 40 a 49 anios",2023,"metabolic","pearson",0.037614084142036,0.907608486326133,12
"03.de 40 a 49 anios",2023,"metabolic","spearman",0.0544860476069216,0.866442582513113,12
"03.de 40 a 49 anios",2023,"anemia","pearson",-0.124754706502647,0.699268919575043,12
"03.de 40 a 49 anios",2023,"anemia","spearman",-0.132415060710552,0.681633778325001,12
"03.de 40 a 49 anios",2024,"covid","pearson",0.451557432209501,0.140591477870195,12
"03.de 40 a 49 anios",2024,"covid","spearman",0.600968311280147,0.0387645365979166,12
"03.de 40 a 49 anios",2024,"resp","pearson",0.587720419391122,0.0444700584584931,12
"03.de 40 a 49 anios",2024,"resp","spearman",0.500876424861918,0.0971737747799287,12
"03.de 40 a 49 anios",2024,"circ","pearson",0.640929717786829,0.0247154584482256,12
"03.de 40 a 49 anios",2024,"circ","spearman",0.514886954228684,0.0867182974439261,12
"03.de 40 a 49 anios",2024,"diabetes","pearson",0.519710070563863,0.0833029689586777,12
"03.de 40 a 49 anios",2024,"diabetes","spearman",0.516703139600778,0.0854212962762409,12
"03.de 40 a 49 anios",2024,"alzheimer","pearson",NA,NA,12
"03.de 40 a 49 anios",2024,"alzheimer","spearman",NA,NA,12
"03.de 40 a 49 anios",2024,"metabolic","pearson",0.693411400460026,0.0123945178550166,12
"03.de 40 a 49 anios",2024,"metabolic","spearman",0.73321216648276,0.00666123191063095,12
"03.de 40 a 49 anios",2024,"anemia","pearson",-0.165849673145173,0.606457259572084,12
"03.de 40 a 49 anios",2024,"anemia","spearman",-0.232913678261945,0.466301041779284,12
"04.de 50 a 59 anios",2015,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2015,"resp","pearson",-0.12956006074907,0.688189807864799,12
"04.de 50 a 59 anios",2015,"resp","spearman",-0.0945710732256767,0.77001958268201,12
"04.de 50 a 59 anios",2015,"circ","pearson",0.108217618021273,0.737798086237354,12
"04.de 50 a 59 anios",2015,"circ","spearman",-0.00700526468338346,0.982761609403465,12
"04.de 50 a 59 anios",2015,"diabetes","pearson",-0.111176405970547,0.730860918004604,12
"04.de 50 a 59 anios",2015,"diabetes","spearman",0.0421055223493502,0.896625488790023,12
"04.de 50 a 59 anios",2015,"alzheimer","pearson",0.28443892446913,0.370234135815407,12
"04.de 50 a 59 anios",2015,"alzheimer","spearman",0.204836622599676,0.523066896890598,12
"04.de 50 a 59 anios",2015,"metabolic","pearson",-0.404155872729066,0.192565705166558,12
"04.de 50 a 59 anios",2015,"metabolic","spearman",-0.264346413032985,0.406385291840373,12
"04.de 50 a 59 anios",2015,"anemia","pearson",0.308475852074094,0.32929530170351,12
"04.de 50 a 59 anios",2015,"anemia","spearman",0.306098283094744,0.333230171931573,12
"04.de 50 a 59 anios",2016,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"resp","pearson",0.683785941360877,0.0142059502762717,12
"04.de 50 a 59 anios",2016,"resp","spearman",0.335664335664336,0.286690914249746,12
"04.de 50 a 59 anios",2016,"circ","pearson",0.61774145205191,0.0323136915939295,12
"04.de 50 a 59 anios",2016,"circ","spearman",0.356643356643357,0.256012537309024,12
"04.de 50 a 59 anios",2016,"diabetes","pearson",0.800753595205737,0.00175089869467628,12
"04.de 50 a 59 anios",2016,"diabetes","spearman",0.526319029366878,0.0787731449970128,12
"04.de 50 a 59 anios",2016,"alzheimer","pearson",-0.172799436960577,0.591233199957479,12
"04.de 50 a 59 anios",2016,"alzheimer","spearman",0.0114269339444796,0.971883925024844,12
"04.de 50 a 59 anios",2016,"metabolic","pearson",0.336813256046921,0.284373160037274,12
"04.de 50 a 59 anios",2016,"metabolic","spearman",0.21317111131258,0.505912315894097,12
"04.de 50 a 59 anios",2016,"anemia","pearson",0.513037082821986,0.0880529974260001,12
"04.de 50 a 59 anios",2016,"anemia","spearman",0.458084534350016,0.134234947313399,12
"04.de 50 a 59 anios",2017,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"resp","pearson",-0.0428509825559452,0.894804163277297,12
"04.de 50 a 59 anios",2017,"resp","spearman",-0.104895104895105,0.749479042672183,12
"04.de 50 a 59 anios",2017,"circ","pearson",0.0771442767153063,0.811651145920873,12
"04.de 50 a 59 anios",2017,"circ","spearman",0.104895104895105,0.749479042672183,12
"04.de 50 a 59 anios",2017,"diabetes","pearson",-0.148506473452184,0.645070480933286,12
"04.de 50 a 59 anios",2017,"diabetes","spearman",-0.214414227997602,0.503375209329495,12
"04.de 50 a 59 anios",2017,"alzheimer","pearson",-0.354211645001698,0.258624373143079,12
"04.de 50 a 59 anios",2017,"alzheimer","spearman",-0.538593208858132,0.0708119808557965,12
"04.de 50 a 59 anios",2017,"metabolic","pearson",-0.318346796266154,0.313231681326868,12
"04.de 50 a 59 anios",2017,"metabolic","spearman",-0.197890977967261,0.537551341343965,12
"04.de 50 a 59 anios",2017,"anemia","pearson",0.518243777150459,0.08433143589389,12
"04.de 50 a 59 anios",2017,"anemia","spearman",0.403570797600421,0.193272014413081,12
"04.de 50 a 59 anios",2018,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"resp","pearson",0.349703459994624,0.265161212983725,12
"04.de 50 a 59 anios",2018,"resp","spearman",0.360771131194248,0.24928250596238,12
"04.de 50 a 59 anios",2018,"circ","pearson",-0.048820102595645,0.880237760239118,12
"04.de 50 a 59 anios",2018,"circ","spearman",-0.0629370629370629,0.851681911253293,12
"04.de 50 a 59 anios",2018,"diabetes","pearson",0.621333942259476,0.0310392637486167,12
"04.de 50 a 59 anios",2018,"diabetes","spearman",0.47368712643019,0.119805018884071,12
"04.de 50 a 59 anios",2018,"alzheimer","pearson",-0.243389307870064,0.445891202785428,12
"04.de 50 a 59 anios",2018,"alzheimer","spearman",-0.174927708859906,0.586600813992469,12
"04.de 50 a 59 anios",2018,"metabolic","pearson",0.624480007788256,0.0299532297569506,12
"04.de 50 a 59 anios",2018,"metabolic","spearman",0.441811940919155,0.150438368862446,12
"04.de 50 a 59 anios",2018,"anemia","pearson",-0.0459661337676631,0.887198291148639,12
"04.de 50 a 59 anios",2018,"anemia","spearman",0.0341394370999459,0.916115401610521,12
"04.de 50 a 59 anios",2019,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"resp","pearson",0.336705269322594,0.284537358290723,12
"04.de 50 a 59 anios",2019,"resp","spearman",0.342657342657343,0.276230512588156,12
"04.de 50 a 59 anios",2019,"circ","pearson",0.449365622879491,0.142768791945954,12
"04.de 50 a 59 anios",2019,"circ","spearman",0.405594405594406,0.192612183946047,12
"04.de 50 a 59 anios",2019,"diabetes","pearson",-0.0514214141610267,0.873900193435966,12
"04.de 50 a 59 anios",2019,"diabetes","spearman",0.00699300699300699,0.991230036057101,12
"04.de 50 a 59 anios",2019,"alzheimer","pearson",0.428787473902976,0.164271330769768,12
"04.de 50 a 59 anios",2019,"alzheimer","spearman",0.510678887445117,0.0897745105996275,12
"04.de 50 a 59 anios",2019,"metabolic","pearson",-0.102431860197378,0.751414964067293,12
"04.de 50 a 59 anios",2019,"metabolic","spearman",-0.107958379271883,0.738406761326968,12
"04.de 50 a 59 anios",2019,"anemia","pearson",0.0549075890826165,0.865417554127141,12
"04.de 50 a 59 anios",2019,"anemia","spearman",0,1,12
"04.de 50 a 59 anios",2020,"covid","pearson",0.966891609966432,2.96363001627061e-07,12
"04.de 50 a 59 anios",2020,"covid","spearman",0.760071218147106,0.00411738035568086,12
"04.de 50 a 59 anios",2020,"resp","pearson",0.866071587027505,0.000269852070045138,12
"04.de 50 a 59 anios",2020,"resp","spearman",0.826621232639249,0.000915011267983693,12
"04.de 50 a 59 anios",2020,"circ","pearson",0.521680082717206,0.0819346524751994,12
"04.de 50 a 59 anios",2020,"circ","spearman",0.573426573426573,0.0554813240816213,12
"04.de 50 a 59 anios",2020,"diabetes","pearson",0.50282418066662,0.0956720791787452,12
"04.de 50 a 59 anios",2020,"diabetes","spearman",0.511384321886993,0.0892571722151938,12
"04.de 50 a 59 anios",2020,"alzheimer","pearson",0.310992011987751,0.325158765104043,12
"04.de 50 a 59 anios",2020,"alzheimer","spearman",0.389054993191739,0.21130736345211,12
"04.de 50 a 59 anios",2020,"metabolic","pearson",-0.243566054989832,0.445550565733814,12
"04.de 50 a 59 anios",2020,"metabolic","spearman",-0.334813412501546,0.287422740923071,12
"04.de 50 a 59 anios",2020,"anemia","pearson",-0.20279095543198,0.527315351212477,12
"04.de 50 a 59 anios",2020,"anemia","spearman",-0.237508434398142,0.457295869267725,12
"04.de 50 a 59 anios",2021,"covid","pearson",0.998697824439097,2.94208681668991e-14,12
"04.de 50 a 59 anios",2021,"covid","spearman",0.993006993006993,0,12
"04.de 50 a 59 anios",2021,"resp","pearson",0.942489473925852,4.49674136789265e-06,12
"04.de 50 a 59 anios",2021,"resp","spearman",0.979020979020979,0,12
"04.de 50 a 59 anios",2021,"circ","pearson",0.759896300912075,0.00413108697717555,12
"04.de 50 a 59 anios",2021,"circ","spearman",0.741258741258741,0.0081706398158992,12
"04.de 50 a 59 anios",2021,"diabetes","pearson",0.731337166252783,0.00687470017309458,12
"04.de 50 a 59 anios",2021,"diabetes","spearman",0.610530074065578,0.0349845386935434,12
"04.de 50 a 59 anios",2021,"alzheimer","pearson",0.516039082243246,0.0858939871613117,12
"04.de 50 a 59 anios",2021,"alzheimer","spearman",0.433629090391994,0.159038738045753,12
"04.de 50 a 59 anios",2021,"metabolic","pearson",0.509547770401562,0.0906082475798279,12
"04.de 50 a 59 anios",2021,"metabolic","spearman",0.570519665856535,0.0527318124560226,12
"04.de 50 a 59 anios",2021,"anemia","pearson",-0.480596826097783,0.113754526747843,12
"04.de 50 a 59 anios",2021,"anemia","spearman",-0.341236864937559,0.277693237978533,12
"04.de 50 a 59 anios",2022,"covid","pearson",0.947319010423123,2.92416107834293e-06,12
"04.de 50 a 59 anios",2022,"covid","spearman",0.378284292902707,0.225326753392867,12
"04.de 50 a 59 anios",2022,"resp","pearson",0.611830145108527,0.0344917747328899,12
"04.de 50 a 59 anios",2022,"resp","spearman",0.258741258741259,0.416938426539878,12
"04.de 50 a 59 anios",2022,"circ","pearson",0.126131103441578,0.696089919262504,12
"04.de 50 a 59 anios",2022,"circ","spearman",-0.175131617084587,0.586157732126183,12
"04.de 50 a 59 anios",2022,"diabetes","pearson",0.173486626563734,0.589735921655049,12
"04.de 50 a 59 anios",2022,"diabetes","spearman",-0.16901827564896,0.599497869823576,12
"04.de 50 a 59 anios",2022,"alzheimer","pearson",0.416540433206417,0.177988478442402,12
"04.de 50 a 59 anios",2022,"alzheimer","spearman",0.0836242010007091,0.796112856034076,12
"04.de 50 a 59 anios",2022,"metabolic","pearson",-0.303700560490438,0.337224078695615,12
"04.de 50 a 59 anios",2022,"metabolic","spearman",-0.281694085016664,0.375070612745742,12
"04.de 50 a 59 anios",2022,"anemia","pearson",0.406937940612597,0.189228981131057,12
"04.de 50 a 59 anios",2022,"anemia","spearman",0.387961777410781,0.212705541699813,12
"04.de 50 a 59 anios",2023,"covid","pearson",0.354694763650969,0.257929474729746,12
"04.de 50 a 59 anios",2023,"covid","spearman",0.0492098228191217,0.87928786661626,12
"04.de 50 a 59 anios",2023,"resp","pearson",-0.640991170620916,0.0246972361082557,12
"04.de 50 a 59 anios",2023,"resp","spearman",-0.458844836761617,0.133506869463948,12
"04.de 50 a 59 anios",2023,"circ","pearson",-0.619924931338349,0.0315347203767559,12
"04.de 50 a 59 anios",2023,"circ","spearman",-0.609458027454361,0.0353946454668789,12
"04.de 50 a 59 anios",2023,"diabetes","pearson",-0.331950955885412,0.291819831596669,12
"04.de 50 a 59 anios",2023,"diabetes","spearman",-0.25352741347344,0.426555665860928,12
"04.de 50 a 59 anios",2023,"alzheimer","pearson",-0.0340686981530706,0.916288677248952,12
"04.de 50 a 59 anios",2023,"alzheimer","spearman",-0.0482804549585268,0.881553321981362,12
"04.de 50 a 59 anios",2023,"metabolic","pearson",-0.130286622609148,0.686519490086333,12
"04.de 50 a 59 anios",2023,"metabolic","spearman",-0.174685258696459,0.587127815217763,12
"04.de 50 a 59 anios",2023,"anemia","pearson",0.0835420970391262,0.796309321368494,12
"04.de 50 a 59 anios",2023,"anemia","spearman",0,1,12
"04.de 50 a 59 anios",2024,"covid","pearson",0.595646291875069,0.0409899407833187,12
"04.de 50 a 59 anios",2024,"covid","spearman",0.684183929894463,0.0141273986320463,12
"04.de 50 a 59 anios",2024,"resp","pearson",0.0290913796673279,0.92848865663002,12
"04.de 50 a 59 anios",2024,"resp","spearman",-0.0315236910752256,0.92252486452154,12
"04.de 50 a 59 anios",2024,"circ","pearson",0.309291603998182,0.327951090844041,12
"04.de 50 a 59 anios",2024,"circ","spearman",0.0909090909090909,0.783196910294608,12
"04.de 50 a 59 anios",2024,"diabetes","pearson",0.284461535070465,0.370194431180564,12
"04.de 50 a 59 anios",2024,"diabetes","spearman",0.105078970250752,0.745176621912518,12
"04.de 50 a 59 anios",2024,"alzheimer","pearson",-0.123203509353948,0.702856966146466,12
"04.de 50 a 59 anios",2024,"alzheimer","spearman",-0.102418311299838,0.751446929730252,12
"04.de 50 a 59 anios",2024,"metabolic","pearson",0.117173546369165,0.716857136624235,12
"04.de 50 a 59 anios",2024,"metabolic","spearman",0.30205992649596,0.339971717740359,12
"04.de 50 a 59 anios",2024,"anemia","pearson",-0.228982374942521,0.474070973494273,12
"04.de 50 a 59 anios",2024,"anemia","spearman",-0.344828831936901,0.272335843074386,12
"05.de 60 a 69 anios",2015,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2015,"resp","pearson",0.0865433793046371,0.789134736412832,12
"05.de 60 a 69 anios",2015,"resp","spearman",0.216783216783217,0.499114747625363,12
"05.de 60 a 69 anios",2015,"circ","pearson",-0.14843606794438,0.64522896477181,12
"05.de 60 a 69 anios",2015,"circ","spearman",-0.104895104895105,0.749479042672183,12
"05.de 60 a 69 anios",2015,"diabetes","pearson",0.0268267845243612,0.934044268732027,12
"05.de 60 a 69 anios",2015,"diabetes","spearman",0.0769230769230769,0.817283290706317,12
"05.de 60 a 69 anios",2015,"alzheimer","pearson",0.407410616671676,0.188665649802992,12
"05.de 60 a 69 anios",2015,"alzheimer","spearman",0.560346851897464,0.0580940484781769,12
"05.de 60 a 69 anios",2015,"metabolic","pearson",0.468598222550318,0.124393844287273,12
"05.de 60 a 69 anios",2015,"metabolic","spearman",0.522810235837765,0.0811566213313913,12
"05.de 60 a 69 anios",2015,"anemia","pearson",-0.00897590350704027,0.97791323516055,12
"05.de 60 a 69 anios",2015,"anemia","spearman",0,1,12
"05.de 60 a 69 anios",2016,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"resp","pearson",0.545835562546178,0.0663838138215336,12
"05.de 60 a 69 anios",2016,"resp","spearman",0.00350263234169173,0.991380381721317,12
"05.de 60 a 69 anios",2016,"circ","pearson",0.455092083832431,0.137125571964605,12
"05.de 60 a 69 anios",2016,"circ","spearman",0.188811188811189,0.557827775088338,12
"05.de 60 a 69 anios",2016,"diabetes","pearson",0.461209515622819,0.131258825760786,12
"05.de 60 a 69 anios",2016,"diabetes","spearman",0.157618455376128,0.624675666406758,12
"05.de 60 a 69 anios",2016,"alzheimer","pearson",0.105177728344997,0.744944151780362,12
"05.de 60 a 69 anios",2016,"alzheimer","spearman",-0.143678679973709,0.655969018507607,12
"05.de 60 a 69 anios",2016,"metabolic","pearson",0.335710835643095,0.286051967621456,12
"05.de 60 a 69 anios",2016,"metabolic","spearman",0.115994582359358,0.71960393993745,12
"05.de 60 a 69 anios",2016,"anemia","pearson",0.588362202691719,0.044180756717307,12
"05.de 60 a 69 anios",2016,"anemia","spearman",0.541634491516355,0.0689284498305543,12
"05.de 60 a 69 anios",2017,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"resp","pearson",0.30852400457628,0.329215871957426,12
"05.de 60 a 69 anios",2017,"resp","spearman",0.153846153846154,0.635139955377586,12
"05.de 60 a 69 anios",2017,"circ","pearson",0.473670934616891,0.119819440382285,12
"05.de 60 a 69 anios",2017,"circ","spearman",0.241681631576729,0.449188744038428,12
"05.de 60 a 69 anios",2017,"diabetes","pearson",0.259508710103853,0.415344536678932,12
"05.de 60 a 69 anios",2017,"diabetes","spearman",-0.00700526468338346,0.982761609403465,12
"05.de 60 a 69 anios",2017,"alzheimer","pearson",-0.343358678530088,0.274521331376437,12
"05.de 60 a 69 anios",2017,"alzheimer","spearman",-0.397212745272456,0.201050485356278,12
"05.de 60 a 69 anios",2017,"metabolic","pearson",-0.0285502728750164,0.929815867586623,12
"05.de 60 a 69 anios",2017,"metabolic","spearman",-0.185966057042964,0.562805888619425,12
"05.de 60 a 69 anios",2017,"anemia","pearson",0.444373185045343,0.147808942975222,12
"05.de 60 a 69 anios",2017,"anemia","spearman",0.537132654482567,0.07172898791001,12
"05.de 60 a 69 anios",2018,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"resp","pearson",0.305281783159829,0.334587330685784,12
"05.de 60 a 69 anios",2018,"resp","spearman",0.027972027972028,0.9386633634935,12
"05.de 60 a 69 anios",2018,"circ","pearson",0.0110241685562704,0.972874605906791,12
"05.de 60 a 69 anios",2018,"circ","spearman",-0.0979020979020979,0.766288456385056,12
"05.de 60 a 69 anios",2018,"diabetes","pearson",0.0581268598813729,0.857595895647987,12
"05.de 60 a 69 anios",2018,"diabetes","spearman",0.013986013986014,0.973693903956088,12
"05.de 60 a 69 anios",2018,"alzheimer","pearson",-0.220484877176169,0.491067278078555,12
"05.de 60 a 69 anios",2018,"alzheimer","spearman",-0.0145571048913716,0.964185994705036,12
"05.de 60 a 69 anios",2018,"metabolic","pearson",-0.193415582605007,0.546972925148783,12
"05.de 60 a 69 anios",2018,"metabolic","spearman",-0.113080558838435,0.726406179093174,12
"05.de 60 a 69 anios",2018,"anemia","pearson",-0.450593276299069,0.14154659960225,12
"05.de 60 a 69 anios",2018,"anemia","spearman",-0.325688713852972,0.301570840669802,12
"05.de 60 a 69 anios",2019,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"resp","pearson",0.681039493627359,0.0147568380691628,12
"05.de 60 a 69 anios",2019,"resp","spearman",0.517482517482518,0.0886508785755338,12
"05.de 60 a 69 anios",2019,"circ","pearson",0.619160898948559,0.0318057428322237,12
"05.de 60 a 69 anios",2019,"circ","spearman",0.409807983977933,0.185824490844045,12
"05.de 60 a 69 anios",2019,"diabetes","pearson",0.531317339983586,0.0754610106602799,12
"05.de 60 a 69 anios",2019,"diabetes","spearman",0.402802719294549,0.194201669418058,12
"05.de 60 a 69 anios",2019,"alzheimer","pearson",-0.316102279626435,0.316845563725335,12
"05.de 60 a 69 anios",2019,"alzheimer","spearman",-0.540666421946268,0.0695242063590559,12
"05.de 60 a 69 anios",2019,"metabolic","pearson",0.747092089438934,0.00523201009062074,12
"05.de 60 a 69 anios",2019,"metabolic","spearman",0.643242683992805,0.02403629910961,12
"05.de 60 a 69 anios",2019,"anemia","pearson",-0.391321437216346,0.208426495766842,12
"05.de 60 a 69 anios",2019,"anemia","spearman",-0.25000619939742,0.433224247650864,12
"05.de 60 a 69 anios",2020,"covid","pearson",0.96844380092517,2.33719316557674e-07,12
"05.de 60 a 69 anios",2020,"covid","spearman",0.78809227688064,0.00232867514023746,12
"05.de 60 a 69 anios",2020,"resp","pearson",0.851261040459347,0.000444181501876881,12
"05.de 60 a 69 anios",2020,"resp","spearman",0.797202797202797,0.00316125210939329,12
"05.de 60 a 69 anios",2020,"circ","pearson",0.407081370853484,0.189057932299849,12
"05.de 60 a 69 anios",2020,"circ","spearman",0.454545454545455,0.140413038412287,12
"05.de 60 a 69 anios",2020,"diabetes","pearson",0.663483480293047,0.0186578239207734,12
"05.de 60 a 69 anios",2020,"diabetes","spearman",0.475524475524476,0.121319356446693,12
"05.de 60 a 69 anios",2020,"alzheimer","pearson",0.319174580165047,0.311904652675872,12
"05.de 60 a 69 anios",2020,"alzheimer","spearman",0.493846407874144,0.102725091969274,12
"05.de 60 a 69 anios",2020,"metabolic","pearson",-0.067543778907674,0.834785942038402,12
"05.de 60 a 69 anios",2020,"metabolic","spearman",-0.102296746495809,0.751733751358777,12
"05.de 60 a 69 anios",2020,"anemia","pearson",-0.243274275130051,0.446112967349557,12
"05.de 60 a 69 anios",2020,"anemia","spearman",-0.127134111082817,0.693776140384363,12
"05.de 60 a 69 anios",2021,"covid","pearson",0.99274878275765,1.55972947098431e-10,12
"05.de 60 a 69 anios",2021,"covid","spearman",0.944055944055944,0,12
