"age","anio_def","variable","method","cor","p.value","n"
"05.de 60 a 69 anios",2021,"resp","pearson",0.922124325732094,1.97715478005413e-05,12
"05.de 60 a 69 anios",2021,"resp","spearman",0.917689673523234,2.58816939191146e-05,12
"05.de 60 a 69 anios",2021,"circ","pearson",0.704953555381897,0.010454798849642,12
"05.de 60 a 69 anios",2021,"circ","spearman",0.629370629370629,0.0323947497201257,12
"05.de 60 a 69 anios",2021,"diabetes","pearson",0.637370996178805,0.0257874333929284,12
"05.de 60 a 69 anios",2021,"diabetes","spearman",0.539405380620527,0.0703055633516461,12
"05.de 60 a 69 anios",2021,"alzheimer","pearson",0.713150195098011,0.00922135681234974,12
"05.de 60 a 69 anios",2021,"alzheimer","spearman",0.580163024935387,0.0479781631076078,12
"05.de 60 a 69 anios",2021,"metabolic","pearson",0.216130620968983,0.499881496334921,12
"05.de 60 a 69 anios",2021,"metabolic","spearman",0.368831432019098,0.238078660299393,12
"05.de 60 a 69 anios",2021,"anemia","pearson",0.406657083793017,0.189564196391803,12
"05.de 60 a 69 anios",2021,"anemia","spearman",0.5643958427355,0.0559162705205484,12
"05.de 60 a 69 anios",2022,"covid","pearson",0.931725475465836,1.04105281894769e-05,12
"05.de 60 a 69 anios",2022,"covid","spearman",0.251748251748252,0.430115288763099,12
"05.de 60 a 69 anios",2022,"resp","pearson",0.18047094922272,0.574602481600323,12
"05.de 60 a 69 anios",2022,"resp","spearman",0.168126352401203,0.601453777132892,12
"05.de 60 a 69 anios",2022,"circ","pearson",0.0922617427420572,0.775506895262248,12
"05.de 60 a 69 anios",2022,"circ","spearman",-0.168126352401203,0.601453777132892,12
"05.de 60 a 69 anios",2022,"diabetes","pearson",0.653106859557688,0.0212911645628847,12
"05.de 60 a 69 anios",2022,"diabetes","spearman",0.199650043476429,0.533867048433135,12
"05.de 60 a 69 anios",2022,"alzheimer","pearson",0.503549601349941,0.0951167957291977,12
"05.de 60 a 69 anios",2022,"alzheimer","spearman",0.399315723398224,0.198456809266903,12
"05.de 60 a 69 anios",2022,"metabolic","pearson",0.625739208715977,0.02952631166117,12
"05.de 60 a 69 anios",2022,"metabolic","spearman",0.555794870379528,0.0606121191472277,12
"05.de 60 a 69 anios",2022,"anemia","pearson",0.847945926296412,0.000493040891777674,12
"05.de 60 a 69 anios",2022,"anemia","spearman",0.571366366986334,0.0523017488968231,12
"05.de 60 a 69 anios",2023,"covid","pearson",0.407019049096517,0.189132242825329,12
"05.de 60 a 69 anios",2023,"covid","spearman",-0.105263805873376,0.744741546806973,12
"05.de 60 a 69 anios",2023,"resp","pearson",-0.61912357959869,0.0318190236831897,12
"05.de 60 a 69 anios",2023,"resp","spearman",-0.671328671328671,0.0204418784224505,12
"05.de 60 a 69 anios",2023,"circ","pearson",-0.51668631225727,0.0854332525262715,12
"05.de 60 a 69 anios",2023,"circ","spearman",-0.577934336379136,0.0490488481513114,12
"05.de 60 a 69 anios",2023,"diabetes","pearson",-0.281716068948135,0.375031746772141,12
"05.de 60 a 69 anios",2023,"diabetes","spearman",-0.0701758705822504,0.828430527371102,12
"05.de 60 a 69 anios",2023,"alzheimer","pearson",-0.0931057441247132,0.773500315904819,12
"05.de 60 a 69 anios",2023,"alzheimer","spearman",-0.0980748856924588,0.761712533747692,12
"05.de 60 a 69 anios",2023,"metabolic","pearson",0.413832562102496,0.181114940497929,12
"05.de 60 a 69 anios",2023,"metabolic","spearman",0.335707909051604,0.286056431815702,12
"05.de 60 a 69 anios",2023,"anemia","pearson",-0.244152115332461,0.444421969569282,12
"05.de 60 a 69 anios",2023,"anemia","spearman",-0.25796502485018,0.418223847448188,12
"05.de 60 a 69 anios",2024,"covid","pearson",0.281174934182549,0.375989040937703,12
"05.de 60 a 69 anios",2024,"covid","spearman",0.487659909990751,0.107782038646625,12
"05.de 60 a 69 anios",2024,"resp","pearson",0.272960257043235,0.390676006924118,12
"05.de 60 a 69 anios",2024,"resp","spearman",0.370629370629371,0.23673221413855,12
"05.de 60 a 69 anios",2024,"circ","pearson",0.620903251622356,0.0311901113619572,12
"05.de 60 a 69 anios",2024,"circ","spearman",0.594405594405594,0.0457531000864937,12
"05.de 60 a 69 anios",2024,"diabetes","pearson",0.594367018491859,0.0415380995090889,12
"05.de 60 a 69 anios",2024,"diabetes","spearman",0.697023835996655,0.011760970883598,12
"05.de 60 a 69 anios",2024,"alzheimer","pearson",0.41027953604403,0.185268791601912,12
"05.de 60 a 69 anios",2024,"alzheimer","spearman",0.434232448111149,0.158394173498195,12
"05.de 60 a 69 anios",2024,"metabolic","pearson",0.687250652282883,0.0135328230353505,12
"05.de 60 a 69 anios",2024,"metabolic","spearman",0.669030674443799,0.0173521925054073,12
"05.de 60 a 69 anios",2024,"anemia","pearson",0.625600241162853,0.0295732106083034,12
"05.de 60 a 69 anios",2024,"anemia","spearman",0.623056669979598,0.0304411260975472,12
"06.de 70 a 79 anios",2015,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2015,"resp","pearson",0.040250482973387,0.901159735173663,12
"06.de 70 a 79 anios",2015,"resp","spearman",0.0909090909090909,0.783196910294608,12
"06.de 70 a 79 anios",2015,"circ","pearson",-0.167908862967742,0.601931078677747,12
"06.de 70 a 79 anios",2015,"circ","spearman",-0.10157633790906,0.753434083780813,12
"06.de 70 a 79 anios",2015,"diabetes","pearson",-0.254698309039994,0.424349401330333,12
"06.de 70 a 79 anios",2015,"diabetes","spearman",-0.237762237762238,0.457102206809002,12
"06.de 70 a 79 anios",2015,"alzheimer","pearson",-0.103521298204597,0.748845850892645,12
"06.de 70 a 79 anios",2015,"alzheimer","spearman",-0.159878333484435,0.619654031154284,12
"06.de 70 a 79 anios",2015,"metabolic","pearson",0.0368171333714459,0.909558889189874,12
"06.de 70 a 79 anios",2015,"metabolic","spearman",-0.0315791417620127,0.922388946418277,12
"06.de 70 a 79 anios",2015,"anemia","pearson",-0.431931287833984,0.160861423798979,12
"06.de 70 a 79 anios",2015,"anemia","spearman",-0.344468759733852,0.27287018844612,12
"06.de 70 a 79 anios",2016,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"resp","pearson",0.316930792114592,0.315508916111301,12
"06.de 70 a 79 anios",2016,"resp","spearman",0.0769230769230769,0.817283290706317,12
"06.de 70 a 79 anios",2016,"circ","pearson",0.308790171464387,0.32877700577948,12
"06.de 70 a 79 anios",2016,"circ","spearman",0.034965034965035,0.921184082791962,12
"06.de 70 a 79 anios",2016,"diabetes","pearson",0.351056611923516,0.263189205385356,12
"06.de 70 a 79 anios",2016,"diabetes","spearman",0.293706293706294,0.354332534211376,12
"06.de 70 a 79 anios",2016,"alzheimer","pearson",0.562937322379342,0.0566940642013399,12
"06.de 70 a 79 anios",2016,"alzheimer","spearman",0.404223544585642,0.192484113872614,12
"06.de 70 a 79 anios",2016,"metabolic","pearson",0.0538590011919932,0.867967669766609,12
"06.de 70 a 79 anios",2016,"metabolic","spearman",-0.0845091378244798,0.793995995909263,12
"06.de 70 a 79 anios",2016,"anemia","pearson",0.414392644824455,0.180465491026976,12
"06.de 70 a 79 anios",2016,"anemia","spearman",0.231989164718716,0.468122908080508,12
"06.de 70 a 79 anios",2017,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"resp","pearson",0.519598666060079,0.0833808080951056,12
"06.de 70 a 79 anios",2017,"resp","spearman",0.013986013986014,0.973693903956088,12
"06.de 70 a 79 anios",2017,"circ","pearson",0.586514233325719,0.0450173999216139,12
"06.de 70 a 79 anios",2017,"circ","spearman",0.132867132867133,0.683365534284606,12
"06.de 70 a 79 anios",2017,"diabetes","pearson",0.586656339060759,0.0449526693254942,12
"06.de 70 a 79 anios",2017,"diabetes","spearman",0.13986013986014,0.667150535987429,12
"06.de 70 a 79 anios",2017,"alzheimer","pearson",-0.0157797552374,0.961179898294681,12
"06.de 70 a 79 anios",2017,"alzheimer","spearman",-0.189809316588041,0.554614369063919,12
"06.de 70 a 79 anios",2017,"metabolic","pearson",0.346607762260913,0.269704756390227,12
"06.de 70 a 79 anios",2017,"metabolic","spearman",0.136842947635388,0.67150587842799,12
"06.de 70 a 79 anios",2017,"anemia","pearson",0.0236111863324201,0.941937515419197,12
"06.de 70 a 79 anios",2017,"anemia","spearman",-0.362685049830059,0.246594634429129,12
"06.de 70 a 79 anios",2018,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"resp","pearson",0.372816417031306,0.232651874710306,12
"06.de 70 a 79 anios",2018,"resp","spearman",0.153846153846154,0.635139955377586,12
"06.de 70 a 79 anios",2018,"circ","pearson",0.154525898516,0.631571362109935,12
"06.de 70 a 79 anios",2018,"circ","spearman",0.104895104895105,0.749479042672183,12
"06.de 70 a 79 anios",2018,"diabetes","pearson",0.0569606239770804,0.860428102486047,12
"06.de 70 a 79 anios",2018,"diabetes","spearman",0.027972027972028,0.9386633634935,12
"06.de 70 a 79 anios",2018,"alzheimer","pearson",0.0701397695696029,0.82851763340854,12
"06.de 70 a 79 anios",2018,"alzheimer","spearman",0.12676370673672,0.694630325869081,12
"06.de 70 a 79 anios",2018,"metabolic","pearson",0.203267680045017,0.526323966173952,12
"06.de 70 a 79 anios",2018,"metabolic","spearman",-0.0984196456382433,0.760896387918234,12
"06.de 70 a 79 anios",2018,"anemia","pearson",0.134197569264549,0.677550739091761,12
"06.de 70 a 79 anios",2018,"anemia","spearman",0.00714449764954014,0.982419034375535,12
"06.de 70 a 79 anios",2019,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"resp","pearson",0.456753408365668,0.135515849680244,12
"06.de 70 a 79 anios",2019,"resp","spearman",0.27972027972028,0.378709233642039,12
"06.de 70 a 79 anios",2019,"circ","pearson",0.316636484125014,0.31598336927986,12
"06.de 70 a 79 anios",2019,"circ","spearman",0.13986013986014,0.667150535987429,12
"06.de 70 a 79 anios",2019,"diabetes","pearson",0.45903316353425,0.133326921842423,12
"06.de 70 a 79 anios",2019,"diabetes","spearman",0.272727272727273,0.391232746026155,12
"06.de 70 a 79 anios",2019,"alzheimer","pearson",0.149497928402113,0.642840143191182,12
"06.de 70 a 79 anios",2019,"alzheimer","spearman",0.2464849853214,0.439943113216354,12
"06.de 70 a 79 anios",2019,"metabolic","pearson",0.779483420829581,0.00279767984341237,12
"06.de 70 a 79 anios",2019,"metabolic","spearman",0.704029100680038,0.0106012347396097,12
"06.de 70 a 79 anios",2019,"anemia","pearson",0.627980773580025,0.0287772055577074,12
"06.de 70 a 79 anios",2019,"anemia","spearman",0.123269343248046,0.702704573210152,12
"06.de 70 a 79 anios",2020,"covid","pearson",0.951657534932804,1.91680269142678e-06,12
"06.de 70 a 79 anios",2020,"covid","spearman",0.763573850488797,0.00385009365655956,12
"06.de 70 a 79 anios",2020,"resp","pearson",0.787911608347457,0.00233785387210876,12
"06.de 70 a 79 anios",2020,"resp","spearman",0.755244755244755,0.00659654322080615,12
"06.de 70 a 79 anios",2020,"circ","pearson",0.358927204923592,0.251888277234201,12
"06.de 70 a 79 anios",2020,"circ","spearman",0.416813248661316,0.177675373725206,12
"06.de 70 a 79 anios",2020,"diabetes","pearson",0.664318959328553,0.0184567226938472,12
"06.de 70 a 79 anios",2020,"diabetes","spearman",0.623468556821128,0.0302993546927275,12
"06.de 70 a 79 anios",2020,"alzheimer","pearson",-0.381081971319421,0.221632980646312,12
"06.de 70 a 79 anios",2020,"alzheimer","spearman",-0.462347469103309,0.130185835682301,12
"06.de 70 a 79 anios",2020,"metabolic","pearson",0.184158367201098,0.566675670980458,12
"06.de 70 a 79 anios",2020,"metabolic","spearman",0.102296746495809,0.751733751358777,12
"06.de 70 a 79 anios",2020,"anemia","pearson",-0.228875449714287,0.474283134464047,12
"06.de 70 a 79 anios",2020,"anemia","spearman",-0.207384253309156,0.517796722200693,12
"06.de 70 a 79 anios",2021,"covid","pearson",0.976952289300575,4.92757714583137e-08,12
"06.de 70 a 79 anios",2021,"covid","spearman",0.937062937062937,0,12
"06.de 70 a 79 anios",2021,"resp","pearson",0.781148200404983,0.00270181722603248,12
"06.de 70 a 79 anios",2021,"resp","spearman",0.769230769230769,0.0052529205777348,12
"06.de 70 a 79 anios",2021,"circ","pearson",0.608189298753719,0.035884417937327,12
"06.de 70 a 79 anios",2021,"circ","spearman",0.524475524475525,0.0838845872329148,12
"06.de 70 a 79 anios",2021,"diabetes","pearson",0.573011839172063,0.0514730080475465,12
"06.de 70 a 79 anios",2021,"diabetes","spearman",0.587412587412588,0.0488448583092957,12
"06.de 70 a 79 anios",2021,"alzheimer","pearson",-0.114476345318885,0.723145682311001,12
"06.de 70 a 79 anios",2021,"alzheimer","spearman",0.112281392931601,0.728274877728567,12
"06.de 70 a 79 anios",2021,"metabolic","pearson",-0.0677930857301594,0.834183574022142,12
"06.de 70 a 79 anios",2021,"metabolic","spearman",-0.0210899240653379,0.948129782375788,12
"06.de 70 a 79 anios",2021,"anemia","pearson",0.518905484305976,0.0838662495363494,12
"06.de 70 a 79 anios",2021,"anemia","spearman",0.699685957812817,0.0113097004781984,12
"06.de 70 a 79 anios",2022,"covid","pearson",0.972198117406762,1.24850616238524e-07,12
"06.de 70 a 79 anios",2022,"covid","spearman",0.574431704037444,0.0507653346605709,12
"06.de 70 a 79 anios",2022,"resp","pearson",0.267012489309228,0.401489643724738,12
"06.de 70 a 79 anios",2022,"resp","spearman",0.223776223776224,0.484911140402734,12
"06.de 70 a 79 anios",2022,"circ","pearson",0.467988850979034,0.124950930136653,12
"06.de 70 a 79 anios",2022,"circ","spearman",0.00699300699300699,0.991230036057101,12
"06.de 70 a 79 anios",2022,"diabetes","pearson",0.778538330295971,0.0028532414418818,12
"06.de 70 a 79 anios",2022,"diabetes","spearman",0.490368527836842,0.105548053930175,12
"06.de 70 a 79 anios",2022,"alzheimer","pearson",0.918239666062253,2.50521637586726e-05,12
"06.de 70 a 79 anios",2022,"alzheimer","spearman",0.736339700884979,0.00631628954237768,12
"06.de 70 a 79 anios",2022,"metabolic","pearson",0.609227438512664,0.0354833032554759,12
"06.de 70 a 79 anios",2022,"metabolic","spearman",0.153846153846154,0.635139955377586,12
"06.de 70 a 79 anios",2022,"anemia","pearson",-0.0613100807501094,0.849873366550941,12
"06.de 70 a 79 anios",2022,"anemia","spearman",-0.0952417984616157,0.768427641160785,12
"06.de 70 a 79 anios",2023,"covid","pearson",0.479220059155154,0.114943630923545,12
"06.de 70 a 79 anios",2023,"covid","spearman",-0.0839160839160839,0.800197517952335,12
"06.de 70 a 79 anios",2023,"resp","pearson",-0.46582105898744,0.1269459409897,12
"06.de 70 a 79 anios",2023,"resp","spearman",-0.678321678321678,0.0188251260525212,12
"06.de 70 a 79 anios",2023,"circ","pearson",-0.392686505024233,0.206702962361611,12
"06.de 70 a 79 anios",2023,"circ","spearman",-0.538461538461539,0.0749022866724823,12
"06.de 70 a 79 anios",2023,"diabetes","pearson",-0.160663469629821,0.61791286630056,12
"06.de 70 a 79 anios",2023,"diabetes","spearman",-0.202797202797203,0.528100236783455,12
"06.de 70 a 79 anios",2023,"alzheimer","pearson",-0.382505190116438,0.219767979994802,12
"06.de 70 a 79 anios",2023,"alzheimer","spearman",-0.335110031624203,0.286969257359204,12
"06.de 70 a 79 anios",2023,"metabolic","pearson",0.581952622109032,0.047130419228628,12
"06.de 70 a 79 anios",2023,"metabolic","spearman",0.452634365255515,0.139529565200324,12
"06.de 70 a 79 anios",2023,"anemia","pearson",0.115171252113314,0.721523980812124,12
"06.de 70 a 79 anios",2023,"anemia","spearman",0.00699300699300699,0.991230036057101,12
"06.de 70 a 79 anios",2024,"covid","pearson",0.252664553483096,0.428185102132067,12
"06.de 70 a 79 anios",2024,"covid","spearman",0.182457263513851,0.570327038576317,12
"06.de 70 a 79 anios",2024,"resp","pearson",0.323882656811087,0.304416487262654,12
"06.de 70 a 79 anios",2024,"resp","spearman",0.405594405594406,0.192612183946047,12
"06.de 70 a 79 anios",2024,"circ","pearson",0.668809703355636,0.0174028809723349,12
"06.de 70 a 79 anios",2024,"circ","spearman",0.734265734265734,0.00905209711737095,12
"06.de 70 a 79 anios",2024,"diabetes","pearson",0.476244624549156,0.117541444152972,12
"06.de 70 a 79 anios",2024,"diabetes","spearman",0.384615384615385,0.218387426912988,12
"06.de 70 a 79 anios",2024,"alzheimer","pearson",0.634673536710475,0.026622107726741,12
"06.de 70 a 79 anios",2024,"alzheimer","spearman",0.673688357589604,0.0163087783685544,12
"06.de 70 a 79 anios",2024,"metabolic","pearson",0.792966164647358,0.00209127660306079,12
"06.de 70 a 79 anios",2024,"metabolic","spearman",0.72057240556571,0.00820121800089136,12
"06.de 70 a 79 anios",2024,"anemia","pearson",0.483571786206929,0.111212904445046,12
"06.de 70 a 79 anios",2024,"anemia","spearman",0.590139166438083,0.0433866886932492,12
"07.de 80 anios y mas",2015,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2015,"resp","pearson",0.138279305435362,0.668231150548871,12
"07.de 80 anios y mas",2015,"resp","spearman",0.251748251748252,0.430115288763099,12
"07.de 80 anios y mas",2015,"circ","pearson",-0.0839602461342444,0.795308852060062,12
"07.de 80 anios y mas",2015,"circ","spearman",0.0629370629370629,0.851681911253292,12
"07.de 80 anios y mas",2015,"diabetes","pearson",0.194080503980128,0.545568803791983,12
"07.de 80 anios y mas",2015,"diabetes","spearman",0.272727272727273,0.391232746026155,12
"07.de 80 anios y mas",2015,"alzheimer","pearson",0.43064621261052,0.162249794855788,12
"07.de 80 anios y mas",2015,"alzheimer","spearman",0.510489510489511,0.0936053800282637,12
"07.de 80 anios y mas",2015,"metabolic","pearson",0.113581190297912,0.725236243256906,12
"07.de 80 anios y mas",2015,"metabolic","spearman",0.316909266841799,0.315543603616405,12
"07.de 80 anios y mas",2015,"anemia","pearson",0.260300468491364,0.413871564045305,12
"07.de 80 anios y mas",2015,"anemia","spearman",0.309318886291622,0.327906186358772,12
"07.de 80 anios y mas",2016,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"resp","pearson",0.0525907730250024,0.871053482265086,12
"07.de 80 anios y mas",2016,"resp","spearman",-0.181818181818182,0.572958221209956,12
"07.de 80 anios y mas",2016,"circ","pearson",0.136865318279291,0.671454835588009,12
"07.de 80 anios y mas",2016,"circ","spearman",-0.0629370629370629,0.851681911253293,12
"07.de 80 anios y mas",2016,"diabetes","pearson",0.0198162006402121,0.951259092635502,12
"07.de 80 anios y mas",2016,"diabetes","spearman",-0.0979020979020979,0.766288456385056,12
"07.de 80 anios y mas",2016,"alzheimer","pearson",0.40424627851643,0.192456708583837,12
"07.de 80 anios y mas",2016,"alzheimer","spearman",0.325744807777331,0.301482697461456,12
"07.de 80 anios y mas",2016,"metabolic","pearson",-0.0306022175128516,0.924783812953418,12
"07.de 80 anios y mas",2016,"metabolic","spearman",-0.038528955758609,0.905370070049872,12
"07.de 80 anios y mas",2016,"anemia","pearson",0.504910847279621,0.094080663974371,12
"07.de 80 anios y mas",2016,"anemia","spearman",0.323951694993839,0.304307435469146,12
"07.de 80 anios y mas",2017,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"resp","pearson",0.649923009818465,0.0221508282555196,12
"07.de 80 anios y mas",2017,"resp","spearman",0.237762237762238,0.457102206809002,12
"07.de 80 anios y mas",2017,"circ","pearson",0.682860288893715,0.0143898939866638,12
"07.de 80 anios y mas",2017,"circ","spearman",0.363636363636364,0.246255228012161,12
"07.de 80 anios y mas",2017,"diabetes","pearson",0.406303253312943,0.189987031676142,12
"07.de 80 anios y mas",2017,"diabetes","spearman",0.370629370629371,0.23673221413855,12
"07.de 80 anios y mas",2017,"alzheimer","pearson",0.433029029312369,0.15968143088256,12
"07.de 80 anios y mas",2017,"alzheimer","spearman",0.034965034965035,0.921184082791962,12
"07.de 80 anios y mas",2017,"metabolic","pearson",0.384270202403741,0.217468271891833,12
"07.de 80 anios y mas",2017,"metabolic","spearman",0.428072810551727,0.165052806369413,12
"07.de 80 anios y mas",2017,"anemia","pearson",0.656690433154863,0.0203529534374349,12
"07.de 80 anios y mas",2017,"anemia","spearman",0.692452506811926,0.0125668509555123,12
"07.de 80 anios y mas",2018,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"resp","pearson",0.366501365814207,0.241286218444123,12
"07.de 80 anios y mas",2018,"resp","spearman",0.146853146853147,0.651073351116621,12
"07.de 80 anios y mas",2018,"circ","pearson",0.188775595385986,0.55681281301057,12
"07.de 80 anios y mas",2018,"circ","spearman",0.041958041958042,0.90373883620237,12
"07.de 80 anios y mas",2018,"diabetes","pearson",0.0424695474761811,0.895736036489613,12
"07.de 80 anios y mas",2018,"diabetes","spearman",-0.055944055944056,0.868980339326347,12
"07.de 80 anios y mas",2018,"alzheimer","pearson",0.497336597040469,0.0999432445097215,12
"07.de 80 anios y mas",2018,"alzheimer","spearman",0.129825360577163,0.68757975238378,12
"07.de 80 anios y mas",2018,"metabolic","pearson",0.0838178925114677,0.795649417607749,12
"07.de 80 anios y mas",2018,"metabolic","spearman",0.111888111888112,0.732775446034506,12
"07.de 80 anios y mas",2018,"anemia","pearson",0.316397884040414,0.316368304547929,12
"07.de 80 anios y mas",2018,"anemia","spearman",0.273205322651955,0.390233673923637,12
"07.de 80 anios y mas",2019,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"resp","pearson",0.195487777814765,0.542602018983196,12
"07.de 80 anios y mas",2019,"resp","spearman",0.356643356643357,0.256012537309024,12
"07.de 80 anios y mas",2019,"circ","pearson",0.110050294280908,0.733499045996207,12
"07.de 80 anios y mas",2019,"circ","spearman",0.272727272727273,0.391232746026155,12
"07.de 80 anios y mas",2019,"diabetes","pearson",0.169722858666431,0.59795449791027,12
"07.de 80 anios y mas",2019,"diabetes","spearman",0.041958041958042,0.90373883620237,12
"07.de 80 anios y mas",2019,"alzheimer","pearson",-0.0563443308341188,0.861925383857023,12
"07.de 80 anios y mas",2019,"alzheimer","spearman",0.398601398601399,0.200972975530579,12
"07.de 80 anios y mas",2019,"metabolic","pearson",-0.210781094824368,0.510805985421815,12
"07.de 80 anios y mas",2019,"metabolic","spearman",-0.227671102209963,0.476675824398499,12
"07.de 80 anios y mas",2019,"anemia","pearson",0.340737888909845,0.278442189917331,12
"07.de 80 anios y mas",2019,"anemia","spearman",0.394375976514239,0.204581906657955,12
"07.de 80 anios y mas",2020,"covid","pearson",0.846580113401757,0.000514341754339761,12
"07.de 80 anios y mas",2020,"covid","spearman",0.654992247896354,0.0207937091260825,12
"07.de 80 anios y mas",2020,"resp","pearson",0.245533903335996,0.441766452189704,12
"07.de 80 anios y mas",2020,"resp","spearman",0.363636363636364,0.246255228012161,12
"07.de 80 anios y mas",2020,"circ","pearson",0.106519418556023,0.74178784264072,12
"07.de 80 anios y mas",2020,"circ","spearman",0.132867132867133,0.683365534284606,12
"07.de 80 anios y mas",2020,"diabetes","pearson",0.438859937540637,0.153505857723382,12
"07.de 80 anios y mas",2020,"diabetes","spearman",0.356643356643357,0.256012537309024,12
"07.de 80 anios y mas",2020,"alzheimer","pearson",0.290744308918976,0.359248178108882,12
"07.de 80 anios y mas",2020,"alzheimer","spearman",0.332750072460714,0.29058848944247,12
"07.de 80 anios y mas",2020,"metabolic","pearson",-0.224394837585851,0.483212800358209,12
"07.de 80 anios y mas",2020,"metabolic","spearman",-0.0700526468338346,0.828727854101125,12
"07.de 80 anios y mas",2020,"anemia","pearson",0.179280639728146,0.57717065296255,12
"07.de 80 anios y mas",2020,"anemia","spearman",0.0842110446987005,0.794708923607882,12
"07.de 80 anios y mas",2021,"covid","pearson",0.814675951175957,0.00124977591507086,12
"07.de 80 anios y mas",2021,"covid","spearman",0.811188811188811,0.00236893039782362,12
"07.de 80 anios y mas",2021,"resp","pearson",0.0472117633685852,0.884159403898056,12
"07.de 80 anios y mas",2021,"resp","spearman",0.125874125874126,0.699712220731721,12
"07.de 80 anios y mas",2021,"circ","pearson",0.279821831823442,0.378388284453918,12
"07.de 80 anios y mas",2021,"circ","spearman",0.202797202797203,0.528100236783455,12
"07.de 80 anios y mas",2021,"diabetes","pearson",0.338492572606136,0.28182662691749,12
"07.de 80 anios y mas",2021,"diabetes","spearman",0.258741258741259,0.416938426539878,12
"07.de 80 anios y mas",2021,"alzheimer","pearson",0.633873120969745,0.0268734942439434,12
"07.de 80 anios y mas",2021,"alzheimer","spearman",0.706293706293706,0.0132861135216472,12
"07.de 80 anios y mas",2021,"metabolic","pearson",-0.103339809335725,0.749273676064486,12
"07.de 80 anios y mas",2021,"metabolic","spearman",-0.020979020979021,0.956169154937949,12
"07.de 80 anios y mas",2021,"anemia","pearson",-0.135188661295823,0.675283962310795,12
"07.de 80 anios y mas",2021,"anemia","spearman",-0.196147411134737,0.541213725951531,12
"07.de 80 anios y mas",2022,"covid","pearson",0.959442142399219,8.07309389056598e-07,12
"07.de 80 anios y mas",2022,"covid","spearman",0.426573426573427,0.168899525405203,12
"07.de 80 anios y mas",2022,"resp","pearson",0.117287909729616,0.716590850946515,12
"07.de 80 anios y mas",2022,"resp","spearman",0.041958041958042,0.90373883620237,12
"07.de 80 anios y mas",2022,"circ","pearson",0.518931634312004,0.0838479017048158,12
"07.de 80 anios y mas",2022,"circ","spearman",-0.104895104895105,0.749479042672183,12
"07.de 80 anios y mas",2022,"diabetes","pearson",0.756445393132766,0.00440863727003968,12
"07.de 80 anios y mas",2022,"diabetes","spearman",0.406305351636241,0.189984522415267,12
"07.de 80 anios y mas",2022,"alzheimer","pearson",0.763849908510057,0.00382960189648288,12
"07.de 80 anios y mas",2022,"alzheimer","spearman",0.483363263153459,0.111389816475383,12
"07.de 80 anios y mas",2022,"metabolic","pearson",0.786222368966594,0.00242501776400353,12
"07.de 80 anios y mas",2022,"metabolic","spearman",0.447552447552448,0.147205377767155,12
"07.de 80 anios y mas",2022,"anemia","pearson",0.694103731621798,0.0122711842179568,12
"07.de 80 anios y mas",2022,"anemia","spearman",0.543862997012441,0.0675703982612592,12
"07.de 80 anios y mas",2023,"covid","pearson",0.577054471336973,0.0494761336515405,12
"07.de 80 anios y mas",2023,"covid","spearman",-0.315236910752256,0.31824499801822,12
"07.de 80 anios y mas",2023,"resp","pearson",-0.685166282054343,0.0139348827402214,12
"07.de 80 anios y mas",2023,"resp","spearman",-0.713286713286713,0.0121143948815955,12
"07.de 80 anios y mas",2023,"circ","pearson",-0.71644383185872,0.00875763198155657,12
"07.de 80 anios y mas",2023,"circ","spearman",-0.769230769230769,0.00525292057773479,12
"07.de 80 anios y mas",2023,"diabetes","pearson",-0.625748025312621,0.0295233380330777,12
"07.de 80 anios y mas",2023,"diabetes","spearman",-0.594405594405594,0.0457531000864937,12
"07.de 80 anios y mas",2023,"alzheimer","pearson",-0.131710051947412,0.683250854344891,12
"07.de 80 anios y mas",2023,"alzheimer","spearman",-0.26269742562688,0.409428194878364,12
"07.de 80 anios y mas",2023,"metabolic","pearson",0.362161927454797,0.247327596669728,12
"07.de 80 anios y mas",2023,"metabolic","spearman",0.2112728445612,0.509797409524132,12
"07.de 80 anios y mas",2023,"anemia","pearson",0.00749062084984749,0.981567429273186,12
