"term","estimate","std.error","statistic","p.value","model","age_group","anio_def","coef","se"
"factor(anio_def)2022",-418.923312574002,52.6881410021706,-7.95099816781815,5.83447482801975e-12,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(anio_def)2023",-387.217394014388,39.101177446202,-9.90295994403615,5.68757236852051e-16,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(anio_def)2024",-435.17316146592,68.7934227546917,-6.32579604328877,1.0199855502234e-08,"lm","06.de 70 a 79 anios",NA,NA,NA
"resp",1.05050136635035,0.070801276603592,14.8373223866003,1.12595479300244e-25,"lm","06.de 70 a 79 anios",NA,NA,NA
"circ",1.57599629043325,0.0879946347269987,17.9101407184966,4.28358228403768e-31,"lm","06.de 70 a 79 anios",NA,NA,NA
"diabetes",2.47919198181402,0.425896798816203,5.82110968832129,9.33380954904706e-08,"lm","06.de 70 a 79 anios",NA,NA,NA
"alzheimer",-1.19920999962056,1.58079139898642,-0.758613692097182,0.450110740685271,"lm","06.de 70 a 79 anios",NA,NA,NA
"metabolic",3.2207380609116,1.34941540320649,2.38676544914075,0.0191392793084073,"lm","06.de 70 a 79 anios",NA,NA,NA
"anemia",4.29277277831549,1.95609827910666,2.19455884408629,0.030828767712995,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)2",573.241533706744,49.7301705541023,11.5270373561881,2.82276667138483e-19,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)3",166.680605033445,45.7564526523798,3.64277813010874,0.000455257469585779,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)4",14.7063351260073,45.1570388043805,0.3256709366997,0.74544645373458,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)5",-779.415499153838,50.7880252343699,-15.3464423071599,1.31099811895359e-26,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)6",-1793.03348638252,60.5191574832727,-29.6275354936677,1.48289397631647e-47,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)7",-1997.01768879133,69.8257341173278,-28.6000242465872,2.48054472667062e-46,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)8",-1469.64764778337,54.9204051201803,-26.7595922602427,4.75568823584693e-44,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)9",-863.456014135636,47.8559781884784,-18.0428035706418,2.56723201119747e-31,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)10",-600.310647689566,46.459727161198,-12.9210971387479,4.90625041746361e-22,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)11",19.3220967469365,44.4620938152506,0.434574602519258,0.664935011952108,"lm","06.de 70 a 79 anios",NA,NA,NA
"factor(month)12",-113.065572570699,54.0614530799897,-2.09142681391501,0.0393719901325415,"lm","06.de 70 a 79 anios",NA,NA,NA
"covid:factor(anio_def)2020",-1.99291403437966,1.66673630988805,-1.19569845725238,0.235026324733902,"lm","06.de 70 a 79 anios",NA,NA,NA
"covid:factor(anio_def)2021",-1.95808796762147,1.66622503294547,-1.17516417584968,0.243098936573481,"lm","06.de 70 a 79 anios",NA,NA,NA
"covid:factor(anio_def)2022",-1.90722873113869,1.65859447604723,-1.14990659783457,0.253297793486652,"lm","06.de 70 a 79 anios",NA,NA,NA
"covid:factor(anio_def)2023",-2.67120498934897,1.63368506891747,-1.6350795145107,0.105604654921912,"lm","06.de 70 a 79 anios",NA,NA,NA
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2015,2.86549310575246,1.66536002559669
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2016,NA,1.66536002559669
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2017,NA,1.66536002559669
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2018,NA,1.66536002559669
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2019,NA,1.66536002559669
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2020,0.872579071372801,0.0216053222884827
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2021,0.907405138130984,0.0176124299316367
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2022,0.958264374613771,0.0444262537238115
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2023,0.194288116403492,0.210402128916422
NA,NA,NA,NA,NA,"lm","06.de 70 a 79 anios",2024,NA,1.66536002559669
"(Intercept)",-8285.88624361828,237.071101612256,-34.9510597760259,2.2217803056926e-53,"lm","07.de 80 anios y mas",NA,NA,NA
"covid",0.271568381747405,0.8338229890699,0.325690686521284,0.745431560487396,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2016",90.3536995318461,49.253702753173,1.83445496442448,0.0699657810970166,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2017",65.603609470389,51.5355536090434,1.27297767999289,0.20637870906506,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2018",156.163501675209,48.7648607066488,3.20237768368971,0.00189771792900109,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2019",336.596066515618,64.2141020884099,5.24177798285169,1.08018056285094e-06,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2020",224.02482359576,117.291257688612,1.90998739386448,0.0593920411114606,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2021",364.004812342534,67.1164402768579,5.42348209829068,5.07183395081258e-07,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2022",329.475373388303,63.3548864842512,5.20047294963119,1.28060633713515e-06,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2023",584.931502945085,63.3255725642577,9.23689244738441,1.3347319672082e-14,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(anio_def)2024",784.810470615162,106.721972535652,7.35378527934335,9.47807742364594e-11,"lm","07.de 80 anios y mas",NA,NA,NA
"resp",1.11179271683453,0.0749311838321484,14.8375170386342,1.12502242204342e-25,"lm","07.de 80 anios y mas",NA,NA,NA
"circ",1.40609183068106,0.0905424362921832,15.5296443111334,6.09572019776601e-27,"lm","07.de 80 anios y mas",NA,NA,NA
"diabetes",-0.0178554958962662,0.974140629637506,-0.0183294848331195,0.985417500785635,"lm","07.de 80 anios y mas",NA,NA,NA
"alzheimer",3.34267971979074,1.27432409853378,2.62310013883972,0.0102691079498447,"lm","07.de 80 anios y mas",NA,NA,NA
"metabolic",2.27737269186366,0.9571176102523,2.37940736589659,0.0195014000127056,"lm","07.de 80 anios y mas",NA,NA,NA
"anemia",3.82219614030336,1.94439881845074,1.9657469980098,0.0524807248354735,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)2",870.860595123283,68.2511486941175,12.7596474460267,1.0136710919177e-21,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)3",154.617800683951,52.809840415813,2.92782177462618,0.00434446577954366,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)4",-188.372424866829,62.1439191834816,-3.03122859552283,0.0031986797999978,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)5",-1829.41041544284,69.5257531813957,-26.3127018655926,1.77883229903463e-43,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)6",-4048.19648018699,86.4281310888189,-46.8388755974234,5.3599856916581e-64,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)7",-4810.38017004015,111.19512290585,-43.2607118399713,4.37690723620696e-61,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)8",-3443.58099396551,84.7993355751286,-40.6085846146122,8.80874312080719e-59,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)9",-2071.81699677279,68.3218142252174,-30.3243849752469,2.296195910703e-48,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)10",-1221.22923244556,58.3673416799527,-20.9231600634128,6.44440927408055e-36,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)11",96.1302421633894,43.7539000003135,2.19706682519046,0.030642932338617,"lm","07.de 80 anios y mas",NA,NA,NA
"factor(month)12",-203.822384915903,58.3085717338852,-3.49558184765919,0.000743268519980262,"lm","07.de 80 anios y mas",NA,NA,NA
"covid:factor(anio_def)2020",0.658229836886801,0.825734481202118,0.797144665593399,0.427512595219157,"lm","07.de 80 anios y mas",NA,NA,NA
"covid:factor(anio_def)2021",0.634282839971444,0.828802807156062,0.765300062324728,0.446140548297335,"lm","07.de 80 anios y mas",NA,NA,NA
"covid:factor(anio_def)2022",0.751266735119734,0.823732859735868,0.912027153269847,0.364246158149847,"lm","07.de 80 anios y mas",NA,NA,NA
"covid:factor(anio_def)2023",0.394524978527041,0.832467095854631,0.473922609664244,0.636728842166378,"lm","07.de 80 anios y mas",NA,NA,NA
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2015,0.271568381747405,0.8338229890699
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2016,NA,0.8338229890699
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2017,NA,0.8338229890699
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2018,NA,0.8338229890699
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2019,NA,0.8338229890699
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2020,0.929798218634207,0.0317672394636381
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2021,0.905851221718849,0.0301214537389078
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2022,1.02283511686714,0.0386756597632512
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2023,0.666093360274446,0.114337939243671
NA,NA,NA,NA,NA,"lm","07.de 80 anios y mas",2024,NA,0.8338229890699
"(Intercept)",-93.6628504290622,7.11730947868966,-13.1598676029901,1.6865236468208e-22,"lm","08.sin especificar",NA,NA,NA
"covid",2.75616668047247,4.02284980443055,0.685127910427324,0.495063957234693,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2016",-9.6487645212813,5.39715361507088,-1.78775058288842,0.0772585901095198,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2017",-9.86454703335124,6.06143646139467,-1.62742727671545,0.107221861735632,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2018",1.45324951589377,5.31092744437779,0.273633848534722,0.785007235755669,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2019",2.60031554918704,5.07445330309856,0.512432649168184,0.609632040526528,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2020",8.83647077259686,6.5719537270139,1.3445728834448,0.182218778964709,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2021",6.66482287923407,5.44353461820831,1.22435574432477,0.224085706446151,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2022",17.0396753955236,5.7570606597217,2.95978736419068,0.00395514201548477,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2023",28.0723840675588,6.14545824572266,4.56798873983036,1.59459247085326e-05,"lm","08.sin especificar",NA,NA,NA
"factor(anio_def)2024",27.2987012851018,5.8997739574106,4.62707579682988,1.2689616693518e-05,"lm","08.sin especificar",NA,NA,NA
"resp",1.46757284129295,0.210432511736421,6.97407843105144,5.45190508382011e-10,"lm","08.sin especificar",NA,NA,NA
"circ",1.61512028841825,0.188446335588741,8.57071740542107,3.13750076619212e-13,"lm","08.sin especificar",NA,NA,NA
"diabetes",1.88921723661161,0.900786554869037,2.09729733020525,0.0388358041406735,"lm","08.sin especificar",NA,NA,NA
"alzheimer",4.01866618473387,2.38569580255289,1.68448390630254,0.0956319340924811,"lm","08.sin especificar",NA,NA,NA
"metabolic",3.20945260525647,1.76057681831453,1.82295516552865,0.0717059260530962,"lm","08.sin especificar",NA,NA,NA
"anemia",4.89148854806878,1.86865460838269,2.61765257534795,0.0104221790750394,"lm","08.sin especificar",NA,NA,NA
"factor(month)2",12.7588912468457,5.26101701828451,2.42517581724267,0.0173443235652047,"lm","08.sin especificar",NA,NA,NA
"factor(month)3",18.6197211937383,6.27461992323617,2.96746598543535,0.00386654890849955,"lm","08.sin especificar",NA,NA,NA
"factor(month)4",1.91423987513575,5.29423156168336,0.361570863086143,0.718539442350474,"lm","08.sin especificar",NA,NA,NA
"factor(month)5",-36.7225178321883,5.02556216805887,-7.30714626625988,1.17633162820096e-10,"lm","08.sin especificar",NA,NA,NA
"factor(month)6",-43.3069959805366,5.39902046918954,-8.02126908532309,4.19360012857357e-12,"lm","08.sin especificar",NA,NA,NA
"factor(month)7",-62.3899890158442,6.25103389542552,-9.98074719471621,3.93734682395079e-16,"lm","08.sin especificar",NA,NA,NA
"factor(month)8",-41.8809937621256,6.84408072864176,-6.11930154284388,2.54364482022672e-08,"lm","08.sin especificar",NA,NA,NA
"factor(month)9",-38.2935770742614,5.0825754057052,-7.53428606908159,4.09773868910482e-11,"lm","08.sin especificar",NA,NA,NA
"factor(month)10",-28.521551793872,6.06343504308691,-4.70386036812421,9.40859335221999e-06,"lm","08.sin especificar",NA,NA,NA
"factor(month)11",7.02121205902959,5.58598680448645,1.25693316235377,0.212103822954317,"lm","08.sin especificar",NA,NA,NA
"factor(month)12",-1.32950689616905,5.52098135501295,-0.240809886989001,0.810262621182628,"lm","08.sin especificar",NA,NA,NA
"covid:factor(anio_def)2020",-1.68229559216525,4.03757402536871,-0.416659999691677,0.67794168916083,"lm","08.sin especificar",NA,NA,NA
"covid:factor(anio_def)2021",-1.59257212902184,4.03040269181021,-0.395139704590301,0.693695976218917,"lm","08.sin especificar",NA,NA,NA
"covid:factor(anio_def)2022",-2.5184286802246,3.99813825255632,-0.629900348897234,0.530391940746187,"lm","08.sin especificar",NA,NA,NA
"covid:factor(anio_def)2023",-4.11098894816124,5.58968261929343,-0.735460173350753,0.464014970976282,"lm","08.sin especificar",NA,NA,NA
NA,NA,NA,NA,NA,"lm","08.sin especificar",2015,2.75616668047247,4.02284980443055
NA,NA,NA,NA,NA,"lm","08.sin especificar",2016,NA,4.02284980443055
NA,NA,NA,NA,NA,"lm","08.sin especificar",2017,NA,4.02284980443055
NA,NA,NA,NA,NA,"lm","08.sin especificar",2018,NA,4.02284980443055
NA,NA,NA,NA,NA,"lm","08.sin especificar",2019,NA,4.02284980443055
NA,NA,NA,NA,NA,"lm","08.sin especificar",2020,1.07387108830722,0.105592912156443
NA,NA,NA,NA,NA,"lm","08.sin especificar",2021,1.16359455145063,0.109352595087251
NA,NA,NA,NA,NA,"lm","08.sin especificar",2022,0.237738000247868,0.433106237921963
NA,NA,NA,NA,NA,"lm","08.sin especificar",2023,-1.35482226768877,3.65174364851544
NA,NA,NA,NA,NA,"lm","08.sin especificar",2024,NA,4.02284980443055
