"age","grupo_etario","anio_def","mes_def","obs","covid","resp","circ","diabetes","alzheimer","metabolic","anemia","fecha","month","pred","pred.lower","pred.upper","excess","post2021"
"01.menor a 20 anios","01.menor a 20 anios",2015,"01",1134,0,41,16,1,0,3,8,2015-01-01,1,1133.48333333329,1095.39109687701,1171.57556978958,0.516666666706442,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"02",1031,0,38,22,0,0,9,4,2015-02-01,2,1041.88333333335,1003.79109687706,1079.97556978964,-10.8833333333459,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"03",1062,0,61,27,0,0,7,3,2015-03-01,3,1093.28333333331,1055.19109687702,1131.3755697896,-31.283333333311,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"04",1030,0,58,22,0,0,9,2,2015-04-01,4,1032.28333333331,994.191096877023,1070.3755697896,-2.28333333331011,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"05",1098,0,76,18,0,0,8,2,2015-05-01,5,1118.88333333331,1080.79109687702,1156.9755697896,-20.8833333333087,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"06",1165,0,113,21,0,0,8,4,2015-06-01,6,1202.68333333331,1164.59109687702,1240.7755697896,-37.6833333333102,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"07",1187,0,146,27,2,0,14,5,2015-07-01,7,1195.08333333331,1156.99109687703,1233.1755697896,-8.08333333331325,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"08",1067,0,97,27,1,0,6,2,2015-08-01,8,1084.68333333331,1046.59109687702,1122.7755697896,-17.6833333333118,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"09",1079,0,83,25,1,0,5,1,2015-09-01,9,1033.08333333331,994.991096877024,1071.1755697896,45.9166666666883,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"10",1015,0,71,21,1,0,6,1,2015-10-01,10,1032.68333333331,994.591096877025,1070.7755697896,-17.6833333333118,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"11",923,0,46,22,1,0,7,4,2015-11-01,11,989.683333333309,951.591096877022,1027.7755697896,-66.6833333333087,0
"01.menor a 20 anios","01.menor a 20 anios",2015,"12",1136,0,59,25,1,0,7,2,2015-12-01,12,1074.88333333331,1036.79109687702,1112.9755697896,61.1166666666898,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"01",1089,0,49,20,1,0,10,5,2016-01-01,1,1080.14166666663,1044.14788647176,1116.13544686151,8.85833333336632,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"02",1059,0,54,24,0,0,7,5,2016-02-01,2,988.541666666686,952.547886471812,1024.53544686156,70.4583333333139,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"03",1008,0,59,25,1,0,6,6,2016-03-01,3,1039.94166666665,1003.94788647178,1075.93544686152,-31.9416666666511,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"04",997,0,69,20,1,0,7,2,2016-04-01,4,978.94166666665,942.947886471777,1014.93544686152,18.0583333333497,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"05",1149,0,113,29,2,0,12,4,2016-05-01,5,1065.54166666665,1029.54788647177,1101.53544686152,83.4583333333512,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"06",1224,0,174,34,4,0,7,4,2016-06-01,6,1149.34166666665,1113.34788647178,1185.33544686152,74.6583333333497,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"07",1122,0,137,28,1,0,5,3,2016-07-01,7,1141.74166666665,1105.74788647178,1177.73544686153,-19.7416666666534,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"08",1030,0,102,30,1,0,7,3,2016-08-01,8,1031.34166666665,995.347886471778,1067.33544686153,-1.34166666665192,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"09",951,0,93,24,2,0,5,3,2016-09-01,9,979.741666666652,943.747886471778,1015.73544686153,-28.7416666666518,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"10",930,0,56,26,1,0,7,5,2016-10-01,10,979.341666666652,943.347886471778,1015.33544686153,-49.3416666666519,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"11",940,0,63,21,0,0,8,2,2016-11-01,11,936.341666666649,900.347886471775,972.335446861523,3.65833333335115,0
"01.menor a 20 anios","01.menor a 20 anios",2016,"12",999,0,41,19,2,0,10,1,2016-12-01,12,1021.54166666665,985.547886471777,1057.53544686152,-22.5416666666504,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"01",1055,0,42,28,0,0,10,4,2017-01-01,1,1026.79999999996,991.533441843419,1062.0665581565,28.2000000000407,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"02",945,0,44,31,1,0,9,2,2017-02-01,2,935.200000000012,899.933441843472,970.466558156551,9.79999999998836,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"03",987,0,51,25,2,0,9,1,2017-03-01,3,986.599999999977,951.333441843437,1021.86655815652,0.400000000023283,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"04",893,0,47,22,0,0,8,4,2017-04-01,4,925.599999999976,890.333441843436,960.866558156516,-32.5999999999759,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"05",1025,0,79,26,4,0,5,4,2017-05-01,5,1012.19999999997,976.933441843435,1047.46655815651,12.8000000000255,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"06",1157,0,152,31,2,0,13,5,2017-06-01,6,1095.99999999998,1060.73344184344,1131.26655815652,61.0000000000241,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"07",1078,0,107,29,1,0,10,1,2017-07-01,7,1088.39999999998,1053.13344184344,1123.66655815652,-10.3999999999789,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"08",926,0,73,29,1,0,3,3,2017-08-01,8,977.999999999977,942.733441843438,1013.26655815652,-51.9999999999774,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"09",916,0,63,18,2,0,9,4,2017-09-01,9,926.399999999977,891.133441843438,961.666558156517,-10.3999999999774,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"10",978,0,62,26,2,0,10,5,2017-10-01,10,925.999999999977,890.733441843438,961.266558156517,52.0000000000225,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"11",894,0,45,20,1,0,12,0,2017-11-01,11,882.999999999974,847.733441843435,918.266558156514,11.0000000000256,0
"01.menor a 20 anios","01.menor a 20 anios",2017,"12",970,0,58,19,1,0,10,1,2017-12-01,12,968.199999999976,932.933441843436,1003.46655815652,1.80000000002406,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"01",962,0,47,24,0,0,8,2,2018-01-01,1,973.458333333299,937.464553138425,1009.45211352817,-11.4583333332994,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"02",836,0,51,24,2,0,7,2,2018-02-01,2,881.858333333352,845.864553138479,917.852113528224,-45.8583333333518,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"03",1002,0,64,22,2,0,13,1,2018-03-01,3,933.258333333317,897.264553138444,969.25211352819,68.7416666666832,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"04",895,0,52,16,1,0,5,5,2018-04-01,4,872.258333333316,836.264553138443,908.25211352819,22.741666666684,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"05",921,0,49,32,1,0,6,2,2018-05-01,5,958.858333333315,922.864553138441,994.852113528188,-37.8583333333146,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"06",973,0,97,20,2,0,7,1,2018-06-01,6,1042.65833333332,1006.66455313844,1078.65211352819,-69.658333333316,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"07",1051,0,119,24,0,1,10,2,2018-07-01,7,1035.05833333332,999.064553138446,1071.05211352819,15.9416666666809,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"08",986,0,97,33,1,0,7,2,2018-08-01,8,924.658333333318,888.664553138444,960.652113528191,61.3416666666825,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"09",863,0,73,26,1,0,10,1,2018-09-01,9,873.058333333317,837.064553138444,909.052113528191,-10.0583333333175,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"10",864,0,66,19,0,0,5,0,2018-10-01,10,872.658333333318,836.664553138444,908.652113528191,-8.65833333331761,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"11",820,0,49,18,1,0,9,5,2018-11-01,11,829.658333333315,793.664553138441,865.652113528188,-9.65833333331454,0
"01.menor a 20 anios","01.menor a 20 anios",2018,"12",902,0,56,24,2,0,9,1,2018-12-01,12,914.858333333316,878.864553138443,950.85211352819,-12.8583333333161,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"01",894,0,51,21,0,0,4,2,2019-01-01,1,920.11666666664,882.024430210351,958.208903122928,-26.1166666666395,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"02",805,0,33,14,1,0,4,5,2019-02-01,2,828.516666666692,790.424430210406,866.608903122978,-23.5166666666919,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"03",874,0,51,27,2,0,7,0,2019-03-01,3,879.916666666657,841.82443021037,918.008903122943,-5.91666666665697,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"04",813,0,61,16,2,0,7,1,2019-04-01,4,818.916666666656,780.824430210369,857.008903122944,-5.91666666665617,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"05",868,0,73,26,1,0,6,3,2019-05-01,5,905.516666666655,867.424430210368,943.608903122942,-37.5166666666547,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"06",961,0,137,21,2,0,11,3,2019-06-01,6,989.316666666656,951.224430210369,1027.40890312294,-28.3166666666561,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"07",1004,0,100,25,3,0,12,1,2019-07-01,7,981.716666666659,943.624430210372,1019.80890312295,22.2833333333408,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"08",881,0,89,15,2,0,7,2,2019-08-01,8,871.316666666658,833.224430210371,909.408903122945,9.68333333334238,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"09",823,0,67,14,1,0,7,3,2019-09-01,9,819.716666666658,781.624430210371,857.808903122945,3.2833333333424,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"10",843,0,54,26,3,0,6,3,2019-10-01,10,819.316666666658,781.224430210371,857.408903122945,23.6833333333423,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"11",838,0,54,13,1,0,7,3,2019-11-01,11,776.316666666655,738.224430210367,814.408903122942,61.6833333333453,0
"01.menor a 20 anios","01.menor a 20 anios",2019,"12",834,0,45,18,0,0,10,1,2019-12-01,12,861.516666666656,823.424430210369,899.608903122944,-27.5166666666562,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"01",852,0,42,19,1,0,4,3,2020-01-01,1,866.774999999965,825.421294956969,908.128705042961,-14.7749999999651,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"02",763,0,46,19,2,0,7,1,2020-02-01,2,775.175000000017,733.821294957025,816.52870504301,-12.1750000000175,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"03",735,0,49,12,2,0,6,1,2020-03-01,3,826.574999999983,785.221294956988,867.928705042977,-91.5749999999825,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"04",622,1,30,15,0,0,7,0,2020-04-01,4,765.574999999982,724.221294956987,806.928705042977,-143.574999999982,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"05",676,3,28,16,2,0,6,2,2020-05-01,5,852.17499999998,810.821294956985,893.528705042975,-176.17499999998,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"06",657,4,39,27,2,0,7,1,2020-06-01,6,935.974999999982,894.621294956987,977.328705042977,-278.974999999982,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"07",664,16,41,25,0,0,4,2,2020-07-01,7,928.374999999985,887.02129495699,969.72870504298,-264.374999999985,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"08",657,25,17,24,2,0,6,0,2020-08-01,8,817.974999999983,776.621294956988,859.328705042978,-160.974999999983,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"09",652,21,35,20,1,0,8,1,2020-09-01,9,766.374999999983,725.021294956988,807.728705042978,-114.374999999983,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"10",720,30,23,17,4,0,6,2,2020-10-01,10,765.974999999983,724.621294956988,807.328705042978,-45.9749999999833,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"11",698,20,29,23,5,0,7,3,2020-11-01,11,722.97499999998,681.621294956985,764.328705042975,-24.9749999999802,0
"01.menor a 20 anios","01.menor a 20 anios",2020,"12",723,9,28,15,1,0,2,2,2020-12-01,12,808.174999999982,766.821294956987,849.528705042977,-85.1749999999818,0
"01.menor a 20 anios","01.menor a 20 anios",2021,"01",752,13,37,24,1,0,8,6,2021-01-01,1,813.433333333305,767.904402527267,858.962264139344,-61.4333333333052,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"02",679,9,29,26,0,0,3,1,2021-02-01,2,721.833333333358,676.304402527324,767.362264139392,-42.8333333333576,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"03",671,12,29,20,1,0,6,2,2021-03-01,3,773.233333333323,727.704402527286,818.762264139359,-102.233333333323,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"04",669,18,36,18,4,0,2,1,2021-04-01,4,712.233333333322,666.704402527285,757.762264139359,-43.2333333333219,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"05",696,35,33,27,1,0,3,2,2021-05-01,5,798.83333333332,753.304402527283,844.362264139358,-102.83333333332,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"06",783,45,40,30,2,0,5,4,2021-06-01,6,882.633333333322,837.104402527285,928.162264139359,-99.6333333333218,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"07",768,35,46,22,3,0,6,0,2021-07-01,7,875.033333333325,829.504402527288,920.562264139362,-107.033333333325,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"08",764,29,52,14,1,0,7,2,2021-08-01,8,764.633333333323,719.104402527286,810.16226413936,-0.633333333323321,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"09",656,3,37,14,2,0,11,3,2021-09-01,9,713.033333333323,667.504402527286,758.56226413936,-57.0333333333233,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"10",679,3,36,21,0,0,8,3,2021-10-01,10,712.633333333323,667.104402527286,758.16226413936,-33.6333333333234,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"11",705,3,26,21,2,0,5,1,2021-11-01,11,669.63333333332,624.104402527283,715.162264139358,35.3666666666796,1
"01.menor a 20 anios","01.menor a 20 anios",2021,"12",767,7,35,23,2,0,9,2,2021-12-01,12,754.833333333322,709.304402527285,800.362264139359,12.1666666666781,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"01",860,81,45,22,3,0,6,5,2022-01-01,1,760.091666666631,709.700374393902,810.48295893936,99.9083333333692,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"02",687,31,30,16,2,0,6,2,2022-02-01,2,668.491666666683,618.100374393959,718.882958939407,18.5083333333168,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"03",777,11,41,27,5,0,5,2,2022-03-01,3,719.891666666648,669.500374393921,770.282958939375,57.1083333333518,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"04",659,3,51,26,2,0,6,0,2022-04-01,4,658.891666666647,608.50037439392,709.282958939375,0.108333333352562,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"05",753,2,72,20,0,0,6,1,2022-05-01,5,745.491666666646,695.100374393919,795.882958939373,7.50833333335402,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"06",819,7,88,29,1,0,10,3,2022-06-01,6,829.291666666647,778.90037439392,879.682958939375,-10.2916666666474,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"07",748,10,71,27,2,0,0,1,2022-07-01,7,821.69166666665,771.300374393923,872.082958939378,-73.6916666666505,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"08",721,9,51,23,2,0,4,2,2022-08-01,8,711.291666666649,660.900374393922,761.682958939376,9.70833333335111,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"09",685,6,52,20,1,0,7,2,2022-09-01,9,659.691666666649,609.300374393922,710.082958939376,25.3083333333511,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"10",773,1,81,33,0,0,8,2,2022-10-01,10,659.291666666649,608.900374393922,709.682958939376,113.708333333351,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"11",758,2,76,33,1,0,6,3,2022-11-01,11,616.291666666646,565.900374393918,666.682958939373,141.708333333354,1
"01.menor a 20 anios","01.menor a 20 anios",2022,"12",705,5,43,20,1,0,5,1,2022-12-01,12,701.491666666647,651.10037439392,751.882958939375,3.50833333335254,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"01",734,6,44,22,1,0,1,0,2023-01-01,1,706.749999999971,650.988675495377,762.511324504565,27.2500000000291,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"02",582,0,27,16,1,0,5,0,2023-02-01,2,615.150000000023,559.388675495434,670.911324504612,-33.1500000000233,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"03",717,0,41,27,2,0,2,0,2023-03-01,3,666.549999999988,610.788675495396,722.311324504581,50.4500000000116,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"04",635,0,37,21,1,0,10,1,2023-04-01,4,605.549999999988,549.788675495395,661.31132450458,29.4500000000124,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"05",641,1,58,22,0,0,6,1,2023-05-01,5,692.149999999986,636.388675495393,747.911324504579,-51.1499999999861,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"06",755,0,77,37,1,0,1,2,2023-06-01,6,775.949999999988,720.188675495395,831.71132450458,-20.9499999999875,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"07",695,1,65,27,0,0,6,2,2023-07-01,7,768.349999999991,712.588675495398,824.111324504583,-73.3499999999906,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"08",682,2,52,31,0,0,5,2,2023-08-01,8,657.949999999989,602.188675495397,713.711324504582,24.050000000011,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"09",599,3,49,16,0,0,9,1,2023-09-01,9,606.349999999989,550.588675495397,662.111324504581,-7.349999999989,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"10",637,1,49,21,1,0,4,0,2023-10-01,10,605.949999999989,550.188675495397,661.711324504582,31.0500000000109,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"11",585,1,35,19,3,0,5,4,2023-11-01,11,562.949999999986,507.188675495393,618.711324504579,22.0500000000139,1
"01.menor a 20 anios","01.menor a 20 anios",2023,"12",640,1,33,24,1,0,4,2,2023-12-01,12,648.149999999988,592.388675495395,703.91132450458,-8.14999999998759,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"01",703,2,34,20,0,0,4,7,2024-01-01,1,653.408333333311,591.90213477484,714.914531891782,49.591666666689,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"02",670,2,39,18,0,0,3,2,2024-02-01,2,561.808333333363,500.302134774897,623.314531891829,108.191666666637,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"03",713,4,37,25,0,0,9,2,2024-03-01,3,613.208333333328,551.702134774859,674.714531891797,99.7916666666715,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"04",636,0,34,24,0,0,6,1,2024-04-01,4,552.208333333328,490.702134774857,613.714531891798,83.7916666666723,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"05",658,0,61,20,0,0,7,1,2024-05-01,5,638.808333333326,577.302134774857,700.314531891796,19.1916666666738,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"06",612,1,57,13,3,0,5,5,2024-06-01,6,722.608333333328,661.102134774857,784.114531891798,-110.608333333328,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"07",669,0,83,22,5,0,10,3,2024-07-01,7,715.008333333331,653.502134774861,776.5145318918,-46.0083333333307,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"08",620,0,50,25,1,0,2,2,2024-08-01,8,604.608333333329,543.10213477486,666.114531891798,15.3916666666709,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"09",594,0,45,26,3,0,7,0,2024-09-01,9,553.008333333329,491.50213477486,614.514531891798,40.9916666666709,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"10",564,0,36,21,1,0,3,2,2024-10-01,10,552.608333333329,491.10213477486,614.114531891799,11.3916666666707,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"11",529,2,23,20,0,0,3,3,2024-11-01,11,509.608333333326,448.102134774857,571.114531891796,19.3916666666738,1
"01.menor a 20 anios","01.menor a 20 anios",2024,"12",491,0,20,15,0,0,3,0,2024-12-01,12,594.808333333328,533.302134774857,656.314531891798,-103.808333333328,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"01",1345,0,85,116,11,0,4,4,2015-01-01,1,1369.11666666666,1319.47320358837,1418.76012974496,-24.116666666665,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"02",1195,0,70,97,9,0,1,3,2015-02-01,2,1252.51666666667,1202.87320358837,1302.16012974497,-57.5166666666719,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"03",1351,0,79,122,12,0,2,4,2015-03-01,3,1298.11666666667,1248.47320358837,1347.76012974497,52.8833333333314,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"04",1157,0,53,89,5,0,0,3,2015-04-01,4,1184.31666666667,1134.67320358837,1233.96012974496,-27.3166666666671,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"05",1255,0,66,99,9,0,3,1,2015-05-01,5,1236.91666666667,1187.27320358837,1286.56012974496,18.083333333333,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"06",1209,0,87,110,12,0,4,0,2015-06-01,6,1280.11666666667,1230.47320358837,1329.76012974496,-71.1166666666672,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"07",1216,0,93,105,13,0,2,2,2015-07-01,7,1323.71666666667,1274.07320358837,1373.36012974496,-107.716666666668,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"08",1183,0,93,125,13,0,3,0,2015-08-01,8,1253.51666666667,1203.87320358837,1303.16012974496,-70.5166666666673,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"09",1187,0,89,108,16,0,5,3,2015-09-01,9,1228.51666666667,1178.87320358837,1278.16012974496,-41.5166666666673,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"10",1185,0,77,95,12,0,3,2,2015-10-01,10,1236.31666666667,1186.67320358837,1285.96012974496,-51.3166666666675,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"11",1221,0,70,98,9,0,5,0,2015-11-01,11,1224.31666666667,1174.67320358837,1273.96012974496,-3.31666666666706,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2015,"12",1349,0,71,119,15,0,0,0,2015-12-01,12,1335.71666666667,1286.07320358837,1385.36012974496,13.2833333333328,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"01",1380,0,79,102,10,0,2,5,2016-01-01,1,1362.15833333333,1315.24966993138,1409.06699673529,17.841666666669,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"02",1278,0,84,104,8,0,6,4,2016-02-01,2,1245.55833333334,1198.64966993138,1292.46699673529,32.4416666666621,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"03",1273,0,65,96,15,0,1,1,2016-03-01,3,1291.15833333333,1244.24966993138,1338.06699673529,-18.1583333333347,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"04",1177,0,103,102,16,0,4,2,2016-04-01,4,1177.35833333333,1130.44966993138,1224.26699673529,-0.358333333333121,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"05",1353,0,143,129,22,0,7,2,2016-05-01,5,1229.95833333333,1183.04966993138,1276.86699673529,123.041666666667,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"06",1350,0,187,141,24,0,8,5,2016-06-01,6,1273.15833333333,1226.24966993138,1320.06699673529,76.8416666666667,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"07",1371,0,132,136,15,0,9,2,2016-07-01,7,1316.75833333333,1269.84966993138,1363.66699673529,54.2416666666663,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"08",1254,0,114,129,11,0,2,3,2016-08-01,8,1246.55833333333,1199.64966993138,1293.46699673529,7.44166666666661,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"09",1217,0,89,117,9,0,4,1,2016-09-01,9,1221.55833333333,1174.64966993138,1268.46699673529,-4.55833333333339,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"10",1252,0,97,120,13,0,4,0,2016-10-01,10,1229.35833333333,1182.44966993138,1276.26699673529,22.6416666666664,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"11",1242,0,87,115,16,0,2,2,2016-11-01,11,1217.35833333333,1170.44966993138,1264.26699673529,24.6416666666669,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2016,"12",1338,0,86,121,5,1,7,4,2016-12-01,12,1328.75833333333,1281.84966993138,1375.66699673529,9.24166666666679,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"01",1380,0,87,117,13,1,5,2,2017-01-01,1,1355.2,1309.23908405966,1401.16091594034,24.8000000000011,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"02",1214,0,84,110,9,0,1,2,2017-02-01,2,1238.60000000001,1192.63908405966,1284.56091594035,-24.6000000000058,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"03",1245,0,73,121,9,0,9,2,2017-03-01,3,1284.2,1238.23908405966,1330.16091594034,-39.2000000000025,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"04",1161,0,81,97,12,0,1,1,2017-04-01,4,1170.4,1124.43908405966,1216.36091594034,-9.400000000001,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"05",1190,0,83,126,10,0,2,0,2017-05-01,5,1223,1177.03908405966,1268.96091594034,-33.0000000000009,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"06",1356,0,111,143,19,1,3,4,2017-06-01,6,1266.2,1220.23908405966,1312.16091594034,89.7999999999988,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"07",1286,0,97,132,11,0,1,2,2017-07-01,7,1309.8,1263.83908405966,1355.76091594034,-23.8000000000015,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"08",1241,0,104,120,13,1,2,0,2017-08-01,8,1239.6,1193.63908405966,1285.56091594034,1.39999999999873,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"09",1188,0,105,107,13,0,2,2,2017-09-01,9,1214.6,1168.63908405966,1260.56091594034,-26.6000000000013,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"10",1258,0,92,129,17,0,3,1,2017-10-01,10,1222.4,1176.43908405966,1268.36091594034,35.5999999999985,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"11",1214,0,83,113,9,0,3,1,2017-11-01,11,1210.4,1164.43908405966,1256.36091594034,3.599999999999,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2017,"12",1383,0,81,124,11,0,5,1,2017-12-01,12,1321.8,1275.83908405966,1367.76091594034,61.1999999999989,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"01",1358,0,102,130,13,1,2,3,2018-01-01,1,1348.24166666666,1301.33300326471,1395.15033006862,9.75833333333503,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"02",1312,0,85,118,11,0,3,2,2018-02-01,2,1231.64166666667,1184.73300326472,1278.55033006863,80.3583333333281,0
