"age","grupo_etario","anio_def","mes_def","obs","covid","resp","circ","diabetes","alzheimer","metabolic","anemia","fecha","month","pred","pred.lower","pred.upper","excess","post2021"
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"03",1327,0,73,116,15,0,3,2,2018-03-01,3,1277.24166666667,1230.33300326471,1324.15033006862,49.7583333333314,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"04",1210,0,76,122,9,1,2,3,2018-04-01,4,1163.44166666667,1116.53300326471,1210.35033006862,46.5583333333329,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"05",1192,0,91,115,16,0,5,2,2018-05-01,5,1216.04166666667,1169.13300326471,1262.95033006862,-24.041666666667,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"06",1256,0,99,116,21,0,5,3,2018-06-01,6,1259.24166666667,1212.33300326471,1306.15033006862,-3.24166666666724,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"07",1343,0,121,140,14,0,3,2,2018-07-01,7,1302.84166666667,1255.93300326471,1349.75033006862,40.1583333333324,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"08",1288,0,127,141,22,0,5,2,2018-08-01,8,1232.64166666667,1185.73300326471,1279.55033006862,55.3583333333327,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"09",1271,0,121,120,10,0,6,0,2018-09-01,9,1207.64166666667,1160.73300326471,1254.55033006862,63.3583333333327,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"10",1210,0,86,105,12,1,2,1,2018-10-01,10,1215.44166666667,1168.53300326471,1262.35033006862,-5.44166666666752,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"11",1217,0,76,110,10,0,7,1,2018-11-01,11,1203.44166666667,1156.53300326471,1250.35033006862,13.5583333333329,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2018,"12",1314,0,68,115,14,0,2,1,2018-12-01,12,1314.84166666667,1267.93300326471,1361.75033006862,-0.841666666667152,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"01",1313,0,74,128,9,0,4,1,2019-01-01,1,1341.28333333333,1291.63987025503,1390.92679641163,-28.2833333333328,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"02",1194,0,55,117,12,0,2,0,2019-02-01,2,1224.68333333334,1175.03987025504,1274.32679641164,-30.6833333333398,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"03",1225,0,79,116,9,0,4,1,2019-03-01,3,1270.28333333334,1220.63987025504,1319.92679641163,-45.2833333333365,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"04",1147,0,90,118,16,1,0,2,2019-04-01,4,1156.48333333333,1106.83987025504,1206.12679641163,-9.48333333333494,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"05",1125,0,82,95,10,0,4,0,2019-05-01,5,1209.08333333333,1159.43987025504,1258.72679641163,-84.0833333333348,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"06",1160,0,96,116,12,0,1,3,2019-06-01,6,1252.28333333334,1202.63987025504,1301.92679641163,-92.2833333333351,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"07",1333,0,130,129,21,0,6,6,2019-07-01,7,1295.88333333334,1246.23987025504,1345.52679641163,37.1166666666645,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"08",1232,0,86,130,10,0,6,0,2019-08-01,8,1225.68333333334,1176.03987025504,1275.32679641163,6.31666666666479,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"09",1210,0,87,104,11,0,4,1,2019-09-01,9,1200.68333333334,1151.03987025504,1250.32679641163,9.31666666666479,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"10",1207,0,92,100,10,0,7,2,2019-10-01,10,1208.48333333334,1158.83987025504,1258.12679641163,-1.48333333333539,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"11",1158,0,71,105,9,1,5,1,2019-11-01,11,1196.48333333333,1146.83987025504,1246.12679641163,-38.4833333333349,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2019,"12",1225,0,65,116,9,0,4,1,2019-12-01,12,1307.88333333334,1258.23987025504,1357.52679641163,-82.883333333335,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"01",1269,0,78,123,14,0,6,2,2020-01-01,1,1334.325,1280.43104888468,1388.21895111532,-65.3249999999989,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"02",1164,0,71,97,15,0,3,1,2020-02-01,2,1217.72500000001,1163.83104888469,1271.61895111532,-53.7250000000058,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"03",1109,1,86,111,15,0,1,2,2020-03-01,3,1263.325,1209.43104888469,1317.21895111532,-154.325000000003,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"04",992,5,93,110,15,0,3,2,2020-04-01,4,1149.525,1095.63104888468,1203.41895111532,-157.525000000001,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"05",1034,14,78,86,11,0,6,0,2020-05-01,5,1202.125,1148.23104888468,1256.01895111532,-168.125000000001,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"06",1072,45,66,113,14,0,3,0,2020-06-01,6,1245.325,1191.43104888468,1299.21895111532,-173.325000000001,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"07",1264,114,91,126,16,0,3,5,2020-07-01,7,1288.925,1235.03104888468,1342.81895111532,-24.9250000000015,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"08",1293,145,87,119,21,0,0,2,2020-08-01,8,1218.725,1164.83104888468,1272.61895111532,74.2749999999987,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"09",1350,209,93,100,20,1,1,6,2020-09-01,9,1193.725,1139.83104888468,1247.61895111532,156.274999999999,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"10",1390,224,91,108,13,0,5,6,2020-10-01,10,1201.525,1147.63104888468,1255.41895111532,188.474999999999,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"11",1336,128,68,130,19,0,4,3,2020-11-01,11,1189.525,1135.63104888468,1243.41895111532,146.474999999999,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2020,"12",1292,96,75,104,10,3,8,2,2020-12-01,12,1300.925,1247.03104888468,1354.81895111532,-8.92500000000109,0
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"01",1468,113,84,155,16,0,2,1,2021-01-01,1,1327.36666666667,1268.03137932937,1386.70195400397,140.633333333333,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"02",1164,75,76,105,12,0,1,0,2021-02-01,2,1210.76666666667,1151.43137932938,1270.10195400397,-46.7666666666737,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"03",1271,70,84,113,17,0,1,1,2021-03-01,3,1256.36666666667,1197.03137932937,1315.70195400397,14.6333333333296,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"04",1404,254,105,119,16,1,3,1,2021-04-01,4,1142.56666666667,1083.23137932937,1201.90195400397,261.433333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"05",1913,623,144,162,18,0,6,4,2021-05-01,5,1195.16666666667,1135.83137932937,1254.50195400397,717.833333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"06",2044,831,125,130,21,0,2,2,2021-06-01,6,1238.36666666667,1179.03137932937,1297.70195400397,805.633333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"07",1837,512,146,164,22,0,6,2,2021-07-01,7,1281.96666666667,1222.63137932937,1341.30195400397,555.033333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"08",1504,213,142,133,24,0,4,1,2021-08-01,8,1211.76666666667,1152.43137932937,1271.10195400397,292.233333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"09",1183,55,102,113,13,0,2,3,2021-09-01,9,1186.76666666667,1127.43137932937,1246.10195400397,-3.76666666666915,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"10",1217,12,89,120,11,0,4,1,2021-10-01,10,1194.56666666667,1135.23137932937,1253.90195400397,22.4333333333307,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"11",1170,17,82,98,21,0,2,1,2021-11-01,11,1182.56666666667,1123.23137932937,1241.90195400397,-12.5666666666689,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2021,"12",1396,24,80,123,6,0,3,0,2021-12-01,12,1293.96666666667,1234.63137932937,1353.30195400397,102.033333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"01",1670,235,105,140,24,0,3,2,2022-01-01,1,1320.40833333333,1254.73620457124,1386.08046209543,349.591666666667,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"02",1290,103,119,109,14,0,4,0,2022-02-01,2,1203.80833333334,1138.13620457125,1269.48046209543,86.1916666666602,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"03",1255,24,114,125,17,0,10,5,2022-03-01,3,1249.40833333334,1183.73620457125,1315.08046209543,5.59166666666351,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"04",1206,7,111,110,15,0,1,0,2022-04-01,4,1135.60833333333,1069.93620457124,1201.28046209543,70.3916666666651,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"05",1218,13,82,145,14,0,1,3,2022-05-01,5,1188.20833333333,1122.53620457124,1253.88046209543,29.7916666666652,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"06",1205,23,100,150,15,0,5,1,2022-06-01,6,1231.40833333334,1165.73620457124,1297.08046209543,-26.4083333333351,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"07",1255,31,93,127,15,0,6,2,2022-07-01,7,1275.00833333334,1209.33620457124,1340.68046209543,-20.0083333333355,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"08",1238,24,85,112,12,1,1,4,2022-08-01,8,1204.80833333334,1139.13620457124,1270.48046209543,33.1916666666648,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"09",1154,16,95,150,15,0,1,0,2022-09-01,9,1179.80833333334,1114.13620457124,1245.48046209543,-25.8083333333352,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"10",1304,4,108,148,13,1,7,1,2022-10-01,10,1187.60833333334,1121.93620457124,1253.28046209543,116.391666666665,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"11",1262,3,93,140,18,0,3,2,2022-11-01,11,1175.60833333333,1109.93620457124,1241.28046209543,86.3916666666651,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2022,"12",1396,27,102,138,13,0,2,1,2022-12-01,12,1287.00833333334,1221.33620457124,1352.68046209543,108.991666666665,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"01",1320,18,101,106,9,0,1,1,2023-01-01,1,1313.45,1240.7794111414,1386.1205888586,6.54999999999927,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"02",1216,4,75,109,6,0,1,3,2023-02-01,2,1196.85000000001,1124.17941114141,1269.5205888586,19.1499999999924,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"03",1241,3,81,141,12,0,4,3,2023-03-01,3,1242.45,1169.77941114141,1315.1205888586,-1.45000000000437,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"04",1186,1,88,124,16,2,5,4,2023-04-01,4,1128.65,1055.97941114141,1201.3205888586,57.3499999999972,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"05",1204,2,110,118,7,0,2,1,2023-05-01,5,1181.25,1108.5794111414,1253.9205888586,22.7499999999973,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"06",1244,1,107,149,20,1,3,0,2023-06-01,6,1224.45,1151.77941114141,1297.1205888586,19.549999999997,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"07",1252,1,109,145,19,2,2,1,2023-07-01,7,1268.05,1195.3794111414,1340.7205888586,-16.0500000000034,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"08",1155,2,107,119,7,0,6,2,2023-08-01,8,1197.85,1125.1794111414,1270.5205888586,-42.8500000000031,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"09",1181,5,97,113,3,0,5,2,2023-09-01,9,1172.85,1100.1794111414,1245.5205888586,8.14999999999691,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"10",1272,1,93,134,14,0,4,3,2023-10-01,10,1180.65,1107.9794111414,1253.3205888586,91.3499999999967,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"11",1212,1,73,127,15,0,1,3,2023-11-01,11,1168.65,1095.9794111414,1241.3205888586,43.3499999999972,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2023,"12",1368,2,79,135,12,0,3,1,2023-12-01,12,1280.05,1207.37941114141,1352.7205888586,87.9499999999971,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"01",1268,4,105,136,11,0,3,2,2024-01-01,1,1306.49166666667,1226.33410750889,1386.64922582444,-38.4916666666668,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"02",1285,8,92,116,7,0,5,4,2024-02-01,2,1189.89166666667,1109.73410750891,1270.04922582444,95.1083333333263,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"03",1421,7,127,144,10,0,5,2,2024-03-01,3,1235.49166666667,1155.3341075089,1315.64922582444,185.50833333333,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"04",1321,2,115,151,15,0,4,3,2024-04-01,4,1121.69166666667,1041.5341075089,1201.84922582444,199.308333333331,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"05",1171,0,110,126,10,0,6,0,2024-05-01,5,1174.29166666667,1094.1341075089,1254.44922582444,-3.29166666666879,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"06",1237,1,149,153,11,0,4,2,2024-06-01,6,1217.49166666667,1137.3341075089,1297.64922582444,19.5083333333309,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"07",1218,1,137,149,21,0,6,3,2024-07-01,7,1261.09166666667,1180.9341075089,1341.24922582444,-43.0916666666694,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"08",1259,2,119,125,11,0,1,6,2024-08-01,8,1190.89166666667,1110.7341075089,1271.04922582444,68.1083333333308,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"09",1244,0,108,149,20,1,3,0,2024-09-01,9,1165.89166666667,1085.7341075089,1246.04922582444,78.1083333333308,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"10",1251,3,96,147,10,0,1,2,2024-10-01,10,1173.69166666667,1093.5341075089,1253.84922582444,77.3083333333307,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"11",1221,2,91,140,19,0,4,3,2024-11-01,11,1161.69166666667,1081.5341075089,1241.84922582444,59.3083333333311,1
"02.de 20 a 39 anios","02.de 20 a 39 anios",2024,"12",1110,0,88,119,9,0,3,3,2024-12-01,12,1273.09166666667,1192.9341075089,1353.24922582444,-163.091666666669,1
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"01",1160,0,84,203,25,0,1,2,2015-01-01,1,1122.7,1070.7368565412,1174.66314345881,37.2999999999956,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"02",1026,0,66,180,22,0,1,2,2015-02-01,2,1021.1,969.136856541193,1073.06314345881,4.89999999999964,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"03",1053,0,80,180,23,1,0,2,2015-03-01,3,1099.3,1047.3368565412,1151.26314345881,-46.3000000000029,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"04",1020,0,73,211,16,0,0,1,2015-04-01,4,1043.3,991.336856541197,1095.26314345881,-23.3000000000027,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"05",1099,0,75,232,21,0,3,2,2015-05-01,5,1141.1,1089.1368565412,1193.06314345881,-42.1000000000029,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"06",1082,0,84,218,26,0,1,3,2015-06-01,6,1206.1,1154.1368565412,1258.06314345881,-124.100000000003,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"07",1160,0,108,243,26,0,4,4,2015-07-01,7,1217.3,1165.3368565412,1269.26314345881,-57.3000000000025,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"08",1156,0,116,240,26,0,1,5,2015-08-01,8,1126.3,1074.3368565412,1178.26314345881,29.6999999999973,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"09",1055,0,105,203,21,0,3,2,2015-09-01,9,1097.3,1045.3368565412,1149.26314345881,-42.3000000000027,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"10",1066,0,84,220,28,0,3,1,2015-10-01,10,1080.5,1028.5368565412,1132.46314345881,-14.5000000000025,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"11",980,0,87,189,16,0,2,1,2015-11-01,11,1013.3,961.336856541198,1065.26314345881,-33.300000000003,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2015,"12",1185,0,84,212,26,0,2,3,2015-12-01,12,1142.9,1090.9368565412,1194.86314345881,42.0999999999972,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"01",1109,0,83,194,23,0,1,2,2016-01-01,1,1128.75000000001,1079.64944466674,1177.85055533327,-19.7500000000055,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"02",1111,0,71,195,27,0,3,4,2016-02-01,2,1027.15,978.049444666731,1076.25055533327,83.8499999999985,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"03",1164,0,106,230,23,0,4,1,2016-03-01,3,1105.35,1056.24944466673,1154.45055533327,58.649999999996,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"04",1098,0,92,209,27,0,2,0,2016-04-01,4,1049.35,1000.24944466673,1098.45055533327,48.6499999999962,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"05",1278,0,165,228,37,0,2,4,2016-05-01,5,1147.15,1098.04944466674,1196.25055533327,130.849999999996,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"06",1386,0,256,264,47,0,2,0,2016-06-01,6,1212.15,1163.04944466673,1261.25055533327,173.849999999996,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"07",1276,0,166,237,26,1,3,3,2016-07-01,7,1223.35,1174.24944466673,1272.45055533327,52.6499999999965,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"08",1124,0,128,200,23,0,2,2,2016-08-01,8,1132.35,1083.24944466673,1181.45055533327,-8.35000000000377,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"09",1095,0,113,204,34,0,3,2,2016-09-01,9,1103.35,1054.24944466673,1152.45055533327,-8.35000000000377,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"10",1023,0,62,215,21,1,3,1,2016-10-01,10,1086.55,1037.44944466673,1135.65055533327,-63.5500000000036,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"11",1011,0,102,197,21,0,0,0,2016-11-01,11,1019.35,970.249444666735,1068.45055533327,-8.35000000000412,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2016,"12",1090,0,80,208,22,0,3,1,2016-12-01,12,1148.95,1099.84944466674,1198.05055533327,-58.9500000000039,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"01",1113,0,83,220,28,0,2,0,2017-01-01,1,1134.8,1086.69147733849,1182.90852266152,-21.8000000000047,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"02",972,0,68,189,21,0,3,4,2017-02-01,2,1033.2,985.091477338483,1081.30852266152,-61.2000000000007,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"03",1142,0,91,202,27,0,3,4,2017-03-01,3,1111.4,1063.29147733849,1159.50852266152,30.5999999999967,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"04",1047,0,98,188,25,0,1,2,2017-04-01,4,1055.4,1007.29147733849,1103.50852266152,-8.40000000000305,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"05",1128,0,98,230,28,0,4,1,2017-05-01,5,1153.2,1105.09147733849,1201.30852266152,-25.2000000000032,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"06",1180,0,131,258,21,0,3,1,2017-06-01,6,1218.2,1170.09147733849,1266.30852266152,-38.200000000003,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"07",1214,0,108,241,33,0,3,3,2017-07-01,7,1229.4,1181.29147733849,1277.50852266152,-15.4000000000028,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"08",1119,0,107,206,25,0,1,3,2017-08-01,8,1138.4,1090.29147733849,1186.50852266152,-19.400000000003,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"09",1093,0,101,218,22,0,1,3,2017-09-01,9,1109.4,1061.29147733849,1157.50852266152,-16.400000000003,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"10",1140,0,110,247,22,0,3,2,2017-10-01,10,1092.6,1044.49147733849,1140.70852266152,47.3999999999971,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"11",1009,0,100,180,23,0,5,3,2017-11-01,11,1025.4,977.291477338486,1073.50852266152,-16.4000000000033,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2017,"12",1198,0,108,214,40,0,6,2,2017-12-01,12,1155,1106.89147733849,1203.10852266152,42.9999999999968,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"01",1150,0,99,199,27,0,3,0,2018-01-01,1,1140.85,1091.74944466673,1189.95055533327,9.149999999996,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"02",1056,0,74,188,23,0,3,2,2018-02-01,2,1039.25,990.149444666733,1088.35055533327,16.75,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"03",1099,0,85,199,31,0,2,1,2018-03-01,3,1117.45,1068.34944466673,1166.55055533327,-18.4500000000025,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"04",1076,0,66,195,28,1,3,2,2018-04-01,4,1061.45,1012.34944466673,1110.55055533327,14.5499999999977,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"05",1151,0,87,215,27,0,2,2,2018-05-01,5,1159.25,1110.14944466673,1208.35055533327,-8.2500000000025,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"06",1217,0,113,236,35,0,2,3,2018-06-01,6,1224.25,1175.14944466673,1273.35055533327,-7.25000000000227,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"07",1183,0,127,240,23,0,5,3,2018-07-01,7,1235.45,1186.34944466673,1284.55055533327,-52.4500000000021,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"08",1183,0,129,242,28,0,5,1,2018-08-01,8,1144.45,1095.34944466673,1193.55055533327,38.5499999999977,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"09",1174,0,154,230,27,0,2,1,2018-09-01,9,1115.45,1066.34944466673,1164.55055533327,58.5499999999977,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"10",1134,0,111,234,17,1,1,1,2018-10-01,10,1098.65,1049.54944466673,1147.75055533327,35.3499999999979,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"11",1092,0,104,211,32,0,3,0,2018-11-01,11,1031.45,982.349444666734,1080.55055533327,60.5499999999975,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2018,"12",1150,0,93,245,22,0,5,0,2018-12-01,12,1161.05,1111.94944466673,1210.15055533327,-11.0500000000025,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"01",1142,0,75,209,31,0,4,3,2019-01-01,1,1146.9,1094.9368565412,1198.86314345881,-4.90000000000327,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"02",1001,0,77,196,23,0,1,1,2019-02-01,2,1045.3,993.336856541197,1097.2631434588,-44.2999999999993,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"03",1099,0,71,234,18,0,2,1,2019-03-01,3,1123.5,1071.5368565412,1175.46314345881,-24.5000000000018,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"04",1036,0,81,199,23,0,5,2,2019-04-01,4,1067.5,1015.5368565412,1119.46314345881,-31.5000000000016,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"05",1110,0,105,226,24,0,3,0,2019-05-01,5,1165.3,1113.3368565412,1217.26314345881,-55.3000000000018,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"06",1226,0,125,273,29,0,5,0,2019-06-01,6,1230.3,1178.3368565412,1282.26314345881,-4.30000000000155,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"07",1314,0,191,248,33,0,5,1,2019-07-01,7,1241.5,1189.5368565412,1293.46314345881,72.4999999999986,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"08",1110,0,124,227,28,1,6,1,2019-08-01,8,1150.5,1098.5368565412,1202.46314345881,-40.5000000000016,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"09",1130,0,99,233,27,0,2,1,2019-09-01,9,1121.5,1069.5368565412,1173.46314345881,8.49999999999841,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"10",1100,0,86,215,24,0,3,5,2019-10-01,10,1104.7,1052.7368565412,1156.66314345881,-4.70000000000141,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"11",1035,0,87,178,23,0,0,3,2019-11-01,11,1037.5,985.536856541197,1089.46314345881,-2.50000000000182,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2019,"12",1152,0,91,206,27,0,5,1,2019-12-01,12,1167.1,1115.1368565412,1219.06314345881,-15.1000000000017,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"01",1126,0,82,225,25,0,3,3,2020-01-01,1,1152.95,1096.53775678163,1209.36224321837,-26.9500000000025,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"02",1040,0,90,175,24,1,4,2,2020-02-01,2,1051.35,994.937756781632,1107.76224321837,-11.3499999999985,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"03",1071,1,107,209,15,0,4,1,2020-03-01,3,1129.55,1073.13775678163,1185.96224321837,-58.5500000000011,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"04",1026,14,98,203,21,0,2,2,2020-04-01,4,1073.55,1017.13775678163,1129.96224321837,-47.5500000000009,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"05",1119,23,85,223,27,1,2,4,2020-05-01,5,1171.35,1114.93775678163,1227.76224321837,-52.350000000001,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"06",1124,74,86,225,21,0,1,2,2020-06-01,6,1236.35,1179.93775678163,1292.76224321837,-112.350000000001,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"07",1361,183,120,254,28,1,1,3,2020-07-01,7,1247.55,1191.13775678163,1303.96224321837,113.449999999999,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"08",1518,346,102,260,36,1,3,1,2020-08-01,8,1156.55,1100.13775678163,1212.96224321837,361.449999999999,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"09",1611,453,115,250,45,0,3,1,2020-09-01,9,1127.55,1071.13775678163,1183.96224321837,483.449999999999,0
"03.de 40 a 49 anios","03.de 40 a 49 anios",2020,"10",1656,480,109,255,49,0,1,5,2020-10-01,10,1110.75,1054.33775678163,1167.16224321837,545.249999999999,0
