"age","anio_def","cause","method","cor","p.value","n"
"03.de 40 a 49 anios",2018,"alzheimer","spearman",NA,NA,12
"03.de 40 a 49 anios",2019,"alzheimer","pearson",NA,NA,12
"03.de 40 a 49 anios",2019,"alzheimer","spearman",NA,NA,12
"03.de 40 a 49 anios",2020,"alzheimer","pearson",-0.14231714937164,0.6590538895834,12
"03.de 40 a 49 anios",2020,"alzheimer","spearman",-0.486865895495151,0.108442821951915,12
"03.de 40 a 49 anios",2021,"alzheimer","pearson",0.212351598076418,0.507587966634895,12
"03.de 40 a 49 anios",2021,"alzheimer","spearman",0.503496503496504,0.0987515700723274,12
"03.de 40 a 49 anios",2022,"alzheimer","pearson",-0.279996058078675,0.37807891306608,12
"03.de 40 a 49 anios",2022,"alzheimer","spearman",0.0909090909090909,0.783196910294608,12
"03.de 40 a 49 anios",2023,"alzheimer","pearson",-0.109847455012662,0.733974517319775,12
"03.de 40 a 49 anios",2023,"alzheimer","spearman",0.316909266841799,0.315543603616405,12
"03.de 40 a 49 anios",2024,"alzheimer","pearson",0.672557046543311,0.016557855676065,12
"03.de 40 a 49 anios",2024,"alzheimer","spearman",0.651348888273692,0.0217627646764817,12
"03.de 40 a 49 anios",2015,"metabolic","pearson",NA,NA,12
"03.de 40 a 49 anios",2015,"metabolic","spearman",NA,NA,12
"03.de 40 a 49 anios",2016,"metabolic","pearson",NA,NA,12
"03.de 40 a 49 anios",2016,"metabolic","spearman",NA,NA,12
"03.de 40 a 49 anios",2017,"metabolic","pearson",NA,NA,12
"03.de 40 a 49 anios",2017,"metabolic","spearman",NA,NA,12
"03.de 40 a 49 anios",2018,"metabolic","pearson",NA,NA,12
"03.de 40 a 49 anios",2018,"metabolic","spearman",NA,NA,12
"03.de 40 a 49 anios",2019,"metabolic","pearson",NA,NA,12
"03.de 40 a 49 anios",2019,"metabolic","spearman",NA,NA,12
"03.de 40 a 49 anios",2020,"metabolic","pearson",-0.353601895510004,0.259502966313426,12
"03.de 40 a 49 anios",2020,"metabolic","spearman",-0.52539485125376,0.0793962329371459,12
"03.de 40 a 49 anios",2021,"metabolic","pearson",-0.0824554623960978,0.798910531814392,12
"03.de 40 a 49 anios",2021,"metabolic","spearman",-0.167832167832168,0.603727651288199,12
"03.de 40 a 49 anios",2022,"metabolic","pearson",0.6451998870109,0.0234722713759294,12
"03.de 40 a 49 anios",2022,"metabolic","spearman",0.356643356643357,0.256012537309024,12
"03.de 40 a 49 anios",2023,"metabolic","pearson",0.369241548269571,0.237516727177793,12
"03.de 40 a 49 anios",2023,"metabolic","spearman",0.0457757829882599,0.887662802266821,12
"03.de 40 a 49 anios",2024,"metabolic","pearson",0.378806745409213,0.224634174678051,12
"03.de 40 a 49 anios",2024,"metabolic","spearman",0.374255714809193,0.230710113624311,12
"03.de 40 a 49 anios",2015,"anemia","pearson",NA,NA,12
"03.de 40 a 49 anios",2015,"anemia","spearman",NA,NA,12
"03.de 40 a 49 anios",2016,"anemia","pearson",NA,NA,12
"03.de 40 a 49 anios",2016,"anemia","spearman",NA,NA,12
"03.de 40 a 49 anios",2017,"anemia","pearson",NA,NA,12
"03.de 40 a 49 anios",2017,"anemia","spearman",NA,NA,12
"03.de 40 a 49 anios",2018,"anemia","pearson",NA,NA,12
"03.de 40 a 49 anios",2018,"anemia","spearman",NA,NA,12
"03.de 40 a 49 anios",2019,"anemia","pearson",NA,NA,12
"03.de 40 a 49 anios",2019,"anemia","spearman",NA,NA,12
"03.de 40 a 49 anios",2020,"anemia","pearson",0.00968386767589495,0.976171586431255,12
"03.de 40 a 49 anios",2020,"anemia","spearman",0.0595447498087594,0.854154624623348,12
"03.de 40 a 49 anios",2021,"anemia","pearson",0.108208213218546,0.737820165665279,12
"03.de 40 a 49 anios",2021,"anemia","spearman",0.020979020979021,0.956169154937949,12
"03.de 40 a 49 anios",2022,"anemia","pearson",-0.168300302501903,0.60107213024864,12
"03.de 40 a 49 anios",2022,"anemia","spearman",-0.174825174825175,0.588259894923335,12
"03.de 40 a 49 anios",2023,"anemia","pearson",-0.0578919287554712,0.858166303530813,12
"03.de 40 a 49 anios",2023,"anemia","spearman",-0.21831527271324,0.495450359532312,12
"03.de 40 a 49 anios",2024,"anemia","pearson",-0.149413450318809,0.643030076593253,12
"03.de 40 a 49 anios",2024,"anemia","spearman",-0.273494560822103,0.389711940662244,12
"04.de 50 a 59 anios",2015,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"covid","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"covid","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"covid","pearson",1,0,12
"04.de 50 a 59 anios",2020,"covid","spearman",1,0,12
"04.de 50 a 59 anios",2021,"covid","pearson",1,1.32831694084709e-79,12
"04.de 50 a 59 anios",2021,"covid","spearman",1,0,12
"04.de 50 a 59 anios",2022,"covid","pearson",1,0,12
"04.de 50 a 59 anios",2022,"covid","spearman",1,0,12
"04.de 50 a 59 anios",2023,"covid","pearson",1,0,12
"04.de 50 a 59 anios",2023,"covid","spearman",1,0,12
"04.de 50 a 59 anios",2024,"covid","pearson",1,0,12
"04.de 50 a 59 anios",2024,"covid","spearman",1,0,12
"04.de 50 a 59 anios",2015,"resp","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"resp","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"resp","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"resp","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"resp","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"resp","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"resp","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"resp","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"resp","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"resp","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"resp","pearson",0.318661607247976,0.312726637280962,12
"04.de 50 a 59 anios",2020,"resp","spearman",0.402802719294549,0.194201669418058,12
"04.de 50 a 59 anios",2021,"resp","pearson",0.9003956379131,6.51850339790757e-05,12
"04.de 50 a 59 anios",2021,"resp","spearman",0.804195804195804,0.00274613530473303,12
"04.de 50 a 59 anios",2022,"resp","pearson",0.639783061400341,0.0250572624595824,12
"04.de 50 a 59 anios",2022,"resp","spearman",0.199650043476429,0.533867048433135,12
"04.de 50 a 59 anios",2023,"resp","pearson",0.536088780677078,0.0723893593333074,12
"04.de 50 a 59 anios",2023,"resp","spearman",0.281198987537838,0.375946462465254,12
"04.de 50 a 59 anios",2024,"resp","pearson",0.56525991721074,0.0554590111608033,12
"04.de 50 a 59 anios",2024,"resp","spearman",0.665987548780249,0.0180598474865711,12
"04.de 50 a 59 anios",2015,"circ","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"circ","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"circ","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"circ","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"circ","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"circ","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"circ","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"circ","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"circ","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"circ","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"circ","pearson",0.504110860713439,0.0946886607711764,12
"04.de 50 a 59 anios",2020,"circ","spearman",0.360771131194248,0.24928250596238,12
"04.de 50 a 59 anios",2021,"circ","pearson",0.476636575719159,0.117197046381194,12
"04.de 50 a 59 anios",2021,"circ","spearman",0.510489510489511,0.0936053800282637,12
"04.de 50 a 59 anios",2022,"circ","pearson",0.583465616094816,0.0464219861571784,12
"04.de 50 a 59 anios",2022,"circ","spearman",0.178634249426278,0.578567183873968,12
"04.de 50 a 59 anios",2023,"circ","pearson",-0.00366685986587033,0.990976248825919,12
"04.de 50 a 59 anios",2023,"circ","spearman",-0.0843596962613514,0.794353386395524,12
"04.de 50 a 59 anios",2024,"circ","pearson",0.314522785756619,0.319402404834708,12
"04.de 50 a 59 anios",2024,"circ","spearman",0.334813412501546,0.287422740923071,12
"04.de 50 a 59 anios",2015,"diabetes","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"diabetes","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"diabetes","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"diabetes","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"diabetes","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"diabetes","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"diabetes","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"diabetes","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"diabetes","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"diabetes","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"diabetes","pearson",0.637865921417219,0.025636371284667,12
"04.de 50 a 59 anios",2020,"diabetes","spearman",0.661997512579737,0.0190194558338804,12
"04.de 50 a 59 anios",2021,"diabetes","pearson",0.706394765193517,0.010229515752539,12
"04.de 50 a 59 anios",2021,"diabetes","spearman",0.636363636363636,0.0301142647296562,12
"04.de 50 a 59 anios",2022,"diabetes","pearson",0.542843832306834,0.0681891660377424,12
"04.de 50 a 59 anios",2022,"diabetes","spearman",0.315236910752256,0.31824499801822,12
"04.de 50 a 59 anios",2023,"diabetes","pearson",0.488093765535664,0.107422114176612,12
"04.de 50 a 59 anios",2023,"diabetes","spearman",0.33040881035696,0.294204401924103,12
"04.de 50 a 59 anios",2024,"diabetes","pearson",0.100223672811702,0.756629401831875,12
"04.de 50 a 59 anios",2024,"diabetes","spearman",0.0545891433426433,0.866191875425757,12
"04.de 50 a 59 anios",2015,"alzheimer","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"alzheimer","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"alzheimer","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"alzheimer","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"alzheimer","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"alzheimer","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"alzheimer","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"alzheimer","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"alzheimer","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"alzheimer","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"alzheimer","pearson",0.235184144106188,0.461840899774173,12
"04.de 50 a 59 anios",2020,"alzheimer","spearman",0.497373792520226,0.0999138724178623,12
"04.de 50 a 59 anios",2021,"alzheimer","pearson",0.513935837016161,0.087402814466781,12
"04.de 50 a 59 anios",2021,"alzheimer","spearman",0.188811188811189,0.557827775088338,12
"04.de 50 a 59 anios",2022,"alzheimer","pearson",0.381884352984999,0.220580364385719,12
"04.de 50 a 59 anios",2022,"alzheimer","spearman",-0.108581602592444,0.736943708354792,12
"04.de 50 a 59 anios",2023,"alzheimer","pearson",-0.349858997375189,0.264934107870145,12
"04.de 50 a 59 anios",2023,"alzheimer","spearman",-0.446403392716318,0.145745769816933,12
"04.de 50 a 59 anios",2024,"alzheimer","pearson",0.0368511275541265,0.909475684718462,12
"04.de 50 a 59 anios",2024,"alzheimer","spearman",-0.382124003398503,0.220266560478489,12
"04.de 50 a 59 anios",2015,"metabolic","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"metabolic","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"metabolic","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"metabolic","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"metabolic","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"metabolic","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"metabolic","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"metabolic","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"metabolic","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"metabolic","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"metabolic","pearson",-0.20788639522525,0.516760696120736,12
"04.de 50 a 59 anios",2020,"metabolic","spearman",-0.115586867275827,0.72055456354042,12
"04.de 50 a 59 anios",2021,"metabolic","pearson",0.442895232942411,0.14932261388146,12
"04.de 50 a 59 anios",2021,"metabolic","spearman",0.447552447552448,0.147205377767155,12
"04.de 50 a 59 anios",2022,"metabolic","pearson",-0.183303531554387,0.568509371690815,12
"04.de 50 a 59 anios",2022,"metabolic","spearman",-0.346760601827481,0.269479388463033,12
"04.de 50 a 59 anios",2023,"metabolic","pearson",-0.190380760054113,0.553400598407483,12
"04.de 50 a 59 anios",2023,"metabolic","spearman",-0.214414227997602,0.503375209329495,12
"04.de 50 a 59 anios",2024,"metabolic","pearson",0.16614408226473,0.605809353443567,12
"04.de 50 a 59 anios",2024,"metabolic","spearman",0.167406706250773,0.603033657975761,12
"04.de 50 a 59 anios",2015,"anemia","pearson",NA,NA,12
"04.de 50 a 59 anios",2015,"anemia","spearman",NA,NA,12
"04.de 50 a 59 anios",2016,"anemia","pearson",NA,NA,12
"04.de 50 a 59 anios",2016,"anemia","spearman",NA,NA,12
"04.de 50 a 59 anios",2017,"anemia","pearson",NA,NA,12
"04.de 50 a 59 anios",2017,"anemia","spearman",NA,NA,12
"04.de 50 a 59 anios",2018,"anemia","pearson",NA,NA,12
"04.de 50 a 59 anios",2018,"anemia","spearman",NA,NA,12
"04.de 50 a 59 anios",2019,"anemia","pearson",NA,NA,12
"04.de 50 a 59 anios",2019,"anemia","spearman",NA,NA,12
"04.de 50 a 59 anios",2020,"anemia","pearson",-0.312741190082026,0.322299965648498,12
"04.de 50 a 59 anios",2020,"anemia","spearman",-0.514886954228684,0.0867182974439261,12
"04.de 50 a 59 anios",2021,"anemia","pearson",-0.454241127071251,0.137954869550288,12
"04.de 50 a 59 anios",2021,"anemia","spearman",-0.223776223776224,0.484911140402735,12
"04.de 50 a 59 anios",2022,"anemia","pearson",0.274020527222433,0.388764106895315,12
"04.de 50 a 59 anios",2022,"anemia","spearman",-0.0420315881003008,0.896806151754385,12
"04.de 50 a 59 anios",2023,"anemia","pearson",-0.420012672586167,0.174029156772565,12
"04.de 50 a 59 anios",2023,"anemia","spearman",-0.688937519467703,0.0132137677491185,12
"04.de 50 a 59 anios",2024,"anemia","pearson",0.342945404237486,0.275137499310893,12
"04.de 50 a 59 anios",2024,"anemia","spearman",0.393041832067032,0.206255756619983,12
"05.de 60 a 69 anios",2015,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"covid","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"covid","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"covid","pearson",1,4.25061421071047e-78,12
"05.de 60 a 69 anios",2020,"covid","spearman",1,0,12
"05.de 60 a 69 anios",2021,"covid","pearson",1,0,12
"05.de 60 a 69 anios",2021,"covid","spearman",1,0,12
"05.de 60 a 69 anios",2022,"covid","pearson",1,0,12
"05.de 60 a 69 anios",2022,"covid","spearman",1,0,12
"05.de 60 a 69 anios",2023,"covid","pearson",1,0,12
"05.de 60 a 69 anios",2023,"covid","spearman",1,0,12
"05.de 60 a 69 anios",2024,"covid","pearson",1,1.32831694084709e-79,12
"05.de 60 a 69 anios",2024,"covid","spearman",1,1.32831694084709e-79,12
"05.de 60 a 69 anios",2015,"resp","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"resp","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"resp","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"resp","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"resp","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"resp","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"resp","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"resp","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"resp","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"resp","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"resp","pearson",0.382631057264136,0.219603499152244,12
"05.de 60 a 69 anios",2020,"resp","spearman",0.276707954993647,0.383939601453497,12
"05.de 60 a 69 anios",2021,"resp","pearson",0.74860502092899,0.00509153935308053,12
"05.de 60 a 69 anios",2021,"resp","spearman",0.755244755244755,0.00659654322080615,12
"05.de 60 a 69 anios",2022,"resp","pearson",0.574683685520945,0.0506404623215467,12
"05.de 60 a 69 anios",2022,"resp","spearman",0.244755244755245,0.443504275627885,12
"05.de 60 a 69 anios",2023,"resp","pearson",0.312149883459798,0.323264831399719,12
"05.de 60 a 69 anios",2023,"resp","spearman",-0.0245615547037876,0.939604141677502,12
"05.de 60 a 69 anios",2024,"resp","pearson",0.233313623248634,0.465513928432728,12
"05.de 60 a 69 anios",2024,"resp","spearman",0.505328747309257,0.0937641028229868,12
"05.de 60 a 69 anios",2015,"circ","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"circ","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"circ","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"circ","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"circ","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"circ","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"circ","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"circ","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"circ","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"circ","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"circ","pearson",0.51200665490728,0.088802452556862,12
"05.de 60 a 69 anios",2020,"circ","spearman",0.164623720059511,0.60915800878752,12
"05.de 60 a 69 anios",2021,"circ","pearson",0.66742775109441,0.0177223541205081,12
"05.de 60 a 69 anios",2021,"circ","spearman",0.727272727272727,0.0100009174971863,12
"05.de 60 a 69 anios",2022,"circ","pearson",0.546597510797249,0.0659293470210266,12
"05.de 60 a 69 anios",2022,"circ","spearman",0.118881118881119,0.716184326595525,12
"05.de 60 a 69 anios",2023,"circ","pearson",0.26118189441985,0.412234837410301,12
"05.de 60 a 69 anios",2023,"circ","spearman",-0.0666670770531379,0.836904849456392,12
"05.de 60 a 69 anios",2024,"circ","pearson",0.200433813648873,0.53222893554882,12
"05.de 60 a 69 anios",2024,"circ","spearman",0.459389770281143,0.132986613194121,12
"05.de 60 a 69 anios",2015,"diabetes","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"diabetes","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"diabetes","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"diabetes","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"diabetes","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"diabetes","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"diabetes","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"diabetes","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"diabetes","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"diabetes","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"diabetes","pearson",0.757545109480618,0.0043187029304116,12
"05.de 60 a 69 anios",2020,"diabetes","spearman",0.490368527836842,0.105548053930175,12
"05.de 60 a 69 anios",2021,"diabetes","pearson",0.764558607655281,0.003777373933558,12
"05.de 60 a 69 anios",2021,"diabetes","spearman",0.636363636363636,0.0301142647296562,12
"05.de 60 a 69 anios",2022,"diabetes","pearson",0.719818855678021,0.00830074544609533,12
"05.de 60 a 69 anios",2022,"diabetes","spearman",0.27972027972028,0.378709233642039,12
"05.de 60 a 69 anios",2023,"diabetes","pearson",0.0713419112474613,0.825618014597502,12
"05.de 60 a 69 anios",2023,"diabetes","spearman",-0.150878121751838,0.639739819602082,12
"05.de 60 a 69 anios",2024,"diabetes","pearson",0.391881104944913,0.207718805352006,12
"05.de 60 a 69 anios",2024,"diabetes","spearman",0.632544376002496,0.0272945951426785,12
"05.de 60 a 69 anios",2015,"alzheimer","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"alzheimer","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"alzheimer","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"alzheimer","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"alzheimer","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"alzheimer","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"alzheimer","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"alzheimer","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"alzheimer","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"alzheimer","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"alzheimer","pearson",0.22873894469563,0.474554051339273,12
"05.de 60 a 69 anios",2020,"alzheimer","spearman",0.0280210587335339,0.931114067419274,12
"05.de 60 a 69 anios",2021,"alzheimer","pearson",0.751479521318638,0.00483251430879682,12
"05.de 60 a 69 anios",2021,"alzheimer","spearman",0.615384615384615,0.0373345113663698,12
"05.de 60 a 69 anios",2022,"alzheimer","pearson",0.69037302599129,0.0129466650983692,12
"05.de 60 a 69 anios",2022,"alzheimer","spearman",0.524475524475525,0.0838845872329148,12
"05.de 60 a 69 anios",2023,"alzheimer","pearson",0.803761372515128,0.00163148614250743,12
"05.de 60 a 69 anios",2023,"alzheimer","spearman",0.51579264877954,0.086069854045518,12
"05.de 60 a 69 anios",2024,"alzheimer","pearson",0.310326172978952,0.326250620133178,12
"05.de 60 a 69 anios",2024,"alzheimer","spearman",0.307437769341995,0.331010202086013,12
"05.de 60 a 69 anios",2015,"metabolic","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"metabolic","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"metabolic","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"metabolic","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"metabolic","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"metabolic","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"metabolic","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"metabolic","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"metabolic","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"metabolic","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"metabolic","pearson",-0.355350396983912,0.256988179686972,12
"05.de 60 a 69 anios",2020,"metabolic","spearman",-0.598950130429286,0.0395980557151432,12
"05.de 60 a 69 anios",2021,"metabolic","pearson",0.427890390184901,0.165252656460966,12
"05.de 60 a 69 anios",2021,"metabolic","spearman",0.776223776223776,0.0046598806161296,12
"05.de 60 a 69 anios",2022,"metabolic","pearson",0.460876355814533,0.131574051585926,12
"05.de 60 a 69 anios",2022,"metabolic","spearman",0.342657342657343,0.276230512588156,12
"05.de 60 a 69 anios",2023,"metabolic","pearson",0.0531527874433401,0.869685800535233,12
"05.de 60 a 69 anios",2023,"metabolic","spearman",0.217545198804976,0.497010287562864,12
"05.de 60 a 69 anios",2024,"metabolic","pearson",0.351895103051125,0.261971515221076,12
"05.de 60 a 69 anios",2024,"metabolic","spearman",0.201424745430963,0.530160915071381,12
"05.de 60 a 69 anios",2015,"anemia","pearson",NA,NA,12
"05.de 60 a 69 anios",2015,"anemia","spearman",NA,NA,12
"05.de 60 a 69 anios",2016,"anemia","pearson",NA,NA,12
"05.de 60 a 69 anios",2016,"anemia","spearman",NA,NA,12
"05.de 60 a 69 anios",2017,"anemia","pearson",NA,NA,12
"05.de 60 a 69 anios",2017,"anemia","spearman",NA,NA,12
"05.de 60 a 69 anios",2018,"anemia","pearson",NA,NA,12
"05.de 60 a 69 anios",2018,"anemia","spearman",NA,NA,12
"05.de 60 a 69 anios",2019,"anemia","pearson",NA,NA,12
"05.de 60 a 69 anios",2019,"anemia","spearman",NA,NA,12
"05.de 60 a 69 anios",2020,"anemia","pearson",-0.0231318970034385,0.943114441412534,12
"05.de 60 a 69 anios",2020,"anemia","spearman",-0.0665500144921429,0.837187854464164,12
"05.de 60 a 69 anios",2021,"anemia","pearson",0.132342126938557,0.681801009367224,12
"05.de 60 a 69 anios",2021,"anemia","spearman",0.195804195804196,0.54287352062982,12
"05.de 60 a 69 anios",2022,"anemia","pearson",0.86034516982305,0.000329360056597984,12
"05.de 60 a 69 anios",2022,"anemia","spearman",0.538461538461539,0.0749022866724823,12
"05.de 60 a 69 anios",2023,"anemia","pearson",0.27146244814709,0.393385044205023,12
"05.de 60 a 69 anios",2023,"anemia","spearman",0.533336616425103,0.0741504034400408,12
"05.de 60 a 69 anios",2024,"anemia","pearson",-0.0265934733039545,0.934616796299251,12
"05.de 60 a 69 anios",2024,"anemia","spearman",0.0706753492740219,0.827225546701578,12
"06.de 70 a 79 anios",2015,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"covid","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"covid","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"covid","pearson",1,0,12
"06.de 70 a 79 anios",2020,"covid","spearman",1,0,12
"06.de 70 a 79 anios",2021,"covid","pearson",1,0,12
"06.de 70 a 79 anios",2021,"covid","spearman",1,0,12
"06.de 70 a 79 anios",2022,"covid","pearson",1,0,12
"06.de 70 a 79 anios",2022,"covid","spearman",1,0,12
"06.de 70 a 79 anios",2023,"covid","pearson",1,4.25061421071047e-78,12
"06.de 70 a 79 anios",2023,"covid","spearman",1,0,12
"06.de 70 a 79 anios",2024,"covid","pearson",1,0,12
"06.de 70 a 79 anios",2024,"covid","spearman",1,0,12
"06.de 70 a 79 anios",2015,"resp","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"resp","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"resp","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"resp","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"resp","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"resp","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"resp","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"resp","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"resp","pearson",NA,NA,12
