"age","anio_def","cause","method","cor","p.value","n"
"06.de 70 a 79 anios",2019,"resp","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"resp","pearson",0.20617682565747,0.520291593659283,12
"06.de 70 a 79 anios",2020,"resp","spearman",0.0700526468338346,0.828727854101125,12
"06.de 70 a 79 anios",2021,"resp","pearson",0.270014626244172,0.39601272988757,12
"06.de 70 a 79 anios",2021,"resp","spearman",0.286713286713287,0.366408456111988,12
"06.de 70 a 79 anios",2022,"resp","pearson",0.656284612693003,0.0204576560248445,12
"06.de 70 a 79 anios",2022,"resp","spearman",0.28371321967703,0.371509666939279,12
"06.de 70 a 79 anios",2023,"resp","pearson",0.302349454226497,0.339485959753717,12
"06.de 70 a 79 anios",2023,"resp","spearman",-0.0909090909090909,0.783196910294608,12
"06.de 70 a 79 anios",2024,"resp","pearson",-0.0733222209277229,0.820845794194133,12
"06.de 70 a 79 anios",2024,"resp","spearman",-0.115790186460713,0.720080461477296,12
"06.de 70 a 79 anios",2015,"circ","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"circ","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"circ","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"circ","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"circ","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"circ","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"circ","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"circ","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"circ","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"circ","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"circ","pearson",0.648061731275514,0.0226649378181527,12
"06.de 70 a 79 anios",2020,"circ","spearman",0.528897483595451,0.0770523903726765,12
"06.de 70 a 79 anios",2021,"circ","pearson",0.665320091769924,0.0182178444579111,12
"06.de 70 a 79 anios",2021,"circ","spearman",0.601398601398601,0.0428068689875762,12
"06.de 70 a 79 anios",2022,"circ","pearson",0.839665198318289,0.000633376669530454,12
"06.de 70 a 79 anios",2022,"circ","spearman",0.360771131194248,0.24928250596238,12
"06.de 70 a 79 anios",2023,"circ","pearson",0.420568944488669,0.173400030857503,12
"06.de 70 a 79 anios",2023,"circ","spearman",0.153846153846154,0.635139955377586,12
"06.de 70 a 79 anios",2024,"circ","pearson",0.258117361590242,0.417939267783319,12
"06.de 70 a 79 anios",2024,"circ","spearman",0.322809004678352,0.306115218143036,12
"06.de 70 a 79 anios",2015,"diabetes","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"diabetes","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"diabetes","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"diabetes","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"diabetes","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"diabetes","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"diabetes","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"diabetes","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"diabetes","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"diabetes","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"diabetes","pearson",0.684837661515702,0.013999066981057,12
"06.de 70 a 79 anios",2020,"diabetes","spearman",0.455342204419925,0.136882432772603,12
"06.de 70 a 79 anios",2021,"diabetes","pearson",0.594882636489763,0.0413165394560644,12
"06.de 70 a 79 anios",2021,"diabetes","spearman",0.622377622377623,0.0348001228553438,12
"06.de 70 a 79 anios",2022,"diabetes","pearson",0.883518090270411,0.00013845569930499,12
"06.de 70 a 79 anios",2022,"diabetes","spearman",0.399300086952857,0.198476018031437,12
"06.de 70 a 79 anios",2023,"diabetes","pearson",0.42349212747637,0.170117473652621,12
"06.de 70 a 79 anios",2023,"diabetes","spearman",-0.328671328671329,0.297385077720106,12
"06.de 70 a 79 anios",2024,"diabetes","pearson",0.469417622076645,0.12364731801422,12
"06.de 70 a 79 anios",2024,"diabetes","spearman",0.491231094075753,0.104843158477306,12
"06.de 70 a 79 anios",2015,"alzheimer","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"alzheimer","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"alzheimer","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"alzheimer","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"alzheimer","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"alzheimer","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"alzheimer","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"alzheimer","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"alzheimer","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"alzheimer","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"alzheimer","pearson",-0.250679414353945,0.431945391937331,12
"06.de 70 a 79 anios",2020,"alzheimer","spearman",-0.0665500144921429,0.837187854464164,12
"06.de 70 a 79 anios",2021,"alzheimer","pearson",-0.225557705183021,0.480887915680011,12
"06.de 70 a 79 anios",2021,"alzheimer","spearman",-0.055944055944056,0.868980339326347,12
"06.de 70 a 79 anios",2022,"alzheimer","pearson",0.933734262400599,8.99739189950495e-06,12
"06.de 70 a 79 anios",2022,"alzheimer","spearman",0.504379057203609,0.0944845356273572,12
"06.de 70 a 79 anios",2023,"alzheimer","pearson",0.0875636472389101,0.786699171777498,12
"06.de 70 a 79 anios",2023,"alzheimer","spearman",0.111888111888112,0.732775446034506,12
"06.de 70 a 79 anios",2024,"alzheimer","pearson",0.409332921794037,0.186385371594672,12
"06.de 70 a 79 anios",2024,"alzheimer","spearman",0.319300211149239,0.311703524959014,12
"06.de 70 a 79 anios",2015,"metabolic","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"metabolic","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"metabolic","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"metabolic","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"metabolic","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"metabolic","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"metabolic","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"metabolic","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"metabolic","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"metabolic","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"metabolic","pearson",0.142353935048508,0.658970478503205,12
"06.de 70 a 79 anios",2020,"metabolic","spearman",-0.122592131959211,0.704272667435206,12
"06.de 70 a 79 anios",2021,"metabolic","pearson",-0.051719081363304,0.873175414781098,12
"06.de 70 a 79 anios",2021,"metabolic","spearman",-0.118881118881119,0.716184326595525,12
"06.de 70 a 79 anios",2022,"metabolic","pearson",0.706536051794963,0.0102076266124932,12
"06.de 70 a 79 anios",2022,"metabolic","spearman",0.374781660561015,0.230002980006253,12
"06.de 70 a 79 anios",2023,"metabolic","pearson",0.257320431113423,0.419429071064397,12
"06.de 70 a 79 anios",2023,"metabolic","spearman",-0.048951048951049,0.88633510886492,12
"06.de 70 a 79 anios",2024,"metabolic","pearson",0.110176741089818,0.73320268813032,12
"06.de 70 a 79 anios",2024,"metabolic","spearman",0.136842947635388,0.67150587842799,12
"06.de 70 a 79 anios",2015,"anemia","pearson",NA,NA,12
"06.de 70 a 79 anios",2015,"anemia","spearman",NA,NA,12
"06.de 70 a 79 anios",2016,"anemia","pearson",NA,NA,12
"06.de 70 a 79 anios",2016,"anemia","spearman",NA,NA,12
"06.de 70 a 79 anios",2017,"anemia","pearson",NA,NA,12
"06.de 70 a 79 anios",2017,"anemia","spearman",NA,NA,12
"06.de 70 a 79 anios",2018,"anemia","pearson",NA,NA,12
"06.de 70 a 79 anios",2018,"anemia","spearman",NA,NA,12
"06.de 70 a 79 anios",2019,"anemia","pearson",NA,NA,12
"06.de 70 a 79 anios",2019,"anemia","spearman",NA,NA,12
"06.de 70 a 79 anios",2020,"anemia","pearson",-0.39888925161694,0.198981122269747,12
"06.de 70 a 79 anios",2020,"anemia","spearman",-0.371279028219324,0.234736690629199,12
"06.de 70 a 79 anios",2021,"anemia","pearson",0.52439918442476,0.0800712705354531,12
"06.de 70 a 79 anios",2021,"anemia","spearman",0.65034965034965,0.0259115168459695,12
"06.de 70 a 79 anios",2022,"anemia","pearson",-0.0230044962787646,0.943427299804857,12
"06.de 70 a 79 anios",2022,"anemia","spearman",-0.322242175435639,0.307014178900402,12
"06.de 70 a 79 anios",2023,"anemia","pearson",0.503482380475814,0.0951681596310298,12
"06.de 70 a 79 anios",2023,"anemia","spearman",0.237762237762238,0.457102206809002,12
"06.de 70 a 79 anios",2024,"anemia","pearson",0.0668359893817399,0.836496526147058,12
"06.de 70 a 79 anios",2024,"anemia","spearman",-0.154386915280951,0.631881901834675,12
"07.de 80 anios y mas",2015,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"covid","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"covid","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"covid","pearson",1,0,12
"07.de 80 anios y mas",2020,"covid","spearman",1,0,12
"07.de 80 anios y mas",2021,"covid","pearson",1,0,12
"07.de 80 anios y mas",2021,"covid","spearman",1,0,12
"07.de 80 anios y mas",2022,"covid","pearson",1,0,12
"07.de 80 anios y mas",2022,"covid","spearman",1,0,12
"07.de 80 anios y mas",2023,"covid","pearson",1,0,12
"07.de 80 anios y mas",2023,"covid","spearman",1,0,12
"07.de 80 anios y mas",2024,"covid","pearson",1,0,12
"07.de 80 anios y mas",2024,"covid","spearman",1,0,12
"07.de 80 anios y mas",2015,"resp","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"resp","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"resp","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"resp","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"resp","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"resp","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"resp","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"resp","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"resp","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"resp","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"resp","pearson",-0.260881983955177,0.412791381037098,12
"07.de 80 anios y mas",2020,"resp","spearman",-0.448336939736542,0.143798117491237,12
"07.de 80 anios y mas",2021,"resp","pearson",-0.358489688701699,0.25250889173736,12
"07.de 80 anios y mas",2021,"resp","spearman",-0.363636363636364,0.246255228012161,12
"07.de 80 anios y mas",2022,"resp","pearson",0.647162752079604,0.0229163314021664,12
"07.de 80 anios y mas",2022,"resp","spearman",0.321678321678322,0.308312360549134,12
"07.de 80 anios y mas",2023,"resp","pearson",0.520715929009364,0.0826024024500206,12
"07.de 80 anios y mas",2023,"resp","spearman",-0.448336939736542,0.143798117491237,12
"07.de 80 anios y mas",2024,"resp","pearson",-0.000377213681505608,0.999071700881787,12
"07.de 80 anios y mas",2024,"resp","spearman",-0.115790186460713,0.720080461477296,12
"07.de 80 anios y mas",2015,"circ","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"circ","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"circ","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"circ","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"circ","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"circ","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"circ","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"circ","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"circ","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"circ","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"circ","pearson",0.631355416465883,0.0276754186420372,12
"07.de 80 anios y mas",2020,"circ","spearman",0.679510674288196,0.0150702293109323,12
"07.de 80 anios y mas",2021,"circ","pearson",0.391830384514134,0.207782880092685,12
"07.de 80 anios y mas",2021,"circ","spearman",0.356643356643357,0.256012537309024,12
"07.de 80 anios y mas",2022,"circ","pearson",0.884849564883533,0.000131025037475475,12
"07.de 80 anios y mas",2022,"circ","spearman",0.405594405594406,0.192612183946047,12
"07.de 80 anios y mas",2023,"circ","pearson",0.412487902819861,0.182680093102352,12
"07.de 80 anios y mas",2023,"circ","spearman",-0.266200057968572,0.40297832764889,12
"07.de 80 anios y mas",2024,"circ","pearson",0.17278777410729,0.591258624156872,12
"07.de 80 anios y mas",2024,"circ","spearman",0.0701758705822504,0.828430527371102,12
"07.de 80 anios y mas",2015,"diabetes","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"diabetes","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"diabetes","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"diabetes","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"diabetes","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"diabetes","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"diabetes","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"diabetes","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"diabetes","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"diabetes","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"diabetes","pearson",0.661717339192823,0.0190882104726198,12
"07.de 80 anios y mas",2020,"diabetes","spearman",0.672505409604812,0.0165692907131667,12
"07.de 80 anios y mas",2021,"diabetes","pearson",0.403253530612796,0.193655689848213,12
"07.de 80 anios y mas",2021,"diabetes","spearman",0.398601398601399,0.200972975530579,12
"07.de 80 anios y mas",2022,"diabetes","pearson",0.901196207516509,6.26940441904975e-05,12
"07.de 80 anios y mas",2022,"diabetes","spearman",0.566433566433566,0.0590341482159041,12
"07.de 80 anios y mas",2023,"diabetes","pearson",0.238917776299314,0.454550300493815,12
"07.de 80 anios y mas",2023,"diabetes","spearman",-0.196147411134737,0.541213725951531,12
"07.de 80 anios y mas",2024,"diabetes","pearson",0.443005338948389,0.149209505993966,12
"07.de 80 anios y mas",2024,"diabetes","spearman",0.36140573349859,0.248389384349584,12
"07.de 80 anios y mas",2015,"alzheimer","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"alzheimer","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"alzheimer","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"alzheimer","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"alzheimer","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"alzheimer","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"alzheimer","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"alzheimer","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"alzheimer","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"alzheimer","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"alzheimer","pearson",0.392988037017368,0.206323423789352,12
"07.de 80 anios y mas",2020,"alzheimer","spearman",0.199650043476429,0.533867048433135,12
"07.de 80 anios y mas",2021,"alzheimer","pearson",0.696306803922739,0.0118847686574121,12
"07.de 80 anios y mas",2021,"alzheimer","spearman",0.615384615384615,0.0373345113663698,12
"07.de 80 anios y mas",2022,"alzheimer","pearson",0.728951799914293,0.00715364652547596,12
"07.de 80 anios y mas",2022,"alzheimer","spearman",0.27972027972028,0.378709233642039,12
"07.de 80 anios y mas",2023,"alzheimer","pearson",0.531211085522322,0.0755304108634335,12
"07.de 80 anios y mas",2023,"alzheimer","spearman",-0.164623720059511,0.60915800878752,12
"07.de 80 anios y mas",2024,"alzheimer","pearson",0.13930760893456,0.665889991624929,12
"07.de 80 anios y mas",2024,"alzheimer","spearman",0.143860534693613,0.655557355423383,12
"07.de 80 anios y mas",2015,"metabolic","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"metabolic","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"metabolic","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"metabolic","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"metabolic","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"metabolic","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"metabolic","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"metabolic","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"metabolic","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"metabolic","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"metabolic","pearson",-0.240051975493236,0.452346429641054,12
"07.de 80 anios y mas",2020,"metabolic","spearman",-0.392294822269474,0.207196608827139,12
"07.de 80 anios y mas",2021,"metabolic","pearson",-0.324543613137587,0.303373344190881,12
"07.de 80 anios y mas",2021,"metabolic","spearman",-0.195804195804196,0.54287352062982,12
"07.de 80 anios y mas",2022,"metabolic","pearson",0.660449893925145,0.019401515628628,12
"07.de 80 anios y mas",2022,"metabolic","spearman",-0.00699300699300699,0.991230036057101,12
"07.de 80 anios y mas",2023,"metabolic","pearson",0.662557148641324,0.01888266362714,12
"07.de 80 anios y mas",2023,"metabolic","spearman",0.0980737055673685,0.761715327826085,12
"07.de 80 anios y mas",2024,"metabolic","pearson",0.191926652624458,0.550122553933128,12
"07.de 80 anios y mas",2024,"metabolic","spearman",0.0350879352911252,0.913792373910697,12
"07.de 80 anios y mas",2015,"anemia","pearson",NA,NA,12
"07.de 80 anios y mas",2015,"anemia","spearman",NA,NA,12
"07.de 80 anios y mas",2016,"anemia","pearson",NA,NA,12
"07.de 80 anios y mas",2016,"anemia","spearman",NA,NA,12
"07.de 80 anios y mas",2017,"anemia","pearson",NA,NA,12
"07.de 80 anios y mas",2017,"anemia","spearman",NA,NA,12
"07.de 80 anios y mas",2018,"anemia","pearson",NA,NA,12
"07.de 80 anios y mas",2018,"anemia","spearman",NA,NA,12
"07.de 80 anios y mas",2019,"anemia","pearson",NA,NA,12
"07.de 80 anios y mas",2019,"anemia","spearman",NA,NA,12
"07.de 80 anios y mas",2020,"anemia","pearson",0.053524222834829,0.86878207919333,12
"07.de 80 anios y mas",2020,"anemia","spearman",-0.0560421174670677,0.86265976262528,12
"07.de 80 anios y mas",2021,"anemia","pearson",-0.101329817944507,0.754016159816249,12
"07.de 80 anios y mas",2021,"anemia","spearman",-0.160839160839161,0.619356169033867,12
"07.de 80 anios y mas",2022,"anemia","pearson",0.516827384862105,0.0853330520088656,12
"07.de 80 anios y mas",2022,"anemia","spearman",0.0629370629370629,0.851681911253292,12
"07.de 80 anios y mas",2023,"anemia","pearson",0.343480971554471,0.274339151525532,12
"07.de 80 anios y mas",2023,"anemia","spearman",-0.119089499617519,0.712399836889992,12
"07.de 80 anios y mas",2024,"anemia","pearson",0.689712820126676,0.0130690076866305,12
"07.de 80 anios y mas",2024,"anemia","spearman",0.638600422298479,0.0254133680576534,12
"08.sin especificar",2015,"covid","pearson",NA,NA,12
"08.sin especificar",2015,"covid","spearman",NA,NA,12
"08.sin especificar",2016,"covid","pearson",NA,NA,12
"08.sin especificar",2016,"covid","spearman",NA,NA,12
"08.sin especificar",2017,"covid","pearson",NA,NA,12
"08.sin especificar",2017,"covid","spearman",NA,NA,12
"08.sin especificar",2018,"covid","pearson",NA,NA,12
"08.sin especificar",2018,"covid","spearman",NA,NA,12
"08.sin especificar",2019,"covid","pearson",NA,NA,12
"08.sin especificar",2019,"covid","spearman",NA,NA,12
"08.sin especificar",2020,"covid","pearson",1,0,12
"08.sin especificar",2020,"covid","spearman",1,0,12
"08.sin especificar",2021,"covid","pearson",1,0,12
"08.sin especificar",2021,"covid","spearman",1,0,12
"08.sin especificar",2022,"covid","pearson",1,0,12
"08.sin especificar",2022,"covid","spearman",1,0,12
"08.sin especificar",2023,"covid","pearson",1,0,12
"08.sin especificar",2023,"covid","spearman",1,0,12
"08.sin especificar",2024,"covid","pearson",1,0,12
"08.sin especificar",2024,"covid","spearman",1,0,12
"08.sin especificar",2015,"resp","pearson",NA,NA,12
"08.sin especificar",2015,"resp","spearman",NA,NA,12
"08.sin especificar",2016,"resp","pearson",NA,NA,12
"08.sin especificar",2016,"resp","spearman",NA,NA,12
"08.sin especificar",2017,"resp","pearson",NA,NA,12
"08.sin especificar",2017,"resp","spearman",NA,NA,12
"08.sin especificar",2018,"resp","pearson",NA,NA,12
"08.sin especificar",2018,"resp","spearman",NA,NA,12
"08.sin especificar",2019,"resp","pearson",NA,NA,12
"08.sin especificar",2019,"resp","spearman",NA,NA,12
"08.sin especificar",2020,"resp","pearson",0.654922242834619,0.0208120267355248,12
"08.sin especificar",2020,"resp","spearman",0.690157958899919,0.0129864256750896,12
"08.sin especificar",2021,"resp","pearson",0.0677515846426922,0.834283842094719,12
"08.sin especificar",2021,"resp","spearman",0.0736846641113629,0.819972964509617,12
"08.sin especificar",2022,"resp","pearson",0.479047049871374,0.115093635696237,12
"08.sin especificar",2022,"resp","spearman",0.445927515919078,0.146227703446361,12
"08.sin especificar",2023,"resp","pearson",0.053393758652054,0.86909948886405,12
"08.sin especificar",2023,"resp","spearman",0.102135777489023,0.752113588160319,12
"08.sin especificar",2024,"resp","pearson",0.340433359610299,0.278899848424536,12
"08.sin especificar",2024,"resp","spearman",0.414302468352409,0.180569957814836,12
"08.sin especificar",2015,"circ","pearson",NA,NA,12
"08.sin especificar",2015,"circ","spearman",NA,NA,12
"08.sin especificar",2016,"circ","pearson",NA,NA,12
"08.sin especificar",2016,"circ","spearman",NA,NA,12
"08.sin especificar",2017,"circ","pearson",NA,NA,12
"08.sin especificar",2017,"circ","spearman",NA,NA,12
"08.sin especificar",2018,"circ","pearson",NA,NA,12
"08.sin especificar",2018,"circ","spearman",NA,NA,12
"08.sin especificar",2019,"circ","pearson",NA,NA,12
"08.sin especificar",2019,"circ","spearman",NA,NA,12
"08.sin especificar",2020,"circ","pearson",0.535258121992535,0.0729178203560999,12
"08.sin especificar",2020,"circ","spearman",0.633818533683599,0.0268907007358238,12
"08.sin especificar",2021,"circ","pearson",0.413923384404023,0.181009527789251,12
"08.sin especificar",2021,"circ","spearman",0.442107984668178,0.15013292547274,12
"08.sin especificar",2022,"circ","pearson",0.327062827852576,0.299415775640409,12
"08.sin especificar",2022,"circ","spearman",0.112418701492204,0.727953710633453,12
"08.sin especificar",2023,"circ","pearson",0.244223235674444,0.444285104104162,12
"08.sin especificar",2023,"circ","spearman",0.370914139302243,0.23523313348604,12
"08.sin especificar",2024,"circ","pearson",-0.170952962118593,0.595263631650681,12
"08.sin especificar",2024,"circ","spearman",-0.207151234176205,0.51827779706781,12
"08.sin especificar",2015,"diabetes","pearson",NA,NA,12
"08.sin especificar",2015,"diabetes","spearman",NA,NA,12
"08.sin especificar",2016,"diabetes","pearson",NA,NA,12
"08.sin especificar",2016,"diabetes","spearman",NA,NA,12
"08.sin especificar",2017,"diabetes","pearson",NA,NA,12
"08.sin especificar",2017,"diabetes","spearman",NA,NA,12
"08.sin especificar",2018,"diabetes","pearson",NA,NA,12
"08.sin especificar",2018,"diabetes","spearman",NA,NA,12
"08.sin especificar",2019,"diabetes","pearson",NA,NA,12
"08.sin especificar",2019,"diabetes","spearman",NA,NA,12
"08.sin especificar",2020,"diabetes","pearson",-0.0769395080369879,0.812143210887092,12
"08.sin especificar",2020,"diabetes","spearman",0.309866838689759,0.327005010215011,12
"08.sin especificar",2021,"diabetes","pearson",0.527864710829153,0.0777385056511846,12
"08.sin especificar",2021,"diabetes","spearman",0.589477312890903,0.0436812592951689,12
"08.sin especificar",2022,"diabetes","pearson",0.352534077778459,0.261045770223886,12
"08.sin especificar",2022,"diabetes","spearman",0.127407861691165,0.693145057152152,12
"08.sin especificar",2023,"diabetes","pearson",0.0707025608884547,0.827159909118873,12
"08.sin especificar",2023,"diabetes","spearman",0.0860090757802302,0.790410908911563,12
"08.sin especificar",2024,"diabetes","pearson",-0.0363540677478308,0.910692375590906,12
"08.sin especificar",2024,"diabetes","spearman",-0.0690504113920682,0.83114691252083,12
"08.sin especificar",2015,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2015,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2016,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2016,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2017,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2017,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2018,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2018,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2019,"alzheimer","pearson",NA,NA,12
"08.sin especificar",2019,"alzheimer","spearman",NA,NA,12
"08.sin especificar",2020,"alzheimer","pearson",0.176944427197747,0.582224345466863,12
"08.sin especificar",2020,"alzheimer","spearman",0.00704242815203999,0.98267017047643,12
"08.sin especificar",2021,"alzheimer","pearson",0.463255458124771,0.129333791518702,12
"08.sin especificar",2021,"alzheimer","spearman",0.224562785863201,0.482876710115563,12
"08.sin especificar",2022,"alzheimer","pearson",0.650228215558377,0.0220673438062567,12
"08.sin especificar",2022,"alzheimer","spearman",0.51712602686414,0.0851211966553434,12
"08.sin especificar",2023,"alzheimer","pearson",-0.108243440390938,0.737737464619975,12
"08.sin especificar",2023,"alzheimer","spearman",0.161267017087932,0.61657562850463,12
"08.sin especificar",2024,"alzheimer","pearson",-0.0908771801134284,0.778801363564656,12
"08.sin especificar",2024,"alzheimer","spearman",0.464939436706592,0.127763209132251,12
"08.sin especificar",2015,"metabolic","pearson",NA,NA,12
"08.sin especificar",2015,"metabolic","spearman",NA,NA,12
"08.sin especificar",2016,"metabolic","pearson",NA,NA,12
"08.sin especificar",2016,"metabolic","spearman",NA,NA,12
"08.sin especificar",2017,"metabolic","pearson",NA,NA,12
"08.sin especificar",2017,"metabolic","spearman",NA,NA,12
"08.sin especificar",2018,"metabolic","pearson",NA,NA,12
"08.sin especificar",2018,"metabolic","spearman",NA,NA,12
"08.sin especificar",2019,"metabolic","pearson",NA,NA,12
"08.sin especificar",2019,"metabolic","spearman",NA,NA,12
"08.sin especificar",2020,"metabolic","pearson",0.162604230709748,0.613616669538532,12
"08.sin especificar",2020,"metabolic","spearman",0.23240012901732,0.467312644206468,12
"08.sin especificar",2021,"metabolic","pearson",0.163018588129037,0.612700858183549,12
"08.sin especificar",2021,"metabolic","spearman",-0.224562785863201,0.482876710115563,12
"08.sin especificar",2022,"metabolic","pearson",-0.330951050504538,0.293364705973918,12
"08.sin especificar",2022,"metabolic","spearman",-0.288541333829991,0.363066694855494,12
"08.sin especificar",2023,"metabolic","pearson",0.485727744631641,0.109394679236934,12
"08.sin especificar",2023,"metabolic","spearman",0.403167542719829,0.193759757038057,12
"08.sin especificar",2024,"metabolic","pearson",0.0387047390076917,0.904940053126024,12
"08.sin especificar",2024,"metabolic","spearman",-0.119687379746252,0.711010602725397,12
"08.sin especificar",2015,"anemia","pearson",NA,NA,12
"08.sin especificar",2015,"anemia","spearman",NA,NA,12
"08.sin especificar",2016,"anemia","pearson",NA,NA,12
"08.sin especificar",2016,"anemia","spearman",NA,NA,12
"08.sin especificar",2017,"anemia","pearson",NA,NA,12
"08.sin especificar",2017,"anemia","spearman",NA,NA,12
"08.sin especificar",2018,"anemia","pearson",NA,NA,12
"08.sin especificar",2018,"anemia","spearman",NA,NA,12
